arm,cell,candidate,dependent,n,n_blocks,generator,B_reps,pool,R_null,level_matched_scheme,sxx_after_base,n_distinct_on_arm,not_estimable,mean_signed_t_obs,sd_signed_t_obs,typeI_COMPOSED2,cp_lo_COMPOSED2,cp_hi_COMPOSED2,null_mean_signed_t_COMPOSED2,null_sd_signed_t_COMPOSED2,typeI_LEVEL_MATCHED,cp_lo_LEVEL_MATCHED,cp_hi_LEVEL_MATCHED,null_mean_signed_t_LEVEL_MATCHED,null_sd_signed_t_LEVEL_MATCHED,typeI_ROW_NAIVE,cp_lo_ROW_NAIVE,cp_hi_ROW_NAIVE,null_mean_signed_t_ROW_NAIVE,null_sd_signed_t_ROW_NAIVE,mc_se_binomial
A1_FULL,pl_abs_min_trend5|minutes_absres,pl_abs_min_trend5,minutes_absres,13879,475,EXCH,1000,1000,500,WITHIN,13875.999999999998,10886,,-0.019645288520275615,1.3552692830818938,0.04,0.02872762528589056,0.054072696819374155,0.05254918899280769,1.3065361646447622,0.051,0.03820523677469011,0.06651346159498012,1.541853746833409,0.879542726960967,0.151,0.1293613620026599,0.17471546603822025,-0.012123756894009442,1.018888775559285,0.006892024376045111
A1_FULL,pl_abs_min_trend5|minutes_absres,pl_abs_min_trend5,minutes_absres,13879,475,CIRCSHIFT,1000,1000,500,WITHIN,13875.999999999998,10886,,0.06448970360611549,1.397895589454504,0.053,0.03994925236002003,0.06875518328995561,-0.06405784969331263,1.4207471762241437,0.082,0.0657458602718286,0.10076286741533863,0.8845717430996911,0.8821449800853945,0.158,0.13592651618496765,0.18210760248788999,-0.032397425391424886,0.9737908222230673,0.006892024376045111
A1_FULL,pl_abs_min_trend5|minutes_absres,pl_abs_min_trend5,minutes_absres,13879,475,BLOCKBOOT,1000,1000,500,WITHIN,13875.999999999998,10886,,-1.6525614832207156,1.1897695333172618,0.218,0.19277002345963368,0.24490179945822205,-0.015639356444030604,1.3262109154742119,0.38,0.3498070219932119,0.41090176593830996,-0.6625361453020286,0.8293164658670259,0.407,0.37636317728165114,0.43818599414065684,0.016341745319189926,1.0122488252092263,0.006892024376045111
A1_FULL,pl_abs_min_trend5|minutes_sqres,pl_abs_min_trend5,minutes_sqres,13879,475,EXCH,1000,1000,500,WITHIN,13875.999999999998,10886,,-0.006263143993356473,1.4679917497944386,0.045,0.03300962543115163,0.05975283269342785,0.045041239124654915,1.3932287339798444,0.049,0.036467059172048844,0.064266053140203,1.7433107882863796,0.8942076136216675,0.18,0.15665810167101696,0.2052424940277719,-0.02100071736147091,1.020643053327921,0.006892024376045111
A1_FULL,pl_abs_min_trend5|minutes_sqres,pl_abs_min_trend5,minutes_sqres,13879,475,CIRCSHIFT,1000,1000,500,WITHIN,13875.999999999998,10886,,0.09121709644781678,1.4968796725552815,0.05,0.03733539760466467,0.06539048791553109,-0.07123802876848918,1.503961322843134,0.091,0.07389912994248227,0.11055149410185744,1.0998714237458098,0.8948923324798927,0.186,0.16233597764160673,0.21152835926992036,-0.03421938878316013,0.9694602353535737,0.006892024376045111
A1_FULL,pl_abs_min_trend5|minutes_sqres,pl_abs_min_trend5,minutes_sqres,13879,475,BLOCKBOOT,1000,1000,500,WITHIN,13875.999999999998,10886,,-1.5294893163133125,1.2159736267507624,0.165,0.14250731760553004,0.18948420837969232,-0.001955048874558116,1.4167537499713623,0.35,0.32041612415135745,0.38047019125598525,-0.6500467738075066,0.8076731667177892,0.361,0.33117826248756876,0.3916429343529936,-0.002005100706473218,1.0054374229327296,0.006892024376045111
A1_FULL,pl_dnp_frac5|fga_absres,pl_dnp_frac5,fga_absres,13879,475,EXCH,1000,1000,500,WITHIN,13876.000000000002,33,,-0.014416735083261405,1.4590889151606112,0.005,0.0016254195175630921,0.01162947055981195,0.0016583730924185289,1.8320003861657863,0.043,0.0312911704560941,0.05748625796198675,0.8644139056182565,0.7029665689984194,0.188,0.16423072340131523,0.21362154016311313,0.008400073697902926,0.9955777075396377,0.006892024376045111
A1_FULL,pl_dnp_frac5|fga_absres,pl_dnp_frac5,fga_absres,13879,475,CIRCSHIFT,1000,1000,500,WITHIN,13876.000000000002,33,,0.05527196363543257,1.386083343997544,0.008,0.0034599761653290907,0.015702049176073485,-0.02513198273387681,1.896947965786826,0.061,0.04697787554108128,0.07767077404909645,-0.1702938587720563,0.6972058306474419,0.158,0.13592651618496765,0.18210760248788999,-0.0016713560837334435,1.0189393472801915,0.006892024376045111
A1_FULL,pl_dnp_frac5|fga_absres,pl_dnp_frac5,fga_absres,13879,475,BLOCKBOOT,1000,1000,500,WITHIN,13876.000000000002,33,,0.5395930059226719,1.4931844709557087,0.029,0.019505937324385797,0.04138471911643932,0.08260606927748904,1.8818680290102785,0.053,0.03994925236002003,0.06875518328995561,-0.9417547260920206,0.7527522748231065,0.198,0.17371978110414688,0.22407220517159826,-0.04342995807217122,0.9860098307094949,0.006892024376045111
A1_FULL,pl_dnp_frac5|minutes_absres,pl_dnp_frac5,minutes_absres,13879,475,EXCH,1000,1000,500,WITHIN,13876.000000000002,33,,0.0021300302753270444,1.715625839703192,0.008,0.0034599761653290907,0.015702049176073485,0.035712950018465306,2.193841759559573,0.05,0.03733539760466467,0.06539048791553109,2.307808356314725,0.7704835808966857,0.256,0.22920178638442024,0.28424283010101636,0.015154255759005173,0.9758321076081423,0.006892024376045111
