arm,candidate,n,n_blocks,level_matched_scheme,var_share_between_block,sd_dev,dev_excess_kurtosis,dev_abs_skew,dev_max_abs_z,dev_frac_abs_z_gt4,dev_p999_over_p50_abs,excess_kurtosis_whole,max_within_block_spread_z,n_distinct_over_n,pos_corr_mean,pos_corr_mean_abs,pos_monotone_share,dev_lag1_autocorr,shared_position_profile_sd,sxx_after_base
A1_FULL,pl_abs_min_trend5,13879,475,WITHIN,0.10074002608408487,0.9481906956746731,3.2079656873245748,1.323246366834438,7.683787301804333,0.004106924129980546,8.650129857691981,4.031781968604165,8.930779249767955,0.7843504575257584,0.037413051323048445,0.20678009944128645,0.0,0.19487666533998596,0.0917262480865906,13875.999999999998
A1_FULL,pl_dnp_frac5,13879,475,WITHIN,0.3942423533229898,0.7782202193455722,9.284814690845156,2.0671941418685975,6.8218707021713785,0.011672310685207868,32.92584101334276,8.30158332874228,5.807256414381925,0.0023776929173571584,0.02452071382421332,0.402113825987752,0.010273972602739725,0.6766641061453404,0.10903735580965863,13876.000000000002
A1_FULL,pl_fga_sd5,13879,475,WITHIN,0.35032783224099323,0.8059353191076806,0.9197691234718448,0.4637910259699254,4.977437660120705,0.0015130773110454644,6.691817673661132,1.042381159057407,6.837664691662761,0.23539159881835867,-0.02283077217457786,0.3072696661966531,0.002242152466367713,0.6232574315499577,0.06022421698312228,13876.0
A1_FULL,pl_games_prior,13879,475,WITHIN,0.16954924348706651,0.9111922142675742,-0.8583821826504616,0.00036536957717941536,2.3264158913464423,0.0,2.887160805065071,-0.8328716012166679,4.240082374626706,0.010807695078896173,0.9998355678966899,0.9998355678966899,1.0,0.9997861732633122,0.9980379697630026,13875.999999999975
A1_FULL,pl_min_rng5,13879,475,WITHIN,0.2197224372014724,0.8832377385274108,0.9960245801017331,0.5893943401771891,5.4752278638559995,0.0015851286115714388,6.837077249469615,0.9004235011316823,6.600007897552323,0.3921752287628792,0.04639196471121059,0.2933395583335303,0.002242152466367713,0.6066648826822746,0.1444633378063745,13875.999999999996
A1_FULL,pl_min_sd5,13879,475,WITHIN,0.22691294330143474,0.8791586608314795,1.4473810589978102,0.6679379264752672,7.363957477186524,0.0019453851142013114,7.030624638830447,1.3923708723208277,8.162738998716708,0.9272281864687658,0.013040702757439286,0.3019947101225937,0.0,0.6252867798408772,0.0989837891734635,13876.0
A1_FULL,pl_minutes_prior,13879,475,WITHIN,0.3989053281781618,0.7752191579568362,0.12941229672124877,0.0070325823793745985,3.146994662666309,0.0,4.950072607662205,0.23638694067471677,4.850369835015689,0.9672887095612076,0.9912354022597953,0.9912354022597953,0.9932735426008968,0.9935338753155151,0.9920690393270032,13876.000000000002
A1_FULL,pl_pts_sd5,13879,475,WITHIN,0.424987689335227,0.758213703061589,0.8916008101359547,0.4357736369421319,4.994901399888769,0.0008646156063116939,6.435859718280239,1.0308260798979996,6.449504748295746,0.37445060883348946,-0.040070603323972345,0.3379109919489186,0.006726457399103139,0.6455011122741126,0.07648819942399646,13876.0
A1_FULL,pl_start_switch5,13879,475,WITHIN,0.2728535194453232,0.8526366781964557,6.871215490553226,1.8926943586691352,8.305282559145072,0.005403847539448087,36.85504174684742,10.22946115265979,9.524276057786402,0.001296923409467541,0.09335413080087604,0.34300276433585264,0.0045662100456621,0.7723887226112698,0.1919418824297538,13876.000000000024
A1_FULL,pl_usg_sd5,13879,475,WITHIN,0.4022224598677176,0.7730771812598707,6.230181728298774,1.0224988238362895,9.668408994415058,0.005331796238922113,11.481304749113082,8.358627008416393,10.753842563573878,0.9070538223214929,0.14267034332591677,0.3461289723300422,0.011210762331838564,0.6574030833094773,0.10945756419220434,13876.000000000004
A1_FULL,pts__fallback_level,13879,475,WITHIN,0.09484756572262984,0.9512921643991284,9.583159151087827,3.2071812244255393,5.443561399990153,0.006340514446285755,25.25,9.783128816632324,5.437925917762426,0.0006484617047337705,-0.4794554707049126,0.4794554707049126,0.013452914798206279,0.7245427135492214,0.9184624840418775,13875.999999999976
A1_FULL,pts__is_fallback,13879,475,WITHIN,0.0796182420611644,0.9592615982259043,8.667557780836693,3.1463259373218357,3.8403836025116376,0.0,17.279999999999994,8.208926680109064,3.837036699807814,0.00043230780315584694,-0.47883010897198214,0.47883010897198214,0.0,0.7126875085679221,0.9090237757542065,13876.000000000007
A1_FULL,pts__n_prior_games,13879,475,WITHIN,0.17211554070300875,0.9097832207955138,-0.8537884361683021,0.0024521458455175524,2.3258848564120105,0.0,2.879454482606513,-0.828949191099627,4.228647706066297,0.010807695078896173,0.9995886955113555,0.9995886955113555,1.0,0.9989376156752218,0.9978791645162833,13875.99999999999
A1_FULL,pts__pred_cv,13879,475,WITHIN,0.455111223004078,0.7380860364218037,297.40433798465654,10.240990465775704,36.66965569603562,0.011023848980474097,252.70533606574588,241.46106708719543,33.74682120251608,0.892859716117876,0.06600520253484374,0.4652779482340973,0.03139013452914798,0.6919438359341045,0.10101771028304007,13875.999999999993
A1_FULL,pts__pred_width,13879,475,BETWEEN,0.7161251552797209,0.5327414795799489,5.002848362728333,0.9857902891554056,5.631263175598407,0.007349232653649398,19.234925857740162,-0.5446119155688502,3.369325271848079,0.46055191296202896,-0.237764269420514,0.42190456393004244,0.02912621359223301,0.5595376688378783,0.30839252737729866,13875.99999999996
