test,cell,theirs_composed2,mine_composed2,theirs_level_matched,mine_level_matched,theirs_row,mine_row,within_3se,in_the_54,target,tol_3mcse,injected_dr2,generator,scheme,null_mean_signed_t_on_real_response,null_sd_signed_t_on_real_response
T1_reproduce_E1_I0044,pl_usg_sd5|pts_absres,0.0525,0.058,0.25,0.254,0.28,0.309,True,True,,,,,,,
T1_reproduce_E1_I0044,pl_minutes_prior|minutes_absres,0.0225,0.024,0.0175,0.045,0.2625,0.289,False,True,,,,,,,
T1_reproduce_E1_I0044,pts__pred_cv|fga_absres,0.1475,0.139,0.5925,0.543,0.5475,0.52,True,True,,,,,,,
T1_reproduce_E1_I0044,pl_dnp_frac5|pts_sqres,0.025,0.028,0.0675,0.052,0.18,0.175,True,True,,,,,,,
T1_reproduce_E1_I0044,pl_games_prior|pts_absres,0.595,0.581,0.925,0.891,0.9075,0.881,True,False,,,,,,,
T2_level_positive_control,IID_NOISE|pts_absres,,0.023,,,,,False,,0.05,0.020676073128135332,,,,,
T2_level_positive_control,IID_NOISE|minutes_absres,,0.006,,,,,False,,0.05,0.020676073128135332,,,,,
T3_power_positive_control,pl_min_sd5|minutes_absres,,0.999,,,,,True,,>0.50,,0.005,,,,
T3_power_positive_control,pl_usg_sd5|pts_absres,,1.0,,,,,True,,>0.50,,0.005,,,,
T3_power_positive_control,pts__pred_cv|fga_absres,,1.0,,,,,True,,>0.50,,0.005,,,,
T4_degenerate_null_control,pl_pts_sd5|pts_absres,,0.058,,,,,,,,,,EXCH,COMPOSED2,-0.1349963722629122,1.6717301799202344
T4_degenerate_null_control,pl_pts_sd5|pts_absres,,0.057,,,,,,,,,,EXCH,WITHIN,27.61574457554665,0.8724213421233576
T4_degenerate_null_control,pl_pts_sd5|pts_absres,,0.049,,,,,,,,,,BLOCKBOOT,COMPOSED2,-0.1349963722629122,1.6717301799202344
T4_degenerate_null_control,pl_pts_sd5|pts_absres,,0.058,,,,,,,,,,BLOCKBOOT,WITHIN,27.61574457554665,0.8724213421233576
