player_id,game_id,game_date,season,channel,n_prior_season_games,prior_season_minutes,prior_season_last_game,n_current_season_games_before,current_last_game_used,prev_harness,prev_independent,dev_prev,cur_harness,cur_independent,dev_cur,cur_if_target_game_included,control_separation,control_informative,control_gap_vs_including_target,w_frozen,blend_harness,blend_rebuilt,dev_blend,prev_source_strictly_earlier,current_source_strictly_earlier
100940,1022200178,2022-07-31,2022,fg3,16,454.55,2021-09-06,29,2022-07-28,9.74150258497415,9.741502584974148,1.7763568394002505e-15,10.577864838393737,10.577864838393735,1.7763568394002505e-15,10.454728793644673,0.12313604474906192,True,0.1231360447490637,0.9,9.825138810316108,9.825138810316107,1.7763568394002505e-15,True,True
100940,1022200178,2022-07-31,2022,paint,16,454.55,2021-09-06,29,2022-07-28,3.0095699043009567,3.0095699043009563,4.440892098500626e-16,2.9774730656219397,2.9774730656219397,0.0,3.0303561720709196,0.052883106448979866,True,0.052883106448979866,0.9,3.0063602204330553,3.006360220433055,4.440892098500626e-16,True,True
100940,1022200178,2022-07-31,2022,ft,16,454.55,2021-09-06,29,2022-07-28,4.9103508964910345,4.9103508964910345,0.0,4.897159647404508,4.897159647404507,8.881784197001252e-16,4.810690423162585,0.08646922424192205,True,0.08646922424192294,0.9,4.909031771582382,4.909031771582382,0.0,True,True
100940,1022200178,2022-07-31,2022,np2,16,454.55,2021-09-06,29,2022-07-28,1.5839841601583984,1.5839841601583984,0.0,1.410381978452498,1.4103819784524978,2.220446049250313e-16,1.3636602774319138,0.04672170102058404,True,0.04672170102058426,0.9,1.5666239419878083,1.5666239419878083,0.0,True,True
201480,1022200103,2022-06-23,2022,fg3,31,934.1,2021-09-19,12,2022-06-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.9,0.0,0.0,0.0,True,True
201480,1022200103,2022-06-23,2022,paint,31,934.1,2021-09-19,12,2022-06-07,14.41387431752489,14.413874317524893,3.552713678800501e-15,14.906189346560275,14.906189346560277,1.7763568394002505e-15,15.333523724042267,0.42733437748199066,True,0.42733437748199243,0.9,14.463105820428428,14.463105820428432,3.552713678800501e-15,True,True
201480,1022200103,2022-06-23,2022,ft,31,934.1,2021-09-19,12,2022-06-07,3.0831816721978376,3.0831816721978385,8.881784197001252e-16,3.167565236144058,3.1675652361440587,8.881784197001252e-16,2.9962057851576844,0.17135945098637428,True,0.1713594509863734,0.9,3.0916200285924598,3.0916200285924607,8.881784197001252e-16,True,True
201480,1022200103,2022-06-23,2022,np2,31,934.1,2021-09-19,12,2022-06-07,1.6186703779038647,1.618670377903865,2.220446049250313e-16,0.3726547336640069,0.3726547336640069,0.0,0.3524947982538452,0.0201599354101617,True,0.0201599354101617,0.9,1.494068813479879,1.4940688134798792,2.220446049250313e-16,True,True
201896,1022200118,2022-06-29,2022,fg3,29,876.83,2021-09-19,18,2022-06-25,3.3256034974339475,3.325603497433948,4.440892098500626e-16,4.184175234689317,4.184175234689316,8.881784197001252e-16,4.006468182250547,0.17770705243876872,True,0.1777070524387696,0.9,3.4114606711594844,3.411460671159485,4.440892098500626e-16,True,True
201896,1022200118,2022-06-29,2022,paint,29,876.83,2021-09-19,18,2022-06-25,1.3138186656529176,1.3138186656529178,2.220446049250313e-16,1.5020116227089857,1.5020116227089853,4.440892098500626e-16,1.4382193474745553,0.06379227523442998,True,0.06379227523443043,0.9,1.3326379613585244,1.3326379613585246,2.220446049250313e-16,True,True
201896,1022200118,2022-06-29,2022,ft,29,876.83,2021-09-19,18,2022-06-25,1.3548754989545713,1.3548754989545715,2.220446049250313e-16,1.1801519892713457,1.1801519892713455,2.220446049250313e-16,1.1300294873014365,0.05012250196990897,True,0.050122501969909194,0.9,1.3374031479862487,1.337403147986249,2.220446049250313e-16,True,True
201896,1022200118,2022-06-29,2022,np2,29,876.83,2021-09-19,18,2022-06-25,2.299182664892606,2.299182664892606,0.0,1.5020116227089853,1.5020116227089853,0.0,1.4382193474745553,0.06379227523442998,True,0.06379227523442998,0.9,2.219465560674244,2.219465560674244,0.0,True,True
202252,1022300182,2023-08-17,2023,fg3,29,766.0,2022-08-14,29,2023-08-11,4.2297650130548305,4.22976501305483,8.881784197001252e-16,6.399334702045271,6.399334702045271,0.0,6.341781681304893,0.05755302074037871,True,0.05755302074037871,0.9,4.446721981953875,4.446721981953874,8.881784197001252e-16,True,True
202252,1022300182,2023-08-17,2023,paint,29,766.0,2022-08-14,29,2023-08-11,4.8877284595300265,4.887728459530026,8.881784197001252e-16,3.4803399256737437,3.480339925673744,4.440892098500626e-16,3.46900878293601,0.011331142737734279,True,0.011331142737733835,0.9,4.746989606144398,4.746989606144397,8.881784197001252e-16,True,True
202252,1022300182,2023-08-17,2023,ft,29,766.0,2022-08-14,29,2023-08-11,0.9869451697127938,0.9869451697127936,2.220446049250313e-16,0.9542867538137685,0.9542867538137685,0.0,0.9214554579673776,0.032831295846390884,True,0.032831295846390884,0.9,0.9836793281228912,0.983679328122891,1.1102230246251565e-16,True,True
202252,1022300182,2023-08-17,2023,np2,29,766.0,2022-08-14,29,2023-08-11,0.8459530026109661,0.845953002610966,1.1102230246251565e-16,0.2245380597208868,0.22453805972088672,8.326672684688674e-17,0.21681304893350062,0.007725010787386105,True,0.007725010787386188,0.9,0.7838115083219581,0.783811508321958,1.1102230246251565e-16,True,True
203029,1022200201,2022-08-09,2022,fg3,32,832.57,2021-09-19,18,2022-08-07,8.172318533050406,8.172318533050406,0.0,9.410788381742742,9.410788381742739,3.552713678800501e-15,9.306195216164019,0.10459316557872,True,0.10459316557872356,0.9,8.29616551791964,8.29616551791964,0.0,True,True
203029,1022200201,2022-08-09,2022,paint,32,832.57,2021-09-19,18,2022-08-07,1.7295912239260118,1.729591223926012,2.220446049250313e-16,1.1203319502074691,1.120331950207469,2.220446049250313e-16,1.0696776110533355,0.05065433915413342,True,0.05065433915413364,0.9,1.6686652965541575,1.6686652965541577,2.220446049250313e-16,True,True
203029,1022200201,2022-08-09,2022,ft,32,832.57,2021-09-19,18,2022-08-07,1.9890299075149136,1.9890299075149138,2.220446049250313e-16,1.5684647302904569,1.5684647302904566,2.220446049250313e-16,1.4975486554746695,0.0709160748157871,True,0.07091607481578732,0.9,1.946973389792468,1.946973389792468,0.0,True,True
203029,1022200201,2022-08-09,2022,np2,32,832.57,2021-09-19,18,2022-08-07,2.6808663970853184,2.680866397085319,4.440892098500626e-16,0.6721991701244816,0.6721991701244813,3.3306690738754696e-16,0.6418065666320013,0.030392603492479964,True,0.030392603492480297,0.9,2.479999674389235,2.4799996743892354,4.440892098500626e-16,True,True
203399,1022300079,2023-06-25,2023,fg3,25,694.2,2022-08-14,11,2023-06-22,5.445116681071737,5.445116681071736,8.881784197001252e-16,4.467205042347843,4.467205042347842,8.881784197001252e-16,4.320576076810241,0.14662896553760163,True,0.14662896553760252,0.9,5.347325517199348,5.347325517199348,0.0,True,True
203399,1022300079,2023-06-25,2023,paint,25,694.2,2022-08-14,11,2023-06-22,8.71218668971478,8.712186689714779,1.7763568394002505e-15,5.956273389797126,5.956273389797124,1.7763568394002505e-15,5.952793705827443,0.0034796839696804582,True,0.0034796839696822346,0.9,8.436595359723015,8.436595359723013,1.7763568394002505e-15,True,True
203399,1022300079,2023-06-25,2023,ft,25,694.2,2022-08-14,11,2023-06-22,4.35609334485739,4.356093344857389,8.881784197001252e-16,4.254480992712233,4.254480992712232,1.7763568394002505e-15,4.032537671689558,0.22194332102267378,True,0.22194332102267555,0.9,4.345932109642875,4.345932109642874,8.881784197001252e-16,True,True
203399,1022300079,2023-06-25,2023,np2,25,694.2,2022-08-14,11,2023-06-22,3.733794295592049,3.733794295592048,1.3322676295501878e-15,6.807169588339572,6.80716958833957,1.7763568394002505e-15,6.5288705160688085,0.27829907227076145,True,0.2782990722707632,0.9,4.041131824866801,4.0411318248668,8.881784197001252e-16,True,True
203403,1022300184,2023-08-18,2023,fg3,25,319.7,2022-08-14,30,2023-08-13,4.729433844228964,4.729433844228964,0.0,3.126734058722768,3.1267340587227674,4.440892098500626e-16,3.1776573883803474,0.05092332965757995,True,0.05092332965757951,0.9,4.569163865678345,4.569163865678345,0.0,True,True
203403,1022300184,2023-08-18,2023,paint,25,319.7,2022-08-14,30,2023-08-13,6.080700656865812,6.080700656865811,8.881784197001252e-16,8.859079833047842,8.859079833047842,0.0,8.675509060339996,0.18357077270784572,True,0.18357077270784572,0.9,6.358538574484014,6.3585385744840135,8.881784197001252e-16,True,True
