response,window,base,arm,candidate,is_negative_control,n,sd_defence_centred,beta,injected_var_share,oracle_upper_bound,realised_signed_dr2,implied_optimal_rescaling,sd_shift,sd_y,response_moved_by_1sd_of_shift,pct_of_response_sd,oracle_vs_floor_single,oracle_vs_floor_132,realised_over_oracle
y_ppm,CLEAN_2023_24,B0_COMPLETE,UNFROZEN,A10_opp_defrtg,False,3167,4.307870521295516,0.003559308713243928,0.005263498257839475,0.011560941282748963,0.010337911204223062,1.4820380569923945,0.016337048691355802,0.22541153378871012,0.016337048691355802,7.247654286700946,11.334256159557807,4.919549482020835,0.8942101643271136
y_ppm,CLEAN_2023_24,B0_COMPLETE,FROZEN,A10_opp_defrtg,False,3167,4.307870521295516,0.0035503548768532098,0.0052393165291978756,0.01131887559898961,0.010162394027454039,1.4698205835456437,0.016296695600834122,0.22541153378871012,0.016296695600834122,7.229752323192946,11.09693686175452,4.816542808080685,0.8978271683064698
y_ppm,CLEAN_2023_24,B0_COMPLETE,UNFROZEN,G01_noise,True,3167,0.99847364998672,-0.0030856252088071368,0.00019934546893184512,0.0002307624540479023,0.00022961350166577485,1.0759185370405338,0.003182022327240522,0.22541153378871012,0.003182022327240522,1.411650182116766,0.22623770004696303,0.09819678895655416,0.9950210601335998
y_ppm,CLEAN_2023_24,B0_COMPLETE,FROZEN,G01_noise,True,3167,0.99847364998672,-0.0030778493080973104,0.00019848968153662167,0.000271987453130467,0.00026621109510926777,1.170591773457381,0.0031754676051449944,0.22541153378871012,0.0031754676051449944,1.4087422909430731,0.26665436581418334,0.11573934175764554,0.9787624099762114
y_ppm,CLEAN_2023_24,B1_HONEST,UNFROZEN,A10_opp_defrtg,False,3167,4.307870521295516,0.003151741128828335,0.004264445599645468,0.010942588749049298,0.009397775953178696,1.6018754646512545,0.01471996623982274,0.22541153378871012,0.01471996623982274,6.530263111390088,10.728028185342447,4.656420744276296,0.8588256553089582
y_ppm,CLEAN_2023_24,B1_HONEST,FROZEN,A10_opp_defrtg,False,3167,4.307870521295516,0.0030195180959418895,0.003983492657290824,0.010429854582973594,0.008907938473175081,1.6181065511532002,0.014215965569924782,0.22541153378871012,0.014215965569924782,6.306671770953008,10.225347630366267,4.438235992754721,0.8540807930071248
y_ppm,CLEAN_2023_24,B1_HONEST,UNFROZEN,G01_noise,True,3167,0.99847364998672,-0.003129386442814217,0.00020618070608874344,0.00019982712652387454,0.00019977741018620986,0.9844716413480088,0.003236080750528917,0.22541153378871012,0.003236080750528917,1.4356322838219373,0.19590894757242602,0.08503281979739342,0.9997512032598901
y_ppm,CLEAN_2023_24,B1_HONEST,FROZEN,G01_noise,True,3167,0.99847364998672,-0.003121100549566749,0.00020519309690894368,0.00023370300999198124,0.00023277605441199782,1.0672121965079906,0.0032286350896397462,0.22541153378871012,0.0032286350896397462,1.4323291427785203,0.22912059803135415,0.09944808935828989,0.9960336172819716
y_ppm,CLEAN_2023_24,B2_FAMILY,UNFROZEN,A10_opp_defrtg,False,3167,4.307870521295516,0.003568710921788085,0.001513303138808266,0.005824135640188673,0.004424266311780959,1.9617911634231762,0.008767693647605717,0.22541153378871012,0.008767693647605717,3.88963843164482,5.709936902145758,2.478355591569648,0.759643419231499
y_ppm,CLEAN_2023_24,B2_FAMILY,FROZEN,A10_opp_defrtg,False,3167,4.307870521295516,0.0011518390779436984,0.0005899654030183716,0.004596298154378363,0.002703456460661062,2.791199150687211,0.005471499105122381,0.22541153378871012,0.005471499105122381,2.4273376846151535,4.506174661155257,1.9558715550546224,0.5881812645434655
y_ppm,CLEAN_2023_24,B2_FAMILY,UNFROZEN,G01_noise,True,3167,0.99847364998672,-0.0030264901749130733,0.0001932392256561837,0.00016951205659732012,0.00016873524060492332,0.9365967624635939,0.003132808700721554,0.22541153378871012,0.003132808700721554,1.3898173922449315,0.16618829078168637,0.07213279004141282,0.9954173407603558
y_ppm,CLEAN_2023_24,B2_FAMILY,FROZEN,G01_noise,True,3167,0.99847364998672,-0.0030178859231657276,0.00019223842163257034,0.0002039450596795399,0.00020377206495865674,1.0299982782529575,0.0031250521014370516,0.22541153378871012,0.0031250521014370516,1.386376308661439,0.19994613694072538,0.08678513177852762,0.9991517582178505
y_ppm,DISCLOSED_2022,B0_COMPLETE,UNFROZEN,A10_opp_defrtg,False,1350,4.4814351840821045,0.00301608920329894,0.0037394315739417423,0.007490246701266696,0.0068453244480607784,1.4152894380742884,0.013461949811818617,0.2204938718413751,0.013461949811818617,6.105362339277729,7.343379118888917,3.1873390218156152,0.9138983962842169
y_ppm,DISCLOSED_2022,B0_COMPLETE,FROZEN,A10_opp_defrtg,False,1350,4.4814351840821045,0.0029964833074003056,0.00367171976292471,0.006967139397046794,0.006443888654800456,1.3775027876402492,0.013339311424338874,0.2204938718413751,0.013339311424338874,6.049742477167471,6.830528820634111,2.9647401689560824,0.9248973341242274
y_ppm,DISCLOSED_2022,B0_COMPLETE,UNFROZEN,G01_noise,True,1350,0.9952287824769398,-0.00723217725348184,0.0010805444236821633,4.8440763527820725e-05,-0.0006229752074584623,0.2117308674197983,0.007247989727573057,0.2204938718413751,0.007247989727573057,3.28716152836543,0.047490944635118354,0.020613090862902434,-12.860557144205051
y_ppm,DISCLOSED_2022,B0_COMPLETE,FROZEN,G01_noise,True,1350,0.9952287824769398,-0.007201080078078279,0.0010696761469368868,1.2417914595824613e-06,-0.00114256825086551,-0.034072043270926534,0.007211404336154028,0.2204938718413751,0.007211404336154028,3.2705690529766582,0.0012174426074337856,0.0005284218976946643,-920.0967215942088
y_ppm,DISCLOSED_2022,B1_HONEST,UNFROZEN,A10_opp_defrtg,False,1350,4.4814351840821045,0.0024551096320468316,0.002285686451263303,0.004961249613044227,0.004449255574283908,1.4732865091414435,0.01053147709217707,0.2204938718413751,0.01053147709217707,4.776312830931416,4.863970208866889,2.1111700481039266,0.8968013950730934
y_ppm,DISCLOSED_2022,B1_HONEST,FROZEN,A10_opp_defrtg,False,1350,4.4814351840821045,0.0023427274748437196,0.002244343584441966,0.004376300707334246,0.004023645699561144,1.3963969972007613,0.010429015670508657,0.2204938718413751,0.010429015670508657,4.729843774529646,4.290490889543379,1.8622556201422324,0.9194170987423037
y_ppm,DISCLOSED_2022,B1_HONEST,UNFROZEN,G01_noise,True,1350,0.9952287824769398,-0.007222040429603212,0.0010779605806267333,5.6669788866968774e-05,-0.000583641661259764,0.22928432089769413,0.0072392807859050085,0.2204938718413751,0.0072392807859050085,3.2832117851842164,0.055558616536243895,0.0241148037731782,-10.298991277872085
y_ppm,DISCLOSED_2022,B1_HONEST,FROZEN,G01_noise,True,1350,0.9952287824769398,-0.0071901322510340634,0.001066426154583571,1.1848632051782216e-07,-0.0010889078725927071,-0.010540682030587901,0.007200440813104414,0.2204938718413751,0.007200440813104414,3.265596795490291,0.00011616305933119819,5.041971085864772e-05,-9190.156870715879
y_ppm,DISCLOSED_2022,B2_FAMILY,UNFROZEN,A10_opp_defrtg,False,1350,4.4814351840821045,0.002820191137762073,0.0019710028236980784,0.0031764738207419726,0.003033330846266566,1.269489218837166,0.009221369010321015,0.2204938718413751,0.009221369010321015,4.182142992597515,3.114190020335267,1.3516909875497756,0.9549365168569307
y_ppm,DISCLOSED_2022,B2_FAMILY,FROZEN,A10_opp_defrtg,False,1350,4.4814351840821045,0.0006749000464408684,0.0001862621954972926,0.0029685840769814787,0.0013009297728738037,3.9922002540572263,0.0030044225100609996,0.2204938718413751,0.0030044225100609996,1.3625877603629741,2.910376546060273,1.2632272668006292,0.4382324162422301
