response,window,base,arm,candidate,is_negative_control,n,sd_defence_centred,beta,injected_var_share,oracle_upper_bound,realised_signed_dr2,implied_optimal_rescaling,sd_shift,sd_y,response_moved_by_1sd_of_shift,pct_of_response_sd,oracle_vs_floor_single,oracle_vs_floor_132,realised_over_oracle
y_ppm,DISCLOSED_2022,B2_FAMILY,UNFROZEN,G01_noise,True,1350,0.9952287824769398,-0.00732187541542777,0.0011092215467087057,4.1188671698443664e-05,-0.0006817295017383937,0.19269912590445565,0.0073435429680145095,0.2204938718413751,0.0073435429680145095,3.330497535685485,0.04038105068474869,0.01752709433976326,-16.55138351461218
y_ppm,DISCLOSED_2022,B2_FAMILY,FROZEN,G01_noise,True,1350,0.9952287824769398,-0.007287796992777225,0.0010955937942684303,5.182743843053279e-06,-0.0012463012193241598,-0.06877887856071815,0.007298245577731326,0.2204938718413751,0.007298245577731326,3.3099539305934713,0.005081121414758116,0.0022054229119375652,-240.47131347127004
y_pts,CLEAN_2023_24,B0_COMPLETE,UNFROZEN,A10_opp_defrtg,False,3167,4.307870521295516,0.06336180528771296,0.001462812458835499,0.007870660029759422,0.00532343821463381,2.3195901267041568,0.2958687810293015,7.741545271052051,0.2958687810293015,3.821831051426427,7.7163333625092365,3.3492170339401794,0.6763649038969516
y_pts,CLEAN_2023_24,B0_COMPLETE,FROZEN,A10_opp_defrtg,False,3167,4.307870521295516,0.06320155033797056,0.0014556908191687996,0.007745825645928426,0.005260119565188474,2.3067434018001176,0.29510670080816503,7.741545271052051,0.29510670080816503,3.8119870190730145,7.593946711694534,3.2960960195440108,0.6790908814160364
y_pts,CLEAN_2023_24,B0_COMPLETE,UNFROZEN,G01_noise,True,3167,0.99847364998672,-0.0811032059203767,0.00012128719102869646,0.00020206032983144205,0.00019180915084445624,1.2907230319114007,0.08524109527657205,7.741545271052051,0.08524109527657205,1.1010863114798792,0.19809836257984514,0.08598311907720937,0.949266741296833
y_pts,CLEAN_2023_24,B0_COMPLETE,FROZEN,G01_noise,True,3167,0.99847364998672,-0.08089987922703853,0.00012079785456922012,0.00019532110725033476,0.00018641132958988006,1.2715837762791633,0.08507707207762012,7.741545271052051,0.08507707207762012,1.0989675717036582,0.19149128161797524,0.0831153647873765,0.9543839486377915
y_pts,CLEAN_2023_24,B1_HONEST,UNFROZEN,A10_opp_defrtg,False,3167,4.307870521295516,0.05678709536847733,0.0012006975627581037,0.006815825404248183,0.004520751537274355,2.382552141977288,0.2682527537727498,7.741545271052051,0.2682527537727498,3.465106052868113,6.682181768870767,2.9003512358502905,0.6632727907696478
y_pts,CLEAN_2023_24,B1_HONEST,FROZEN,A10_opp_defrtg,False,3167,4.307870521295516,0.054459716766431326,0.0011326243589232063,0.0072934612419436875,0.004615680387169408,2.5376042378064194,0.26038695482135765,7.741545271052051,0.26038695482135765,3.3635010285998352,7.1504521979840066,3.1036005284866754,0.6328518427746306
y_pts,CLEAN_2023_24,B1_HONEST,UNFROZEN,G01_noise,True,3167,0.99847364998672,-0.08217126295457086,0.00012455248564091284,0.0001925542894239986,0.00018517717305246295,1.2433700423544023,0.08638003066686188,7.741545271052051,0.08638003066686188,1.1157983017920543,0.18877871512156724,0.08193799549957387,0.9616881223804292
y_pts,CLEAN_2023_24,B1_HONEST,FROZEN,G01_noise,True,3167,0.99847364998672,-0.08195521171438185,0.00012399131831038592,0.00017876467400494253,0.0001737687703327981,1.2007295861545924,0.08619429746146579,7.741545271052051,0.08619429746146579,1.1133991269646384,0.17525948431857108,0.07607007404465639,0.9720531827669359
y_pts,CLEAN_2023_24,B2_FAMILY,UNFROZEN,A10_opp_defrtg,False,3167,4.307870521295516,0.07239380565504978,0.0005108833439613541,0.0041004258913370315,0.002383828587151639,2.833045905027552,0.17494293432111271,7.741545271052051,0.17494293432111271,2.2597934675300104,4.020025383663756,1.7448620814200133,0.5813612171818427
y_pts,CLEAN_2023_24,B2_FAMILY,FROZEN,A10_opp_defrtg,False,3167,4.307870521295516,0.023369556246281068,0.00019444989612130584,0.004442654587551785,0.0016644462527286373,4.77988465391179,0.10783553798079813,7.741545271052051,0.10783553798079813,1.392945906859544,4.355543713286063,1.8904913138518233,0.37465128560576755
y_pts,CLEAN_2023_24,B2_FAMILY,UNFROZEN,G01_noise,True,3167,0.99847364998672,-0.08053879453775328,0.00012004369630271738,0.0001733745061591413,0.00016848717943852154,1.2017743731151154,0.08480014702448119,7.741545271052051,0.08480014702448119,1.0953904428044132,0.16997500603837382,0.07377638559963459,0.9718105802929661
y_pts,CLEAN_2023_24,B2_FAMILY,FROZEN,G01_noise,True,3167,0.99847364998672,-0.08031107110567562,0.00011945182729466404,0.00016328935314516632,0.000159870292208635,1.1691831168654565,0.08460163345903905,7.741545271052051,0.08460163345903905,1.092826180005558,0.16008760112271206,0.06948483112560269,0.9790613357780177
y_pts,DISCLOSED_2022,B0_COMPLETE,UNFROZEN,A10_opp_defrtg,False,1350,4.4814351840821045,0.04030959440878481,0.0006322593798222303,0.0025379687690546167,0.0019012398287276055,2.003528369371261,0.17991700519742254,7.166645538917222,0.17991700519742254,2.510477240996705,2.4882046755437415,1.079986710236007,0.7491186857416728
y_pts,DISCLOSED_2022,B0_COMPLETE,FROZEN,A10_opp_defrtg,False,1350,4.4814351840821045,0.04004756445593044,0.0006208107340065058,0.002491427357307529,0.001866521046366974,2.003293148880552,0.17827796094996726,7.166645538917222,0.17827796094996726,2.4876067887250706,2.4425758404975775,1.0601818541734167,0.7491773905798772
y_pts,DISCLOSED_2022,B0_COMPLETE,UNFROZEN,G01_noise,True,1350,0.9952287824769398,-0.12441756348409262,0.00030271161485694275,0.00020143198412812347,0.00019115395875297114,0.8157360824151194,0.12468959076303372,7.166645538917222,0.12468959076303372,1.7398598840409867,0.19748233738051318,0.08571573792686105,0.948975206595717
y_pts,DISCLOSED_2022,B0_COMPLETE,FROZEN,G01_noise,True,1350,0.9952287824769398,-0.12388258837781359,0.00029966689635017033,6.798753595665136e-05,-1.4194558701666653e-05,0.4763161048575084,0.12406020004156912,7.166645538917222,0.12406020004156912,1.7310776620370265,0.06665444701632485,0.02893086636453249,-0.20878177892367006
y_pts,DISCLOSED_2022,B1_HONEST,UNFROZEN,A10_opp_defrtg,False,1350,4.4814351840821045,0.02560771922016415,0.00023538450461941298,0.0019912328806308685,0.0011338566942775288,2.908520255211429,0.1098472772171979,7.166645538917222,0.1098472772171979,1.5327572240135414,1.952189098657714,0.8473331406939866,0.5694244532152849
y_pts,DISCLOSED_2022,B1_HONEST,FROZEN,A10_opp_defrtg,False,1350,4.4814351840821045,0.024435530944417506,0.0002311269345535975,0.0014434347470937332,0.0009240642155577976,2.499040521483467,0.10877856595485108,7.166645538917222,0.10877856595485108,1.517844929878951,1.4151321049938559,0.6142275519547801,0.6401842670188894
y_pts,DISCLOSED_2022,B1_HONEST,UNFROZEN,G01_noise,True,1350,0.9952287824769398,-0.12513261432478157,0.0003063270036774189,0.00020513677222496442,0.00019502689440149509,0.818331214780644,0.1254313291931021,7.166645538917222,0.1254313291931021,1.7502097531120953,0.2011144825734945,0.08729224349998485,0.9507164039201013
y_pts,DISCLOSED_2022,B1_HONEST,FROZEN,G01_noise,True,1350,0.9952287824769398,-0.1245797575747194,0.0003030492343127409,7.538617050890978e-05,-7.532121722248664e-07,0.49875727755271676,0.12475836877668768,7.166645538917222,0.12475836877668768,1.7408195800840027,0.07390801030285273,0.0320792214931531,-0.009991383925462104
y_pts,DISCLOSED_2022,B2_FAMILY,UNFROZEN,A10_opp_defrtg,False,1350,4.4814351840821045,0.03021725899974476,0.0002141911344848365,0.001017167797847391,0.0007193362075515401,2.179192300096027,0.09880340803361468,7.166645538917222,0.09880340803361468,1.3786562694789348,0.9972233312229323,0.43283736078612384,0.7071952229257108
y_pts,DISCLOSED_2022,B2_FAMILY,FROZEN,A10_opp_defrtg,False,1350,4.4814351840821045,0.007231293378218427,2.024132612901236e-05,0.0014386040199804427,0.0003210459612927863,8.430457699424736,0.032191227007535864,7.166645538917222,0.032191227007535864,0.44918123594542253,1.4103960980200416,0.6121719233959331,0.22316492713342398
y_pts,DISCLOSED_2022,B2_FAMILY,UNFROZEN,G01_noise,True,1350,0.9952287824769398,-0.12579597666934336,0.00030993336219570716,0.000200691683647998,0.00018886939753098576,0.8046935576617988,0.12616824344322755,7.166645538917222,0.12616824344322755,1.7604923078460186,0.19675655259607644,0.08540071644595659,0.941092296889851
y_pts,DISCLOSED_2022,B2_FAMILY,FROZEN,G01_noise,True,1350,0.9952287824769398,-0.1252104807112771,0.0003061255609986385,6.323502456871451e-05,-2.7860526394141957e-05,0.45449493615747777,0.12538999618709953,7.166645538917222,0.12538999618709953,1.749633011793188,0.06199512212619069,0.02690852109307,-0.4405869466195469
