scheme,kind,n_blocks,n_draws,signed_observed,null_mean,null_sd,z,p,frac_values_changed,corr_drawn_vs_real
N_ESWAP_between_opp_team_season,VERDICT,48,1000,0.009397775953178707,-0.0004075448565457754,0.0010875567055316573,9.01591683436047,0.000999000999000999,0.9164022563017802,-0.023067802382925703
N_BLIND_within_opp_team_season,CONTRAST ONLY,48,1000,0.009397775953178707,0.008322227545838754,0.0011851758179931295,0.9075011411903339,0.18681318681318682,0.9699365415124271,0.822074871684166
N_WITHIN_PLAYER_cyclic,CONTRAST ONLY,600,1000,0.009397775953178707,-0.0002228323295604185,0.0005111977798747286,18.819737998660127,0.000999000999000999,0.9696545037898818,0.03012709043820126
