stratum,candidate,n_games,home_mean,away_mean,diff,pct_of_away_mean,null_sd,t_signflip,ci95_lo,ci95_hi,p_pergame_signflip,p_familywise_max_t
ALL_2021_2024,pts,970,82.54432989690721,81.18041237113403,1.363917525773196,1.6801066734395833,0.4411373111514766,3.091820826066688,0.4992883959163018,2.22854665563009,0.0015999200039998,0.029048547572621368
ALL_2021_2024,poss,970,82.24886597938143,82.13121649484536,0.11764948453608279,0.1432457591121478,0.09268209839539004,1.2693873636112516,-0.0640074283188817,0.29930639739104725,0.20603969801509925,0.9128543572821359
ALL_2021_2024,ppp,970,1.0046750566725966,0.9889699168734865,0.015705139799110222,1.5880300837421018,0.005587762815140535,2.8106310734156006,0.004753124681434772,0.02665715491678567,0.004749762511874406,0.06944652767361632
ALL_2021_2024,minutes,970,201.3659793814433,201.3659793814433,0.0,0.0,0.0,,0.0,0.0,1.0,
ALL_2021_2024,fga,970,68.37422680412371,68.28556701030928,0.088659793814433,0.12983679816416807,0.25926458474150704,0.34196646604405656,-0.41949879227892084,0.5968183799077869,0.7340132993350332,1.0
ALL_2021_2024,fg2a,970,46.208247422680415,46.07113402061856,0.13711340206185568,0.2976123878359328,0.325169705708883,0.4216672083979748,-0.5002192211275549,0.7744460252512664,0.6791660416979151,1.0
ALL_2021_2024,fg3a,970,22.1659793814433,22.21443298969072,-0.04845360824742268,-0.21811769073695939,0.24905067868367095,-0.19455320701601264,-0.5365929384674177,0.4396857219725724,0.8451077446127694,1.0
ALL_2021_2024,fta,970,18.438144329896907,17.254639175257733,1.1835051546391753,6.8590547887913,0.25288804336698384,4.679956944115807,0.687844589639887,1.6791657196384635,4.999750012499375e-05,4.999750012499375e-05
ALL_2021_2024,fgm,970,30.05876288659794,29.954639175257732,0.10412371134020619,0.3476046255506608,0.19185863957634963,0.5427105684170686,-0.2719192222294391,0.4801666449098515,0.5905704714764262,0.9998000099995
ALL_2021_2024,fg2m,970,22.37525773195876,22.37319587628866,0.002061855670103093,0.00921574048474795,0.1991788254839681,0.010351781446110856,-0.38832864227847436,0.3924523536186805,0.9960001999900004,1.0
ALL_2021_2024,fg3m,970,7.6835051546391755,7.581443298969072,0.10206185567010309,1.3462061463149306,0.13208346720392078,0.7727072723835453,-0.15682174004958163,0.36094545138978784,0.4455777211139443,0.9972501374931253
ALL_2021_2024,ftm,970,14.743298969072164,13.689690721649484,1.0536082474226804,7.696362677912495,0.22219963117214028,4.741719155269163,0.6180969703252854,1.4891195245200755,4.999750012499375e-05,4.999750012499375e-05
ALL_2021_2024,fg_pct,970,0.44067775737695125,0.43955119748541727,0.001126559891534057,0.2562977641691972,0.002791158939682595,0.40361724856204967,-0.00434411163024383,0.006597231413311943,0.6861656917154142,1.0
ALL_2021_2024,fg2_pct,970,0.48632234680701514,0.48719048659897063,-0.0008681397919554723,-0.17819309199074712,0.003609035829250267,-0.2405461827004964,-0.007941850017285996,0.006205570433375051,0.8124093795310234,1.0
ALL_2021_2024,fg3_pct,970,0.3447649802025327,0.3398750571976902,0.004889923004842633,1.4387413554735742,0.004539716116802696,1.077142904760879,-0.004007920584090652,0.013787766593775917,0.2784360781960902,0.9691515424228788
ALL_2021_2024,ft_pct,969,0.7995268330324213,0.7930510000091587,0.0064318924348979,0.8110313756396019,0.004951209687149705,1.2990547444579323,-0.0032724785519155216,0.01613626342171132,0.1927903604819759,0.9007049647517624
ALL_2021_2024,efg_pct,970,0.49715609655683524,0.49536197581614544,0.001794120740689802,0.36218378242170396,0.003277125534318954,0.5474678104031351,-0.0046290453065753485,0.008217286787954952,0.5834708264586771,0.9998000099995
ALL_2021_2024,ts_pct,970,0.540866212025161,0.5360453414027881,0.0048208706223728665,0.8993400837617636,0.003088319154811894,1.561001431753416,-0.0012322349210584461,0.01087397616580418,0.11779411029448528,0.7567121643917805
ALL_2021_2024,oreb,970,8.129896907216494,8.106185567010309,0.023711340206185566,0.2925092203993387,0.15765458900844098,0.15040057099077553,-0.28529165425035874,0.3327143346627299,0.8862556872156392,1.0
ALL_2021_2024,dreb,970,26.355670103092784,26.323711340206184,0.031958762886597936,0.1214067517819378,0.21060318221974597,0.15174871789568575,-0.3808234742641042,0.44474100003730005,0.8853557322133894,1.0
ALL_2021_2024,tov,970,13.891752577319588,14.35979381443299,-0.46804123711340206,-3.259386890659774,0.16628007653920393,-2.814776411310177,-0.7939501871302417,-0.1421322870965624,0.004949752512374382,0.06884655767211639
ALL_2021_2024,ast,970,20.077319587628867,19.783505154639176,0.29381443298969073,1.4851485148514851,0.19326514371301648,1.520266031136903,-0.08498524868782154,0.672614114667203,0.13184340782960852,0.783960801959902
ALL_2021_2024,pf,970,17.056701030927837,17.690721649484537,-0.634020618556701,-3.5839160839160833,0.147917913734943,-4.286300438855668,-0.9239397294771893,-0.3441015076362127,4.999750012499375e-05,0.00014999250037498125
ALL_2021_2024,fouls_drawn,970,17.689690721649484,17.056701030927837,0.6329896907216495,3.711090964037473,0.14783512593994735,4.281727273522116,0.34323284387935266,0.9227465375639463,4.999750012499375e-05,0.00014999250037498125
ALL_2021_2024,pts_per_min,970,0.4100022909507446,0.4031670103092784,0.00683528064146621,1.695396812408514,0.002203021611419206,3.102684334114572,0.002517358283084566,0.011153202999847855,0.0015999200039998,0.028348582570871455
REGULAR_SEASON,pts,888,82.36711711711712,81.40202702702703,0.9650900900900901,1.1855848377948397,0.45817901430999325,2.1063603088489176,0.06705922204250325,1.8631209581376769,0.035798210089495526,
REGULAR_SEASON,poss,888,82.37801801801803,82.24333333333333,0.13468468468468497,0.16376365016579053,0.09642011388891922,1.3968525782893022,-0.0542987385375967,0.32366810790696665,0.16454177291135444,
REGULAR_SEASON,ppp,888,1.0008581530905198,0.9903131216829765,0.01054503140754344,1.0648179022027704,0.005800717058883701,1.8178841168255053,-0.0008243740278686146,0.021914436842955493,0.06984650767461627,
REGULAR_SEASON,minutes,888,201.2668918918919,201.2668918918919,0.0,0.0,0.0,,0.0,0.0,1.0,
REGULAR_SEASON,fga,888,68.29729729729729,68.20270270270271,0.0945945945945946,0.13869625520110956,0.2751201544614783,0.34383011589883183,-0.44464090814990287,0.6338300973390921,0.7348632568371581,
REGULAR_SEASON,fg2a,888,46.148648648648646,46.0213963963964,0.12725225225225226,0.276506716910955,0.3423665096737717,0.37168428761769423,-0.5437861067083403,0.7982906112128447,0.7090645467726614,
REGULAR_SEASON,fg3a,888,22.14864864864865,22.181306306306308,-0.03265765765765766,-0.14723054272224195,0.26457352504170656,-0.12343509295765555,-0.5512217667394026,0.4859064514240872,0.9038548072596371,
REGULAR_SEASON,fta,888,18.5777027027027,17.49099099099099,1.0867117117117118,6.212979654906001,0.26348263882047723,4.1244148630685995,0.5702857396235764,1.6031376837998472,4.999750012499375e-05,
REGULAR_SEASON,fgm,888,29.94707207207207,29.96846846846847,-0.021396396396396396,-0.07139636254321359,0.19778570322560832,-0.10817969169384381,-0.4090563747185887,0.3662635819257959,0.9162541872906355,
