stratum,candidate,n_games,home_mean,away_mean,diff,pct_of_away_mean,null_sd,t_signflip,ci95_lo,ci95_hi,p_pergame_signflip,p_familywise_max_t
REGULAR_SEASON,fg2m,888,22.30292792792793,22.390765765765767,-0.08783783783783784,-0.3922949253130815,0.20696890926610106,-0.42440112454235457,-0.4934968999993959,0.31782122432372023,0.6791660416979151,
REGULAR_SEASON,fg3m,888,7.6441441441441444,7.577702702702703,0.06644144144144144,0.8768019022142963,0.1406337923771654,0.47244293365318857,-0.20920079161780275,0.3420836745006856,0.6410679466026699,
REGULAR_SEASON,ftm,888,14.82882882882883,13.887387387387387,0.9414414414414415,6.779111255270841,0.23018739597565896,4.0898913576527605,0.4902741453291499,1.392608737553733,9.99950002499875e-05,
REGULAR_SEASON,fg_pct,888,0.4395739629897967,0.4403382571922986,-0.0007642942025019298,-0.17356979322561056,0.0029205817355477176,-0.2616924543488581,-0.006488634404175456,0.004960045999171597,0.791610419479026,
REGULAR_SEASON,fg2_pct,888,0.4853873294324216,0.48796382125920057,-0.002576491826778932,-0.5280087814974157,0.003735130816184325,-0.6897996224429385,-0.00989734822650021,0.0047443645729423455,0.48367581620918954,
REGULAR_SEASON,fg3_pct,888,0.34299961284448194,0.34053507714619957,0.002464535698282437,0.7237244747108255,0.004848389895226704,0.508320442773961,-0.007038308496361903,0.011967379892926778,0.6140692965351733,
REGULAR_SEASON,ft_pct,887,0.7980558648022769,0.7936554453619387,0.004350758337344377,0.5481923374645602,0.005071866744903297,0.8578218940228349,-0.005590100482666086,0.01429161715735484,0.3880305984700765,
REGULAR_SEASON,efg_pct,888,0.4958069781435357,0.49621441930948407,-0.00040744116594843206,-0.08210990049733219,0.0034472209587954827,-0.1181940962933803,-0.007163994245187578,0.006349111913290714,0.9048547572621369,
REGULAR_SEASON,ts_pct,888,0.5398167652003342,0.5373951805411747,0.002421584659159405,0.4506152542568002,0.0032475010110829534,0.7456763372498142,-0.003943517322563183,0.008786686640881993,0.45567721613919304,
REGULAR_SEASON,oreb,888,8.129504504504505,8.11599099099099,0.013513513513513514,0.1665047870126266,0.16521126794828458,0.08179535016790498,-0.31030057166512426,0.33732759869215134,0.9405529723513825,
REGULAR_SEASON,dreb,888,26.269144144144143,26.33108108108108,-0.061936936936936936,-0.23522367633222135,0.22229155515389976,-0.2786292843830975,-0.4976283850385804,0.3737545111647066,0.7873106344682765,
REGULAR_SEASON,tov,888,14.036036036036036,14.460585585585585,-0.42454954954954954,-2.935908418347481,0.18031437745484288,-2.354496383162079,-0.7779657293610416,-0.0711333697380575,0.0191990400479976,
REGULAR_SEASON,ast,888,20.013513513513512,19.81981981981982,0.19369369369369369,0.9772727272727273,0.2014668629201955,0.9614171327540803,-0.2011813576298895,0.5885687450172769,0.33833308334583273,
REGULAR_SEASON,pf,888,17.25900900900901,17.85135135135135,-0.5923423423423423,-3.318193287913197,0.15409284821555175,-3.844061221541886,-0.8943643248448236,-0.2903203598398609,0.00014999250037498125,
REGULAR_SEASON,fouls_drawn,888,17.85135135135135,17.25900900900901,0.5923423423423423,3.432076210361477,0.15409284821555175,3.844061221541886,0.2903203598398609,0.8943643248448236,0.00014999250037498125,
REGULAR_SEASON,pts_per_min,888,0.40929679679679676,0.4044634634634635,0.0048333333333333344,1.194998750182523,0.0022885460522958354,2.111966822115992,0.000347783070833497,0.009318883595833171,0.035248237588120596,
PLAYOFFS,pts,82,84.46341463414635,78.78048780487805,5.682926829268292,7.213622291021672,1.6607250235617157,3.4219553199001362,2.4279057830873296,8.937947875449256,0.0002999850007499625,
PLAYOFFS,poss,82,80.85024390243903,80.91707317073171,-0.06682926829268246,-0.08258982396913374,0.3291583624716021,-0.20303074723932651,-0.7119796587370225,0.5783211221516577,0.8430078496075196,
PLAYOFFS,ppp,82,1.0460093296102084,0.974423991619497,0.07158533799071148,7.346426053379118,0.02098881288628986,3.410642535075048,0.030447264733583362,0.1127234112478396,0.0004999750012499375,
PLAYOFFS,minutes,82,202.4390243902439,202.4390243902439,0.0,0.0,0.0,,0.0,0.0,1.0,
PLAYOFFS,fga,82,69.20731707317073,69.1829268292683,0.024390243902439025,0.035254715318173806,0.898518667729769,0.027144949546862873,-1.736706344847908,1.7854868326527862,0.9892005399730014,
PLAYOFFS,fg2a,82,46.853658536585364,46.609756097560975,0.24390243902439024,0.5232862375719519,1.140376914328555,0.213878793896839,-1.9912363130595774,2.479041191108358,0.8369081545922704,
PLAYOFFS,fg3a,82,22.353658536585368,22.573170731707318,-0.21951219512195122,-0.9724473257698542,0.7666002655928614,-0.28634505487966183,-1.7220487156839597,1.2830243254400573,0.7903104844757762,
PLAYOFFS,fta,82,16.926829268292682,14.695121951219512,2.231707317073171,15.186721991701246,0.790168534070049,2.8243434417439466,0.6829769902958751,3.7804376438504668,0.003949802509874506,
PLAYOFFS,fgm,82,31.26829268292683,29.804878048780488,1.4634146341463414,4.909983633387889,0.7313700620431485,2.000922255496978,0.02992931254177056,2.8968999557509125,0.046947652617369134,
PLAYOFFS,fg2m,82,23.158536585365855,22.182926829268293,0.975609756097561,4.398020890599231,0.7021912830874089,1.3893789051438807,-0.4006851587537603,2.3519046709488824,0.17009149542522875,
PLAYOFFS,fg3m,82,8.109756097560975,7.621951219512195,0.4878048780487805,6.4,0.42765075194242963,1.1406618036636793,-0.3503905957583816,1.3260003518559427,0.27453627318634066,
PLAYOFFS,ftm,82,13.817073170731707,11.548780487804878,2.268292682926829,19.640971488912353,0.7473765012842313,3.0350066921145884,0.8034347404097357,3.7331506254439226,0.0018499075046247689,
PLAYOFFS,fg_pct,82,0.4526310429354062,0.43102791675723856,0.021603126178167675,5.012001621773117,0.009611392726759855,2.2476582522760378,0.0027647964337183598,0.04044145592261699,0.024348782560871956,
PLAYOFFS,fg2_pct,82,0.49644790081480816,0.47881583808330963,0.017632062731498598,3.682430974313506,0.012842027065597898,1.3729968517768179,-0.00753831031707328,0.04280243578007048,0.17094145292735363,
PLAYOFFS,fg3_pct,82,0.3638826169580094,0.33272752409675876,0.031155092861250615,9.363545425292367,0.013972243513934907,2.2297845603806414,0.0037694955739381968,0.05854069014856303,0.02359882005899705,
PLAYOFFS,ft_pct,82,0.8154563426466689,0.7865126704004298,0.028943672246239054,3.680000759746595,0.02112168220854106,1.3703298800005137,-0.012454824882501422,0.07034216937497953,0.17029148542572872,
PLAYOFFS,efg_pct,82,0.5117660618130552,0.4861306365224295,0.025635425290625798,5.273361389854106,0.01124280086206022,2.2801636002586063,0.003599535600987764,0.047671314980263835,0.022298885055747213,
PLAYOFFS,ts_pct,82,0.5522309532501151,0.5214275712212354,0.030803382028879615,5.907509255165587,0.010935884308313127,2.8167253018088187,0.009369048784585887,0.05223771527317334,0.0042997850107494625,
PLAYOFFS,oreb,82,8.134146341463415,8.0,0.13414634146341464,1.676829268292683,0.5595984709755315,0.23971892065673675,-0.9626666616486271,1.2309593445754565,0.8335083245837708,
PLAYOFFS,dreb,82,27.29268292682927,26.24390243902439,1.048780487804878,3.996282527881041,0.7136530367684863,1.469594373974631,-0.3499794642613552,2.447540439871111,0.1455927203639818,
PLAYOFFS,tov,82,12.329268292682928,13.268292682926829,-0.9390243902439024,-7.077205882352941,0.4979860753869713,-1.8856438696889513,-1.9150770980023661,0.03702831751456137,0.06309684515774211,
PLAYOFFS,ast,82,20.76829268292683,19.390243902439025,1.3780487804878048,7.10691823899371,0.7003476388802511,1.9676639200084893,0.005367408282512587,2.750730152693097,0.05124743762811859,
PLAYOFFS,pf,82,14.865853658536585,15.951219512195122,-1.0853658536585367,-6.80428134556575,0.5008161887536198,-2.167194028531075,-2.0669655836156315,-0.10376612370144189,0.03189840507974601,
PLAYOFFS,fouls_drawn,82,15.939024390243903,14.865853658536585,1.0731707317073171,7.219031993437245,0.4972457465582907,2.158230088714318,0.09856906845306745,2.0477723949615667,0.03289835508224589,
PLAYOFFS,pts_per_min,82,0.4176422764227642,0.3891273712737127,0.028514905149051487,7.327910410340697,0.00828891041857228,3.4401270745019135,0.012268640728649818,0.044761169569453155,0.0002999850007499625,
SEASON_2021,pts,192,80.88541666666667,80.4375,0.4479166666666667,0.556850556850557,1.0133677681150397,0.4420080061356542,-1.538284158838811,2.4341174921721445,0.6658167091645417,
SEASON_2021,poss,192,81.79854166666667,81.8125,-0.013958333333332925,-0.017061370002545977,0.23408064334638148,-0.05963044672889951,-0.4727563942922406,0.4448397276255748,0.9521023948802559,
SEASON_2021,ppp,192,0.9899227492691681,0.9842356765164553,0.005687072752712717,0.5778161560695708,0.01290582164581956,0.4406594875387006,-0.019608337673093622,0.030982483178519055,0.6593170341482926,
SEASON_2021,minutes,192,201.69270833333334,201.69270833333334,0.0,0.0,0.0,,0.0,0.0,1.0,
SEASON_2021,fga,192,67.9375,68.88020833333333,-0.9427083333333334,-1.3686200378071836,0.6321015959099716,-1.491387364678637,-2.181627461316878,0.29621079465021094,0.14014299285035747,
SEASON_2021,fg2a,192,47.0,47.489583333333336,-0.4895833333333333,-1.0309278350515463,0.8104650467117497,-0.6040770485040532,-2.0780948248883626,1.098928158221696,0.5454727263636818,
SEASON_2021,fg3a,192,20.9375,21.390625,-0.453125,-2.118334550766983,0.5953593864854357,-0.7610949122259028,-1.620029397511454,0.7137793975114539,0.45297735113244336,
SEASON_2021,fta,192,17.984375,16.536458333333332,1.4479166666666667,8.755905511811026,0.5886085096126727,2.4598976110954496,0.2942439878258283,2.601589345507505,0.014599270036498175,
SEASON_2021,fgm,192,29.5625,29.880208333333332,-0.3177083333333333,-1.0632734878856545,0.4284417991441873,-0.7415437381879076,-1.1574542596559403,0.5220375929892738,0.46452677366131695,
SEASON_2021,fg2m,192,22.390625,22.520833333333332,-0.13020833333333334,-0.5781683626271971,0.46917698591073476,-0.27752497936483755,-1.0497952257183734,0.7893785590517067,0.791610419479026,
SEASON_2021,fg3m,192,7.171875,7.359375,-0.1875,-2.5477707006369426,0.29490923451106527,-0.6357888396097845,-0.7655220996416879,0.39052209964168794,0.5412729363531823,
SEASON_2021,ftm,192,14.588541666666666,13.317708333333334,1.2708333333333333,9.54243253813062,0.5195426713876004,2.446061513944904,0.2525296974136366,2.28913696925303,0.015699215039248038,
SEASON_2021,fg_pct,192,0.4362980957389095,0.4347783276272869,0.0015197681116226065,0.3495501075033863,0.006492725746924151,0.23407243288268842,-0.01120597435234873,0.014245510575593943,0.816409179541023,
SEASON_2021,fg2_pct,192,0.4763154065009248,0.4762083445107972,0.0001070619901276428,0.022482174317551326,0.007350978379498586,0.014564318462183472,-0.014300855633689586,0.014514979613944873,0.9891005449727513,
SEASON_2021,fg3_pct,192,0.3400232676950911,0.3435363310253281,-0.0035130633302369436,-1.0226177009435238,0.011022078563658078,-0.31872965792679,-0.025116337315006773,0.01809021065453289,0.751412429378531,
SEASON_2021,ft_pct,191,0.8124311288592064,0.8057350566678196,0.006540710231707825,0.8117693499346353,0.01089430414921602,0.6003788899338293,-0.014812125900755573,0.027893546364171223,0.5530223488825559,
SEASON_2021,efg_pct,192,0.48950488272288345,0.48895210467282296,0.0005527780500604393,0.11305361911271959,0.007596954310555921,0.07276311367206166,-0.014337252398629166,0.015442808498750044,0.944452777361132,
SEASON_2021,ts_pct,192,0.5346113148378449,0.5300142938950747,0.004597020942770136,0.8673390502332743,0.007330407912533785,0.6271166622132979,-0.009770578565796082,0.018964620451336355,0.5340732963351832,
SEASON_2021,oreb,192,7.791666666666667,8.458333333333334,-0.6666666666666666,-7.881773399014777,0.36660735221824936,-1.8184759870003517,-1.3852170770144354,0.05188374368110216,0.07064646767661617,
SEASON_2021,dreb,192,26.651041666666668,26.661458333333332,-0.010416666666666666,-0.03907013088493846,0.5293396535402025,-0.019678606348495553,-1.0479223876054637,1.0270890542721303,0.992150392480376,
SEASON_2021,tov,192,13.739583333333334,14.114583333333334,-0.375,-2.6568265682656826,0.3872763193082998,-0.9683008779616938,-1.1340615858442677,0.38406158584426764,0.3383830808459577,
SEASON_2021,ast,192,18.828125,18.984375,-0.15625,-0.823045267489712,0.4288795278344381,-0.3643214232886344,-0.9968538745554987,0.6843538745554987,0.7254637268136593,
SEASON_2021,pf,192,17.015625,17.875,-0.859375,-4.8076923076923075,0.36681080740277433,-2.3428290079151584,-1.5783241825094376,-0.14042581749056238,0.019549022548872558,
SEASON_2021,fouls_drawn,192,17.875,17.015625,0.859375,5.05050505050505,0.36681080740277433,2.3428290079151584,0.14042581749056238,1.5783241825094376,0.019549022548872558,
SEASON_2021,pts_per_min,192,0.40111111111111103,0.3988802083333333,0.0022309027777777774,0.5592914191203673,0.005063650944345995,0.44057199090090793,-0.007693853073140373,0.012155658628695928,0.6624168791560422,
SEASON_2022,pts,216,82.7175925925926,81.81944444444444,0.8981481481481481,1.0977196853958016,0.912793997022409,0.9839549241975335,-0.8909280860157736,2.6872243823120696,0.3273336333183341,
SEASON_2022,poss,216,82.62685185185185,82.26925925925926,0.35759259259259263,0.43466125234663056,0.18263451174368553,1.9579683444191986,-0.0003710504250309943,0.7155562356102163,0.05164741762911854,
SEASON_2022,ppp,216,1.0025512896751223,0.994830754362805,0.00772053531231734,0.7760652028959829,0.011547126093721542,0.6686109816117091,-0.014911831831376884,0.030352902456011563,0.503574821258937,
SEASON_2022,minutes,216,201.38888888888889,201.38888888888889,0.0,0.0,0.0,,0.0,0.0,1.0,
SEASON_2022,fga,216,68.05555555555556,67.93518518518519,0.12037037037037036,0.1771841352051247,0.5652406775411383,0.2129541895215243,-0.9875013576102606,1.2282420983510014,0.8362081895905205,
SEASON_2022,fg2a,216,45.91203703703704,45.324074074074076,0.5879629629629629,1.2972420837589376,0.6839890613623083,0.8596087220925884,-0.7526555973071613,1.928581523233087,0.39003049847507626,
SEASON_2022,fg3a,216,22.14351851851852,22.61111111111111,-0.4675925925925926,-2.067977067977068,0.5614102949399643,-0.832889237705546,-1.5679567706749227,0.6327715854897376,0.4120293985300735,
SEASON_2022,fta,216,18.796296296296298,17.541666666666668,1.2546296296296295,7.152282924254419,0.5541604523266311,2.264018704983535,0.16847514306943245,2.340784116189827,0.023098845057747112,
SEASON_2022,fgm,216,30.01388888888889,30.10185185185185,-0.08796296296296297,-0.2922177791448785,0.4032780616302176,-0.2181198813726194,-0.8783879637581895,0.7024620378322635,0.8362081895905205,
SEASON_2022,fg2m,216,22.171296296296298,22.47685185185185,-0.3055555555555556,-1.3594232749742534,0.417079941993682,-0.7326066894873219,-1.1230322418631724,0.5119211307520611,0.4662266886655667,
SEASON_2022,fg3m,216,7.842592592592593,7.625,0.2175925925925926,2.8536733454766243,0.2849917820581509,0.7635047965986405,-0.34099130024138324,0.7761764854265684,0.45812709364531773,
SEASON_2022,ftm,216,14.847222222222221,13.99074074074074,0.8564814814814815,6.121773659827929,0.4705113664232162,1.8203204908573714,-0.06572079670802222,1.7786837596709852,0.06984650767461627,
SEASON_2022,fg_pct,216,0.44252113608109417,0.4442565454318345,-0.0017354093507402954,-0.3906322525993197,0.006131442342760528,-0.2830344401410404,-0.01375303634255093,0.01028221764107034,0.7721613919304035,
SEASON_2022,fg2_pct,216,0.4858644347459449,0.49626858894595977,-0.010404154200014936,-2.0964764709595345,0.00786402169950336,-1.3230068020631216,-0.025817636731041524,0.005009328331011651,0.18689065546722664,
SEASON_2022,fg3_pct,216,0.35387926146807264,0.33817728720092405,0.015701974267148547,4.643119115749309,0.009838788329918594,1.5959256100063355,-0.0035820508594918976,0.03498599939378899,0.11184440777961102,
SEASON_2022,ft_pct,216,0.7894640694778233,0.7989976836370906,-0.009533614159267087,-1.1931967206549887,0.010713576140302968,-0.889862921065448,-0.030532223394260906,0.01146499507572673,0.37493125343732814,
SEASON_2022,efg_pct,216,0.5003851507120204,0.5004342260190677,-4.907530704734282e-05,-0.00980654489556694,0.007116615199388058,-0.006895877558697103,-0.013997641097847936,0.01389949048375325,0.9940002999850007,
SEASON_2022,ts_pct,216,0.5433905566648931,0.5418612667673608,0.0015292898975323237,0.2822290485267144,0.006663955814738975,0.22948680034011082,-0.011532063499356067,0.014590643294420716,0.8182590870456478,
SEASON_2022,oreb,216,8.064814814814815,8.24074074074074,-0.17592592592592593,-2.134831460674157,0.33941707221785083,-0.5183178464665147,-0.8411833874729135,0.4893315356210617,0.6201189940502975,
SEASON_2022,dreb,216,25.99537037037037,26.199074074074073,-0.2037037037037037,-0.7775225304824174,0.474493825202221,-0.42930738585879114,-1.1337116011000568,0.7263041936926494,0.6790160491975401,
SEASON_2022,tov,216,14.36574074074074,14.856481481481481,-0.49074074074074076,-3.303209722655033,0.35382673769912487,-1.386952110888918,-1.1842411466310254,0.20275966514954397,0.16969151542422878,
SEASON_2022,ast,216,20.194444444444443,20.26851851851852,-0.07407407407407407,-0.36546368204659657,0.4119465773172883,-0.17981475791464327,-0.8814893656159591,0.733341217467811,0.8672066396680166,
SEASON_2022,pf,216,17.291666666666668,18.050925925925927,-0.7592592592592593,-4.206206719671711,0.29702232925192285,-2.556236297693582,-1.341423024593028,-0.1770954939254905,0.01079946002699865,
SEASON_2022,fouls_drawn,216,18.050925925925927,17.291666666666668,0.7592592592592593,4.3908969210174025,0.29702232925192285,2.556236297693582,0.1770954939254905,1.341423024593028,0.01079946002699865,
SEASON_2022,pts_per_min,216,0.41077829218107,0.40629475308641977,0.004483539094650207,1.1035188273023424,0.004556189469773039,0.9840545755164894,-0.004446592266104949,0.013413670455405362,0.32423378831058447,
SEASON_2023,pts,240,83.54166666666667,81.92916666666666,1.6125,1.968163555917205,0.9038715938431869,1.7839923402657052,-0.15908832393264638,3.3840883239326462,0.07659617019149043,
SEASON_2023,poss,240,82.71566666666666,82.58483333333334,0.13083333333333366,0.15842295498164552,0.17189091243125257,0.7611416536383807,-0.20607285503192138,0.4677395216985887,0.4506774661266937,
SEASON_2023,ppp,240,1.0110095706685214,0.9918713861285062,0.019138184540015184,1.9295026358927199,0.011429280620002225,1.6744872382013014,-0.0032632054751891744,0.04153957455521955,0.09419529023548823,
SEASON_2023,minutes,240,201.04166666666666,201.04166666666666,0.0,0.0,0.0,,0.0,0.0,1.0,
SEASON_2023,fga,240,68.56666666666666,68.1375,0.42916666666666664,0.6298538494465846,0.4834708978182893,0.8876783868549774,-0.5184362930571804,1.3767696263905136,0.38213089345532725,
SEASON_2023,fg2a,240,46.43333333333333,46.06666666666667,0.36666666666666664,0.7959479015918957,0.5920987907014443,0.6192660286170928,-0.7938469631081642,1.5271802964414976,0.5373731313434328,
SEASON_2023,fg3a,240,22.133333333333333,22.070833333333333,0.0625,0.2831791580139702,0.46068399955092126,0.13566783318050016,-0.8404406391198057,0.9654406391198057,0.9012049397530123,
SEASON_2023,fta,240,18.766666666666666,18.308333333333334,0.4583333333333333,2.503413746017296,0.5158668335335328,0.8884721861141716,-0.552765660392391,1.4694323270590575,0.37743112844357785,
SEASON_2023,fgm,240,30.379166666666666,29.866666666666667,0.5125,1.7159598214285712,0.3893735915617063,1.316216638998182,-0.2506722394609444,1.2756722394609443,0.19134043297835107,
SEASON_2023,fg2m,240,22.7,22.216666666666665,0.48333333333333334,2.1755438859714933,0.3848264989838323,1.2559772640647586,-0.2709266046749779,1.2375932713416447,0.2126893655317234,
SEASON_2023,fg3m,240,7.679166666666666,7.65,0.029166666666666667,0.38126361655773416,0.2685058909186152,0.10862579799229491,-0.4971048795338191,0.5554382128671524,0.9276536173191341,
SEASON_2023,ftm,240,15.104166666666666,14.545833333333333,0.5583333333333333,3.8384417072472075,0.45731322360631177,1.2208991660691337,-0.3380005849350377,1.4546672516017045,0.22453877306134692,
SEASON_2023,fg_pct,240,0.44362267661889504,0.4388128058693689,0.004809870749526183,1.0961099323427776,0.005605658750035241,0.8580384507879552,-0.006177220400542889,0.015796961899595258,0.39483025848707565,
SEASON_2023,fg2_pct,240,0.49014771096972054,0.48392141048607545,0.006226300483645072,1.2866346370975934,0.007392803173348486,0.8422110446672342,-0.008263593736117961,0.020716194703408103,0.40287985600719967,
SEASON_2023,fg3_pct,240,0.3448337585247703,0.3463223831863624,-0.0014886246615921173,-0.42983784296467525,0.008996952018467619,-0.1654587752092584,-0.01912265061778865,0.016145401294604414,0.8702564871756412,
SEASON_2023,ft_pct,240,0.802680682863114,0.796904926668148,0.005775756194965879,0.7247735585114603,0.009349950851508549,0.6177311824087292,-0.012550147473990875,0.024101659863922636,0.5389230538473077,
SEASON_2023,efg_pct,240,0.4998208216730162,0.4950633378591495,0.004757483813866675,0.9609848781046734,0.006680232133939462,0.7121734272819491,-0.00833577116865467,0.017850738796388023,0.4735263236838158,
SEASON_2023,ts_pct,240,0.5445794383020003,0.5381105016587296,0.006468936643270672,1.202157665262084,0.0061984144450621574,1.0436437738402633,-0.005679955669051156,0.0186178289555925,0.29703514824258787,
