target,real_sd,mean_diff,iqr,n_players,cyclic_null_mean,cyclic_null_sd,p_cyclic,relabel_is_noop,shuffle_p
pts,1.2158164568747554,0.1499054732854369,1.547260273972603,149,1.1271933657326951,0.07148811553859148,0.1089455272363818,True,0.23238380809595202
ppm,0.054800793446194394,0.007540155821010612,0.06303525767157186,149,0.04966153632470405,0.003502628740076061,0.0769615192403798,True,0.07196401799100449
fta,0.4685322154755367,0.12353628763277513,0.5172619155586994,149,0.4211367214894377,0.02854559025569315,0.05347326336831584,True,0.11944027986006997
fta_pm,0.026263483314422752,0.005198000909830304,0.025628230435643246,149,0.02749325658141704,0.0023182275194055546,0.6911544227886057,True,0.7561219390304847
