candidate,description,n_games,home_mean,away_mean,diff,null_sd,t,p_pergame_signflip
pts_eq,mean player points (equal weight over players who appeared),888,8.854115316615315,8.754182307307307,0.0999330093080093,0.061333983959932226,1.6293252591139806,0.10279486025698716
min_eq,mean player minutes,888,21.63504912650746,21.64169635612344,-0.006647229615979681,0.09958352799407888,-0.06675029244168691,0.9466526673666317
ppm_eq,mean player points-per-minute (equal weight),888,0.3668731405549963,0.35951897423184254,0.0073541663231537595,0.003233734055750594,2.274202577072083,0.02269886505674716
ppm_mw,team points per team minute (minute-weighted ppm),888,0.40929120360867577,0.40445828889066704,0.004832914718008679,0.0022707389751143,2.1283444600960397,0.034098295085245735
fga_eq,mean player FGA,888,7.339745467870468,7.332314010439011,0.00743145743145743,0.043404658638406,0.1712133596848936,0.863956802159892
fga_per_min_mw,"FGA per minute, minute-weighted",888,0.3393738498622843,0.33886680778217415,0.0005070420801102046,0.001353559043872983,0.3745991594569738,0.7074646267686616
fgapm_eq,mean player FGA-per-minute (equal weight),888,0.31884697485384306,0.3176081955171671,0.001238779336675974,0.00215803885647754,0.5740301352580705,0.5625718714064297
fta_eq,mean player FTA,888,1.9980408574158575,1.8819676007176007,0.1160732566982567,0.03124204474857816,3.7152900084601295,0.00014999250037498125
fta_per_min_mw,"FTA per minute, minute-weighted",888,0.09228532471678667,0.08687161667398402,0.00541370804280266,0.001320321833282392,4.10029426639404,4.999750012499375e-05
ftapm_eq,mean player FTA-per-minute (equal weight),888,0.08588054756659434,0.07801291478249199,0.007867632784102355,0.003102031038831777,2.5362843522885252,0.0004999750012499375
fg3a_eq,mean player 3PA,888,2.3802580177580177,2.3859308578058576,-0.005672840047840039,0.03077996274481755,-0.18430301865115742,0.8551072446377681
efg_pct,team effective FG%,888,0.4958069781435357,0.49621441930948407,-0.0004074411659484324,0.003425071772125514,-0.11895843154713939,0.9031048447577621
ts_pct,team true shooting %,888,0.5398167652003342,0.5373951805411747,0.002421584659159405,0.003222268372600001,0.7515155099280151,0.45367731613419326
n_used,number of players who appeared,888,9.413288288288289,9.412162162162161,0.0011261261261261261,0.0418208210735832,0.02692740355682452,1.0
hhi_minutes,Herfindahl concentration of the minutes distribution,888,0.1315752567784264,0.13161453823126523,-3.928145283883559e-05,0.0005393162187483733,-0.07283566018095773,0.9392530373481326
starter_minute_share,share of minutes taken by starters,888,0.7130143084485909,0.7129165582545337,9.775019405733906e-05,0.003444137997675158,0.02838161366452849,0.9776511174441278
__RECON_G_team_pts,"team-level home effect, points",888,,,0.9650900900900865,,,
__RECON_within_player,sum fbar*(pbar^H-pbar^A),888,,,1.3144188171234295,,,
__RECON_composition,sum pbar_bar*(f^H-f^A),888,,,-0.3493287270333388,,,
__RECON_sum_of_parts,within + composition,888,,,0.9650900900900907,,,
__RECON_residual,sum_of_parts - G,888,,,4.218847493575595e-15,,,
__RECON_within_via_minutes,"within term, minutes channel",888,,,0.24100007102873214,,,
__RECON_within_via_ppm,"within term, points-per-minute channel",888,,,1.0734187460946982,,,
