target,form,n,mae_venue_split,mae_all_games,mae_improvement_pct,dr2_venue_minus_all,p_cluster,p_row_level_NAIVE
pts,expanding,13152,4.2589224107564325,4.105198057776006,-3.7446269538504717,-0.04110619496825119,0.00024993751562109475,0.00024993751562109475
pts,ewma8,13152,4.244157657151149,4.079919514867962,-4.025524074302789,-0.04350609280551222,0.00024993751562109475,0.00024993751562109475
minutes,expanding,13152,5.34596648047838,5.176234096691176,-3.279070857627997,-0.027364870231199975,0.00024993751562109475,0.00024993751562109475
minutes,ewma8,13152,5.251898534137864,4.974549611343661,-5.575357458728614,-0.04227102222963199,0.00024993751562109475,0.00024993751562109475
ppm,expanding,13152,0.18979975247318673,0.18224199442092368,-4.147100165512296,-0.07490166762252355,0.00024993751562109475,0.00024993751562109475
ppm,ewma8,13152,0.19009112481937016,0.18302685562807533,-3.8596899712083577,-0.07337880876077676,0.00024993751562109475,0.00024993751562109475
fga,expanding,13152,2.6906326808413894,2.5883448916403307,-3.951860879569069,-0.03191100554647192,0.00024993751562109475,0.00024993751562109475
fga,ewma8,13152,2.6691810519383523,2.5439465110501795,-4.92284489253958,-0.03815981432599631,0.00024993751562109475,0.00024993751562109475
