player_id,m_a,m_h,pts_sum_a,pts_sum_h,min_sum_a,min_sum_h,fga_sum_a,fga_sum_h,fta_sum_a,fta_sum_h,fg3a_sum_a,fg3a_sum_h,fgm_sum_a,fgm_sum_h,fg3m_sum_a,fg3m_sum_h,ftm_sum_a,ftm_sum_h,f_h,f_a,pbar_h,pbar_a,mbar_h,mbar_a,ppm_h,ppm_a,fbar_h,fbar_a,fta_bar_h,fta_bar_a,contrib_within,contrib_comp,games
201911,19.0,22.0,126.0,157.0,373.03333333333336,469.01666666666665,103.0,149.0,20.0,20.0,62.0,85.0,42.0,57.0,24.0,27.0,18.0,16.0,0.024774774774774775,0.021396396396396396,7.136363636363637,6.631578947368421,21.31893939393939,19.633333333333336,0.33474290181585586,0.3377714234652846,0.7272727272727273,0.9473684210526315,0.9090909090909091,1.0526315789473684,0.011653250140092249,0.023256659769817667,41.0
201913,28.0,29.0,106.0,97.0,421.26666666666665,421.18333333333334,110.0,103.0,25.0,8.0,2.0,0.0,46.0,45.0,0.0,0.0,14.0,7.0,0.03265765765765766,0.03153153153153153,3.3448275862068964,3.7857142857142856,14.523563218390805,15.045238095238094,0.23030350995211904,0.25162209210318087,0.2413793103448276,0.5,0.27586206896551724,0.8928571428571429,-0.014150079882838505,0.004014944747703376,57.0
201919,13.0,15.0,63.0,58.0,197.45,245.08333333333334,52.0,62.0,14.0,17.0,21.0,20.0,23.0,20.0,7.0,3.0,10.0,15.0,0.016891891891891893,0.01463963963963964,3.8666666666666667,4.846153846153846,16.33888888888889,15.188461538461537,0.2366541992519551,0.31906811851101546,1.0,0.7692307692307693,1.1333333333333333,1.0769230769230769,-0.015442365442365436,0.009811734811734817,28.0
202250,57.0,43.0,982.0,732.0,1736.7833333333333,1306.15,836.0,660.0,177.0,139.0,170.0,119.0,391.0,288.0,57.0,43.0,143.0,113.0,0.04842342342342342,0.06418918918918919,17.023255813953487,17.228070175438596,30.37558139534884,30.46988304093567,0.5604256785208437,0.565413072058499,2.627906976744186,2.508771929824561,3.2325581395348837,3.1052631578947367,-0.011532340173711105,-0.26999919135782047,100.0
202252,55.0,53.0,364.0,369.0,1333.6833333333334,1280.0833333333333,295.0,298.0,40.0,44.0,178.0,179.0,133.0,134.0,65.0,63.0,33.0,38.0,0.059684684684684686,0.061936936936936936,6.962264150943396,6.618181818181818,24.15251572327044,24.24878787878788,0.2882624829112688,0.27292835630646956,0.7169811320754716,0.6,0.8301886792452831,0.7272727272727273,0.020923925640906747,-0.015293295010276127,108.0
202259,34.0,38.0,170.0,145.0,425.05,467.6,141.0,130.0,27.0,30.0,60.0,59.0,60.0,48.0,27.0,22.0,23.0,27.0,0.04279279279279279,0.038288288288288286,3.8157894736842106,5.0,12.305263157894737,12.501470588235295,0.3100940975192472,0.3999529467121515,0.7105263157894737,0.6764705882352942,0.7894736842105263,0.7941176470588235,-0.04800853485064011,0.019855381697486973,72.0
202633,26.0,24.0,370.0,311.0,613.4166666666666,565.6833333333334,275.0,213.0,108.0,103.0,18.0,10.0,138.0,119.0,7.0,2.0,87.0,71.0,0.02702702702702703,0.02927927927927928,12.958333333333334,14.23076923076923,23.57013888888889,23.592948717948715,0.5497775551692643,0.6031789159081646,2.9583333333333335,3.3461538461538463,4.291666666666667,4.153846153846154,-0.03582308269808266,-0.03061835874335871,50.0
202638,12.0,14.0,64.0,88.0,230.98333333333332,312.95,85.0,96.0,5.0,14.0,6.0,10.0,30.0,37.0,2.0,3.0,2.0,11.0,0.015765765765765764,0.013513513513513514,6.285714285714286,5.333333333333333,22.353571428571428,19.24861111111111,0.281195079086116,0.27707626812901365,0.7857142857142857,0.16666666666666666,1.0,0.4166666666666667,0.013942513942513945,0.013084513084513071,26.0
202641,33.0,44.0,64.0,75.0,231.0,274.8666666666667,58.0,65.0,5.0,15.0,29.0,35.0,24.0,25.0,12.0,11.0,4.0,14.0,0.04954954954954955,0.037162162162162164,1.7045454545454546,1.9393939393939394,6.246969696969697,7.0,0.27285956827552754,0.27705627705627706,0.3181818181818182,0.12121212121212122,0.3409090909090909,0.15151515151515152,-0.010182057057057058,0.02256944444444444,77.0
202650,25.0,29.0,120.0,157.0,381.5,486.0,147.0,151.0,18.0,14.0,23.0,21.0,51.0,70.0,5.0,4.0,13.0,13.0,0.03265765765765766,0.028153153153153154,5.413793103448276,4.8,16.75862068965517,15.26,0.3230452674897119,0.3145478374836173,0.4482758620689655,0.52,0.4827586206896552,0.72,0.01866262814538677,0.023004038521279892,54.0
202658,45.0,42.0,351.0,303.0,1099.7333333333333,980.8666666666667,311.0,257.0,74.0,97.0,55.0,41.0,138.0,106.0,18.0,5.0,57.0,86.0,0.0472972972972973,0.05067567567567568,7.214285714285714,7.8,23.353968253968254,24.438518518518517,0.3089104873241351,0.3191682832201746,2.0476190476190474,1.2666666666666666,2.3095238095238093,1.6444444444444444,-0.028692084942084927,-0.025361969111969113,87.0
202662,34.0,33.0,219.0,216.0,691.0666666666667,715.0666666666666,216.0,217.0,42.0,38.0,84.0,96.0,76.0,75.0,32.0,30.0,35.0,36.0,0.037162162162162164,0.038288288288288286,6.545454545454546,6.4411764705882355,21.668686868686866,20.325490196078434,0.3020697370874511,0.3169014084507042,1.0909090909090908,1.0294117647058822,1.1515151515151516,1.2352941176470589,0.003933913860384456,-0.007312292238762798,67.0
202664,67.0,67.0,628.0,691.0,1842.4166666666667,1861.9,564.0,563.0,89.0,156.0,185.0,191.0,250.0,257.0,58.0,62.0,70.0,115.0,0.07545045045045046,0.07545045045045046,10.313432835820896,9.373134328358208,27.78955223880597,27.498756218905474,0.3711262688651377,0.3408566647066805,1.7164179104477613,1.044776119402985,2.328358208955224,1.328358208955224,0.07094594594594601,0.0,134.0
203014,66.0,59.0,1129.0,1054.0,2084.866666666667,1848.7,845.0,827.0,216.0,197.0,120.0,103.0,450.0,424.0,46.0,37.0,183.0,169.0,0.06644144144144144,0.07432432432432433,17.864406779661017,17.106060606060606,31.333898305084748,31.588888888888892,0.5701303618759128,0.541521440219998,2.864406779661017,2.772727272727273,3.3389830508474576,3.272727272727273,0.05337458992120016,-0.13783404938065957,125.0
203015,12.0,12.0,49.0,11.0,142.0,93.88333333333333,50.0,35.0,5.0,0.0,35.0,31.0,18.0,4.0,11.0,3.0,2.0,0.0,0.013513513513513514,0.013513513513513514,0.9166666666666666,4.083333333333333,7.82361111111111,11.833333333333334,0.11716669625421623,0.34507042253521125,0.0,0.16666666666666666,0.0,0.4166666666666667,-0.04279279279279279,0.0,24.0
203024,26.0,33.0,182.0,168.0,490.6666666666667,552.45,168.0,173.0,20.0,22.0,103.0,93.0,66.0,62.0,33.0,30.0,17.0,14.0,0.037162162162162164,0.02927927927927928,5.090909090909091,7.0,16.740909090909092,18.871794871794872,0.30409991854466467,0.37092391304347827,0.42424242424242425,0.6538461538461539,0.6666666666666666,0.7692307692307693,-0.06342137592137592,0.04765561015561017,59.0
203026,55.0,50.0,677.0,604.0,1400.1,1287.2666666666667,496.0,438.0,178.0,148.0,194.0,145.0,232.0,217.0,74.0,59.0,139.0,111.0,0.05630630630630631,0.061936936936936936,12.08,12.309090909090909,25.745333333333335,25.456363636363633,0.4692112486405303,0.48353689022212704,2.22,2.5272727272727273,2.96,3.2363636363636363,-0.013544226044226013,-0.06866298116298114,105.0
203029,29.0,24.0,239.0,238.0,636.85,573.0166666666667,197.0,178.0,37.0,34.0,134.0,110.0,78.0,81.0,49.0,48.0,34.0,28.0,0.02702702702702703,0.03265765765765766,9.916666666666666,8.241379310344827,23.875694444444445,21.96034482758621,0.4153456851167796,0.3752846039098689,1.1666666666666667,1.1724137931034482,1.4166666666666667,1.2758620689655173,0.04999449880915397,-0.051120624935280086,53.0
203035,43.0,41.0,251.0,353.0,895.2666666666667,924.1833333333333,234.0,278.0,46.0,62.0,134.0,139.0,83.0,126.0,43.0,48.0,42.0,53.0,0.04617117117117117,0.04842342342342342,8.609756097560975,5.837209302325581,22.541056910569104,20.82015503875969,0.38195884654920564,0.2803633926576811,1.2926829268292683,0.9767441860465116,1.5121951219512195,1.069767441860465,0.1311339700449173,-0.016269105180052413,84.0
203389,13.0,17.0,30.0,59.0,117.06666666666666,214.86666666666667,32.0,46.0,7.0,22.0,4.0,6.0,12.0,19.0,2.0,2.0,4.0,19.0,0.019144144144144143,0.01463963963963964,3.4705882352941178,2.3076923076923075,12.639215686274511,9.005128205128205,0.2745888923363326,0.25626423690205014,1.1176470588235294,0.3076923076923077,1.2941176470588236,0.5384615384615384,0.01964351229057112,0.013014145367086541,30.0
203398,43.0,48.0,766.0,927.0,1290.7833333333333,1408.8666666666666,558.0,642.0,166.0,218.0,16.0,20.0,315.0,371.0,2.0,12.0,134.0,173.0,0.05405405405405406,0.04842342342342342,19.3125,17.813953488372093,29.351388888888888,30.018217054263566,0.6579756778498084,0.5934380931475719,3.6041666666666665,3.116279069767442,4.541666666666667,3.86046511627907,0.07678363319715066,0.10452267310915576,91.0
203399,21.0,30.0,369.0,484.0,573.45,805.7833333333333,288.0,355.0,72.0,112.0,77.0,84.0,139.0,171.0,28.0,34.0,63.0,108.0,0.033783783783783786,0.02364864864864865,16.133333333333333,17.571428571428573,26.859444444444442,27.30714285714286,0.6006577450513992,0.643473711744703,3.6,3.0,3.7333333333333334,3.4285714285714284,-0.04129665379665386,0.17080115830115833,51.0
203400,53.0,49.0,939.0,823.0,1788.6333333333332,1532.7333333333333,761.0,626.0,288.0,220.0,234.0,170.0,317.0,286.0,70.0,59.0,235.0,192.0,0.05518018018018018,0.059684684684684686,16.79591836734694,17.71698113207547,31.280272108843537,33.747798742138365,0.5369492410073506,0.5249818297023798,3.9183673469387754,4.433962264150943,4.489795918367347,5.433962264150943,-0.052898875001300825,-0.0777317556293298,102.0
203403,46.0,47.0,292.0,295.0,840.3666666666667,834.6166666666667,257.0,248.0,51.0,45.0,100.0,106.0,111.0,113.0,26.0,33.0,44.0,36.0,0.05292792792792793,0.0518018018018018,6.276595744680851,6.3478260869565215,17.757801418439715,18.268840579710144,0.35345567825548657,0.3474673753520289,0.7659574468085106,0.9565217391304348,0.9574468085106383,1.108695652173913,-0.0037299672475435736,0.007108345625921959,93.0
203406,33.0,34.0,327.0,249.0,809.4166666666666,754.2666666666667,237.0,209.0,63.0,56.0,40.0,40.0,125.0,95.0,20.0,13.0,57.0,46.0,0.038288288288288286,0.037162162162162164,7.323529411764706,9.909090909090908,22.184313725490195,24.527777777777775,0.3301219727770903,0.4039946463502523,1.3529411764705883,1.7272727272727273,1.6470588235294117,1.9090909090909092,-0.09754088982030157,0.009703051982463707,67.0
203416,18.0,18.0,247.0,201.0,494.1333333333333,535.4833333333333,181.0,159.0,28.0,25.0,19.0,19.0,108.0,86.0,5.0,8.0,26.0,21.0,0.02027027027027027,0.02027027027027027,11.166666666666666,13.722222222222221,29.749074074074073,27.451851851851853,0.3753618226524324,0.49986508364813814,1.1666666666666667,1.4444444444444444,1.3888888888888888,1.5555555555555556,-0.0518018018018018,0.0,36.0
203822,20.0,18.0,166.0,150.0,438.95,380.03333333333336,132.0,96.0,39.0,27.0,32.0,15.0,62.0,60.0,11.0,7.0,31.0,23.0,0.02027027027027027,0.02252252252252252,8.333333333333334,8.3,21.112962962962964,21.947499999999998,0.3947022191035874,0.37817519079621825,1.2777777777777777,1.55,1.5,1.95,0.0007132132132132106,-0.018731231231231212,38.0
203823,19.0,24.0,123.0,192.0,343.1666666666667,481.58333333333337,111.0,165.0,37.0,43.0,10.0,25.0,45.0,78.0,3.0,9.0,30.0,27.0,0.02702702702702703,0.021396396396396396,8.0,6.473684210526316,20.065972222222225,18.06140350877193,0.39868489358020415,0.3584264205925206,1.125,1.5789473684210527,1.7916666666666667,1.9473684210526316,0.03695471787577051,0.040747984826932204,43.0
203824,42.0,47.0,328.0,338.0,920.3666666666667,1013.45,311.0,337.0,73.0,73.0,74.0,83.0,127.0,133.0,23.0,19.0,51.0,53.0,0.05292792792792793,0.0472972972972973,7.191489361702128,7.809523809523809,21.56276595744681,21.913492063492065,0.33351423355863635,0.35637970374126254,1.127659574468085,1.2142857142857142,1.553191489361702,1.7380952380952381,-0.03097132086493788,0.04223258212619913,89.0
203825,70.0,70.0,1021.0,956.0,2199.3166666666666,2178.6833333333334,772.0,751.0,210.0,236.0,407.0,387.0,339.0,302.0,153.0,143.0,190.0,209.0,0.07882882882882883,0.07882882882882883,13.657142857142857,14.585714285714285,31.12404761904762,31.41880952380952,0.43879713282487126,0.46423510332754875,2.9857142857142858,2.7142857142857144,3.3714285714285714,3.0,-0.07319819819819821,0.0,140.0
203826,58.0,60.0,775.0,762.0,1922.5333333333333,2007.7333333333333,603.0,627.0,248.0,235.0,5.0,4.0,301.0,300.0,0.0,0.0,173.0,162.0,0.06756756756756757,0.06531531531531531,12.7,13.362068965517242,33.46222222222222,33.14712643678161,0.3795324744321955,0.40311394687565016,2.7,2.9827586206896552,3.9166666666666665,4.275862068965517,-0.04398881640260959,0.029349176762969928,118.0
203827,55.0,59.0,883.0,973.0,1679.2666666666667,1839.4333333333334,760.0,792.0,179.0,234.0,147.0,163.0,352.0,375.0,46.0,45.0,133.0,178.0,0.06644144144144144,0.061936936936936936,16.491525423728813,16.054545454545455,31.176836158192092,30.53212121212121,0.5289672544080605,0.5258247647782762,3.016949152542373,2.418181818181818,3.9661016949152543,3.2545454545454544,0.028049389913796657,0.07330196143755469,114.0
203828,64.0,58.0,443.0,490.0,1312.2166666666667,1280.0666666666666,342.0,381.0,60.0,57.0,126.0,168.0,168.0,184.0,54.0,75.0,53.0,47.0,0.06531531531531531,0.07207207207207207,8.448275862068966,6.921875,22.070114942528736,20.503385416666667,0.38279256288734964,0.33759668753889727,0.8103448275862069,0.828125,0.9827586206896551,0.9375,0.10485411327275555,-0.05192618534482759,122.0
203829,13.0,6.0,46.0,15.0,104.03333333333333,70.13333333333333,34.0,19.0,2.0,4.0,18.0,6.0,18.0,5.0,9.0,2.0,1.0,3.0,0.006756756756756757,0.01463963963963964,2.5,3.5384615384615383,11.688888888888888,8.002564102564103,0.21387832699619774,0.44216597244472927,0.5,0.07692307692307693,0.6666666666666666,0.15384615384615385,-0.011109667359667359,-0.02380024255024255,19.0
203831,18.0,25.0,84.0,109.0,251.46666666666667,333.0833333333333,70.0,82.0,18.0,37.0,0.0,3.0,35.0,38.0,0.0,0.0,14.0,33.0,0.028153153153153154,0.02027027027027027,4.36,4.666666666666667,13.323333333333332,13.97037037037037,0.3272454340755567,0.3340402969247084,1.32,0.7777777777777778,1.48,1.0,-0.007424924924924925,0.03557807807807808,43.0
203833,68.0,66.0,823.0,856.0,2011.5,1942.7666666666667,684.0,680.0,126.0,154.0,192.0,208.0,321.0,319.0,72.0,79.0,109.0,139.0,0.07432432432432433,0.07657657657657657,12.969696969696969,12.102941176470589,29.435858585858586,29.580882352941178,0.4406087538390268,0.409147402435993,2.106060606060606,1.6029411764705883,2.3333333333333335,1.8529411764705883,0.06539711502946788,-0.028234952867305693,134.0
203838,18.0,24.0,62.0,95.0,144.43333333333334,290.26666666666665,51.0,91.0,21.0,19.0,18.0,26.0,20.0,35.0,4.0,6.0,18.0,19.0,0.02702702702702703,0.02027027027027027,3.9583333333333335,3.4444444444444446,12.094444444444443,8.024074074074074,0.3272852549379881,0.42926378952227096,0.7916666666666666,1.0,0.7916666666666666,1.1666666666666667,0.012152777777777778,0.025009384384384388,42.0
203849,32.0,30.0,145.0,178.0,468.85,490.51666666666665,151.0,167.0,16.0,21.0,89.0,116.0,52.0,62.0,28.0,38.0,13.0,16.0,0.033783783783783786,0.036036036036036036,5.933333333333334,4.53125,16.350555555555555,14.6515625,0.3628826747307261,0.3092673562973232,0.5333333333333333,0.40625,0.7,0.5,0.04894660285285287,-0.01178444069069068,62.0
203855,53.0,48.0,218.0,255.0,863.7,822.8,194.0,211.0,19.0,42.0,82.0,106.0,88.0,94.0,31.0,38.0,11.0,29.0,0.05405405405405406,0.059684684684684686,5.3125,4.113207547169812,17.141666666666666,16.296226415094342,0.30991735537190085,0.2524024545559801,0.6041666666666666,0.20754716981132076,0.875,0.3584905660377358,0.06820300548189696,-0.026536338815230313,101.0
203866,73.0,74.0,449.0,470.0,1682.1666666666667,1727.0,365.0,392.0,80.0,111.0,159.0,187.0,163.0,159.0,58.0,59.0,65.0,93.0,0.08333333333333333,0.08220720720720721,6.351351351351352,6.1506849315068495,23.33783783783784,23.04337899543379,0.2721482339316734,0.2669176657089071,1.2567567567567568,0.8904109589041096,1.5,1.095890410958904,0.01660921380469698,0.007039434843951618,147.0
204296,54.0,54.0,392.0,399.0,1210.8666666666666,1222.7333333333333,379.0,372.0,48.0,43.0,208.0,186.0,142.0,147.0,67.0,72.0,41.0,33.0,0.060810810810810814,0.060810810810810814,7.388888888888889,7.2592592592592595,22.64320987654321,22.423456790123456,0.3263180851643858,0.32373506579309586,0.6111111111111112,0.7592592592592593,0.7962962962962963,0.8888888888888888,0.00788288288288289,0.0,108.0
204297,14.0,18.0,32.0,43.0,126.33333333333334,147.16666666666666,42.0,62.0,2.0,1.0,25.0,39.0,13.0,17.0,6.0,9.0,0.0,0.0,0.02027027027027027,0.015765765765765764,2.388888888888889,2.2857142857142856,8.175925925925926,9.023809523809524,0.29218573046432617,0.25329815303430075,0.0,0.0,0.05555555555555555,0.14285714285714285,0.0018590018590018604,0.010528385528385533,32.0
204319,71.0,71.0,1452.0,1357.0,2351.9333333333334,2288.883333333333,1205.0,1154.0,390.0,377.0,502.0,427.0,468.0,435.0,175.0,148.0,341.0,339.0,0.07995495495495496,0.07995495495495496,19.112676056338028,20.450704225352112,32.237793427230045,33.12582159624413,0.5928655166638754,0.6173644377675104,4.774647887323944,4.802816901408451,5.309859154929577,5.492957746478873,-0.10698198198198194,0.0,142.0
204320,30.0,34.0,148.0,184.0,464.55,502.9,130.0,188.0,33.0,30.0,63.0,81.0,53.0,71.0,19.0,17.0,23.0,25.0,0.038288288288288286,0.033783783783783786,5.411764705882353,4.933333333333334,14.791176470588235,15.485000000000001,0.3658779081328296,0.3185878807448068,0.7352941176470589,0.7666666666666667,0.8823529411764706,1.1,0.017240770181946655,0.023299770358593867,64.0
204322,56.0,55.0,425.0,405.0,1331.2833333333333,1314.1666666666667,354.0,343.0,111.0,101.0,0.0,0.0,180.0,172.0,0.0,0.0,65.0,61.0,0.061936936936936936,0.06306306306306306,7.363636363636363,7.589285714285714,23.893939393939394,23.772916666666667,0.30818008877615727,0.3192408327803999,1.1090909090909091,1.1607142857142858,1.8363636363636364,1.9821428571428572,-0.014103084415584444,-0.008419438106938073,111.0
204323,56.0,58.0,709.0,680.0,1432.0833333333333,1337.8166666666666,581.0,550.0,154.0,168.0,66.0,87.0,284.0,257.0,18.0,22.0,123.0,144.0,0.06531531531531531,0.06306306306306306,11.724137931034482,12.660714285714286,23.06580459770115,25.572916666666664,0.5082908719430914,0.4950829211521676,2.4827586206896552,2.1964285714285716,2.896551724137931,2.75,-0.060118076820663106,0.02746041916300543,114.0
204324,72.0,71.0,875.0,824.0,1995.7333333333333,1951.2,676.0,635.0,238.0,294.0,123.0,115.0,342.0,301.0,35.0,29.0,156.0,193.0,0.07995495495495496,0.08108108108108109,11.605633802816902,12.152777777777779,27.48169014084507,27.71851851851852,0.4223042230422304,0.4384353287012293,2.7183098591549295,2.1666666666666665,4.140845070422535,3.3055555555555554,-0.04405494843434987,-0.013377483998082619,143.0
204325,12.0,12.0,114.0,97.0,254.98333333333332,185.23333333333335,115.0,76.0,16.0,23.0,48.0,33.0,46.0,36.0,17.0,12.0,5.0,13.0,0.013513513513513514,0.013513513513513514,8.083333333333334,9.5,15.436111111111112,21.24861111111111,0.5236638473996761,0.4470880449702595,1.0833333333333333,0.4166666666666667,1.9166666666666667,1.3333333333333333,-0.019144144144144136,0.0,24.0
204327,2.0,0.0,4.0,0.0,22.4,0.0,4.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0022522522522522522,0.0,2.0,0.0,11.2,0.0,0.17857142857142858,0.0,0.5,0.0,1.0,-0.0022522522522522522,-0.0022522522522522522,2.0
204329,65.0,69.0,106.0,142.0,1167.9,1259.0833333333333,110.0,124.0,23.0,26.0,44.0,49.0,42.0,56.0,8.0,12.0,14.0,18.0,0.0777027027027027,0.0731981981981982,2.0579710144927534,1.6307692307692307,18.2475845410628,17.96769230769231,0.11278046197630552,0.09076119530781744,0.2608695652173913,0.2153846153846154,0.37681159420289856,0.35384615384615387,0.0322325670151757,0.00830797352536482,134.0
204330,49.0,50.0,454.0,391.0,975.3166666666666,919.7833333333333,376.0,351.0,107.0,86.0,14.0,7.0,183.0,157.0,3.0,2.0,85.0,75.0,0.05630630630630631,0.05518018018018018,7.82,9.26530612244898,18.395666666666667,19.904421768707483,0.4251001141573197,0.4654898409063723,1.5,1.7346938775510203,1.72,2.183673469387755,-0.08056605074462216,0.009620104798676248,99.0
204332,9.0,5.0,5.0,8.0,37.1,26.833333333333336,5.0,6.0,2.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,1.0,2.0,0.00563063063063063,0.010135135135135136,1.6,0.5555555555555556,5.366666666666667,4.122222222222223,0.29813664596273287,0.1347708894878706,0.4,0.1111111111111111,0.6,0.2222222222222222,0.008233233233233233,-0.004854854854854857,14.0
204333,68.0,68.0,756.0,749.0,2201.7833333333333,2179.3166666666666,642.0,652.0,183.0,212.0,260.0,264.0,258.0,247.0,87.0,71.0,153.0,184.0,0.07657657657657657,0.07657657657657657,11.014705882352942,11.117647058823529,32.04877450980392,32.37916666666666,0.3436857118821649,0.3433580355318038,2.7058823529411766,2.25,3.1176470588235294,2.6911764705882355,-0.007882882882882787,0.0,136.0
204334,18.0,24.0,77.0,70.0,205.01666666666668,242.6,62.0,59.0,24.0,11.0,12.0,11.0,29.0,30.0,2.0,3.0,17.0,7.0,0.02702702702702703,0.02027027027027027,2.9166666666666665,4.277777777777778,10.108333333333333,11.389814814814816,0.2885408079142622,0.3755792212015283,0.2916666666666667,0.9444444444444444,0.4583333333333333,1.3333333333333333,-0.03218843843843844,0.024305555555555556,42.0
204335,56.0,53.0,747.0,732.0,1724.7833333333333,1657.35,623.0,581.0,130.0,128.0,205.0,188.0,287.0,274.0,66.0,80.0,107.0,104.0,0.059684684684684686,0.06306306306306306,13.81132075471698,13.339285714285714,31.27075471698113,30.79970238095238,0.4416689293148702,0.43309787702803254,1.9622641509433962,1.9107142857142858,2.4150943396226414,2.3214285714285716,0.028970619035477548,-0.04586251092736933,109.0
204355,4.0,5.0,7.0,14.0,70.46666666666667,70.55,11.0,16.0,0.0,0.0,5.0,11.0,3.0,5.0,1.0,4.0,0.0,0.0,0.00563063063063063,0.0045045045045045045,2.8,1.75,14.11,17.616666666666667,0.19844082211197733,0.09933774834437085,0.0,0.0,0.0,0.0,0.005320945945945945,0.0025619369369369364,9.0
204365,71.0,70.0,621.0,600.0,1702.0166666666667,1671.0,583.0,585.0,136.0,98.0,166.0,149.0,228.0,234.0,52.0,50.0,113.0,82.0,0.07882882882882883,0.07995495495495496,8.571428571428571,8.746478873239436,23.87142857142857,23.97206572769953,0.3590664272890485,0.36486129199674894,1.1714285714285715,1.591549295774648,1.4,1.9154929577464788,-0.013897574637011231,-0.009751074011637413,141.0
