stratum,base,candidate,n,beta_spm,cand_sd,d_spm_per_sd,mean_m_hat,d_shots_per_sd,mean_points_per_shot,d_points_per_sd,sd_y_points,CEILING_dr2_points
POOLED,B_SINGLE,T01_c04_tiptime,14079,-0.0002435091508095887,11.100154700276958,0.002702989244919507,22.302700064375966,0.060283958406673825,1.02498237852114,0.06178999507434201,7.385495264825315,6.999662061857388e-05
POOLED,B_SINGLE,P01_c04_prevgame,14079,-6.66470449518185e-05,10.317024233450505,0.0006875991778557767,22.302700064375966,0.015335318228228891,1.02498237852114,0.015718430952948646,7.385495264825315,4.529592524579079e-06
POOLED,B_COMPLETE,T01_c04_tiptime,14079,-0.0004947529496972126,11.100154700276958,0.005491834280057404,22.302700064375966,0.12248273275137839,1.02498237852114,0.12554264274327695,7.385495264825315,0.0002889503900470776
POOLED,B_COMPLETE,P01_c04_prevgame,14079,-0.00040317197953000406,10.317024233450505,0.004159535083059263,22.302700064375966,0.09276886336471991,1.02498237852114,0.09508645022427327,7.385495264825315,0.00016575934467612444
DECISION,B_SINGLE,T01_c04_tiptime,5654,-0.0012928926646349709,10.241806298775781,0.013241556236299449,30.21644381558778,0.4001127400450883,1.0797550652837224,0.4320237577482334,7.468157572152452,0.003346480624803744
DECISION,B_SINGLE,P01_c04_prevgame,5654,-0.000881092380583806,9.488964668058221,0.008360654468655042,30.21644381558778,0.252629246013658,1.0797550652837224,0.27277770802205487,7.468157572152452,0.0013341074415611758
DECISION,B_COMPLETE,T01_c04_tiptime,5654,-0.0012662286555684735,10.241806298775781,0.012968468620291582,30.21644381558778,0.3918610034392538,1.0797550652837224,0.4231139033506965,7.468157572152452,0.003209871504311296
DECISION,B_COMPLETE,P01_c04_prevgame,5654,-0.0008456786057116983,9.488964668058221,0.008024614410131045,30.21644381558778,0.2424753104654808,1.0797550652837224,0.26181394468134606,7.468157572152452,0.0012290190172176045
