part,candidate,outcome,base,stratum,cell_key,tip_time,n,n_base_cols,dr2,beta,sign,cand_sd,y_sd,beta_x_sd_in_y_units,var_share_between_team_season,corr_with_base_residual,corr_with_abs_resid,mae_base,mae_with_candidate,paired_dr2_cand_minus_base,paired_p_cluster,paired_p_row_NAIVE,real,p_N1_within_entity,null_sd_N1,null_mean_N1,p_N2_entity_swap,null_sd_N2,null_mean_N2,p_correct_level,p_row_level_NAIVE,null_sd_row_NAIVE,inflation_N1_over_row,inflation_N2_over_row,t_N1,p_familywise_N1,t_N2,p_familywise_N2,p_familywise_maxt
A_channel_decomposition,T01_c04_tiptime,ppm,B_SINGLE,POOLED,T01_c04_tiptime|ppm|B_SINGLE|POOLED,True,14852,1,0.0032997045402004227,-0.0015100233975435741,-1.0,11.176442732899469,0.2762500484000981,-0.016876690027984045,0.145697590777934,-0.05877265855350276,0.09266462183248146,0.17809875075270185,0.17755314909002576,0.0032997045402004006,0.001999000499750125,0.0004997501249375312,0.0032997045402004227,0.0016638935108153079,6.973561261159324e-05,5.112506603002403e-05,0.0016638935108153079,0.0001444176379448921,0.00011685459101140506,0.0016638935108153079,0.0016638935108153079,7.019213488505974e-05,0.9934961050235321,2.0574618250517283,46.5842250825848,0.0016638935108153079,22.039205144759062,0.0016638935108153079,0.0016638935108153079
A_channel_decomposition,T01_c04_tiptime,ppm,B_SINGLE,DECISION,T01_c04_tiptime|ppm|B_SINGLE|DECISION,True,5673,1,0.004962774563993608,-0.001580712766728642,-1.0,10.265850418755527,0.2226851012891087,-0.016227360818253437,0.16660214294418255,-0.07820955641645791,-0.006238727831271543,0.15197364674683067,0.15142365680336142,0.00496277456399361,0.005997001499250375,0.001999000499750125,0.004962774563993608,0.0016638935108153079,0.0002608210237613288,0.00019177544504224274,0.0016638935108153079,0.00024450850111944715,0.00018397875589124882,0.0016638935108153079,0.0016638935108153079,0.00018478297418839692,1.411499219053627,1.3232198593694926,18.292233694003116,0.0016638935108153079,19.544497578707194,0.0016638935108153079,0.0016638935108153079
A_channel_decomposition,T01_c04_tiptime,ppm,B_COMPLETE,POOLED,T01_c04_tiptime|ppm|B_COMPLETE|POOLED,True,14852,4,0.0012742735986540949,-0.0009654370234313493,-1.0,11.176442732899469,0.2762500484000981,-0.010790151604601398,0.145697590777934,-0.035779591361000056,0.09146686285479275,0.17650617198361793,0.1762503439017451,0.0012742735986541029,0.0399800099950025,0.01649175412293853,0.0012742735986540949,0.0016638935108153079,7.160319415242527e-05,5.237797058471059e-05,0.0016638935108153079,0.0001201478761697415,9.296691643161739e-05,0.0016638935108153079,0.0016638935108153079,7.030327604685894e-05,1.0184901498004149,1.7089939889808243,17.06482011777679,0.0016638935108153079,9.832106233434882,0.004991680532445923,0.004991680532445923
A_channel_decomposition,T01_c04_tiptime,ppm,B_COMPLETE,DECISION,T01_c04_tiptime|ppm|B_COMPLETE|DECISION,True,5673,4,0.0042403908135284,-0.0014679587050708044,-1.0,10.265850418755527,0.2226851012891087,-0.015069844487166938,0.16660214294418255,-0.07212416472710811,-0.005519734746559324,0.15164738948672646,0.15116362462288466,0.004240390813528399,0.009995002498750625,0.0069965017491254375,0.0042403908135284,0.0016638935108153079,0.0003182476242078642,0.0002576857143649042,0.0016638935108153079,0.00022774101379141557,0.00017219610353687618,0.0016638935108153079,0.0016638935108153079,0.00018401334843954294,1.7294811865913278,1.2376331158727827,12.514484936302878,0.0016638935108153079,17.863250199270297,0.0016638935108153079,0.0016638935108153079
A_channel_decomposition,T01_c04_tiptime,ppm,B_COMPLETE_PLUS_USAGE,POOLED,T01_c04_tiptime|ppm|B_COMPLETE_PLUS_USAGE|POOLED,True,14852,5,0.001117484585586112,-0.0009061427636387547,-1.0,11.176442732899469,0.2762500484000981,-0.010127452705639802,0.145697590777934,-0.03345487161117659,0.09198921052650902,0.1765865964774524,0.17634011672259658,0.0011174845855861052,0.05747126436781609,0.026986506746626688,0.001117484585586112,0.0016638935108153079,7.664234128336378e-05,5.572281582180335e-05,0.0016638935108153079,0.00011837685491858587,9.0600727847759e-05,0.0016638935108153079,0.0016638935108153079,7.095070260731487e-05,1.0802196238640505,1.668438092484534,13.853462093997614,0.0016638935108153079,8.674701304107092,0.009983361064891847,0.009983361064891847
A_channel_decomposition,T01_c04_tiptime,ppm,B_COMPLETE_PLUS_USAGE,DECISION,T01_c04_tiptime|ppm|B_COMPLETE_PLUS_USAGE|DECISION,True,5673,5,0.004235334079460472,-0.001467089220438565,-1.0,10.265850418755527,0.2226851012891087,-0.015060918487990961,0.16660214294418255,-0.07208969326493933,-0.006160084763358802,0.15162951129739524,0.15115443428570619,0.0042353340794604784,0.010494752623688156,0.0069965017491254375,0.004235334079460472,0.0016638935108153079,0.0003075710094936719,0.00024343893201789367,0.0016638935108153079,0.00023101169792274863,0.00017508153982391062,0.0016638935108153079,0.0016638935108153079,0.00018568577016603752,1.6564059228590664,1.2441001683445174,12.978775711059692,0.0016638935108153079,17.575960767988157,0.0016638935108153079,0.0016638935108153079
A_channel_decomposition,T01_c04_tiptime,spm,B_SINGLE,POOLED,T01_c04_tiptime|spm|B_SINGLE|POOLED,True,14852,1,0.003065914438007178,-0.001046394946968234,-1.0,11.176442732899469,0.1992088313638557,-0.011694973200785845,0.145697590777934,-0.05917590325499719,0.11138121665591012,0.11382062059798093,0.11330197602435856,0.0030659144380071842,0.004997501249375313,0.0009995002498750624,0.003065914438007178,0.0016638935108153079,6.905512331147415e-05,5.0833744152527514e-05,0.0016638935108153079,9.587630438295283e-05,6.25421708487835e-05,0.0016638935108153079,0.0016638935108153079,7.608242550003283e-05,0.9076356708875475,1.2601636153530813,43.661940624667125,0.0016638935108153079,31.325490552516598,0.0016638935108153079,0.0016638935108153079
A_channel_decomposition,T01_c04_tiptime,spm,B_SINGLE,DECISION,T01_c04_tiptime|spm|B_SINGLE|DECISION,True,5673,1,0.007987326559483079,-0.001358488571060345,-1.0,10.265850418755527,0.15054049134664263,-0.013946040466094439,0.16660214294418255,-0.11280957648373226,-0.015634107689714148,0.08975509347159488,0.08921460403823041,0.007987326559483088,0.0009995002498750624,0.0004997501249375312,0.007987326559483079,0.0016638935108153079,0.0003589259108818452,0.00038108062222536336,0.0016638935108153079,0.00020920800713121544,0.0001498181477887312,0.0016638935108153079,0.0016638935108153079,0.0001455165143062689,2.466564792271021,1.4376925404555454,21.19168805219419,0.0016638935108153079,37.462755461260414,0.0016638935108153079,0.0016638935108153079
A_channel_decomposition,T01_c04_tiptime,spm,B_COMPLETE,POOLED,T01_c04_tiptime|spm|B_COMPLETE|POOLED,True,14852,4,0.0022126612601096455,-0.0009173948503725785,-1.0,11.176442732899469,0.1992088313638557,-0.010253211008646,0.145697590777934,-0.048796009249542346,0.11252326878200244,0.11353576056189786,0.11313013304856397,0.0022126612601096325,0.010494752623688156,0.0009995002498750624,0.0022126612601096455,0.0016638935108153079,7.522209270544418e-05,5.5884494210712314e-05,0.0016638935108153079,8.738227439579436e-05,5.7846290122353165e-05,0.0016638935108153079,0.0016638935108153079,7.592642953021882e-05,0.9907234301792854,1.1508808584369965,28.672118633344496,0.0016638935108153079,24.65963474728465,0.0016638935108153079,0.0016638935108153079
A_channel_decomposition,T01_c04_tiptime,spm,B_COMPLETE,DECISION,T01_c04_tiptime|spm|B_COMPLETE|DECISION,True,5673,4,0.007567059014113011,-0.0013256736506851287,-1.0,10.265850418755527,0.15054049134664263,-0.013609167402019097,0.16660214294418255,-0.1097576377745538,-0.018881412896937493,0.08967728335827005,0.08910006822818005,0.007567059014113019,0.0009995002498750624,0.0004997501249375312,0.007567059014113011,0.0016638935108153079,0.0003483105435737507,0.0003637624261555536,0.0016638935108153079,0.00020369804893027947,0.0001455933959044577,0.0016638935108153079,0.0016638935108153079,0.0001441228174921062,2.4167619647931744,1.4133643268626515,20.680673384302086,0.0016638935108153079,36.43366078949891,0.0016638935108153079,0.0016638935108153079
A_channel_decomposition,T01_c04_tiptime,spm,B_COMPLETE_PLUS_USAGE,POOLED,T01_c04_tiptime|spm|B_COMPLETE_PLUS_USAGE|POOLED,True,14852,5,0.0019106597406073312,-0.0008544246265289217,-1.0,11.176442732899469,0.1992088313638557,-0.00954942790797951,0.145697590777934,-0.045317258392330736,0.11248674788339136,0.11331666508229178,0.11297145758748238,0.001910659740607317,0.02448775612193903,0.0029985007496251873,0.0019106597406073312,0.0016638935108153079,8.578324911212931e-05,6.408291020787087e-05,0.0016638935108153079,8.627010218248858e-05,5.66192090413171e-05,0.0016638935108153079,0.0016638935108153079,7.66575802558218e-05,1.1190445723156577,1.1253955824667028,21.526077054807708,0.0016638935108153079,21.491113197526197,0.0016638935108153079,0.0016638935108153079
