candidate,family,dependent,beta,t,n,p_player_between,sd_player_between,p_player_within,sd_player_within,p_row,sd_row,p_correct_level_WORST,p_row_NAIVE,inflation_sd_correct_over_row,p_familywise,p_teamgame_between,sd_teamgame_between
pl_opps_prior,A_depth_experience,signed_err,-0.0007639107950098299,-4.0978552485448105,17809,0.08791208791208792,0.772717738072701,0.03596403596403597,0.9417584431892678,0.000999000999000999,1.0229227412400335,0.08791208791208792,0.000999000999000999,0.7554018567775485,1.0,,
pl_opps_prior,A_depth_experience,brier,-0.0009880562214825645,-8.008083233620084,17809,0.03196803196803197,1.1666043643140604,0.000999000999000999,0.8508091710334792,0.000999000999000999,0.9545637277594848,0.03196803196803197,0.000999000999000999,1.2221335573396124,0.15284715284715283,,
pl_opps_prior,A_depth_experience,skill_vs_R1,0.0005793961430797962,5.3940683674685745,17809,0.5784215784215784,1.184624523303084,0.000999000999000999,0.8723249022618635,0.000999000999000999,1.0491577092971238,0.5784215784215784,0.000999000999000999,1.1291195907016833,0.9560439560439561,,
pl_opps_prior,A_depth_experience,skill_vs_R2,-0.00010722910667873887,-0.8139699329731013,17809,0.6453546453546454,1.2693623059590189,1.0,0.8354013461608453,0.4095904095904096,1.0198127070121599,1.0,0.4095904095904096,1.2447014017681617,1.0,,
pl_opps_prior,A_depth_experience,skill_vs_R3,0.00025251648790599555,3.5183094867771465,17809,0.14685314685314685,0.7286354741079165,0.001998001998001998,0.8627493993464772,0.001998001998001998,0.9848467589988273,0.14685314685314685,0.001998001998001998,0.7398465471406238,1.0,,
pl_opps_prior,A_depth_experience,llskill_vs_R3,0.0007549786886585462,3.6434035532046805,17809,0.057942057942057944,0.7564593171024029,0.001998001998001998,0.8868199323881476,0.000999000999000999,1.0013000820500617,0.057942057942057944,0.000999000999000999,0.7554771348401651,1.0,,
pl_games_prior,A_depth_experience,signed_err,-0.00013668916404478023,-0.6888623808248702,17809,0.97002997002997,0.9939245467530289,1.0,0.7033987994401868,0.48951048951048953,1.0067015938314328,1.0,0.48951048951048953,0.9873080094869271,1.0,,
pl_games_prior,A_depth_experience,brier,-0.0022664024710422337,-17.379586482816663,17809,0.000999000999000999,1.5431033133355316,0.10789210789210789,0.6968622273425977,0.000999000999000999,0.9577711299321618,0.10789210789210789,0.000999000999000999,1.611139932193225,0.000999000999000999,,
pl_games_prior,A_depth_experience,skill_vs_R1,-0.00032973387091129325,-2.883596982057307,17809,0.8951048951048951,1.4906647177186279,1.0,0.6599268149904856,0.007992007992007992,1.0476450709402243,1.0,0.007992007992007992,1.4228718857817078,1.0,,
pl_games_prior,A_depth_experience,skill_vs_R2,-0.0021593225390222344,-15.509668373593941,17809,0.000999000999000999,1.7470513433280814,1.0,0.6138824939884722,0.000999000999000999,1.0230098043526823,1.0,0.000999000999000999,1.7077562071201675,0.000999000999000999,,
