forecast,n,brier,logloss,auc,ece_20bin,reliability,resolution,uncertainty,mean_pred,sd_pred
v15_p_active,17809,0.09219934049118214,0.3097136866505639,0.9016109057435153,0.03383370789614528,0.0018152423884634774,0.08153629535029845,0.1719775106533528,0.7626428743810916,0.2812397185050009
v14_p_active,17809,0.0953264319210709,0.3170718917578788,0.8957907465229747,0.025419490214127344,0.0017164106675136238,0.07840029530676564,0.1719775106533528,0.7775767613474945,0.2722304885638682
R0_league_prior_rate,17809,0.17221142231062447,0.5286933966771856,0.5075711249921394,0.013046850029798005,0.0003720134730828419,0.00010370813506747965,0.1719775106533528,0.7923719103925358,0.0254875164774601
R1_player_prior_rate,17809,0.12206638408552845,0.597931532712724,0.8412914544774199,0.0460171017598594,0.0028743563304729058,0.0524349218580463,0.1719775106533528,0.8053151828398576,0.26605330681356343
R2_shrunk_career_rate,17809,0.1499115562406415,0.4627569111412588,0.75138304579731,0.03306950237430385,0.0017773931777809295,0.02353143301020887,0.1719775106533528,0.8021623954727657,0.17109542374998538
R3_rich_walkforward_lookup,17809,0.09929158448294921,0.3346568690074016,0.8716647902161301,0.02550089701543817,0.0022542375535610014,0.07468611862630428,0.1719775106533528,0.7907608310476675,0.25438695838097664
CONST_base_rate_078,17809,0.17197796619686676,0.5277622098342913,0.5,0.000674939637262173,4.5554351394759365e-07,0.0,0.1719775106533528,0.7800000000000001,1.1102230246251565e-16
