season,forecast,n,base_rate,brier,logloss,auc,ece,mean_pred
2022,v15_p_active,5563,0.7841092935466475,0.09471881046938431,0.3163524384457144,0.8946590816685316,0.03308031620222501,0.7684473955122724
2022,R2_shrunk_career_rate,5563,0.7841092935466475,0.14531471466014137,0.45170672815480295,0.7621321602317495,0.03550466573192582,0.8039269873493754
2022,R3_rich_walkforward_lookup,5563,0.7841092935466475,0.10622732865395948,0.3534498542790613,0.8580845054614048,0.06310431100431442,0.8029780454628195
2023,v15_p_active,6150,0.7720325203252032,0.08718422505810394,0.29665298621466035,0.9121841375961889,0.036950071184921704,0.7530234526304067
2023,R2_shrunk_career_rate,6150,0.7720325203252032,0.15423110264692977,0.4708996955990308,0.7484344335388007,0.04544384945639835,0.7962037792784081
2023,R3_rich_walkforward_lookup,6150,0.7720325203252032,0.0895534176903567,0.30763434985412713,0.8945065239572304,0.026010202675147306,0.778639995975121
2024,v15_p_active,6096,0.7823162729658792,0.09495969948473401,0.3168317856407845,0.8964098391663189,0.03987987357159901,0.76705050113863
2024,R2_shrunk_career_rate,6096,0.7823162729658792,0.14974866570810375,0.46462601277156657,0.7440807507288895,0.03956543051788371,0.806563488810318
2024,R3_rich_walkforward_lookup,6096,0.7823162729658792,0.10278669290668835,0.34476892867380504,0.8618518430146467,0.023460096686374693,0.791840025913919
