dec,candidate,n,cand_med,obs_rate,mean_pred,brier_model,brier_R3,brier_R2,calib_gap,bss_vs_R3,bss_vs_R2
9,pl_is_rookie_window,1781,1.0,0.6810780460415496,0.6743124607893201,0.12692110519447702,0.13826216721039689,0.1624610470730496,0.006765585252229589,0.0820257793201078,0.21875977361263865
0,pl_min_cv5,1526,0.06311337906377898,0.8702490170380078,0.8765639397607269,0.04552516714159175,0.049204052122774136,0.0996743059866497,-0.006314922722719052,0.07476792708053426,0.5432607562104385
1,pl_min_cv5,1525,0.10375056378772579,0.8636065573770492,0.8754262052624243,0.05577573562982103,0.05781445406954419,0.11364038344958709,-0.01181964788537515,0.03526312705938239,0.5091908885139925
2,pl_min_cv5,1525,0.1388260589779606,0.8924590163934426,0.8799023331290252,0.04104886205294655,0.042323693090471466,0.0822631532579949,0.01255668326441739,0.0301209782142553,0.5010054875454566
3,pl_min_cv5,1526,0.17186274043864008,0.8761467889908257,0.858365861332188,0.04892213812316954,0.050089270831787935,0.10548444862672043,0.017780927658637702,0.023301052086342255,0.5362146860501578
4,pl_min_cv5,1525,0.2120183987165575,0.8918032786885246,0.8625232196967947,0.04928990486724885,0.05371869383715231,0.09506971737336896,0.029280058991729918,0.08244409261567842,0.48153937732167906
5,pl_min_cv5,1525,0.27090685403721887,0.8681967213114754,0.8383624576087382,0.055598949570234306,0.053811921278894226,0.10334668313791168,0.02983426370273723,-0.033208780672935756,0.4620151524743188
6,pl_min_cv5,1526,0.3505819997209938,0.8525557011795544,0.8094456828005119,0.08044257471061708,0.08310386766259581,0.12397721349878428,0.04311001837904249,0.03202369548892303,0.3511503248021791
7,pl_min_cv5,1525,0.463400588870382,0.8216393442622951,0.7641417088386555,0.10998410362979441,0.11230826895380941,0.14624096325957142,0.057497635423639615,0.020694516491665316,0.24792547054974357
8,pl_min_cv5,1525,0.5976452984987316,0.6754098360655738,0.6672282386003427,0.15725020220872896,0.18180080188209613,0.21203580989079773,0.00818159746523106,0.1350412067450013,0.25837903375983684
9,pl_min_cv5,1526,0.8137596737332256,0.5701179554390564,0.5647163997667471,0.20520530865746803,0.23092929103767612,0.24840421044881447,0.005401555672309266,0.1113933285146198,0.17390567459905393
0,pl_min_mean5,1584,4.286666666666667,0.5290404040404041,0.5027272273728354,0.24359870353774823,0.2628699762800346,0.26656044558235326,0.026313176667568716,0.07331104531221455,0.08614084506964492
1,pl_min_mean5,1583,8.25,0.7100442198357549,0.675471024645181,0.16594492659867544,0.1845094088380052,0.20787315986517801,0.03457319519057389,0.10061536891936462,0.20170104352912288
2,pl_min_mean5,1583,11.653333333333332,0.7801642451042324,0.7492717866795343,0.10059821712335155,0.11483681152013331,0.15856182220847145,0.03089245842469812,0.12398980961157591,0.3655583940559879
3,pl_min_mean5,1583,15.36,0.85028427037271,0.8054192607965517,0.0636037791078785,0.06618261125083877,0.11786631990166291,0.044865009576158354,0.0389654033623158,0.4603735896654465
4,pl_min_mean5,1583,19.07,0.8439671509791535,0.8190101344756572,0.055485423641235807,0.05718643469935476,0.113961869347903,0.024957016503496354,0.029745009757325303,0.5131229071730141
5,pl_min_mean5,1583,23.05,0.8490208464939988,0.8269020222558182,0.05422608603542577,0.05686007839125864,0.11198131795661094,0.022118824238180568,0.046324107007172155,0.5157577440155099
6,pl_min_mean5,1583,26.630000000000003,0.9153506001263424,0.8819297049876675,0.04668852161651407,0.04845146785998438,0.08308163751351309,0.033420895138674855,0.036385817011053034,0.4380404260939096
7,pl_min_mean5,1583,29.383333333333336,0.8913455464308275,0.8890188694112265,0.0528083130307891,0.05087849214525174,0.10229478561885799,0.0023266770196009867,-0.03792999368039385,0.48376339310638417
8,pl_min_mean5,1583,31.845833333333335,0.9191408717624763,0.9135142031101701,0.033676285579411366,0.03798328986284672,0.07214711313881465,0.00562666865230621,0.11339208107005605,0.5332275386457043
9,pl_min_mean5,1583,34.56666666666666,0.8837650031585597,0.9085365123868075,0.04503354342426336,0.046964106443352006,0.09981634911850941,-0.02477150922824789,0.04110720218678676,0.548835999092732
0,pl_min_per_opp_prior,1732,0.9631810897435897,0.2806004618937644,0.28895467900742844,0.17970388988719793,0.2062330907213217,0.3333799157855258,-0.00835421711366402,0.1286369745094501,0.46096365924212623
1,pl_min_per_opp_prior,1732,4.139304812834224,0.5265588914549654,0.5269340035210747,0.19836254803602257,0.22472192179842823,0.2758449748754764,-0.0003751120661092955,0.11729774092110856,0.2808912030187659
2,pl_min_per_opp_prior,1732,7.973033126293995,0.6905311778290993,0.6779861990019148,0.149214589308967,0.15925032909532819,0.22760600261962585,0.012544978827184528,0.06301864393858636,0.34441716127173605
3,pl_min_per_opp_prior,1732,11.518039086517346,0.7754041570438799,0.7576087568518515,0.09103238890151402,0.09703802460654581,0.16800109594943927,0.01779540019202841,0.061889509080409244,0.4581440770546482
4,pl_min_per_opp_prior,1732,14.95623543123543,0.8614318706697459,0.8313117489726255,0.0722954496141629,0.06830163578850265,0.12100003101289795,0.030120121697120417,-0.058473179735067715,0.402517098475317
5,pl_min_per_opp_prior,1732,18.873308270676695,0.8787528868360277,0.8506606918180633,0.06155893950368227,0.061032926399618236,0.11013032714341965,0.02809219501796445,-0.008618513564627728,0.4410355339858767
6,pl_min_per_opp_prior,1732,22.75483193277311,0.9081986143187067,0.8892650621237723,0.0505916770377673,0.0516198620516755,0.08883659697995987,0.018933552194934422,0.019918399101471973,0.4305086106666155
7,pl_min_per_opp_prior,1732,26.498380355276907,0.9422632794457275,0.9173338123656235,0.03905458997952984,0.040007588418505845,0.06667195150603858,0.024929467080104017,0.023820441987330243,0.4142275860037994
8,pl_min_per_opp_prior,1732,29.96488425925926,0.9543879907621247,0.9384631809104346,0.03223400772114507,0.03649121776521516,0.0516420608824435,0.01592480985169009,0.1166639620376887,0.37581871888262486
9,pl_min_per_opp_prior,1732,32.925378787878785,0.964203233256351,0.9559173481790888,0.031943810891740886,0.03373784599342669,0.05109645330153116,0.008285885077262245,0.05317574518643975,0.3748331082152887
0,pl_minutes_prior,1781,0.0,0.47332959011791126,0.4469725153014541,0.16702852766235218,0.17738614168932254,0.29089340816639037,0.02635707481645716,0.05839020978939202,0.42580848182433806
1,pl_minutes_prior,1781,32.300000000000004,0.6131386861313869,0.5921432716207801,0.155453501616369,0.16898161966370717,0.217373856334357,0.020995414510606825,0.08005674270527574,0.2848564945305301
2,pl_minutes_prior,1781,74.21666666666667,0.6805165637282425,0.6687753169689804,0.1336245657986121,0.15427235614741874,0.19741713131200747,0.011741246759262136,0.1338398587046674,0.32313591576089995
3,pl_minutes_prior,1781,130.36666666666665,0.7714766984839978,0.7451939301491944,0.10883462551784151,0.11823893978571302,0.16945496582581623,0.026282768334803364,0.07953652396507571,0.35773717230740076
4,pl_minutes_prior,1781,203.73333333333335,0.8203256597417181,0.7941941738042034,0.08924156324785872,0.09150607757764471,0.1366083755099923,0.026131485937514687,0.024747146744045656,0.3467343205370955
5,pl_minutes_prior,1780,288.64166666666665,0.8314606741573034,0.8169419418541728,0.07417782095514372,0.07891590016351528,0.13511108179991566,0.01451873230313061,0.06003960163356392,0.450986403432157
6,pl_minutes_prior,1781,386.55000000000007,0.8203256597417181,0.8237001269445501,0.0679290721835921,0.06762079244079512,0.14010124937577603,-0.0033744672028319656,-0.004558948981068234,0.5151429948965376
7,pl_minutes_prior,1781,513.7666666666667,0.9045480067377878,0.8851908038725367,0.05163222565260185,0.052713056662720914,0.08793871820447452,0.01935720286525111,0.020504047356514565,0.41286128901097985
8,pl_minutes_prior,1781,693.5,0.9376754632229085,0.9170533106414522,0.03578426508801288,0.0408817071976028,0.06404939076891987,0.020622152581456277,0.1246876037967618,0.4413020224170925
9,pl_minutes_prior,1781,1008.6333333333336,0.9404828747894441,0.9362938406196071,0.038277118424958956,0.042387812914684984,0.06015907490413882,0.004189034169837069,0.09697821630947856,0.36373492301947663
0,pl_missed_any_last3,1732,0.0,0.9584295612009238,0.9183862523351521,0.042508779880178815,0.045459793979728574,0.0640106244591946,0.040043308865771676,0.06491481463522852,0.3359105579843663
1,pl_missed_any_last3,1732,0.0,0.9405311778290993,0.9108620468391264,0.05186418227635062,0.056132252719262254,0.06616370655496963,0.029669130989972925,0.07603597283468744,0.21612338581332036
2,pl_missed_any_last3,1732,0.0,0.9474595842956121,0.9169900633831145,0.04802314370977481,0.04953339022361416,0.06577165581061889,0.03046952091249755,0.030489463915582382,0.26985046798804424
3,pl_missed_any_last3,1732,0.0,0.9549653579676675,0.9219721861167745,0.04216262224192685,0.04374212612890119,0.06547258158501672,0.03299317185089301,0.03610944475629252,0.3560262751029861
4,pl_missed_any_last3,1732,0.0,0.9451501154734411,0.9103448558676372,0.04952726858595404,0.0514425610646801,0.0684281110310279,0.03480525960580383,0.03723167041232467,0.27621458725498793
5,pl_missed_any_last3,1732,0.0,0.9584295612009238,0.9309508170204357,0.04034872718253598,0.040826859919797724,0.054698293542235335,0.027478744180488124,0.0117112297688583,0.26234029309560314
6,pl_missed_any_last3,1732,0.0,0.8585450346420324,0.8433309192565798,0.07578422568816442,0.08632684140278388,0.1202309409561956,0.015214115385452587,0.1221244232188422,0.3696778459400455
7,pl_missed_any_last3,1732,1.0,0.40704387990762125,0.43245928597807715,0.18801026785350713,0.21144315662299484,0.32410734078982734,-0.025415406070455893,0.1108235856091988,0.4199135774113014
8,pl_missed_any_last3,1732,1.0,0.40011547344110854,0.4148106393971008,0.17288055610829212,0.17554465260519744,0.33533149451343175,-0.01469516595599224,0.01517617573288843,0.4844487948883448
9,pl_missed_any_last3,1732,1.0,0.41166281755196305,0.434328416557879,0.19488211735504504,0.21798280797160788,0.3299946608138402,-0.02266559900591597,0.10597482815971293,0.409438574325953
0,pl_missed_last,1732,0.0,0.9359122401847575,0.9127587758926151,0.05625789173364471,0.06257400654259203,0.08077985365651232,0.02315346429214238,0.10093831541133857,0.30356531750030835
1,pl_missed_last,1732,0.0,0.9336027713625866,0.9036055275425504,0.056062913854852306,0.06065089711349736,0.06975653342692655,0.029997243820036212,0.07564576085427821,0.1963059071222194
2,pl_missed_last,1732,0.0,0.8891454965357968,0.8869609078187599,0.08853137233514327,0.09356900984819028,0.10897893448302931,0.0021845887170368616,0.05383873914258841,0.18762857468633287
3,pl_missed_last,1732,0.0,0.9543879907621247,0.9186900038797416,0.039035917867463736,0.043141895774701434,0.05772395393990954,0.035697986882383015,0.09517379413923344,0.3237483712896728
4,pl_missed_last,1732,0.0,0.9162817551963048,0.8888555937654811,0.06733826181643873,0.0743083941635552,0.09332765433537536,0.02742616143082377,0.09380006694499377,0.2784747211747449
5,pl_missed_last,1732,0.0,0.9272517321016166,0.9015661513779798,0.057052598280611475,0.06370722464594399,0.0731903512102575,0.025685580723636803,0.10445638469288099,0.22049016930232124
6,pl_missed_last,1732,0.0,0.934757505773672,0.9163809440433499,0.055029173883225264,0.0613910637269868,0.07612695893039798,0.018376561730322094,0.10362892345461872,0.2771394699538987
7,pl_missed_last,1732,0.0,0.7476905311778291,0.7572095294720025,0.11246254321922051,0.1385727668769394,0.17393070009074732,-0.009518998294173353,0.18842247467647277,0.3534060222804609
8,pl_missed_last,1732,1.0,0.24191685912240185,0.2656713224472014,0.17607070755628307,0.18541811522316584,0.39646885729427334,-0.023754463324799524,0.050412591324382805,0.5559028046795689
9,pl_missed_last,1732,1.0,0.30138568129330257,0.28273672651219545,0.1981505103348467,0.19510106872299574,0.3639256126889287,0.01864895478110712,-0.01563006103354847,0.4555191956103979
0,pl_prior_rate_career,1770,0.3870967741935484,0.4689265536723164,0.4571586907167508,0.18305045742520665,0.19586744630334046,0.25662887815887186,0.011767862955565589,0.06543705511064923,0.2867113836195584
1,pl_prior_rate_career,1770,0.582089552238806,0.5915254237288136,0.578184278119503,0.14524956989374888,0.165968685870576,0.242758524836592,0.013341145609310545,0.12483750093065205,0.4016705695854731
2,pl_prior_rate_career,1770,0.6887067395264117,0.6666666666666666,0.6720023649443362,0.1281892535617662,0.14162325857610422,0.22356779160239051,-0.005335698277669554,0.09485733593058787,0.4266202092752813
3,pl_prior_rate_career,1770,0.7777777777777778,0.7497175141242938,0.7278144964048197,0.09547201603139882,0.10026838887974301,0.18855916673905215,0.021903017719474116,0.04783534374025622,0.4936760822478444
4,pl_prior_rate_career,1770,0.8369565217391305,0.7847457627118644,0.7785058742123444,0.09322540173487705,0.10046921518828562,0.17074405973606582,0.006239888499519952,0.07209983117548213,0.45400500679798883
5,pl_prior_rate_career,1770,0.8804347826086957,0.831638418079096,0.8244279054490512,0.07241636606345488,0.08031360612847017,0.14172029037492923,0.007210512630044796,0.09833003952509389,0.4890190679692147
6,pl_prior_rate_career,1770,0.9238095238095239,0.8768361581920904,0.8541804672877176,0.062146432043231815,0.06599765037532056,0.10904034010573578,0.022655690904372805,0.05835387033003958,0.43006017788491135
7,pl_prior_rate_career,1770,0.96,0.9152542372881356,0.8913793896209068,0.053683129793916026,0.05858224561832617,0.07860483675814248,0.023874847667228805,0.08362799637843799,0.3170505530201343
8,pl_prior_rate_career,1770,0.9882352941176471,0.9514124293785311,0.9202136411547722,0.042036405067873796,0.03993673407141119,0.04667865769092362,0.031198788223758878,-0.05257492995566859,0.0994512878623861
9,pl_prior_rate_career,1770,1.0,0.9593220338983051,0.9220618510833496,0.04017612057332466,0.037850592781920094,0.037344408583212224,0.03726018281495547,-0.06143966634296394,-0.07582693360380066
0,pl_prior_rate_inseason,1732,0.1875,0.26674364896073904,0.2806492181787251,0.12801162678638187,0.15109440150997894,0.34163511950226144,-0.01390556921798608,0.15277054935799583,0.6252972265471832
1,pl_prior_rate_inseason,1732,0.5,0.4855658198614319,0.4917408533643998,0.1828905272840291,0.20341497145459186,0.28740305988616804,-0.0061750335029679415,0.1008993783682457,0.36364446726326893
2,pl_prior_rate_inseason,1732,0.6785714285714286,0.6478060046189377,0.6438178612922371,0.17363947921964004,0.18100180766324275,0.24763166710160872,0.0039881433267006106,0.04067544152542646,0.29879937710716153
3,pl_prior_rate_inseason,1732,0.8095238095238095,0.7603926096997691,0.7601834851119169,0.12605419251088168,0.13204506352337966,0.19451092173702555,0.00020912458785216081,0.045369897614061516,0.3519428555209658
4,pl_prior_rate_inseason,1732,0.9090909090909091,0.855080831408776,0.8476517285437601,0.08546027682431227,0.09483691333605662,0.12810186792174566,0.0074291028650158575,0.09887116927264428,0.3328725161406866
5,pl_prior_rate_inseason,1732,0.9696969696969697,0.9295612009237876,0.9091323088043658,0.05312483192896037,0.055524783387792084,0.07981711843411042,0.020428892119421782,0.04322306747367477,0.33441806756259584
6,pl_prior_rate_inseason,1732,1.0,0.9526558891454965,0.9212262089411186,0.044669898584268744,0.04703609409601701,0.05642060372159985,0.03142968020437786,0.05030595242279334,0.20826975186783603
7,pl_prior_rate_inseason,1732,1.0,0.9676674364896074,0.9300862847534442,0.03253280869161617,0.03335419866166283,0.052478041472743694,0.037581151736163165,0.02462628403634115,0.38006816225195406
8,pl_prior_rate_inseason,1732,1.0,0.957852193995381,0.923696534415596,0.04034858865248971,0.04039243968324368,0.049841093428039156,0.03415565957978506,0.0010856247133831376,0.1904553877666182
9,pl_prior_rate_inseason,1732,1.0,0.9590069284064665,0.9262509993463135,0.0392596603991499,0.039733769322602586,0.05636991685105542,0.03275592906015301,0.011932140633407862,0.3035352437562654
0,pl_prior_season_games,1781,0.0,0.7130825379000562,0.7168672960465919,0.14113151348792788,0.1463128675562256,0.1672213845370808,-0.0037847581465357827,0.03541283931371664,0.15601994398848895
1,pl_prior_season_games,1781,0.0,0.6844469399213925,0.6756525336402353,0.12512470559600838,0.13586812308869536,0.16018466441147716,0.008794406281157241,0.07907239202585892,0.21887213076407797
2,pl_prior_season_games,1781,14.0,0.6805165637282425,0.657132653023908,0.1519242619928846,0.16767221961582218,0.22101621146945272,0.023383910704334543,0.09392108996362047,0.3126103239993212
3,pl_prior_season_games,1781,27.0,0.7911285794497473,0.7682399455005189,0.09997406160883399,0.11288854579960109,0.14519218767854328,0.022888633949228465,0.1144003060655312,0.31143635751134624
4,pl_prior_season_games,1781,31.0,0.8281864121280179,0.8071154394606416,0.06415891858887993,0.07555269535945562,0.12953759098268672,0.021070972667376342,0.15080569549991218,0.5047081074909363
5,pl_prior_season_games,1780,37.0,0.7724719101123596,0.7499658716853417,0.09403258093127737,0.10211791032186304,0.16666890095936512,0.022506038427017927,0.07917640857614217,0.43581207777806685
6,pl_prior_season_games,1781,52.0,0.8085345311622684,0.7941703061867444,0.07352600233612565,0.06981324014102537,0.13853810797692784,0.01436422497552392,-0.05318134765841487,0.46927236548971285
7,pl_prior_season_games,1781,68.0,0.764177428411005,0.7491310960006203,0.06567817937531008,0.07290532291525534,0.1604955624847195,0.015046332410384666,0.09913053328556054,0.5907788454801473
8,pl_prior_season_games,1781,80.0,0.8540145985401459,0.8395436406156999,0.056553096457709257,0.055965219889375764,0.11951063236892814,0.014470957924446082,-0.010504319816763363,0.5267944337945565
9,pl_prior_season_games,1781,109.0,0.8966872543514879,0.8686028437378149,0.04989111386894739,0.053821287074142965,0.09075972848991157,0.02808441061367295,0.0730226536534041,0.4502945888110159
0,pl_run_length,1781,1.0,0.6754632229084784,0.6388977388694425,0.19484720352321658,0.2068941722721382,0.23879243043828524,0.03656548403903592,0.05822768527803501,0.18403107181584677
1,pl_run_length,1781,1.0,0.6075238629983155,0.6016728075657026,0.20994567248666698,0.2286106205695997,0.25396593671145373,0.005851055432612884,0.08164514857808292,0.1733313718949674
2,pl_run_length,1781,2.0,0.6580572711959574,0.6556096953444566,0.1425153716405843,0.15820636407321675,0.2264669025570297,0.002447575851500794,0.09918053881429678,0.37070110452587846
3,pl_run_length,1781,4.0,0.6900617630544638,0.693431770458181,0.1115726338142099,0.11962399053581091,0.19913791071988654,-0.00337000740371729,0.06730553533231898,0.4397217816995611
4,pl_run_length,1781,6.0,0.7748455923638405,0.7558325749366869,0.06986939025586275,0.07402410102747019,0.15577724334610443,0.019013017427153667,0.05612646035465707,0.5514788376333789
5,pl_run_length,1780,9.0,0.8123595505617978,0.8002260140619022,0.05504334789186913,0.058630907224160936,0.13283009075985555,0.01213353649989557,0.06118887634768555,0.5856108538585404
6,pl_run_length,1781,12.0,0.8556990454800674,0.8290266905907937,0.04750839158280129,0.04767806944094131,0.10257353380621886,0.026672354889273664,0.0035588240071297017,0.5368357721539185
7,pl_run_length,1781,17.0,0.8871420550252667,0.861930404256358,0.03324084454172273,0.036612537204879975,0.07505953058148575,0.025211650768908633,0.09209120483209354,0.5571402554185179
8,pl_run_length,1781,23.0,0.9051094890510949,0.8813178549601913,0.028702738140690853,0.03150625731340016,0.06315332957459296,0.02379163409090357,0.08898293265436275,0.5455071279054435
9,pl_run_length,1781,33.0,0.927007299270073,0.9085042950354106,0.02872694860151898,0.031105994916746146,0.051349062970749704,0.018503004234662335,0.07648192323037994,0.44055554396614993
0,pl_start_mean5,1584,0.0,0.7790404040404041,0.738327264764292,0.11338219235073183,0.12912738007878571,0.1555759721283103,0.04071313927611209,0.12193531471363495,0.2712101309756203
1,pl_start_mean5,1583,0.0,0.7245735944409349,0.697424047682468,0.13121392637494533,0.13401921544590475,0.17272473533613053,0.027149546758466925,0.020931991443359443,0.24032926656626907
2,pl_start_mean5,1583,0.0,0.770056854074542,0.7201904859278114,0.12485958307054033,0.13235259743317687,0.16573169242099,0.04986636814673062,0.0566140333318329,0.2466161345087018
3,pl_start_mean5,1583,0.0,0.7536323436512951,0.7256845745936662,0.12287898587981208,0.13648625250170687,0.17068771385380396,0.027947769057628857,0.0996969758674019,0.2800947232496219
4,pl_start_mean5,1583,0.2,0.7574226152874289,0.7413812262241678,0.11655655085503096,0.13079465082663544,0.15810834624951034,0.016041389063261136,0.10885842717281058,0.26280583144489167
5,pl_start_mean5,1583,0.8,0.8288060644346178,0.8256252436105637,0.07211841925860958,0.07799441211780042,0.13154053956457912,0.0031808208240541314,0.0753386390080858,0.45173997691256673
6,pl_start_mean5,1583,1.0,0.9027163613392293,0.8849090738961737,0.04091767650788938,0.04929505910941509,0.08390432828447446,0.017807287443055597,0.16994365668436073,0.5123293715056088
7,pl_start_mean5,1583,1.0,0.8761844598862919,0.8720334331135798,0.04605991630420782,0.04396233758248555,0.10506965396688986,0.004151026772712063,-0.04771308435968913,0.5616249357904759
8,pl_start_mean5,1583,1.0,0.8761844598862919,0.8722713168112155,0.04962778063959354,0.04809095907675682,0.11018664326816814,0.003913143075076397,-0.031956558828112325,0.5496025728017568
9,pl_start_mean5,1583,1.0,0.903348073278585,0.8938052481409785,0.0441310277787504,0.04468429991321336,0.080685305395982,0.009542825137606514,0.012381801562014738,0.45304752132786674
0,pl_switch_rate,1732,0.0,0.9041570438799076,0.8758944470585524,0.04492275467018081,0.051261869503132954,0.08435963746681986,0.028262596821355235,0.12366140553193672,0.4674852095251153
1,pl_switch_rate,1732,0.0,0.8856812933025404,0.8598894473050437,0.046629842254139596,0.050243944591473064,0.09169410023663192,0.025791845997496732,0.07193110267753178,0.4914630043393904
2,pl_switch_rate,1732,0.0,0.8839491916859122,0.8523790830707787,0.047680838913223236,0.04748143105369916,0.085758381891642,0.03157010861513354,-0.004199701969777481,0.4440095782885778
3,pl_switch_rate,1732,0.0,0.9387990762124712,0.9075712858344133,0.03715292583215494,0.0370188106845357,0.06335144531115207,0.031227790378057896,-0.003622891852526955,0.4135425695550039
4,pl_switch_rate,1732,0.0,0.7575057736720554,0.7588692549373925,0.06912871514267388,0.07044076338177417,0.165206816197831,-0.0013634812653371409,0.01862626377271448,0.5815625726974002
5,pl_switch_rate,1732,0.06060606060606061,0.8025404157043879,0.801709313584962,0.06427170346625792,0.06556639289664179,0.1450879540660779,0.0008311021194259416,0.019746235429251136,0.5570155780335393
6,pl_switch_rate,1732,0.10344827586206896,0.7823325635103926,0.7691458120504929,0.0844571314635422,0.09249594491410133,0.1604348433130325,0.01318675145989967,0.08690990138026677,0.47357363450809975
7,pl_switch_rate,1732,0.16666666666666666,0.7015011547344111,0.6912374110607807,0.11469652155432333,0.1251302566880445,0.19310358690612392,0.010263743673630366,0.08338299153124051,0.406036296932784
8,pl_switch_rate,1732,0.2702702702702703,0.5854503464203233,0.5946934164603785,0.1640634279005321,0.1868801027151586,0.24257306917447802,-0.009243070040055201,0.12209258494149866,0.3236535759766286
9,pl_switch_rate,1732,0.4583333333333333,0.5404157043879908,0.5230460113890826,0.2329880296847018,0.2519149262100068,0.2626395754925687,0.017369692998908226,0.0751320964186406,0.11289823992540637
0,pl_switches,1781,0.0,0.8978102189781022,0.865411727975735,0.052836894573739114,0.05708071237932138,0.08990669366046493,0.03239849100236725,0.07434766716611041,0.4123141178644709
1,pl_switches,1781,0.0,0.8792813026389669,0.8496012000658922,0.0523793354528202,0.05724635904768726,0.0993535647131187,0.02968010257307463,0.08501891955805863,0.4727986297817858
2,pl_switches,1781,0.0,0.9051094890510949,0.866803063610165,0.04980842424160453,0.050334942624678296,0.08632744688821359,0.03830642544092988,0.010460295683651366,0.42302910560876383
3,pl_switches,1781,0.0,0.9051094890510949,0.8753173751982569,0.044788438254185596,0.0455877368956147,0.07171940017350391,0.029792113852837976,0.017533194140768815,0.37550456158538414
4,pl_switches,1781,0.0,0.776530039303762,0.7610202565855401,0.08460563143021534,0.09607246980850505,0.15076991065030276,0.015509782718221898,0.11935613189861582,0.43884273018871467
5,pl_switches,1780,1.0,0.5898876404494382,0.6131253977747269,0.11914121687711574,0.1104395711018752,0.27878933512830234,-0.023237757325288655,-0.07879101384062492,0.5726478675294897
6,pl_switches,1781,2.0,0.884334643458731,0.8629107523342847,0.06483734603038374,0.06969451395584972,0.09303494849359735,0.021423891124446315,0.06969225624477282,0.30308612967259463
7,pl_switches,1781,3.0,0.7377877596855699,0.7039926799604465,0.1168503917006237,0.12382874280470817,0.17950982015555245,0.03379507972512341,0.05635485708750276,0.3490584994215461
8,pl_switches,1781,5.0,0.6754632229084784,0.6866952033067583,0.1330953611425783,0.15081203068707738,0.19326498481999282,-0.011231980398279884,0.11747517398833862,0.3113322557288717
9,pl_switches,1781,10.0,0.5418304323413813,0.5414671355804659,0.20366549259563313,0.2318250249214905,0.25651182031679015,0.0003632967609153992,0.12146890671269783,0.20601907411476095
0,pl_switches5,1635,0.0,0.8886850152905199,0.8565814292759983,0.040043815703736094,0.04834945579782628,0.08678907171673633,0.03210358601452157,0.17178352800536778,0.538607627531358
1,pl_switches5,1634,0.0,0.872093023255814,0.8481031466877157,0.041878270205546284,0.04940191593575206,0.07444495762770076,0.023989876568098256,0.15229461424108304,0.43745994973924873
2,pl_switches5,1635,0.0,0.8305810397553517,0.8114662435718751,0.03813175141468793,0.03798458256198141,0.10790278163597472,0.019114796183476557,-0.0038744364892355776,0.6466101166573186
3,pl_switches5,1634,0.0,0.8537331701346389,0.848251186575896,0.04610844734818794,0.04590206954098579,0.1191209951541916,0.005481983558742853,-0.004496045805034488,0.6129276179358254
4,pl_switches5,1635,0.0,0.8574923547400611,0.8343923339412574,0.04467941907394895,0.045647306714294816,0.09391525330600276,0.02310002079880369,0.021203608931493978,0.5242581210064927
5,pl_switches5,1634,0.0,0.9100367197062423,0.8882241688333783,0.0403313222789228,0.04056924416390563,0.08100381093228702,0.021812550872864045,0.005864587568395252,0.5021058661963855
6,pl_switches5,1634,0.0,0.7858017135862914,0.7671717564795547,0.07688832763748604,0.08625659376036057,0.14306212860669917,0.01862995710673665,0.10860927512279928,0.462552889529105
7,pl_switches5,1635,1.0,0.5559633027522936,0.5631501352868274,0.16937454980184874,0.17935865698765527,0.2942187827658813,-0.0071868325345338935,0.05566559960634465,0.42432448326514516
8,pl_switches5,1634,2.0,0.6725826193390453,0.6676616758629383,0.16482146229130468,0.17590472439181418,0.2198727323185892,0.004920943476106943,0.0630071883448815,0.2503778865471905
9,pl_switches5,1635,3.0,0.5498470948012233,0.5551649323427471,0.22200061840352842,0.2558007423121124,0.2608364341003182,-0.005317837541523818,0.132134581014402,0.148889536198204
0,pl_usg_mean5,1584,0.0828,0.7386363636363636,0.6917630822079257,0.1359482227695286,0.14734551936608228,0.16945225254250082,0.04687328142843794,0.0773508189837584,0.19771958926641586
1,pl_usg_mean5,1583,0.11740000000000002,0.7725837018319647,0.7554000698999539,0.10751931231404355,0.11279903719636696,0.16108798321484344,0.01718363193201078,0.046806471168119645,0.33254293605101026
2,pl_usg_mean5,1583,0.1376,0.8060644346178143,0.7761016035772706,0.09403509145271845,0.10171504741932838,0.14295431301805783,0.029962831040543647,0.07550461963556587,0.3422017883375087
3,pl_usg_mean5,1583,0.155,0.831964624131396,0.798579957776225,0.08552832480068848,0.08785616392916283,0.12984938738219456,0.03338466635517101,0.026496025143452173,0.34132669760738166
4,pl_usg_mean5,1583,0.1704,0.8168035375868604,0.8056935732238364,0.08275451837289242,0.08802092670306678,0.13552751070416238,0.011109964363024027,0.05983132111231082,0.38938951993640636
5,pl_usg_mean5,1583,0.18539999999999998,0.819330385344283,0.8083819982635868,0.06783586022631127,0.07659592624104464,0.12440269881717247,0.010948387080696231,0.11436725743306175,0.4547074872868654
6,pl_usg_mean5,1583,0.20179999999999998,0.8749210360075805,0.8474204359943719,0.06821564830201896,0.07426867690119894,0.10630380007175483,0.027500600013208643,0.08150176967919387,0.3582952984185557
7,pl_usg_mean5,1583,0.2182,0.8269109286165508,0.8256678250757836,0.07352222185419614,0.07853814856264031,0.13365809920689786,0.0012431035407671764,0.06386611857094615,0.449923182429922
8,pl_usg_mean5,1583,0.24020000000000002,0.8332280480101074,0.8256314999667532,0.07431402173660127,0.08066038980124918,0.11549912664538532,0.00759654804335419,0.07868010655893976,0.35658369119304134
9,pl_usg_mean5,1583,0.277,0.8515476942514214,0.8370412839292766,0.0720585819602727,0.07899581934963998,0.11547099305385772,0.014506410322144836,0.08781777879488362,0.3759594504685406
