p_active_band,n,share_of_rows,predicted_void,actual_void,void_gap_pred_minus_actual
"[0.00,0.50)",3501,0.19658599584479758,0.7739116006049346,0.7489288774635818,0.024982723141352747
"[0.50,0.80)",1688,0.09478353641417261,0.2932143092764401,0.37026066350710896,-0.07704635423066886
"[0.80,0.90)",3411,0.1915323712729519,0.1501487570068245,0.11404280269715628,0.03610595430966823
"[0.90,0.95)",4884,0.27424336009882644,0.07202170226289917,0.037878787878787845,0.03414291438411132
"[0.95,1.01)",4325,0.2428547363692515,0.036710145287480844,0.025202312138728367,0.011507833148752478
