game_id,team_id,stat,ours,drive,box_source,kind,category,pbp_value,evidence
1022100100,1611661317,tov,11,12,player_sum,mismatch,team_tov_uncredited,12,pbp total=12 player-credited=11 team-credited=1
1022100104,1611661319,tov,11,12,player_sum,mismatch,team_tov_uncredited,12,pbp total=12 player-credited=11 team-credited=1
1022100105,1611661320,tov,12,13,player_sum,mismatch,team_tov_uncredited,13,pbp total=13 player-credited=12 team-credited=1
1022100105,1611661328,tov,11,12,player_sum,mismatch,team_tov_uncredited,12,pbp total=12 player-credited=11 team-credited=1
1022100106,1611661321,tov,12,13,player_sum,mismatch,team_tov_uncredited,13,pbp total=13 player-credited=12 team-credited=1
1022100106,1611661313,tov,15,16,player_sum,mismatch,team_tov_uncredited,16,pbp total=16 player-credited=15 team-credited=1
1022100107,1611661321,tov,11,14,player_sum,mismatch,team_tov_uncredited,14,pbp total=14 player-credited=11 team-credited=3
1022100109,1611661320,tov,17,18,player_sum,mismatch,team_tov_uncredited,18,pbp total=18 player-credited=17 team-credited=1
1022100108,1611661317,tov,11,12,player_sum,mismatch,team_tov_uncredited,12,pbp total=12 player-credited=11 team-credited=1
1022100111,1611661325,tov,8,9,player_sum,mismatch,team_tov_uncredited,9,pbp total=9 player-credited=8 team-credited=1
1022100113,1611661324,tov,10,12,player_sum,mismatch,team_tov_uncredited,12,pbp total=12 player-credited=10 team-credited=2
1022100112,1611661317,tov,11,12,player_sum,mismatch,team_tov_uncredited,12,pbp total=12 player-credited=11 team-credited=1
1022100114,1611661329,tov,12,13,player_sum,mismatch,team_tov_uncredited,13,pbp total=13 player-credited=12 team-credited=1
1022100114,1611661322,tov,15,16,player_sum,mismatch,team_tov_uncredited,16,pbp total=16 player-credited=15 team-credited=1
1022100117,1611661330,tov,6,7,player_sum,mismatch,team_tov_uncredited,7,pbp total=7 player-credited=6 team-credited=1
1022100115,1611661321,tov,6,7,player_sum,mismatch,team_tov_uncredited,7,pbp total=7 player-credited=6 team-credited=1
1022100117,1611661325,tov,19,20,player_sum,mismatch,team_tov_uncredited,20,pbp total=20 player-credited=19 team-credited=1
1022100118,1611661317,tov,14,15,player_sum,mismatch,team_tov_uncredited,15,pbp total=15 player-credited=14 team-credited=1
1022100118,1611661328,tov,11,12,player_sum,mismatch,team_tov_uncredited,12,pbp total=12 player-credited=11 team-credited=1
1022100120,1611661329,tov,18,19,player_sum,mismatch,team_tov_uncredited,19,pbp total=19 player-credited=18 team-credited=1
1022100121,1611661323,tov,11,12,player_sum,mismatch,team_tov_uncredited,12,pbp total=12 player-credited=11 team-credited=1
1022100121,1611661321,tov,19,21,player_sum,mismatch,team_tov_uncredited,21,pbp total=21 player-credited=19 team-credited=2
1022100125,1611661325,tov,14,15,player_sum,mismatch,team_tov_uncredited,15,pbp total=15 player-credited=14 team-credited=1
1022100124,1611661313,tov,8,10,player_sum,mismatch,team_tov_uncredited,10,pbp total=10 player-credited=8 team-credited=2
1022100120,1611661328,tov,8,10,player_sum,mismatch,team_tov_uncredited,10,pbp total=10 player-credited=8 team-credited=2
1022100122,1611661322,tov,11,12,player_sum,mismatch,team_tov_uncredited,12,pbp total=12 player-credited=11 team-credited=1
1022100126,1611661323,tov,14,17,player_sum,mismatch,team_tov_uncredited,17,pbp total=17 player-credited=14 team-credited=3
1022100127,1611661321,tov,12,15,player_sum,mismatch,team_tov_uncredited,15,pbp total=15 player-credited=12 team-credited=3
1022100129,1611661325,tov,13,14,player_sum,mismatch,team_tov_uncredited,14,pbp total=14 player-credited=13 team-credited=1
1022100130,1611661320,tov,14,15,player_sum,mismatch,team_tov_uncredited,15,pbp total=15 player-credited=14 team-credited=1
1022100126,1611661324,tov,17,18,player_sum,mismatch,team_tov_uncredited,18,pbp total=18 player-credited=17 team-credited=1
1022100129,1611661317,tov,13,14,player_sum,mismatch,team_tov_uncredited,14,pbp total=14 player-credited=13 team-credited=1
1022100134,1611661330,tov,18,21,player_sum,mismatch,team_tov_uncredited,21,pbp total=21 player-credited=18 team-credited=3
1022100132,1611661323,tov,17,19,player_sum,mismatch,team_tov_uncredited,19,pbp total=19 player-credited=17 team-credited=2
1022100132,1611661324,tov,10,11,player_sum,mismatch,team_tov_uncredited,11,pbp total=11 player-credited=10 team-credited=1
1022100133,1611661317,tov,18,19,player_sum,mismatch,team_tov_uncredited,19,pbp total=19 player-credited=18 team-credited=1
1022100133,1611661322,tov,10,11,player_sum,mismatch,team_tov_uncredited,11,pbp total=11 player-credited=10 team-credited=1
1022100136,1611661321,tov,14,15,player_sum,mismatch,team_tov_uncredited,15,pbp total=15 player-credited=14 team-credited=1
1022100136,1611661325,tov,8,11,player_sum,mismatch,team_tov_uncredited,11,pbp total=11 player-credited=8 team-credited=3
1022100135,1611661313,tov,9,10,player_sum,mismatch,team_tov_uncredited,10,pbp total=10 player-credited=9 team-credited=1
1022100137,1611661330,tov,9,10,player_sum,mismatch,team_tov_uncredited,10,pbp total=10 player-credited=9 team-credited=1
1022100138,1611661324,tov,13,14,player_sum,mismatch,team_tov_uncredited,14,pbp total=14 player-credited=13 team-credited=1
1022100137,1611661317,tov,22,24,player_sum,mismatch,team_tov_uncredited,24,pbp total=24 player-credited=22 team-credited=2
1022100139,1611661313,tov,23,26,player_sum,mismatch,team_tov_uncredited,26,pbp total=26 player-credited=23 team-credited=3
1022100140,1611661322,tov,14,15,player_sum,mismatch,team_tov_uncredited,15,pbp total=15 player-credited=14 team-credited=1
1022100142,1611661330,tov,7,8,player_sum,mismatch,team_tov_uncredited,8,pbp total=8 player-credited=7 team-credited=1
1022100143,1611661323,tov,11,14,player_sum,mismatch,team_tov_uncredited,14,pbp total=14 player-credited=11 team-credited=3
1022100144,1611661320,tov,11,12,player_sum,mismatch,team_tov_uncredited,12,pbp total=12 player-credited=11 team-credited=1
1022100141,1611661328,tov,14,15,player_sum,mismatch,team_tov_uncredited,15,pbp total=15 player-credited=14 team-credited=1
1022100146,1611661330,tov,8,9,player_sum,mismatch,team_tov_uncredited,9,pbp total=9 player-credited=8 team-credited=1
1022100147,1611661323,tov,14,15,player_sum,mismatch,team_tov_uncredited,15,pbp total=15 player-credited=14 team-credited=1
1022100148,1611661321,tov,12,15,player_sum,mismatch,team_tov_uncredited,15,pbp total=15 player-credited=12 team-credited=3
1022100147,1611661320,tov,15,16,player_sum,mismatch,team_tov_uncredited,16,pbp total=16 player-credited=15 team-credited=1
1022100148,1611661322,tov,13,14,player_sum,mismatch,team_tov_uncredited,14,pbp total=14 player-credited=13 team-credited=1
1022100150,1611661329,tov,18,19,player_sum,mismatch,team_tov_uncredited,19,pbp total=19 player-credited=18 team-credited=1
1022100149,1611661317,tov,12,13,player_sum,mismatch,team_tov_uncredited,13,pbp total=13 player-credited=12 team-credited=1
1022100152,1611661323,tov,18,20,player_sum,mismatch,team_tov_uncredited,20,pbp total=20 player-credited=18 team-credited=2
1022100153,1611661321,tov,23,27,player_sum,mismatch,team_tov_uncredited,27,pbp total=27 player-credited=23 team-credited=4
1022100151,1611661325,tov,15,16,player_sum,mismatch,team_tov_uncredited,16,pbp total=16 player-credited=15 team-credited=1
1022100152,1611661320,tov,14,16,player_sum,mismatch,team_tov_uncredited,16,pbp total=16 player-credited=14 team-credited=2
1022100154,1611661329,tov,9,10,player_sum,mismatch,team_tov_uncredited,10,pbp total=10 player-credited=9 team-credited=1
1022100156,1611661323,tov,15,17,player_sum,mismatch,team_tov_uncredited,17,pbp total=17 player-credited=15 team-credited=2
1022100155,1611661325,tov,15,16,player_sum,mismatch,team_tov_uncredited,16,pbp total=16 player-credited=15 team-credited=1
1022100155,1611661320,tov,11,12,player_sum,mismatch,team_tov_uncredited,12,pbp total=12 player-credited=11 team-credited=1
1022100157,1611661324,tov,14,15,player_sum,mismatch,team_tov_uncredited,15,pbp total=15 player-credited=14 team-credited=1
1022100157,1611661313,tov,13,14,player_sum,mismatch,team_tov_uncredited,14,pbp total=14 player-credited=13 team-credited=1
1022100158,1611661317,tov,8,10,player_sum,mismatch,team_tov_uncredited,10,pbp total=10 player-credited=8 team-credited=2
1022100156,1611661322,tov,14,17,player_sum,mismatch,team_tov_uncredited,17,pbp total=17 player-credited=14 team-credited=3
1022100161,1611661329,tov,13,14,player_sum,mismatch,team_tov_uncredited,14,pbp total=14 player-credited=13 team-credited=1
1022100159,1611661321,tov,9,12,player_sum,mismatch,team_tov_uncredited,12,pbp total=12 player-credited=9 team-credited=3
1022100160,1611661320,tov,12,13,player_sum,mismatch,team_tov_uncredited,13,pbp total=13 player-credited=12 team-credited=1
1022100160,1611661324,tov,15,16,player_sum,mismatch,team_tov_uncredited,16,pbp total=16 player-credited=15 team-credited=1
1022100162,1611661313,tov,20,21,player_sum,mismatch,team_tov_uncredited,21,pbp total=21 player-credited=20 team-credited=1
1022100162,1611661328,tov,12,13,player_sum,mismatch,team_tov_uncredited,13,pbp total=13 player-credited=12 team-credited=1
1022100163,1611661325,tov,15,18,player_sum,mismatch,team_tov_uncredited,18,pbp total=18 player-credited=15 team-credited=3
1022100163,1611661317,tov,11,12,player_sum,mismatch,team_tov_uncredited,12,pbp total=12 player-credited=11 team-credited=1
1022100166,1611661330,tov,9,10,player_sum,mismatch,team_tov_uncredited,10,pbp total=10 player-credited=9 team-credited=1
1022100165,1611661329,tov,7,8,player_sum,mismatch,team_tov_uncredited,8,pbp total=8 player-credited=7 team-credited=1
1022100166,1611661321,tov,14,15,player_sum,mismatch,team_tov_uncredited,15,pbp total=15 player-credited=14 team-credited=1
1022100167,1611661325,tov,6,8,player_sum,mismatch,team_tov_uncredited,8,pbp total=8 player-credited=6 team-credited=2
1022100167,1611661317,tov,8,9,player_sum,mismatch,team_tov_uncredited,9,pbp total=9 player-credited=8 team-credited=1
1022100168,1611661323,tov,13,15,player_sum,mismatch,team_tov_uncredited,15,pbp total=15 player-credited=13 team-credited=2
1022100168,1611661321,tov,12,15,player_sum,mismatch,team_tov_uncredited,15,pbp total=15 player-credited=12 team-credited=3
1022100169,1611661322,tov,18,20,player_sum,mismatch,team_tov_uncredited,20,pbp total=20 player-credited=18 team-credited=2
1022100170,1611661330,tov,8,10,player_sum,mismatch,team_tov_uncredited,10,pbp total=10 player-credited=8 team-credited=2
1022100172,1611661323,tov,19,22,player_sum,mismatch,team_tov_uncredited,22,pbp total=22 player-credited=19 team-credited=3
1022100172,1611661320,tov,17,20,player_sum,mismatch,team_tov_uncredited,20,pbp total=20 player-credited=17 team-credited=3
1022100173,1611661330,tov,7,8,player_sum,mismatch,team_tov_uncredited,8,pbp total=8 player-credited=7 team-credited=1
1022100174,1611661325,tov,17,18,player_sum,mismatch,team_tov_uncredited,18,pbp total=18 player-credited=17 team-credited=1
1022100174,1611661324,tov,9,11,player_sum,mismatch,team_tov_uncredited,11,pbp total=11 player-credited=9 team-credited=2
1022100176,1611661323,tov,9,10,player_sum,mismatch,team_tov_uncredited,10,pbp total=10 player-credited=9 team-credited=1
1022100175,1611661313,tov,9,10,player_sum,mismatch,team_tov_uncredited,10,pbp total=10 player-credited=9 team-credited=1
1022100176,1611661317,tov,15,16,player_sum,mismatch,team_tov_uncredited,16,pbp total=16 player-credited=15 team-credited=1
1022100177,1611661329,tov,14,15,player_sum,mismatch,team_tov_uncredited,15,pbp total=15 player-credited=14 team-credited=1
1022100178,1611661325,tov,12,15,player_sum,mismatch,team_tov_uncredited,15,pbp total=15 player-credited=12 team-credited=3
1022100179,1611661320,tov,12,13,player_sum,mismatch,team_tov_uncredited,13,pbp total=13 player-credited=12 team-credited=1
1022100179,1611661328,tov,17,18,player_sum,mismatch,team_tov_uncredited,18,pbp total=18 player-credited=17 team-credited=1
1022100177,1611661322,tov,15,16,player_sum,mismatch,team_tov_uncredited,16,pbp total=16 player-credited=15 team-credited=1
1022100181,1611661330,tov,13,15,player_sum,mismatch,team_tov_uncredited,15,pbp total=15 player-credited=13 team-credited=2
1022100181,1611661325,tov,13,15,player_sum,mismatch,team_tov_uncredited,15,pbp total=15 player-credited=13 team-credited=2
1022100182,1611661323,tov,20,21,player_sum,mismatch,team_tov_uncredited,21,pbp total=21 player-credited=20 team-credited=1
1022100183,1611661330,tov,14,15,player_sum,mismatch,team_tov_uncredited,15,pbp total=15 player-credited=14 team-credited=1
1022100184,1611661325,tov,16,18,player_sum,mismatch,team_tov_uncredited,18,pbp total=18 player-credited=16 team-credited=2
1022100187,1611661317,tov,10,13,player_sum,mismatch,team_tov_uncredited,13,pbp total=13 player-credited=10 team-credited=3
1022100187,1611661328,tov,11,12,player_sum,mismatch,team_tov_uncredited,12,pbp total=12 player-credited=11 team-credited=1
1022100192,1611661325,tov,15,16,player_sum,mismatch,team_tov_uncredited,16,pbp total=16 player-credited=15 team-credited=1
1022100189,1611661319,tov,8,9,player_sum,mismatch,team_tov_uncredited,9,pbp total=9 player-credited=8 team-credited=1
1022100190,1611661324,tov,12,15,player_sum,mismatch,team_tov_uncredited,15,pbp total=15 player-credited=12 team-credited=3
1022100189,1611661317,tov,10,11,player_sum,mismatch,team_tov_uncredited,11,pbp total=11 player-credited=10 team-credited=1
1022200001,1611661325,tov,14,18,player_sum,mismatch,team_tov_uncredited,18,pbp total=18 player-credited=14 team-credited=4
1022200002,1611661320,tov,20,22,player_sum,mismatch,team_tov_uncredited,22,pbp total=22 player-credited=20 team-credited=2
1022200003,1611661317,tov,9,10,player_sum,mismatch,team_tov_uncredited,10,pbp total=10 player-credited=9 team-credited=1
1022200001,1611661322,tov,7,8,player_sum,mismatch,team_tov_uncredited,8,pbp total=8 player-credited=7 team-credited=1
1022200006,1611661330,tov,21,24,player_sum,mismatch,team_tov_uncredited,24,pbp total=24 player-credited=21 team-credited=3
1022200005,1611661323,tov,15,16,player_sum,mismatch,team_tov_uncredited,16,pbp total=16 player-credited=15 team-credited=1
1022200006,1611661321,tov,17,19,player_sum,mismatch,team_tov_uncredited,19,pbp total=19 player-credited=17 team-credited=2
1022200005,1611661313,tov,15,17,player_sum,mismatch,team_tov_uncredited,17,pbp total=17 player-credited=15 team-credited=2
1022200007,1611661325,tov,18,19,player_sum,mismatch,team_tov_uncredited,19,pbp total=19 player-credited=18 team-credited=1
1022200007,1611661320,tov,19,21,player_sum,mismatch,team_tov_uncredited,21,pbp total=21 player-credited=19 team-credited=2
1022200009,1611661324,tov,15,17,player_sum,mismatch,team_tov_uncredited,17,pbp total=17 player-credited=15 team-credited=2
1022200008,1611661328,tov,10,11,player_sum,mismatch,team_tov_uncredited,11,pbp total=11 player-credited=10 team-credited=1
1022200009,1611661322,tov,15,16,player_sum,mismatch,team_tov_uncredited,16,pbp total=16 player-credited=15 team-credited=1
1022200011,1611661325,tov,16,18,player_sum,mismatch,team_tov_uncredited,18,pbp total=18 player-credited=16 team-credited=2
1022200011,1611661324,tov,18,19,player_sum,mismatch,team_tov_uncredited,19,pbp total=19 player-credited=18 team-credited=1
1022200012,1611661330,tov,13,14,player_sum,mismatch,team_tov_uncredited,14,pbp total=14 player-credited=13 team-credited=1
1022200013,1611661329,tov,7,8,player_sum,mismatch,team_tov_uncredited,8,pbp total=8 player-credited=7 team-credited=1
1022200013,1611661313,tov,14,15,player_sum,mismatch,team_tov_uncredited,15,pbp total=15 player-credited=14 team-credited=1
1022200014,1611661328,tov,15,16,player_sum,mismatch,team_tov_uncredited,16,pbp total=16 player-credited=15 team-credited=1
1022200016,1611661330,tov,19,21,player_sum,mismatch,team_tov_uncredited,21,pbp total=21 player-credited=19 team-credited=2
1022200015,1611661321,tov,9,11,player_sum,mismatch,team_tov_uncredited,11,pbp total=11 player-credited=9 team-credited=2
1022200017,1611661325,tov,20,21,player_sum,mismatch,team_tov_uncredited,21,pbp total=21 player-credited=20 team-credited=1
1022200015,1611661322,tov,18,21,player_sum,mismatch,team_tov_uncredited,21,pbp total=21 player-credited=18 team-credited=3
1022200020,1611661329,tov,5,7,player_sum,mismatch,team_tov_uncredited,7,pbp total=7 player-credited=5 team-credited=2
1022200019,1611661323,tov,19,20,player_sum,mismatch,team_tov_uncredited,20,pbp total=20 player-credited=19 team-credited=1
