game_id,team_id,stat,ours,drive,box_source,kind,category,pbp_value,evidence
1022300092,1611661319,stl,8,7,player_sum,mismatch,local_gamelog_pbp_disagreement,7,pbp stl=7
1022100002,1611661330,tov,13,14,player_sum,mismatch,team_tov_uncredited,14,pbp total=14 player-credited=13 team-credited=1
1022100002,1611661323,tov,20,21,player_sum,mismatch,team_tov_uncredited,21,pbp total=21 player-credited=20 team-credited=1
1022100004,1611661321,tov,26,27,player_sum,mismatch,team_tov_uncredited,27,pbp total=27 player-credited=26 team-credited=1
1022100001,1611661325,tov,11,12,player_sum,mismatch,team_tov_uncredited,12,pbp total=12 player-credited=11 team-credited=1
1022100005,1611661329,tov,14,15,player_sum,mismatch,team_tov_uncredited,15,pbp total=15 player-credited=14 team-credited=1
1022100005,1611661322,tov,14,16,player_sum,mismatch,team_tov_uncredited,16,pbp total=16 player-credited=14 team-credited=2
1022100008,1611661323,tov,12,13,player_sum,mismatch,team_tov_uncredited,13,pbp total=13 player-credited=12 team-credited=1
1022100007,1611661313,tov,22,23,player_sum,mismatch,team_tov_uncredited,23,pbp total=23 player-credited=22 team-credited=1
1022100008,1611661317,tov,15,17,player_sum,mismatch,team_tov_uncredited,17,pbp total=17 player-credited=15 team-credited=2
1022100009,1611661313,tov,16,17,player_sum,mismatch,team_tov_uncredited,17,pbp total=17 player-credited=16 team-credited=1
1022100010,1611661322,tov,11,12,player_sum,mismatch,team_tov_uncredited,12,pbp total=12 player-credited=11 team-credited=1
1022100012,1611661330,tov,18,19,player_sum,mismatch,team_tov_uncredited,19,pbp total=19 player-credited=18 team-credited=1
1022100013,1611661323,tov,13,15,player_sum,mismatch,team_tov_uncredited,15,pbp total=15 player-credited=13 team-credited=2
1022100013,1611661325,tov,12,13,player_sum,mismatch,team_tov_uncredited,13,pbp total=13 player-credited=12 team-credited=1
1022100017,1611661323,tov,11,13,player_sum,mismatch,team_tov_uncredited,13,pbp total=13 player-credited=11 team-credited=2
1022100015,1611661325,tov,16,17,player_sum,mismatch,team_tov_uncredited,17,pbp total=17 player-credited=16 team-credited=1
1022100018,1611661320,tov,11,13,player_sum,mismatch,team_tov_uncredited,13,pbp total=13 player-credited=11 team-credited=2
1022100019,1611661321,tov,16,17,player_sum,mismatch,team_tov_uncredited,17,pbp total=17 player-credited=16 team-credited=1
1022100019,1611661328,tov,9,11,player_sum,mismatch,team_tov_uncredited,11,pbp total=11 player-credited=9 team-credited=2
1022100022,1611661323,tov,8,11,player_sum,mismatch,team_tov_uncredited,11,pbp total=11 player-credited=8 team-credited=3
1022100024,1611661321,tov,12,13,player_sum,mismatch,team_tov_uncredited,13,pbp total=13 player-credited=12 team-credited=1
1022100024,1611661313,tov,14,15,player_sum,mismatch,team_tov_uncredited,15,pbp total=15 player-credited=14 team-credited=1
1022100026,1611661323,tov,16,18,player_sum,mismatch,team_tov_uncredited,18,pbp total=18 player-credited=16 team-credited=2
1022100023,1611661325,tov,13,15,player_sum,mismatch,team_tov_uncredited,15,pbp total=15 player-credited=13 team-credited=2
1022100028,1611661330,tov,11,13,player_sum,mismatch,team_tov_uncredited,13,pbp total=13 player-credited=11 team-credited=2
1022100030,1611661329,tov,27,28,player_sum,mismatch,team_tov_uncredited,28,pbp total=28 player-credited=27 team-credited=1
1022100032,1611661325,tov,20,22,player_sum,mismatch,team_tov_uncredited,22,pbp total=22 player-credited=20 team-credited=2
1022100030,1611661320,tov,19,20,player_sum,mismatch,team_tov_uncredited,20,pbp total=20 player-credited=19 team-credited=1
1022100031,1611661328,tov,12,13,player_sum,mismatch,team_tov_uncredited,13,pbp total=13 player-credited=12 team-credited=1
1022100029,1611661322,tov,10,11,player_sum,mismatch,team_tov_uncredited,11,pbp total=11 player-credited=10 team-credited=1
1022100033,1611661313,tov,20,21,player_sum,mismatch,team_tov_uncredited,21,pbp total=21 player-credited=20 team-credited=1
1022100034,1611661317,tov,10,12,player_sum,mismatch,team_tov_uncredited,12,pbp total=12 player-credited=10 team-credited=2
1022100035,1611661329,tov,22,25,player_sum,mismatch,team_tov_uncredited,25,pbp total=25 player-credited=22 team-credited=3
1022100037,1611661323,tov,11,12,player_sum,mismatch,team_tov_uncredited,12,pbp total=12 player-credited=11 team-credited=1
1022100036,1611661325,tov,11,13,player_sum,mismatch,team_tov_uncredited,13,pbp total=13 player-credited=11 team-credited=2
1022100035,1611661320,tov,19,20,player_sum,mismatch,team_tov_uncredited,20,pbp total=20 player-credited=19 team-credited=1
1022100037,1611661324,tov,14,17,player_sum,mismatch,team_tov_uncredited,17,pbp total=17 player-credited=14 team-credited=3
1022100038,1611661323,tov,14,15,player_sum,mismatch,team_tov_uncredited,15,pbp total=15 player-credited=14 team-credited=1
1022100040,1611661321,tov,16,18,player_sum,mismatch,team_tov_uncredited,18,pbp total=18 player-credited=16 team-credited=2
1022100041,1611661325,tov,9,10,player_sum,mismatch,team_tov_uncredited,10,pbp total=10 player-credited=9 team-credited=1
1022100038,1611661319,tov,12,13,player_sum,mismatch,team_tov_uncredited,13,pbp total=13 player-credited=12 team-credited=1
1022100040,1611661320,tov,12,13,player_sum,mismatch,team_tov_uncredited,13,pbp total=13 player-credited=12 team-credited=1
1022100039,1611661317,tov,19,21,player_sum,mismatch,team_tov_uncredited,21,pbp total=21 player-credited=19 team-credited=2
1022100043,1611661329,tov,8,12,player_sum,mismatch,team_tov_uncredited,12,pbp total=12 player-credited=8 team-credited=4
1022100043,1611661317,tov,17,18,player_sum,mismatch,team_tov_uncredited,18,pbp total=18 player-credited=17 team-credited=1
1022100045,1611661330,tov,18,19,player_sum,mismatch,team_tov_uncredited,19,pbp total=19 player-credited=18 team-credited=1
1022100049,1611661313,tov,15,17,player_sum,mismatch,team_tov_uncredited,17,pbp total=17 player-credited=15 team-credited=2
1022100047,1611661322,tov,12,13,player_sum,mismatch,team_tov_uncredited,13,pbp total=13 player-credited=12 team-credited=1
1022100050,1611661330,tov,18,20,player_sum,mismatch,team_tov_uncredited,20,pbp total=20 player-credited=18 team-credited=2
1022100051,1611661321,tov,13,14,player_sum,mismatch,team_tov_uncredited,14,pbp total=14 player-credited=13 team-credited=1
1022100055,1611661317,tov,7,8,player_sum,mismatch,team_tov_uncredited,8,pbp total=8 player-credited=7 team-credited=1
1022100053,1611661330,tov,13,14,player_sum,mismatch,team_tov_uncredited,14,pbp total=14 player-credited=13 team-credited=1
1022100054,1611661329,tov,10,11,player_sum,mismatch,team_tov_uncredited,11,pbp total=11 player-credited=10 team-credited=1
1022100054,1611661325,tov,15,16,player_sum,mismatch,team_tov_uncredited,16,pbp total=16 player-credited=15 team-credited=1
1022100053,1611661328,tov,12,13,player_sum,mismatch,team_tov_uncredited,13,pbp total=13 player-credited=12 team-credited=1
1022100056,1611661320,tov,11,12,player_sum,mismatch,team_tov_uncredited,12,pbp total=12 player-credited=11 team-credited=1
1022100056,1611661322,tov,12,13,player_sum,mismatch,team_tov_uncredited,13,pbp total=13 player-credited=12 team-credited=1
1022100057,1611661330,tov,6,7,player_sum,mismatch,team_tov_uncredited,7,pbp total=7 player-credited=6 team-credited=1
1022100058,1611661321,tov,13,14,player_sum,mismatch,team_tov_uncredited,14,pbp total=14 player-credited=13 team-credited=1
1022100057,1611661328,tov,13,15,player_sum,mismatch,team_tov_uncredited,15,pbp total=15 player-credited=13 team-credited=2
1022100060,1611661320,tov,12,13,player_sum,mismatch,team_tov_uncredited,13,pbp total=13 player-credited=12 team-credited=1
1022100061,1611661323,tov,17,19,player_sum,mismatch,team_tov_uncredited,19,pbp total=19 player-credited=17 team-credited=2
1022100063,1611661321,tov,10,11,player_sum,mismatch,team_tov_uncredited,11,pbp total=11 player-credited=10 team-credited=1
1022100061,1611661328,tov,8,10,player_sum,mismatch,team_tov_uncredited,10,pbp total=10 player-credited=8 team-credited=2
1022100066,1611661329,tov,13,14,player_sum,mismatch,team_tov_uncredited,14,pbp total=14 player-credited=13 team-credited=1
1022100067,1611661319,tov,15,16,player_sum,mismatch,team_tov_uncredited,16,pbp total=16 player-credited=15 team-credited=1
1022100067,1611661313,tov,18,19,player_sum,mismatch,team_tov_uncredited,19,pbp total=19 player-credited=18 team-credited=1
1022100068,1611661317,tov,10,11,player_sum,mismatch,team_tov_uncredited,11,pbp total=11 player-credited=10 team-credited=1
1022100070,1611661330,tov,13,14,player_sum,mismatch,team_tov_uncredited,14,pbp total=14 player-credited=13 team-credited=1
1022100071,1611661329,tov,12,13,player_sum,mismatch,team_tov_uncredited,13,pbp total=13 player-credited=12 team-credited=1
1022100072,1611661321,tov,10,12,player_sum,mismatch,team_tov_uncredited,12,pbp total=12 player-credited=10 team-credited=2
1022100073,1611661319,tov,12,13,player_sum,mismatch,team_tov_uncredited,13,pbp total=13 player-credited=12 team-credited=1
1022100072,1611661324,tov,14,15,player_sum,mismatch,team_tov_uncredited,15,pbp total=15 player-credited=14 team-credited=1
1022100069,1611661328,tov,14,15,player_sum,mismatch,team_tov_uncredited,15,pbp total=15 player-credited=14 team-credited=1
1022100074,1611661320,tov,12,13,player_sum,mismatch,team_tov_uncredited,13,pbp total=13 player-credited=12 team-credited=1
1022100074,1611661317,tov,12,15,player_sum,mismatch,team_tov_uncredited,15,pbp total=15 player-credited=12 team-credited=3
1022100075,1611661323,tov,18,19,player_sum,mismatch,team_tov_uncredited,19,pbp total=19 player-credited=18 team-credited=1
1022100076,1611661325,tov,12,15,player_sum,mismatch,team_tov_uncredited,15,pbp total=15 player-credited=12 team-credited=3
1022100078,1611661313,tov,29,30,player_sum,mismatch,team_tov_uncredited,30,pbp total=30 player-credited=29 team-credited=1
1022100080,1611661329,tov,9,11,player_sum,mismatch,team_tov_uncredited,11,pbp total=11 player-credited=9 team-credited=2
1022100082,1611661330,tov,10,11,player_sum,mismatch,team_tov_uncredited,11,pbp total=11 player-credited=10 team-credited=1
1022100083,1611661325,tov,19,22,player_sum,mismatch,team_tov_uncredited,22,pbp total=22 player-credited=19 team-credited=3
1022100085,1611661322,tov,20,21,player_sum,mismatch,team_tov_uncredited,21,pbp total=21 player-credited=20 team-credited=1
1022100088,1611661313,tov,18,19,player_sum,mismatch,team_tov_uncredited,19,pbp total=19 player-credited=18 team-credited=1
1022100090,1611661329,tov,18,19,player_sum,mismatch,team_tov_uncredited,19,pbp total=19 player-credited=18 team-credited=1
1022100090,1611661323,tov,18,20,player_sum,mismatch,team_tov_uncredited,20,pbp total=20 player-credited=18 team-credited=2
1022100092,1611661330,tov,8,9,player_sum,mismatch,team_tov_uncredited,9,pbp total=9 player-credited=8 team-credited=1
1022100093,1611661323,tov,20,21,player_sum,mismatch,team_tov_uncredited,21,pbp total=21 player-credited=20 team-credited=1
1022100092,1611661313,tov,15,18,player_sum,mismatch,team_tov_uncredited,18,pbp total=18 player-credited=15 team-credited=3
1022100093,1611661322,tov,10,11,player_sum,mismatch,team_tov_uncredited,11,pbp total=11 player-credited=10 team-credited=1
1022100095,1611661324,tov,16,17,player_sum,mismatch,team_tov_uncredited,17,pbp total=17 player-credited=16 team-credited=1
1022100101,1611661330,tov,9,11,player_sum,mismatch,team_tov_uncredited,11,pbp total=11 player-credited=9 team-credited=2
1022100098,1611661329,tov,10,12,player_sum,mismatch,team_tov_uncredited,12,pbp total=12 player-credited=10 team-credited=2
1022100099,1611661319,tov,12,13,player_sum,mismatch,team_tov_uncredited,13,pbp total=13 player-credited=12 team-credited=1
1022100099,1611661320,tov,13,15,player_sum,mismatch,team_tov_uncredited,15,pbp total=15 player-credited=13 team-credited=2
1022100100,1611661324,tov,10,11,player_sum,mismatch,team_tov_uncredited,11,pbp total=11 player-credited=10 team-credited=1
1022100103,1611661313,tov,11,12,player_sum,mismatch,team_tov_uncredited,12,pbp total=12 player-credited=11 team-credited=1
