game_id,season,season_type,game_date,team_id,team_abbreviation,opp_team_id,opp_team_abbreviation,is_home,wl,minutes,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,stl,blk,tov,pf,pts,plus_minus,points_paint,points_fast_break,points_second_chance,points_off_turnovers,fouls_drawn,opp_fgm,opp_fga,opp_fg_pct,opp_fg3m,opp_fg3a,opp_fg3_pct,opp_ftm,opp_fta,opp_ft_pct,opp_oreb,opp_dreb,opp_reb,opp_ast,opp_stl,opp_blk,opp_tov,opp_pf,opp_pts,opp_plus_minus,opp_points_paint,opp_points_fast_break,opp_points_second_chance,opp_points_off_turnovers,opp_fouls_drawn,box_source,opp_box_source,in_misc,era,source,observed_time
1022200007,2022,Regular Season,2022-05-08,1611661325,IND,1611661320,LAS,1,L,200.0,29,78,0.372,10,26,0.385,9,14,0.643,12,21,33,20,11,6,19,22,77,-10,30,22,5,19,16,34,71,0.479,1,10,0.1,18,20,0.9,11,30,41,18,15,5,21,16,87,10,58,6,13,14,22,team_gamelog,team_gamelog,1,gamelog_new,gamelog_team_2022_regular_season.parquet+misc_1022200007.parquet,2026-07-31T20:42:42+00:00
1022200008,2022,Regular Season,2022-05-08,1611661319,LVA,1611661328,SEA,1,W,200.0,30,67,0.448,7,18,0.389,18,22,0.818,7,38,45,18,5,10,16,21,85,11,42,10,13,10,19,27,76,0.355,11,34,0.324,9,11,0.818,7,23,30,17,6,8,11,19,74,-11,16,12,6,12,21,team_gamelog,team_gamelog,1,gamelog_new,gamelog_team_2022_regular_season.parquet+misc_1022200008.parquet,2026-07-31T20:42:42+00:00
1022200008,2022,Regular Season,2022-05-08,1611661328,SEA,1611661319,LVA,0,L,200.0,27,76,0.355,11,34,0.324,9,11,0.818,7,23,30,17,6,8,11,19,74,-11,16,12,6,12,21,30,67,0.448,7,18,0.389,18,22,0.818,7,38,45,18,5,10,16,21,85,11,42,10,13,10,19,team_gamelog,team_gamelog,1,gamelog_new,gamelog_team_2022_regular_season.parquet+misc_1022200008.parquet,2026-07-31T20:42:42+00:00
1022200009,2022,Regular Season,2022-05-08,1611661322,WAS,1611661324,MIN,0,W,200.0,29,69,0.42,7,21,0.333,13,13,1.0,8,30,38,21,5,1,16,21,78,12,32,11,16,20,18,23,66,0.348,5,15,0.333,15,22,0.682,10,26,36,17,6,8,17,18,66,-12,28,7,13,19,21,team_gamelog,team_gamelog,1,gamelog_new,gamelog_team_2022_regular_season.parquet+misc_1022200009.parquet,2026-07-31T20:42:42+00:00
1022200009,2022,Regular Season,2022-05-08,1611661324,MIN,1611661322,WAS,1,L,200.0,23,66,0.348,5,15,0.333,15,22,0.682,10,26,36,17,6,8,17,18,66,-12,28,7,13,19,21,29,69,0.42,7,21,0.333,13,13,1.0,8,30,38,21,5,1,16,21,78,12,32,11,16,20,18,team_gamelog,team_gamelog,1,gamelog_new,gamelog_team_2022_regular_season.parquet+misc_1022200009.parquet,2026-07-31T20:42:42+00:00
1022200010,2022,Regular Season,2022-05-10,1611661319,LVA,1611661322,WAS,0,L,200.0,27,65,0.415,6,17,0.353,16,18,0.889,5,29,34,16,4,7,16,16,76,-13,28,2,6,8,18,33,74,0.446,9,27,0.333,14,17,0.824,8,30,38,21,10,7,9,18,89,13,36,8,9,19,16,team_gamelog,team_gamelog,1,gamelog_new,gamelog_team_2022_regular_season.parquet+misc_1022200010.parquet,2026-07-31T20:42:42+00:00
1022200010,2022,Regular Season,2022-05-10,1611661322,WAS,1611661319,LVA,1,W,200.0,33,74,0.446,9,27,0.333,14,17,0.824,8,30,38,21,10,7,9,18,89,13,36,8,9,19,16,27,65,0.415,6,17,0.353,16,18,0.889,5,29,34,16,4,7,16,16,76,-13,28,2,6,8,18,team_gamelog,team_gamelog,1,gamelog_new,gamelog_team_2022_regular_season.parquet+misc_1022200010.parquet,2026-07-31T20:42:42+00:00
1022200011,2022,Regular Season,2022-05-10,1611661324,MIN,1611661325,IND,0,L,200.0,32,77,0.416,4,19,0.211,8,14,0.571,15,25,40,23,8,3,19,16,76,-6,46,4,15,18,14,31,70,0.443,9,20,0.45,11,15,0.733,9,25,34,23,12,7,18,14,82,6,28,14,5,24,16,team_gamelog,team_gamelog,1,gamelog_new,gamelog_team_2022_regular_season.parquet+misc_1022200011.parquet,2026-07-31T20:42:42+00:00
1022200011,2022,Regular Season,2022-05-10,1611661325,IND,1611661324,MIN,1,W,200.0,31,70,0.443,9,20,0.45,11,15,0.733,9,25,34,23,12,7,18,14,82,6,28,14,5,24,16,32,77,0.416,4,19,0.211,8,14,0.571,15,25,40,23,8,3,19,16,76,-6,46,4,15,18,14,team_gamelog,team_gamelog,1,gamelog_new,gamelog_team_2022_regular_season.parquet+misc_1022200011.parquet,2026-07-31T20:42:42+00:00
1022200012,2022,Regular Season,2022-05-11,1611661320,LAS,1611661330,ATL,0,L,200.0,25,72,0.347,6,19,0.316,19,23,0.826,9,27,36,16,5,8,8,16,75,-2,28,5,10,13,20,24,69,0.348,13,30,0.433,16,19,0.842,7,32,39,14,3,1,14,20,77,2,14,18,11,10,16,team_gamelog,team_gamelog,1,gamelog_new,gamelog_team_2022_regular_season.parquet+misc_1022200012.parquet,2026-07-31T20:42:42+00:00
1022200012,2022,Regular Season,2022-05-11,1611661330,ATL,1611661320,LAS,1,W,200.0,24,69,0.348,13,30,0.433,16,19,0.842,7,32,39,14,3,1,14,20,77,2,14,18,11,10,16,25,72,0.347,6,19,0.316,19,23,0.826,9,27,36,16,5,8,8,16,75,-2,28,5,10,13,20,team_gamelog,team_gamelog,1,gamelog_new,gamelog_team_2022_regular_season.parquet+misc_1022200012.parquet,2026-07-31T20:42:42+00:00
1022200013,2022,Regular Season,2022-05-11,1611661313,NYL,1611661329,CHI,0,L,200.0,20,60,0.333,2,15,0.133,8,9,0.889,6,25,31,16,3,5,15,14,50,-33,32,4,2,6,14,31,68,0.456,10,22,0.455,11,13,0.846,7,29,36,20,5,6,8,14,83,33,32,13,5,13,14,team_gamelog,team_gamelog,1,gamelog_new,gamelog_team_2022_regular_season.parquet+misc_1022200013.parquet,2026-07-31T20:42:42+00:00
1022200013,2022,Regular Season,2022-05-11,1611661329,CHI,1611661313,NYL,1,W,200.0,31,68,0.456,10,22,0.455,11,13,0.846,7,29,36,20,5,6,8,14,83,33,32,13,5,13,14,20,60,0.333,2,15,0.133,8,9,0.889,6,25,31,16,3,5,15,14,50,-33,32,4,2,6,14,team_gamelog,team_gamelog,1,gamelog_new,gamelog_team_2022_regular_season.parquet+misc_1022200013.parquet,2026-07-31T20:42:42+00:00
1022200014,2022,Regular Season,2022-05-11,1611661317,PHO,1611661328,SEA,1,W,200.0,36,63,0.571,12,21,0.571,13,17,0.765,5,32,37,26,6,3,18,22,97,20,44,8,9,34,21,27,71,0.38,11,28,0.393,12,16,0.75,9,20,29,20,10,3,16,21,77,-20,26,10,15,23,22,team_gamelog,team_gamelog,1,gamelog_new,gamelog_team_2022_regular_season.parquet+misc_1022200014.parquet,2026-07-31T20:42:42+00:00
1022200014,2022,Regular Season,2022-05-11,1611661328,SEA,1611661317,PHO,0,L,200.0,27,71,0.38,11,28,0.393,12,16,0.75,9,20,29,20,10,3,16,21,77,-20,26,10,15,23,22,36,63,0.571,12,21,0.571,13,17,0.765,5,32,37,26,6,3,18,22,97,20,44,8,9,34,21,team_gamelog,team_gamelog,1,gamelog_new,gamelog_team_2022_regular_season.parquet+misc_1022200014.parquet,2026-07-31T20:42:42+00:00
1022200015,2022,Regular Season,2022-05-13,1611661321,DAL,1611661322,WAS,0,W,200.0,31,65,0.477,13,29,0.448,19,23,0.826,9,20,29,22,8,3,11,20,94,8,26,16,8,28,19,31,59,0.525,13,25,0.52,11,17,0.647,7,25,32,23,6,3,21,19,86,-8,32,5,9,13,20,team_gamelog,team_gamelog,1,gamelog_new,gamelog_team_2022_regular_season.parquet+misc_1022200015.parquet,2026-07-31T20:42:42+00:00
1022200015,2022,Regular Season,2022-05-13,1611661322,WAS,1611661321,DAL,1,L,200.0,31,59,0.525,13,25,0.52,11,17,0.647,7,25,32,23,6,3,21,19,86,-8,32,5,9,13,20,31,65,0.477,13,29,0.448,19,23,0.826,9,20,29,22,8,3,11,20,94,8,26,16,8,28,19,team_gamelog,team_gamelog,1,gamelog_new,gamelog_team_2022_regular_season.parquet+misc_1022200015.parquet,2026-07-31T20:42:42+00:00
1022200016,2022,Regular Season,2022-05-13,1611661319,LVA,1611661330,ATL,0,W,200.0,32,68,0.471,16,35,0.457,16,19,0.842,6,25,31,24,11,8,13,16,96,23,26,14,10,22,19,28,65,0.431,8,17,0.471,9,14,0.643,7,29,36,16,5,6,21,19,73,-23,30,4,10,6,16,team_gamelog,team_gamelog,1,gamelog_new,gamelog_team_2022_regular_season.parquet+misc_1022200016.parquet,2026-07-31T20:42:42+00:00
1022200016,2022,Regular Season,2022-05-13,1611661330,ATL,1611661319,LVA,1,L,200.0,28,65,0.431,8,17,0.471,9,14,0.643,7,29,36,16,5,6,21,19,73,-23,30,4,10,6,16,32,68,0.471,16,35,0.457,16,19,0.842,6,25,31,24,11,8,13,16,96,23,26,14,10,22,19,team_gamelog,team_gamelog,1,gamelog_new,gamelog_team_2022_regular_season.parquet+misc_1022200016.parquet,2026-07-31T20:42:42+00:00
1022200017,2022,Regular Season,2022-05-13,1611661313,NYL,1611661325,IND,1,L,225.0,29,80,0.363,10,25,0.4,18,21,0.857,5,28,33,17,12,4,17,22,86,-6,32,11,4,24,23,31,81,0.383,7,22,0.318,23,29,0.793,16,41,57,12,9,5,21,23,92,6,38,13,17,14,22,team_gamelog,team_gamelog,1,gamelog_new,gamelog_team_2022_regular_season.parquet+misc_1022200017.parquet,2026-07-31T20:42:42+00:00
1022200017,2022,Regular Season,2022-05-13,1611661325,IND,1611661313,NYL,0,W,225.0,31,81,0.383,7,22,0.318,23,29,0.793,16,41,57,12,9,5,21,23,92,6,38,13,17,14,22,29,80,0.363,10,25,0.4,18,21,0.857,5,28,33,17,12,4,17,22,86,-6,32,11,4,24,23,team_gamelog,team_gamelog,1,gamelog_new,gamelog_team_2022_regular_season.parquet+misc_1022200017.parquet,2026-07-31T20:42:42+00:00
1022200018,2022,Regular Season,2022-05-14,1611661317,PHO,1611661328,SEA,0,W,200.0,26,69,0.377,12,32,0.375,5,8,0.625,7,35,42,19,6,2,16,14,69,5,20,10,4,0,11,24,77,0.312,8,31,0.258,8,10,0.8,14,25,39,12,8,8,10,11,64,-5,24,10,21,10,14,team_gamelog,team_gamelog,1,gamelog_new,gamelog_team_2022_regular_season.parquet+misc_1022200018.parquet,2026-07-31T20:42:42+00:00
1022200018,2022,Regular Season,2022-05-14,1611661328,SEA,1611661317,PHO,1,L,200.0,24,77,0.312,8,31,0.258,8,10,0.8,14,25,39,12,8,8,10,11,64,-5,24,10,21,10,14,26,69,0.377,12,32,0.375,5,8,0.625,7,35,42,19,6,2,16,14,69,5,20,10,4,0,11,team_gamelog,team_gamelog,1,gamelog_new,gamelog_team_2022_regular_season.parquet+misc_1022200018.parquet,2026-07-31T20:42:42+00:00
1022200019,2022,Regular Season,2022-05-14,1611661320,LAS,1611661323,CON,0,L,200.0,19,54,0.352,3,12,0.25,19,22,0.864,8,13,21,11,11,2,20,23,60,-17,28,5,10,19,23,28,70,0.4,5,20,0.25,16,21,0.762,19,26,45,17,14,2,20,23,77,17,40,11,17,21,23,team_gamelog,team_gamelog,1,gamelog_new,gamelog_team_2022_regular_season.parquet+misc_1022200019.parquet,2026-07-31T20:42:42+00:00
1022200019,2022,Regular Season,2022-05-14,1611661323,CON,1611661320,LAS,1,W,200.0,28,70,0.4,5,20,0.25,16,21,0.762,19,26,45,17,14,2,20,23,77,17,40,11,17,21,23,19,54,0.352,3,12,0.25,19,22,0.864,8,13,21,11,11,2,20,23,60,-17,28,5,10,19,23,team_gamelog,team_gamelog,1,gamelog_new,gamelog_team_2022_regular_season.parquet+misc_1022200019.parquet,2026-07-31T20:42:42+00:00
1022200020,2022,Regular Season,2022-05-14,1611661324,MIN,1611661329,CHI,1,L,200.0,29,59,0.492,6,16,0.375,14,23,0.609,9,28,37,23,2,3,15,21,78,-4,36,8,12,11,20,28,69,0.406,8,24,0.333,18,20,0.9,8,20,28,23,9,4,7,20,82,4,34,5,10,12,21,team_gamelog,team_gamelog,1,gamelog_new,gamelog_team_2022_regular_season.parquet+misc_1022200020.parquet,2026-07-31T20:42:42+00:00
1022200020,2022,Regular Season,2022-05-14,1611661329,CHI,1611661324,MIN,0,W,200.0,28,69,0.406,8,24,0.333,18,20,0.9,8,20,28,23,9,4,7,20,82,4,34,5,10,12,21,29,59,0.492,6,16,0.375,14,23,0.609,9,28,37,23,2,3,15,21,78,-4,36,8,12,11,20,team_gamelog,team_gamelog,1,gamelog_new,gamelog_team_2022_regular_season.parquet+misc_1022200020.parquet,2026-07-31T20:42:42+00:00
1022200021,2022,Regular Season,2022-05-15,1611661313,NYL,1611661321,DAL,1,L,200.0,29,60,0.483,7,22,0.318,6,11,0.545,4,24,28,18,7,4,18,20,71,-10,40,7,6,21,19,28,63,0.444,9,20,0.45,16,20,0.8,8,25,33,16,6,2,15,19,81,10,32,7,14,23,20,team_gamelog,team_gamelog,1,gamelog_new,gamelog_team_2022_regular_season.parquet+misc_1022200021.parquet,2026-07-31T20:42:42+00:00
1022200021,2022,Regular Season,2022-05-15,1611661321,DAL,1611661313,NYL,0,W,200.0,28,63,0.444,9,20,0.45,16,20,0.8,8,25,33,16,6,2,15,19,81,10,32,7,14,23,20,29,60,0.483,7,22,0.318,6,11,0.545,4,24,28,18,7,4,18,20,71,-10,40,7,6,21,19,team_gamelog,team_gamelog,1,gamelog_new,gamelog_team_2022_regular_season.parquet+misc_1022200021.parquet,2026-07-31T20:42:42+00:00
1022200022,2022,Regular Season,2022-05-15,1611661325,IND,1611661330,ATL,1,L,200.0,28,68,0.412,11,23,0.478,12,19,0.632,8,21,29,19,4,2,17,23,79,-6,28,12,8,21,23,28,57,0.491,6,17,0.353,23,30,0.767,4,28,32,12,8,3,20,23,85,6,36,10,8,19,23,team_gamelog,team_gamelog,1,gamelog_new,gamelog_team_2022_regular_season.parquet+misc_1022200022.parquet,2026-07-31T20:42:42+00:00
1022200022,2022,Regular Season,2022-05-15,1611661330,ATL,1611661325,IND,0,W,200.0,28,57,0.491,6,17,0.353,23,30,0.767,4,28,32,12,8,3,20,23,85,6,36,10,8,19,23,28,68,0.412,11,23,0.478,12,19,0.632,8,21,29,19,4,2,17,23,79,-6,28,12,8,21,23,team_gamelog,team_gamelog,1,gamelog_new,gamelog_team_2022_regular_season.parquet+misc_1022200022.parquet,2026-07-31T20:42:42+00:00
1022200023,2022,Regular Season,2022-05-17,1611661313,NYL,1611661323,CON,1,L,200.0,22,52,0.423,7,22,0.318,14,18,0.778,5,23,28,13,9,2,32,22,65,-27,30,6,8,10,21,30,62,0.484,7,15,0.467,25,28,0.893,5,21,26,16,16,2,18,21,92,27,38,32,6,44,22,team_gamelog,team_gamelog,1,gamelog_new,gamelog_team_2022_regular_season.parquet+misc_1022200023.parquet,2026-07-31T20:42:42+00:00
1022200023,2022,Regular Season,2022-05-17,1611661323,CON,1611661313,NYL,0,W,200.0,30,62,0.484,7,15,0.467,25,28,0.893,5,21,26,16,16,2,18,21,92,27,38,32,6,44,22,22,52,0.423,7,22,0.318,14,18,0.778,5,23,28,13,9,2,32,22,65,-27,30,6,8,10,21,team_gamelog,team_gamelog,1,gamelog_new,gamelog_team_2022_regular_season.parquet+misc_1022200023.parquet,2026-07-31T20:42:42+00:00
1022200024,2022,Regular Season,2022-05-17,1611661325,IND,1611661330,ATL,1,L,200.0,30,80,0.375,6,30,0.2,13,19,0.684,15,21,36,22,6,6,12,22,79,-22,36,17,10,12,26,34,63,0.54,10,22,0.455,23,26,0.885,4,31,35,19,8,2,15,26,101,22,36,20,10,12,22,team_gamelog,team_gamelog,1,gamelog_new,gamelog_team_2022_regular_season.parquet+misc_1022200024.parquet,2026-07-31T20:42:42+00:00
1022200024,2022,Regular Season,2022-05-17,1611661330,ATL,1611661325,IND,0,W,200.0,34,63,0.54,10,22,0.455,23,26,0.885,4,31,35,19,8,2,15,26,101,22,36,20,10,12,22,30,80,0.375,6,30,0.2,13,19,0.684,15,21,36,22,6,6,12,22,79,-22,36,17,10,12,26,team_gamelog,team_gamelog,1,gamelog_new,gamelog_team_2022_regular_season.parquet+misc_1022200024.parquet,2026-07-31T20:42:42+00:00
1022200025,2022,Regular Season,2022-05-17,1611661321,DAL,1611661322,WAS,1,L,200.0,25,61,0.41,7,21,0.333,11,16,0.688,4,23,27,16,6,2,16,12,68,-16,28,19,8,14,17,34,66,0.515,8,16,0.5,8,11,0.727,7,30,37,23,10,2,13,17,84,16,42,14,10,16,12,team_gamelog,team_gamelog,1,gamelog_new,gamelog_team_2022_regular_season.parquet+misc_1022200025.parquet,2026-07-31T20:42:42+00:00
1022200025,2022,Regular Season,2022-05-17,1611661322,WAS,1611661321,DAL,0,W,200.0,34,66,0.515,8,16,0.5,8,11,0.727,7,30,37,23,10,2,13,17,84,16,42,14,10,16,12,25,61,0.41,7,21,0.333,11,16,0.688,4,23,27,16,6,2,16,12,68,-16,28,19,8,14,17,team_gamelog,team_gamelog,1,gamelog_new,gamelog_team_2022_regular_season.parquet+misc_1022200025.parquet,2026-07-31T20:42:42+00:00
1022200026,2022,Regular Season,2022-05-17,1611661317,PHO,1611661319,LVA,0,L,200.0,26,60,0.433,8,25,0.32,14,15,0.933,3,28,31,19,4,2,18,25,74,-12,30,6,2,14,20,29,62,0.468,9,23,0.391,19,26,0.731,3,26,29,19,6,3,10,20,86,12,30,8,1,16,25,team_gamelog,team_gamelog,1,gamelog_new,gamelog_team_2022_regular_season.parquet+misc_1022200026.parquet,2026-07-31T20:42:42+00:00
1022200026,2022,Regular Season,2022-05-17,1611661319,LVA,1611661317,PHO,1,W,200.0,29,62,0.468,9,23,0.391,19,26,0.731,3,26,29,19,6,3,10,20,86,12,30,8,1,16,25,26,60,0.433,8,25,0.32,14,15,0.933,3,28,31,19,4,2,18,25,74,-12,30,6,2,14,20,team_gamelog,team_gamelog,1,gamelog_new,gamelog_team_2022_regular_season.parquet+misc_1022200026.parquet,2026-07-31T20:42:42+00:00
1022200027,2022,Regular Season,2022-05-17,1611661320,LAS,1611661324,MIN,1,L,200.0,32,67,0.478,8,20,0.4,12,17,0.706,7,19,26,23,10,6,14,20,84,-3,40,18,14,24,21,31,64,0.484,9,17,0.529,16,19,0.842,13,27,40,19,9,2,19,21,87,3,36,10,22,18,20,team_gamelog,team_gamelog,1,gamelog_new,gamelog_team_2022_regular_season.parquet+misc_1022200027.parquet,2026-07-31T20:42:42+00:00
1022200027,2022,Regular Season,2022-05-17,1611661324,MIN,1611661320,LAS,0,W,200.0,31,64,0.484,9,17,0.529,16,19,0.842,13,27,40,19,9,2,19,21,87,3,36,10,22,18,20,32,67,0.478,8,20,0.4,12,17,0.706,7,19,26,23,10,6,14,20,84,-3,40,18,14,24,21,team_gamelog,team_gamelog,1,gamelog_new,gamelog_team_2022_regular_season.parquet+misc_1022200027.parquet,2026-07-31T20:42:42+00:00
1022200028,2022,Regular Season,2022-05-18,1611661328,SEA,1611661329,CHI,1,W,200.0,29,70,0.414,8,28,0.286,8,14,0.571,12,23,35,26,10,3,17,14,74,3,36,9,14,21,15,30,65,0.462,6,17,0.353,5,7,0.714,8,22,30,26,7,1,19,15,71,-3,42,9,9,2,14,team_gamelog,team_gamelog,1,gamelog_new,gamelog_team_2022_regular_season.parquet+misc_1022200028.parquet,2026-07-31T20:42:42+00:00
1022200028,2022,Regular Season,2022-05-18,1611661329,CHI,1611661328,SEA,0,L,200.0,30,65,0.462,6,17,0.353,5,7,0.714,8,22,30,26,7,1,19,15,71,-3,42,9,9,2,14,29,70,0.414,8,28,0.286,8,14,0.571,12,23,35,26,10,3,17,14,74,3,36,9,14,21,15,team_gamelog,team_gamelog,1,gamelog_new,gamelog_team_2022_regular_season.parquet+misc_1022200028.parquet,2026-07-31T20:42:42+00:00
1022200029,2022,Regular Season,2022-05-19,1611661319,LVA,1611661324,MIN,1,W,200.0,31,67,0.463,9,27,0.333,22,29,0.759,10,22,32,22,8,1,11,15,93,6,34,8,11,22,21,31,68,0.456,6,21,0.286,19,22,0.864,8,28,36,21,5,5,12,21,87,-6,40,8,11,18,15,team_gamelog,team_gamelog,1,gamelog_new,gamelog_team_2022_regular_season.parquet+misc_1022200029.parquet,2026-07-31T20:42:42+00:00
1022200029,2022,Regular Season,2022-05-19,1611661324,MIN,1611661319,LVA,0,L,200.0,31,68,0.456,6,21,0.286,19,22,0.864,8,28,36,21,5,5,12,21,87,-6,40,8,11,18,15,31,67,0.463,9,27,0.333,22,29,0.759,10,22,32,22,8,1,11,15,93,6,34,8,11,22,21,team_gamelog,team_gamelog,1,gamelog_new,gamelog_team_2022_regular_season.parquet+misc_1022200029.parquet,2026-07-31T20:42:42+00:00
1022200030,2022,Regular Season,2022-05-19,1611661317,PHO,1611661321,DAL,1,L,200.0,29,73,0.397,5,24,0.208,21,23,0.913,7,26,33,15,3,3,5,18,84,-10,46,6,15,9,20,34,72,0.472,11,25,0.44,15,17,0.882,7,31,38,25,3,8,9,20,94,10,34,12,12,4,18,team_gamelog,team_gamelog,1,gamelog_new,gamelog_team_2022_regular_season.parquet+misc_1022200030.parquet,2026-07-31T20:42:42+00:00
1022200030,2022,Regular Season,2022-05-19,1611661321,DAL,1611661317,PHO,0,W,200.0,34,72,0.472,11,25,0.44,15,17,0.882,7,31,38,25,3,8,9,20,94,10,34,12,12,4,18,29,73,0.397,5,24,0.208,21,23,0.913,7,26,33,15,3,3,5,18,84,-10,46,6,15,9,20,team_gamelog,team_gamelog,1,gamelog_new,gamelog_team_2022_regular_season.parquet+misc_1022200030.parquet,2026-07-31T20:42:42+00:00
1022200031,2022,Regular Season,2022-05-20,1611661323,CON,1611661325,IND,1,W,200.0,31,71,0.437,11,19,0.579,21,29,0.724,11,20,31,19,11,2,17,18,94,9,34,18,23,28,27,34,63,0.54,6,15,0.4,11,13,0.846,3,22,25,14,7,2,21,27,85,-9,42,13,9,16,18,team_gamelog,team_gamelog,1,gamelog_new,gamelog_team_2022_regular_season.parquet+misc_1022200031.parquet,2026-07-31T20:42:42+00:00
1022200031,2022,Regular Season,2022-05-20,1611661325,IND,1611661323,CON,0,L,200.0,34,63,0.54,6,15,0.4,11,13,0.846,3,22,25,14,7,2,21,27,85,-9,42,13,9,16,18,31,71,0.437,11,19,0.579,21,29,0.724,11,20,31,19,11,2,17,18,94,9,34,18,23,28,27,team_gamelog,team_gamelog,1,gamelog_new,gamelog_team_2022_regular_season.parquet+misc_1022200031.parquet,2026-07-31T20:42:42+00:00
1022200032,2022,Regular Season,2022-05-20,1611661322,WAS,1611661330,ATL,0,W,200.0,25,55,0.455,3,18,0.167,25,31,0.806,6,27,33,19,9,3,18,18,78,5,28,6,8,14,26,27,66,0.409,8,24,0.333,11,14,0.786,8,18,26,16,9,1,15,26,73,-5,30,4,6,20,18,team_gamelog,team_gamelog,1,gamelog_new,gamelog_team_2022_regular_season.parquet+misc_1022200032.parquet,2026-07-31T20:42:42+00:00
1022200032,2022,Regular Season,2022-05-20,1611661330,ATL,1611661322,WAS,1,L,200.0,27,66,0.409,8,24,0.333,11,14,0.786,8,18,26,16,9,1,15,26,73,-5,30,4,6,20,18,25,55,0.455,3,18,0.167,25,31,0.806,6,27,33,19,9,3,18,18,78,5,28,6,8,14,26,team_gamelog,team_gamelog,1,gamelog_new,gamelog_team_2022_regular_season.parquet+misc_1022200032.parquet,2026-07-31T20:42:42+00:00
1022200033,2022,Regular Season,2022-05-20,1611661320,LAS,1611661328,SEA,0,L,200.0,32,61,0.525,3,14,0.214,13,17,0.765,5,26,31,16,6,7,16,21,80,-3,46,12,4,18,18,29,69,0.42,8,28,0.286,17,21,0.81,8,24,32,27,9,3,12,18,83,3,34,12,14,21,21,team_gamelog,team_gamelog,1,gamelog_new,gamelog_team_2022_regular_season.parquet+misc_1022200033.parquet,2026-07-31T20:42:42+00:00
1022200033,2022,Regular Season,2022-05-20,1611661328,SEA,1611661320,LAS,1,W,200.0,29,69,0.42,8,28,0.286,17,21,0.81,8,24,32,27,9,3,12,18,83,3,34,12,14,21,21,32,61,0.525,3,14,0.214,13,17,0.765,5,26,31,16,6,7,16,21,80,-3,46,12,4,18,18,team_gamelog,team_gamelog,1,gamelog_new,gamelog_team_2022_regular_season.parquet+misc_1022200033.parquet,2026-07-31T20:42:42+00:00
1022200034,2022,Regular Season,2022-05-21,1611661317,PHO,1611661319,LVA,0,L,200.0,29,70,0.414,9,29,0.31,13,20,0.65,10,23,33,16,3,6,15,25,80,-20,34,7,11,11,22,34,71,0.479,9,27,0.333,23,30,0.767,9,26,35,18,10,5,10,22,100,20,38,17,13,21,25,team_gamelog,team_gamelog,1,gamelog_new,gamelog_team_2022_regular_season.parquet+misc_1022200034.parquet,2026-07-31T20:42:42+00:00
1022200034,2022,Regular Season,2022-05-21,1611661319,LVA,1611661317,PHO,1,W,200.0,34,71,0.479,9,27,0.333,23,30,0.767,9,26,35,18,10,5,10,22,100,20,38,17,13,21,25,29,70,0.414,9,29,0.31,13,20,0.65,10,23,33,16,3,6,15,25,80,-20,34,7,11,11,22,team_gamelog,team_gamelog,1,gamelog_new,gamelog_team_2022_regular_season.parquet+misc_1022200034.parquet,2026-07-31T20:42:42+00:00
1022200035,2022,Regular Season,2022-05-21,1611661321,DAL,1611661324,MIN,1,W,200.0,34,73,0.466,9,27,0.333,17,20,0.85,15,24,39,20,7,5,15,26,94,16,32,14,23,21,14,27,61,0.443,5,11,0.455,19,24,0.792,4,20,24,20,7,7,15,14,78,-16,36,8,9,12,26,team_gamelog,team_gamelog,1,gamelog_new,gamelog_team_2022_regular_season.parquet+misc_1022200035.parquet,2026-07-31T20:42:42+00:00
1022200035,2022,Regular Season,2022-05-21,1611661324,MIN,1611661321,DAL,0,L,200.0,27,61,0.443,5,11,0.455,19,24,0.792,4,20,24,20,7,7,15,14,78,-16,36,8,9,12,26,34,73,0.466,9,27,0.333,17,20,0.85,15,24,39,20,7,5,15,26,94,16,32,14,23,21,14,team_gamelog,team_gamelog,1,gamelog_new,gamelog_team_2022_regular_season.parquet+misc_1022200035.parquet,2026-07-31T20:42:42+00:00
1022200036,2022,Regular Season,2022-05-22,1611661323,CON,1611661325,IND,0,W,200.0,35,68,0.515,6,13,0.462,16,20,0.8,11,22,33,23,7,2,14,25,92,22,42,8,10,26,24,22,63,0.349,3,17,0.176,23,27,0.852,12,17,29,16,6,1,15,24,70,-22,32,4,13,7,25,team_gamelog,team_gamelog,1,gamelog_new,gamelog_team_2022_regular_season.parquet+misc_1022200036.parquet,2026-07-31T20:42:42+00:00
1022200036,2022,Regular Season,2022-05-22,1611661325,IND,1611661323,CON,1,L,200.0,22,63,0.349,3,17,0.176,23,27,0.852,12,17,29,16,6,1,15,24,70,-22,32,4,13,7,25,35,68,0.515,6,13,0.462,16,20,0.8,11,22,33,23,7,2,14,25,92,22,42,8,10,26,24,team_gamelog,team_gamelog,1,gamelog_new,gamelog_team_2022_regular_season.parquet+misc_1022200036.parquet,2026-07-31T20:42:42+00:00
1022200037,2022,Regular Season,2022-05-22,1611661322,WAS,1611661329,CHI,1,L,200.0,27,72,0.375,9,21,0.429,10,11,0.909,8,21,29,21,10,4,13,12,73,-9,30,5,16,16,16,34,63,0.54,5,20,0.25,9,12,0.75,5,32,37,23,8,4,15,16,82,9,40,4,10,15,12,team_gamelog,team_gamelog,1,gamelog_new,gamelog_team_2022_regular_season.parquet+misc_1022200037.parquet,2026-07-31T20:42:42+00:00
