game_id,team_id,drive_paint,points_paint
1022300049,1611661325,,34
1022300050,1611661322,,16
1022300050,1611661328,,24
1022300051,1611661320,,38
1022300051,1611661324,,28
1022300052,1611661322,,18
1022300052,1611661325,,40
1022300053,1611661313,,26
1022300053,1611661330,,36
1022300054,1611661317,,32
1022300054,1611661328,,30
1022300055,1611661320,,42
1022300055,1611661321,,38
1022300056,1611661323,,52
1022300056,1611661330,,48
1022300057,1611661325,,42
1022300057,1611661329,,36
1022300058,1611661319,,50
1022300058,1611661328,,30
1022300059,1611661317,,30
1022300059,1611661322,,26
1022300060,1611661320,,30
1022300060,1611661324,,32
1022300061,1611661321,,50
1022300061,1611661328,,22
1022300062,1611661313,,32
1022300062,1611661317,,36
1022300063,1611661322,,28
1022300063,1611661329,,30
1022300064,1611661325,,48
1022300064,1611661330,,38
1022300065,1611661320,,44
1022300065,1611661323,,48
1022300066,1611661319,,34
1022300066,1611661324,,34
1022300067,1611661321,,32
1022300067,1611661330,,28
1022300068,1611661320,,28
1022300068,1611661324,,34
1022300069,1611661323,,52
1022300069,1611661328,,30
1022300070,1611661317,,38
1022300070,1611661319,,40
1022300071,1611661322,,32
1022300071,1611661329,,24
1022300072,1611661323,,26
1022300072,1611661324,,38
1022300073,1611661325,,32
1022300073,1611661328,,22
1022300074,1611661313,,34
1022300074,1611661330,,30
1022300075,1611661320,,40
1022300075,1611661321,,36
1022300076,1611661319,,40
1022300076,1611661325,,44
1022300077,1611661317,,38
1022300077,1611661328,,28
1022300078,1611661323,,54
1022300078,1611661329,,38
1022300079,1611661313,,24
1022300079,1611661322,,36
1022300080,1611661320,,38
1022300080,1611661321,,48
1022300081,1611661319,,28
1022300081,1611661325,,40
1022300082,1611661313,,46
1022300082,1611661323,,50
1022300083,1611661324,,54
1022300083,1611661328,,32
1022300084,1611661317,,26
1022300084,1611661321,,40
1022300085,1611661320,,22
1022300085,1611661329,,32
1022300086,1611661322,,36
1022300086,1611661330,,38
1022300087,1611661313,,42
1022300087,1611661319,,50
1022300088,1611661317,,38
1022300088,1611661325,,28
1022300089,1611661324,,42
1022300089,1611661328,,34
1022300090,1611661322,,44
1022300090,1611661330,,48
1022300091,1611661320,,44
1022300091,1611661329,,44
1022300092,1611661319,,52
1022300092,1611661323,,44
1022300093,1611661317,,44
1022300093,1611661324,,40
1022300094,1611661320,,38
1022300094,1611661330,,46
1022300095,1611661325,,54
1022300095,1611661329,,30
1022300096,1611661321,,42
1022300096,1611661322,,26
1022300097,1611661313,,42
1022300097,1611661328,,28
1022300098,1611661313,,32
1022300098,1611661317,,42
1022300099,1611661324,,30
1022300099,1611661325,,46
1022300100,1611661319,,34
1022300100,1611661321,,44
1022300101,1611661320,,36
1022300101,1611661330,,42
1022300102,1611661323,,40
1022300102,1611661328,,36
1022300103,1611661322,,30
1022300103,1611661325,,44
1022300104,1611661329,,32
1022300104,1611661330,,44
1022300105,1611661319,,22
1022300105,1611661321,,46
1022300106,1611661317,,30
1022300106,1611661324,,34
1022300107,1611661313,,26
1022300107,1611661328,,34
1022300108,1611661322,,46
1022300108,1611661323,,24
1022300109,1611661321,,34
1022300109,1611661325,,36
1022300110,1611661317,,40
1022300110,1611661320,,28
1022300111,1611661319,,40
1022300111,1611661324,,42
1022300112,1611661329,,32
1022300112,1611661330,,44
1022300113,1611661322,,32
1022300113,1611661328,,32
1022300114,1611661317,,32
1022300114,1611661319,,50
1022300115,1611661313,,28
1022300115,1611661325,,44
1022300116,1611661323,,46
1022300116,1611661329,,30
1022300117,1611661321,,52
1022300117,1611661324,,26
1022300118,1611661328,,32
1022300118,1611661330,,44
1022300119,1611661319,,52
1022300119,1611661320,,48
1022300120,1611661324,,30
1022300120,1611661330,,24
1022300121,1611661317,,18
1022300121,1611661323,,26
1022300122,1611661322,,34
1022300122,1611661325,,28
1022300123,1611661313,,36
1022300123,1611661321,,50
1022300124,1611661323,,34
1022300124,1611661330,,30
1022300125,1611661320,,28
1022300125,1611661324,,44
1022300126,1611661317,,40
1022300126,1611661329,,32
1022300127,1611661319,,38
1022300127,1611661328,,32
1022300128,1611661313,,46
1022300128,1611661322,,36
1022300129,1611661323,,36
1022300129,1611661330,,22
1022300130,1611661328,,46
1022300130,1611661329,,38
1022300131,1611661320,,32
1022300131,1611661321,,54
1022300132,1611661319,,44
1022300132,1611661324,,40
1022300133,1611661313,,34
1022300133,1611661325,,38
1022300134,1611661317,,26
1022300134,1611661322,,32
1022300135,1611661317,,30
1022300135,1611661330,,30
1022300136,1611661313,,36
1022300136,1611661328,,34
1022300137,1611661319,,50
1022300137,1611661329,,24
1022300138,1611661321,,40
1022300138,1611661323,,36
1022300139,1611661320,,38
1022300139,1611661325,,36
1022300140,1611661322,,42
1022300140,1611661324,,46
1022300141,1611661320,,42
1022300141,1611661325,,32
1022300142,1611661313,,32
1022300142,1611661330,,34
1022300143,1611661328,,42
1022300143,1611661329,,32
1022300144,1611661321,,60
1022300144,1611661322,,28
1022300145,1611661323,,42
1022300145,1611661324,,52
1022300146,1611661322,,32
1022300146,1611661330,,32
1022300147,1611661325,,34
1022300147,1611661328,,24
1022300148,1611661317,,34
1022300148,1611661329,,32
1022300149,1611661319,,36
1022300149,1611661321,,42
1022300150,1611661313,,24
1022300150,1611661320,,46
1022300151,1611661323,,54
1022300151,1611661324,,30
1022300152,1611661317,,18
1022300152,1611661325,,38
1022300153,1611661319,,36
1022300153,1611661330,,28
1022300154,1611661313,,34
1022300154,1611661320,,32
1022300155,1611661321,,36
1022300155,1611661328,,32
1022300156,1611661317,,34
1022300156,1611661330,,34
1022300157,1611661323,,40
1022300157,1611661325,,20
1022300158,1611661320,,38
1022300158,1611661322,,38
1022300159,1611661321,,48
1022300159,1611661329,,34
1022300160,1611661313,,38
1022300160,1611661324,,40
1022300161,1611661317,,52
1022300161,1611661328,,46
1022300162,1611661325,,34
1022300162,1611661330,,20
1022300163,1611661313,,36
1022300163,1611661319,,26
1022300164,1611661320,,26
1022300164,1611661322,,38
1022300165,1611661321,,44
1022300165,1611661329,,28
1022300166,1611661323,,46
1022300166,1611661328,,48
1022300167,1611661320,,30
1022300167,1611661325,,40
1022300168,1611661324,,40
1022300168,1611661329,,36
1022300169,1611661319,,30
1022300169,1611661321,,28
1022300170,1611661317,,34
1022300170,1611661322,,28
1022300171,1611661324,,18
1022300171,1611661325,,34
1022300172,1611661317,,36
1022300172,1611661323,,34
1022300173,1611661328,,32
1022300173,1611661330,,24
1022300174,1611661313,,40
1022300174,1611661329,,36
1022300175,1611661319,,46
1022300175,1611661322,,36
1022300176,1611661320,,40
1022300176,1611661330,,38
1022300177,1611661321,,44
1022300177,1611661323,,46
1022300178,1611661322,,46
1022300178,1611661329,,30
1022300179,1611661317,,38
1022300179,1611661328,,44
1022300180,1611661313,,38
1022300180,1611661325,,42
1022300181,1611661319,,30
1022300181,1611661330,,28
1022300182,1611661313,,18
1022300182,1611661319,,32
1022300183,1611661321,,52
1022300183,1611661323,,46
1022300184,1611661322,,24
1022300184,1611661325,,38
1022300185,1611661329,,30
1022300185,1611661330,,44
1022300186,1611661313,,34
1022300186,1611661317,,38
1022300187,1611661324,,36
1022300187,1611661328,,26
1022300188,1611661319,,36
1022300188,1611661320,,42
1022300189,1611661321,,44
1022300189,1611661322,,24
1022300190,1611661323,,28
1022300190,1611661329,,34
1022300191,1611661317,,38
1022300191,1611661325,,40
1022300192,1611661324,,30
1022300192,1611661328,,34
1022300193,1611661319,,30
1022300193,1611661330,,38
1022300194,1611661322,,22
1022300194,1611661323,,30
1022300195,1611661328,,36
1022300195,1611661329,,42
1022300196,1611661321,,40
1022300196,1611661324,,34
1022300197,1611661317,,34
1022300197,1611661320,,38
1022300198,1611661313,,40
1022300198,1611661323,,38
1022300199,1611661325,,26
1022300199,1611661328,,32
1022300200,1611661319,,42
1022300200,1611661329,,38
1022300201,1611661321,,50
1022300201,1611661324,,36
1022300202,1611661320,,48
1022300202,1611661330,,38
1022300203,1611661319,,14
1022300203,1611661322,,30
1022300204,1611661313,,50
1022300204,1611661324,,36
1022300205,1611661320,,32
1022300205,1611661323,,40
1022300206,1611661325,,36
1022300206,1611661330,,28
1022300207,1611661317,,44
1022300207,1611661321,,30
1022300208,1611661328,,34
1022300208,1611661329,,32
1022300209,1611661313,,44
1022300209,1611661319,,36
1022300210,1611661317,,40
1022300210,1611661330,,52
1022300211,1611661322,,22
1022300211,1611661324,,30
1022300212,1611661320,,34
1022300212,1611661329,,34
1022300213,1611661317,,40
1022300213,1611661323,,20
1022300214,1611661319,,26
1022300214,1611661322,,32
1022300215,1611661320,,26
1022300215,1611661328,,26
1022300216,1611661321,,34
1022300216,1611661325,,32
1022300217,1611661313,,42
1022300217,1611661323,,28
1022300218,1611661324,,44
1022300218,1611661330,,46
1022300219,1611661319,,44
1022300219,1611661328,,26
1022300220,1611661313,,42
1022300220,1611661329,,32
1022300221,1611661321,,38
1022300221,1611661325,,36
1022300222,1611661317,,30
1022300222,1611661324,,36
1022300223,1611661320,,30
1022300223,1611661322,,36
1022300224,1611661320,,28
1022300224,1611661323,,46
1022300225,1611661325,,22
1022300225,1611661329,,28
1022300226,1611661313,,46
1022300226,1611661321,,60
1022300227,1611661317,,24
1022300227,1611661322,,40
1022300228,1611661328,,22
1022300228,1611661330,,44
1022300229,1611661313,,32
1022300229,1611661320,,40
1022300230,1611661323,,36
1022300230,1611661325,,34
1022300231,1611661322,,24
1022300231,1611661330,,28
1022300232,1611661324,,38
1022300232,1611661329,,34
1022300233,1611661321,,60
1022300233,1611661328,,32
1022300234,1611661317,,34
1022300234,1611661319,,50
1022300235,1611661321,,46
1022300235,1611661330,,28
1022300236,1611661323,,42
1022300236,1611661329,,44
1022300237,1611661324,,28
1022300237,1611661325,,48
1022300238,1611661313,,28
1022300238,1611661322,,40
1022300239,1611661317,,36
1022300239,1611661319,,36
1022300240,1611661320,,54
1022300240,1611661328,,38
1042300101,1611661319,44.0,44
1042300101,1611661329,28.0,28
1042300102,1611661319,42.0,42
1042300102,1611661329,24.0,24
1042300111,1611661313,40.0,40
1042300111,1611661322,40.0,40
1042300112,1611661313,52.0,52
1042300112,1611661322,42.0,42
1042300121,1611661323,26.0,26
1042300121,1611661324,22.0,22
1042300122,1611661323,32.0,32
1042300122,1611661324,42.0,42
1042300123,1611661323,40.0,40
1042300123,1611661324,28.0,28
1042300131,1611661321,48.0,48
1042300131,1611661330,24.0,24
1042300132,1611661321,54.0,54
1042300132,1611661330,34.0,34
1042300201,1611661319,46.0,46
1042300201,1611661321,40.0,40
1042300202,1611661319,28.0,28
1042300202,1611661321,42.0,42
1042300203,1611661319,24.0,24
1042300203,1611661321,30.0,30
1042300211,1611661313,22.0,22
1042300211,1611661323,34.0,34
1042300212,1611661313,32.0,32
1042300212,1611661323,24.0,24
1042300213,1611661313,50.0,50
1042300213,1611661323,48.0,48
1042300214,1611661313,34.0,34
1042300214,1611661323,42.0,42
1042300301,1611661313,30.0,30
1042300301,1611661319,42.0,42
1042300302,1611661313,28.0,28
1042300302,1611661319,32.0,32
1042300303,1611661313,34.0,34
1042300303,1611661319,30.0,30
1042300304,1611661313,24.0,24
1042300304,1611661319,44.0,44
