nb,m,n,dist,icc,sigma,arm,obs_effect_u,se_true,sd_obs,sd_centred,inflation_sd_obs_over_centred,neff_blocks,q975_over_sd,A_obs,A_ctr,A_oracle,E_inj,E_inj_gridpoint,u80,u80_status,ratio_E_over_A_obs,ratio_E_over_A_ctr,ratio_E_over_A_oracle,ratio_grid_over_interp,type_I,S1_pass,S2_pass,S3_ratio,S3_pass,power_min,power_max
4,64,256,gauss,0.7,1.0,FRESH,0.0,4.978175579147079e-17,0.5617581505196897,0.5617581505196897,1.0,2.9769576290510953,1.9133728417153362,1.573813208123705,1.573813208123705,1.394678202990477e-16,inf,inf,inf,ABOVE_GRID,inf,inf,inf,,0.0,False,False,1.1082570486040506e+16,True,0.0,0.0
4,64,256,gauss,0.7,1.0,FRESH,1.0,5.1654343936940805e-17,0.2822171897804623,0.2822171897804623,1.0,2.0545343469752035,1.6190120422564445,0.7906554456310965,0.7906554456310965,1.447140351585743e-16,inf,inf,inf,ABOVE_GRID,inf,inf,inf,,0.0,False,False,7.949077881451787e+299,True,0.0,0.0
4,64,256,gauss,0.7,1.0,FRESH,3.0,4.902855682058915e-17,0.09251344088374115,0.09251344088374112,1.0000000000000002,1.7699171927055717,1.7400837057704728,0.25918426827827595,0.2591842682782759,1.3735766936021027e-16,inf,inf,inf,ABOVE_GRID,inf,inf,inf,,0.0,False,False,4049126282673077.5,True,0.0,0.0
4,64,256,t3,0.0,1.0,FRESH,0.0,1.7845919058977518e-17,0.04253923351930129,0.04253923351930129,1.0,1.9997298147178568,1.562401466079462,0.11917727853917172,0.11917727853917172,4.9996859146845535e-17,inf,inf,inf,ABOVE_GRID,inf,inf,inf,,0.0,False,False,5.800503257476968e+16,True,0.0,0.0
4,64,256,t3,0.0,1.0,FRESH,1.0,1.575573197551709e-17,0.06301560894078867,0.06301560894078867,1.0,2.9113115471465667,1.9759858722964907,0.17654358477437945,0.17654358477437945,4.414102236662906e-17,inf,inf,inf,ABOVE_GRID,inf,inf,inf,,0.0,False,False,8.593337739906651e+16,True,0.0,0.0
4,64,256,t3,0.0,1.0,FRESH,3.0,1.5531133022964795e-17,0.03765677533987075,0.03765677533987076,0.9999999999999998,2.1543093387844467,1.7209148528708684,0.10549865694055181,0.10549865694055183,4.351178931014283e-17,inf,inf,inf,ABOVE_GRID,inf,inf,inf,,0.0,False,False,2.5172010460562308e+16,True,0.0,0.0
4,64,256,t3,0.3,1.0,FRESH,0.0,3.1935456019401375e-17,0.2914440408205385,0.2914440408205385,1.0,1.9455269129315094,1.6640042015146732,0.8165052531022083,0.8165052531022083,8.94698945521146e-17,inf,inf,inf,ABOVE_GRID,inf,inf,inf,,0.0,False,False,1.879514480972678e+16,True,0.0,0.0
4,64,256,t3,0.3,1.0,FRESH,1.0,3.6265826550425505e-17,0.12178058707037147,0.12178058707037147,1.0,3.5698557537269378,1.9429368453039917,0.34117866602754665,0.34117866602754665,1.0160179567627385e-16,inf,inf,inf,ABOVE_GRID,inf,inf,inf,,0.0,False,False,5.5193751931639016e+16,True,0.0,0.0
4,64,256,t3,0.3,1.0,FRESH,3.0,4.005429973697282e-17,0.7255444145121127,0.7255444145121127,1.0,2.062836332475245,1.61026916868877,2.0326743485309176,2.0326743485309176,1.12215525328607e-16,inf,inf,inf,ABOVE_GRID,inf,inf,inf,,0.0,False,False,1.6485152639750667e+300,True,0.0,0.0
4,64,256,t3,0.7,1.0,FRESH,0.0,4.939783681525133e-17,0.34247162682918975,0.34247162682918975,1.0,2.345653263586438,1.8064176366681464,0.9594633726502556,0.9594633726502556,1.383922386540559e-16,inf,inf,inf,ABOVE_GRID,inf,inf,inf,,0.0,False,False,6.181235219760964e+16,True,0.0,0.0
4,64,256,t3,0.7,1.0,FRESH,1.0,5.018560988982399e-17,0.49481239599478954,0.49481239599478954,1.0,2.204858399878496,1.7014348238934693,1.3862589864330626,1.3862589864330626,1.4059925188318255e-16,inf,inf,inf,ABOVE_GRID,inf,inf,inf,,0.0,False,False,1.0855195605655507e+300,True,0.0,0.0
