response,population,contrast,n,dr2,z,p,n_blocks,null_sd,null_mean,p_min_attainable
M_level_min,DECISION,PROJ_BUDGET vs RAW,3167,0.03131838078315405,2.1663477103183597,0.03498250874562719,764,0.014702268899694209,-0.0005318457841833298,2.0611676062710827e-230
M_level_min,DECISION,PROJ_ORACLE vs RAW,3167,0.05752540192391522,3.468716596071598,0.0009995002498750624,764,0.016734174723718197,-0.0005207076618079446,2.0611676062710827e-230
M_level_min,ALL_APPEARED,PROJ_BUDGET vs RAW,9056,0.02001962284304077,10.888513048083977,0.0004997501249375312,960,0.0018354580291065322,3.421414390379342e-05,2.0522684006491881e-289
M_level_min,ALL_APPEARED,PROJ_ORACLE vs RAW,9056,0.024576050121889688,11.966208645594858,0.0004997501249375312,960,0.002050304295874005,4.168113050188965e-05,2.0522684006491881e-289
S_share_min,DECISION,PROJ_BUDGET vs RAW,3167,0.023451424442557475,1.6327629253829696,0.11644177911044477,764,0.014670530646168441,-0.0005020740922010176,2.0611676062710827e-230
S_share_min,DECISION,PROJ_ORACLE vs RAW,3167,0.023451424442557475,1.6327629253829696,0.11644177911044477,764,0.014670530646168441,-0.0005020740922010176,2.0611676062710827e-230
S_share_min,ALL_APPEARED,PROJ_BUDGET vs RAW,9056,0.019229948023610822,11.451159793944157,0.0004997501249375312,960,0.001677493338572586,2.070375033927536e-05,2.0522684006491881e-289
S_share_min,ALL_APPEARED,PROJ_ORACLE vs RAW,9056,0.019229948023610822,11.451159793944157,0.0004997501249375312,960,0.001677493338572586,2.070375033927536e-05,2.0522684006491881e-289
