response,window,population,row_set,candidate,arm,projection,weighting,base,n,n_folds,sst,r2_base,r2_aug,dr2,beta,sign
M_level_min,DISCLOSED_2022,DECISION,n_prior>=8 & prior5_minutes>=24,A5_opp_defrtg,UNFROZEN,RAW,none,"B_TUNED (h,k) walk-forward",1350,1,52259.97034238683,0.1669157771503057,0.17018965587206358,0.0032738787217578675,-0.05053347415380777,+
M_level_min,DISCLOSED_2022,DECISION,n_prior>=8 & prior5_minutes>=24,A5_opp_defrtg,UNFROZEN,PROJ_BUDGET,none,"B_TUNED (h,k) walk-forward",1350,1,52259.97034238683,0.18009777229426904,0.17756371547204097,-0.0025340568222280454,-0.05053347415380777,-
M_level_min,DISCLOSED_2022,DECISION,n_prior>=8 & prior5_minutes>=24,A5_opp_defrtg,UNFROZEN,PROJ_ORACLE,none,"B_TUNED (h,k) walk-forward",1350,1,52259.97034238683,0.2269025177993107,0.22468319026044792,-0.00221932753886279,-0.05053347415380777,-
M_level_min,DISCLOSED_2022,DECISION,n_prior>=8 & prior5_minutes>=24,G01_noise,FROZEN,RAW,none,"B_TUNED (h,k) walk-forward",1350,1,52259.97034238683,0.1669157771503057,0.16542045681253092,-0.0014953203377747906,0.12847071147406966,-
M_level_min,DISCLOSED_2022,DECISION,n_prior>=8 & prior5_minutes>=24,G01_noise,FROZEN,PROJ_BUDGET,none,"B_TUNED (h,k) walk-forward",1350,1,52259.97034238683,0.18009777229426904,0.1783067241229611,-0.0017910481713079584,0.12847071147406966,-
M_level_min,DISCLOSED_2022,DECISION,n_prior>=8 & prior5_minutes>=24,G01_noise,FROZEN,PROJ_ORACLE,none,"B_TUNED (h,k) walk-forward",1350,1,52259.97034238683,0.2269025177993107,0.2251800154596727,-0.0017225023396380242,0.12847071147406966,-
M_level_min,DISCLOSED_2022,DECISION,n_prior>=8 & prior5_minutes>=24,G01_noise,UNFROZEN,RAW,none,"B_TUNED (h,k) walk-forward",1350,1,52259.97034238683,0.1669157771503057,0.1654141711322158,-0.0015016060180898516,0.12849421108126774,-
M_level_min,DISCLOSED_2022,DECISION,n_prior>=8 & prior5_minutes>=24,G01_noise,UNFROZEN,PROJ_BUDGET,none,"B_TUNED (h,k) walk-forward",1350,1,52259.97034238683,0.18009777229426904,0.17867546008233437,-0.0014223122119346994,0.12849421108126774,-
M_level_min,DISCLOSED_2022,DECISION,n_prior>=8 & prior5_minutes>=24,G01_noise,UNFROZEN,PROJ_ORACLE,none,"B_TUNED (h,k) walk-forward",1350,1,52259.97034238683,0.2269025177993107,0.225510072179943,-0.0013924456193676676,0.12849421108126774,-
M_level_min,DISCLOSED_2022,ALL_APPEARED,all appeared,A1_pts_share_prior,FROZEN,RAW,none,"B_TUNED (h,k) walk-forward",4096,1,408412.63905815966,0.58514171612978,0.5878614715705259,0.0027197554407459826,7.557219212194716,+
M_level_min,DISCLOSED_2022,ALL_APPEARED,all appeared,A1_pts_share_prior,FROZEN,PROJ_BUDGET,none,"B_TUNED (h,k) walk-forward",4096,1,408412.63905815966,0.6130100406429212,0.6161137328967379,0.0031036922538166087,7.557219212194716,+
M_level_min,DISCLOSED_2022,ALL_APPEARED,all appeared,A1_pts_share_prior,FROZEN,PROJ_ORACLE,none,"B_TUNED (h,k) walk-forward",4096,1,408412.63905815966,0.6195182777815447,0.6223691301223093,0.0028508523407646392,7.557219212194716,+
M_level_min,DISCLOSED_2022,ALL_APPEARED,all appeared,A1_pts_share_prior,UNFROZEN,RAW,none,"B_TUNED (h,k) walk-forward",4096,1,408412.63905815966,0.58514171612978,0.5906160727088369,0.005474356579056908,23.36081691681728,+
M_level_min,DISCLOSED_2022,ALL_APPEARED,all appeared,A1_pts_share_prior,UNFROZEN,PROJ_BUDGET,none,"B_TUNED (h,k) walk-forward",4096,1,408412.63905815966,0.6130100406429212,0.6181458391379231,0.00513579849500189,23.36081691681728,+
M_level_min,DISCLOSED_2022,ALL_APPEARED,all appeared,A1_pts_share_prior,UNFROZEN,PROJ_ORACLE,none,"B_TUNED (h,k) walk-forward",4096,1,408412.63905815966,0.6195182777815447,0.6247028489289896,0.005184571147445095,23.36081691681728,+
M_level_min,DISCLOSED_2022,ALL_APPEARED,all appeared,A2_fga_share_prior,FROZEN,RAW,none,"B_TUNED (h,k) walk-forward",4096,1,408412.63905815966,0.58514171612978,0.5880645900825052,0.0029228739527252163,7.23417863493783,+
M_level_min,DISCLOSED_2022,ALL_APPEARED,all appeared,A2_fga_share_prior,FROZEN,PROJ_BUDGET,none,"B_TUNED (h,k) walk-forward",4096,1,408412.63905815966,0.6130100406429212,0.6163055206757277,0.00329548003280652,7.23417863493783,+
M_level_min,DISCLOSED_2022,ALL_APPEARED,all appeared,A2_fga_share_prior,FROZEN,PROJ_ORACLE,none,"B_TUNED (h,k) walk-forward",4096,1,408412.63905815966,0.6195182777815447,0.6225849548657083,0.003066677084163745,7.23417863493783,+
M_level_min,DISCLOSED_2022,ALL_APPEARED,all appeared,A2_fga_share_prior,UNFROZEN,RAW,none,"B_TUNED (h,k) walk-forward",4096,1,408412.63905815966,0.58514171612978,0.59209843098352,0.0069567148537399625,24.45179852417396,+
M_level_min,DISCLOSED_2022,ALL_APPEARED,all appeared,A2_fga_share_prior,UNFROZEN,PROJ_BUDGET,none,"B_TUNED (h,k) walk-forward",4096,1,408412.63905815966,0.6130100406429212,0.6197200760012838,0.00671003535836248,24.45179852417396,+
M_level_min,DISCLOSED_2022,ALL_APPEARED,all appeared,A2_fga_share_prior,UNFROZEN,PROJ_ORACLE,none,"B_TUNED (h,k) walk-forward",4096,1,408412.63905815966,0.6195182777815447,0.6262463717569752,0.006728093975430559,24.45179852417396,+
M_level_min,DISCLOSED_2022,ALL_APPEARED,all appeared,A3_starter_rate_prior,FROZEN,RAW,none,"B_TUNED (h,k) walk-forward",4096,1,408412.63905815966,0.58514171612978,0.5882434506280638,0.0031017344982837577,1.065313658614169,+
M_level_min,DISCLOSED_2022,ALL_APPEARED,all appeared,A3_starter_rate_prior,FROZEN,PROJ_BUDGET,none,"B_TUNED (h,k) walk-forward",4096,1,408412.63905815966,0.6130100406429212,0.6163749622376558,0.0033649215947344643,1.065313658614169,+
M_level_min,DISCLOSED_2022,ALL_APPEARED,all appeared,A3_starter_rate_prior,FROZEN,PROJ_ORACLE,none,"B_TUNED (h,k) walk-forward",4096,1,408412.63905815966,0.6195182777815447,0.6226429664465067,0.0031246886649620507,1.065313658614169,+
M_level_min,DISCLOSED_2022,ALL_APPEARED,all appeared,A3_starter_rate_prior,UNFROZEN,RAW,none,"B_TUNED (h,k) walk-forward",4096,1,408412.63905815966,0.58514171612978,0.5917755691887132,0.006633853058933177,2.623422357837088,+
M_level_min,DISCLOSED_2022,ALL_APPEARED,all appeared,A3_starter_rate_prior,UNFROZEN,PROJ_BUDGET,none,"B_TUNED (h,k) walk-forward",4096,1,408412.63905815966,0.6130100406429212,0.6193020197106536,0.006291979067732377,2.623422357837088,+
M_level_min,DISCLOSED_2022,ALL_APPEARED,all appeared,A3_starter_rate_prior,UNFROZEN,PROJ_ORACLE,none,"B_TUNED (h,k) walk-forward",4096,1,408412.63905815966,0.6195182777815447,0.6257762340939209,0.006257956312376303,2.623422357837088,+
M_level_min,DISCLOSED_2022,ALL_APPEARED,all appeared,A4_vac_x_own,FROZEN,RAW,none,"B_TUNED (h,k) walk-forward",4096,1,408412.63905815966,0.58514171612978,0.5896154361812933,0.004473720051513329,46.88049503102004,+
M_level_min,DISCLOSED_2022,ALL_APPEARED,all appeared,A4_vac_x_own,FROZEN,PROJ_BUDGET,none,"B_TUNED (h,k) walk-forward",4096,1,408412.63905815966,0.6130100406429212,0.6137780595921349,0.000768018949213666,46.88049503102004,+
M_level_min,DISCLOSED_2022,ALL_APPEARED,all appeared,A4_vac_x_own,FROZEN,PROJ_ORACLE,none,"B_TUNED (h,k) walk-forward",4096,1,408412.63905815966,0.6195182777815447,0.620088636835497,0.0005703590539523507,46.88049503102004,+
M_level_min,DISCLOSED_2022,ALL_APPEARED,all appeared,A4_vac_x_own,UNFROZEN,RAW,none,"B_TUNED (h,k) walk-forward",4096,1,408412.63905815966,0.58514171612978,0.5897050482038829,0.004563332074102915,55.11748556989094,+
M_level_min,DISCLOSED_2022,ALL_APPEARED,all appeared,A4_vac_x_own,UNFROZEN,PROJ_BUDGET,none,"B_TUNED (h,k) walk-forward",4096,1,408412.63905815966,0.6130100406429212,0.6131906280174192,0.00018058737449797417,55.11748556989094,+
M_level_min,DISCLOSED_2022,ALL_APPEARED,all appeared,A4_vac_x_own,UNFROZEN,PROJ_ORACLE,none,"B_TUNED (h,k) walk-forward",4096,1,408412.63905815966,0.6195182777815447,0.6196946115181747,0.0001763337366300368,55.11748556989094,+
M_level_min,DISCLOSED_2022,ALL_APPEARED,all appeared,A5_opp_defrtg,FROZEN,RAW,none,"B_TUNED (h,k) walk-forward",4096,1,408412.63905815966,0.58514171612978,0.5846032964745871,-0.0005384196551928469,-0.0322555934595191,-
M_level_min,DISCLOSED_2022,ALL_APPEARED,all appeared,A5_opp_defrtg,FROZEN,PROJ_BUDGET,none,"B_TUNED (h,k) walk-forward",4096,1,408412.63905815966,0.6130100406429212,0.6127167998707543,-0.0002932407721669222,-0.0322555934595191,-
M_level_min,DISCLOSED_2022,ALL_APPEARED,all appeared,A5_opp_defrtg,FROZEN,PROJ_ORACLE,none,"B_TUNED (h,k) walk-forward",4096,1,408412.63905815966,0.6195182777815447,0.6192289570298057,-0.000289320751738857,-0.0322555934595191,-
M_level_min,DISCLOSED_2022,ALL_APPEARED,all appeared,A5_opp_defrtg,UNFROZEN,RAW,none,"B_TUNED (h,k) walk-forward",4096,1,408412.63905815966,0.58514171612978,0.5846032235832068,-0.0005384925465732184,-0.032255595529824536,-
M_level_min,DISCLOSED_2022,ALL_APPEARED,all appeared,A5_opp_defrtg,UNFROZEN,PROJ_BUDGET,none,"B_TUNED (h,k) walk-forward",4096,1,408412.63905815966,0.6130100406429212,0.6127166689995187,-0.000293371643402522,-0.032255595529824536,-
M_level_min,DISCLOSED_2022,ALL_APPEARED,all appeared,A5_opp_defrtg,UNFROZEN,PROJ_ORACLE,none,"B_TUNED (h,k) walk-forward",4096,1,408412.63905815966,0.6195182777815447,0.6192288507827374,-0.0002894269988072696,-0.032255595529824536,-
M_level_min,DISCLOSED_2022,ALL_APPEARED,all appeared,G01_noise,FROZEN,RAW,none,"B_TUNED (h,k) walk-forward",4096,1,408412.63905815966,0.58514171612978,0.5851416460881856,-7.004159433655543e-08,0.004132108222235583,-
M_level_min,DISCLOSED_2022,ALL_APPEARED,all appeared,G01_noise,FROZEN,PROJ_BUDGET,none,"B_TUNED (h,k) walk-forward",4096,1,408412.63905815966,0.6130100406429212,0.6130084388911516,-1.6017517695672424e-06,0.004132108222235583,-
M_level_min,DISCLOSED_2022,ALL_APPEARED,all appeared,G01_noise,FROZEN,PROJ_ORACLE,none,"B_TUNED (h,k) walk-forward",4096,1,408412.63905815966,0.6195182777815447,0.6195170158654546,-1.261916090041677e-06,0.004132108222235583,-
M_level_min,DISCLOSED_2022,ALL_APPEARED,all appeared,G01_noise,UNFROZEN,RAW,none,"B_TUNED (h,k) walk-forward",4096,1,408412.63905815966,0.58514171612978,0.5851417876796614,7.1549881393223e-08,0.004133321160268455,+
M_level_min,DISCLOSED_2022,ALL_APPEARED,all appeared,G01_noise,UNFROZEN,PROJ_BUDGET,none,"B_TUNED (h,k) walk-forward",4096,1,408412.63905815966,0.6130100406429212,0.6130086924188812,-1.3482240399793773e-06,0.004133321160268455,-
M_level_min,DISCLOSED_2022,ALL_APPEARED,all appeared,G01_noise,UNFROZEN,PROJ_ORACLE,none,"B_TUNED (h,k) walk-forward",4096,1,408412.63905815966,0.6195182777815447,0.6195172231877204,-1.054593824179766e-06,0.004133321160268455,-
S_share_min,CLEAN_2023_24,DECISION,n_prior>=8 & prior5_minutes>=24,A1_pts_share_prior,FROZEN,RAW,none,"B_TUNED (h,k) walk-forward",3167,2,3.163535498446242,0.23924495573477012,0.24177303416314588,0.002528078428375726,0.021322423699417344,+
S_share_min,CLEAN_2023_24,DECISION,n_prior>=8 & prior5_minutes>=24,A1_pts_share_prior,FROZEN,PROJ_BUDGET,none,"B_TUNED (h,k) walk-forward",3167,2,3.163535498446242,0.24850342600830666,0.2623259304928264,0.013822504484519748,0.021322423699417344,+
S_share_min,CLEAN_2023_24,DECISION,n_prior>=8 & prior5_minutes>=24,A1_pts_share_prior,FROZEN,PROJ_ORACLE,none,"B_TUNED (h,k) walk-forward",3167,2,3.163535498446242,0.24850342600830666,0.2623259304928264,0.013822504484519748,0.021322423699417344,+
S_share_min,CLEAN_2023_24,DECISION,n_prior>=8 & prior5_minutes>=24,A1_pts_share_prior,UNFROZEN,RAW,none,"B_TUNED (h,k) walk-forward",3167,2,3.163535498446242,0.23924495573477012,0.24306673252585387,0.003821776791083778,0.03230764572291627,+
S_share_min,CLEAN_2023_24,DECISION,n_prior>=8 & prior5_minutes>=24,A1_pts_share_prior,UNFROZEN,PROJ_BUDGET,none,"B_TUNED (h,k) walk-forward",3167,2,3.163535498446242,0.24850342600830666,0.2455460349032612,-0.0029573911050454886,0.03230764572291627,-
S_share_min,CLEAN_2023_24,DECISION,n_prior>=8 & prior5_minutes>=24,A1_pts_share_prior,UNFROZEN,PROJ_ORACLE,none,"B_TUNED (h,k) walk-forward",3167,2,3.163535498446242,0.24850342600830666,0.2455460349032612,-0.0029573911050454886,0.03230764572291627,-
S_share_min,CLEAN_2023_24,DECISION,n_prior>=8 & prior5_minutes>=24,A2_fga_share_prior,FROZEN,RAW,none,"B_TUNED (h,k) walk-forward",3167,2,3.163535498446242,0.23924495573477012,0.2415842762859174,0.0023393205511472765,0.02160460738717044,+
S_share_min,CLEAN_2023_24,DECISION,n_prior>=8 & prior5_minutes>=24,A2_fga_share_prior,FROZEN,PROJ_BUDGET,none,"B_TUNED (h,k) walk-forward",3167,2,3.163535498446242,0.24850342600830666,0.26167146600359015,0.013168039995283496,0.02160460738717044,+
S_share_min,CLEAN_2023_24,DECISION,n_prior>=8 & prior5_minutes>=24,A2_fga_share_prior,FROZEN,PROJ_ORACLE,none,"B_TUNED (h,k) walk-forward",3167,2,3.163535498446242,0.24850342600830666,0.26167146600359015,0.013168039995283496,0.02160460738717044,+
S_share_min,CLEAN_2023_24,DECISION,n_prior>=8 & prior5_minutes>=24,A2_fga_share_prior,UNFROZEN,RAW,none,"B_TUNED (h,k) walk-forward",3167,2,3.163535498446242,0.23924495573477012,0.2427904843177986,0.00354552858302844,0.033351761614815206,+
S_share_min,CLEAN_2023_24,DECISION,n_prior>=8 & prior5_minutes>=24,A2_fga_share_prior,UNFROZEN,PROJ_BUDGET,none,"B_TUNED (h,k) walk-forward",3167,2,3.163535498446242,0.24850342600830666,0.24623651510246614,-0.0022669109058405116,0.033351761614815206,-
S_share_min,CLEAN_2023_24,DECISION,n_prior>=8 & prior5_minutes>=24,A2_fga_share_prior,UNFROZEN,PROJ_ORACLE,none,"B_TUNED (h,k) walk-forward",3167,2,3.163535498446242,0.24850342600830666,0.24623651510246614,-0.0022669109058405116,0.033351761614815206,-
S_share_min,CLEAN_2023_24,DECISION,n_prior>=8 & prior5_minutes>=24,A3_starter_rate_prior,FROZEN,RAW,none,"B_TUNED (h,k) walk-forward",3167,2,3.163535498446242,0.23924495573477012,0.2392075683035475,-3.738743122262235e-05,0.0005008386762221617,-
S_share_min,CLEAN_2023_24,DECISION,n_prior>=8 & prior5_minutes>=24,A3_starter_rate_prior,FROZEN,PROJ_BUDGET,none,"B_TUNED (h,k) walk-forward",3167,2,3.163535498446242,0.24850342600830666,0.24965485360636874,0.0011514275980620723,0.0005008386762221617,+
S_share_min,CLEAN_2023_24,DECISION,n_prior>=8 & prior5_minutes>=24,A3_starter_rate_prior,FROZEN,PROJ_ORACLE,none,"B_TUNED (h,k) walk-forward",3167,2,3.163535498446242,0.24850342600830666,0.24965485360636874,0.0011514275980620723,0.0005008386762221617,+
S_share_min,CLEAN_2023_24,DECISION,n_prior>=8 & prior5_minutes>=24,A3_starter_rate_prior,UNFROZEN,RAW,none,"B_TUNED (h,k) walk-forward",3167,2,3.163535498446242,0.23924495573477012,0.239300020261632,5.506452686193661e-05,0.0006471796760109199,+
S_share_min,CLEAN_2023_24,DECISION,n_prior>=8 & prior5_minutes>=24,A3_starter_rate_prior,UNFROZEN,PROJ_BUDGET,none,"B_TUNED (h,k) walk-forward",3167,2,3.163535498446242,0.24850342600830666,0.24882403209580228,0.0003206060874956682,0.0006471796760109199,+
S_share_min,CLEAN_2023_24,DECISION,n_prior>=8 & prior5_minutes>=24,A3_starter_rate_prior,UNFROZEN,PROJ_ORACLE,none,"B_TUNED (h,k) walk-forward",3167,2,3.163535498446242,0.24850342600830666,0.24882403209580228,0.0003206060874956682,0.0006471796760109199,+
S_share_min,CLEAN_2023_24,DECISION,n_prior>=8 & prior5_minutes>=24,A4_vac_x_own,FROZEN,RAW,none,"B_TUNED (h,k) walk-forward",3167,2,3.163535498446242,0.23924495573477012,0.24312586461736896,0.0038809088825988818,0.20874165913211717,+
S_share_min,CLEAN_2023_24,DECISION,n_prior>=8 & prior5_minutes>=24,A4_vac_x_own,FROZEN,PROJ_BUDGET,none,"B_TUNED (h,k) walk-forward",3167,2,3.163535498446242,0.24850342600830666,0.25405533518221546,0.005551909173908756,0.20874165913211717,+
S_share_min,CLEAN_2023_24,DECISION,n_prior>=8 & prior5_minutes>=24,A4_vac_x_own,FROZEN,PROJ_ORACLE,none,"B_TUNED (h,k) walk-forward",3167,2,3.163535498446242,0.24850342600830666,0.25405533518221546,0.005551909173908756,0.20874165913211717,+
S_share_min,CLEAN_2023_24,DECISION,n_prior>=8 & prior5_minutes>=24,A4_vac_x_own,UNFROZEN,RAW,none,"B_TUNED (h,k) walk-forward",3167,2,3.163535498446242,0.23924495573477012,0.24122978241080895,0.001984826676038871,0.21703729274440564,+
S_share_min,CLEAN_2023_24,DECISION,n_prior>=8 & prior5_minutes>=24,A4_vac_x_own,UNFROZEN,PROJ_BUDGET,none,"B_TUNED (h,k) walk-forward",3167,2,3.163535498446242,0.24850342600830666,0.2319542260810099,-0.016549199927296778,0.21703729274440564,-
S_share_min,CLEAN_2023_24,DECISION,n_prior>=8 & prior5_minutes>=24,A4_vac_x_own,UNFROZEN,PROJ_ORACLE,none,"B_TUNED (h,k) walk-forward",3167,2,3.163535498446242,0.24850342600830666,0.2319542260810099,-0.016549199927296778,0.21703729274440564,-
S_share_min,CLEAN_2023_24,DECISION,n_prior>=8 & prior5_minutes>=24,A5_opp_defrtg,FROZEN,RAW,none,"B_TUNED (h,k) walk-forward",3167,2,3.163535498446242,0.23924495573477012,0.23859873325828862,-0.0006462224764814445,-0.00035231098054004835,-
S_share_min,CLEAN_2023_24,DECISION,n_prior>=8 & prior5_minutes>=24,A5_opp_defrtg,FROZEN,PROJ_BUDGET,none,"B_TUNED (h,k) walk-forward",3167,2,3.163535498446242,0.24850342600830666,0.24744147723323073,-0.0010619487750759054,-0.00035231098054004835,-
S_share_min,CLEAN_2023_24,DECISION,n_prior>=8 & prior5_minutes>=24,A5_opp_defrtg,FROZEN,PROJ_ORACLE,none,"B_TUNED (h,k) walk-forward",3167,2,3.163535498446242,0.24850342600830666,0.24744147723323073,-0.0010619487750759054,-0.00035231098054004835,-
S_share_min,CLEAN_2023_24,DECISION,n_prior>=8 & prior5_minutes>=24,A5_opp_defrtg,UNFROZEN,RAW,none,"B_TUNED (h,k) walk-forward",3167,2,3.163535498446242,0.23924495573477012,0.23857501159451122,-0.0006699441402589208,-0.00035233383970293536,-
S_share_min,CLEAN_2023_24,DECISION,n_prior>=8 & prior5_minutes>=24,A5_opp_defrtg,UNFROZEN,PROJ_BUDGET,none,"B_TUNED (h,k) walk-forward",3167,2,3.163535498446242,0.24850342600830666,0.24725263432183198,-0.0012507916864746384,-0.00035233383970293536,-
S_share_min,CLEAN_2023_24,DECISION,n_prior>=8 & prior5_minutes>=24,A5_opp_defrtg,UNFROZEN,PROJ_ORACLE,none,"B_TUNED (h,k) walk-forward",3167,2,3.163535498446242,0.24850342600830666,0.24725263432183198,-0.0012507916864746384,-0.00035233383970293536,-
S_share_min,CLEAN_2023_24,DECISION,n_prior>=8 & prior5_minutes>=24,G01_noise,FROZEN,RAW,none,"B_TUNED (h,k) walk-forward",3167,2,3.163535498446242,0.23924495573477012,0.23880690196962806,-0.0004380537651420397,6.320774951079415e-05,-
S_share_min,CLEAN_2023_24,DECISION,n_prior>=8 & prior5_minutes>=24,G01_noise,FROZEN,PROJ_BUDGET,none,"B_TUNED (h,k) walk-forward",3167,2,3.163535498446242,0.24850342600830666,0.24816391553896244,-0.00033951046934426566,6.320774951079415e-05,-
S_share_min,CLEAN_2023_24,DECISION,n_prior>=8 & prior5_minutes>=24,G01_noise,FROZEN,PROJ_ORACLE,none,"B_TUNED (h,k) walk-forward",3167,2,3.163535498446242,0.24850342600830666,0.24816391553896244,-0.00033951046934426566,6.320774951079415e-05,-
S_share_min,CLEAN_2023_24,DECISION,n_prior>=8 & prior5_minutes>=24,G01_noise,UNFROZEN,RAW,none,"B_TUNED (h,k) walk-forward",3167,2,3.163535498446242,0.23924495573477012,0.23880556504104955,-0.0004393906937205378,6.321190539648202e-05,-
S_share_min,CLEAN_2023_24,DECISION,n_prior>=8 & prior5_minutes>=24,G01_noise,UNFROZEN,PROJ_BUDGET,none,"B_TUNED (h,k) walk-forward",3167,2,3.163535498446242,0.24850342600830666,0.24817457564574463,-0.0003288503625620805,6.321190539648202e-05,-
S_share_min,CLEAN_2023_24,DECISION,n_prior>=8 & prior5_minutes>=24,G01_noise,UNFROZEN,PROJ_ORACLE,none,"B_TUNED (h,k) walk-forward",3167,2,3.163535498446242,0.24850342600830666,0.24817457564574463,-0.0003288503625620805,6.321190539648202e-05,-
S_share_min,CLEAN_2023_24,ALL_APPEARED,all appeared,A1_pts_share_prior,FROZEN,RAW,none,"B_TUNED (h,k) walk-forward",9056,2,26.173329807326834,0.6480644673491742,0.6486286844264846,0.0005642170773103587,0.019715056107858026,+
S_share_min,CLEAN_2023_24,ALL_APPEARED,all appeared,A1_pts_share_prior,FROZEN,PROJ_BUDGET,none,"B_TUNED (h,k) walk-forward",9056,2,26.173329807326834,0.6668346537279519,0.6668084024666128,-2.625126133918916e-05,0.019715056107858026,-
S_share_min,CLEAN_2023_24,ALL_APPEARED,all appeared,A1_pts_share_prior,FROZEN,PROJ_ORACLE,none,"B_TUNED (h,k) walk-forward",9056,2,26.173329807326834,0.6668346537279519,0.6668084024666128,-2.625126133918916e-05,0.019715056107858026,-
S_share_min,CLEAN_2023_24,ALL_APPEARED,all appeared,A1_pts_share_prior,UNFROZEN,RAW,none,"B_TUNED (h,k) walk-forward",9056,2,26.173329807326834,0.6480644673491742,0.6505310584793639,0.0024665911301896813,0.06722408009784037,+
S_share_min,CLEAN_2023_24,ALL_APPEARED,all appeared,A1_pts_share_prior,UNFROZEN,PROJ_BUDGET,none,"B_TUNED (h,k) walk-forward",9056,2,26.173329807326834,0.6668346537279519,0.6694615455938578,0.002626891865905889,0.06722408009784037,+
S_share_min,CLEAN_2023_24,ALL_APPEARED,all appeared,A1_pts_share_prior,UNFROZEN,PROJ_ORACLE,none,"B_TUNED (h,k) walk-forward",9056,2,26.173329807326834,0.6668346537279519,0.6694615455938578,0.002626891865905889,0.06722408009784037,+
S_share_min,CLEAN_2023_24,ALL_APPEARED,all appeared,A2_fga_share_prior,FROZEN,RAW,none,"B_TUNED (h,k) walk-forward",9056,2,26.173329807326834,0.6480644673491742,0.6485504389768331,0.00048597162765893706,0.019540286620201547,+
S_share_min,CLEAN_2023_24,ALL_APPEARED,all appeared,A2_fga_share_prior,FROZEN,PROJ_BUDGET,none,"B_TUNED (h,k) walk-forward",9056,2,26.173329807326834,0.6668346537279519,0.6668042602609334,-3.039346701848868e-05,0.019540286620201547,-
S_share_min,CLEAN_2023_24,ALL_APPEARED,all appeared,A2_fga_share_prior,FROZEN,PROJ_ORACLE,none,"B_TUNED (h,k) walk-forward",9056,2,26.173329807326834,0.6668346537279519,0.6668042602609334,-3.039346701848868e-05,0.019540286620201547,-
S_share_min,CLEAN_2023_24,ALL_APPEARED,all appeared,A2_fga_share_prior,UNFROZEN,RAW,none,"B_TUNED (h,k) walk-forward",9056,2,26.173329807326834,0.6480644673491742,0.650362461682593,0.0022979943334188167,0.07326741087935158,+
S_share_min,CLEAN_2023_24,ALL_APPEARED,all appeared,A2_fga_share_prior,UNFROZEN,PROJ_BUDGET,none,"B_TUNED (h,k) walk-forward",9056,2,26.173329807326834,0.6668346537279519,0.669382302485144,0.00254764875719207,0.07326741087935158,+
S_share_min,CLEAN_2023_24,ALL_APPEARED,all appeared,A2_fga_share_prior,UNFROZEN,PROJ_ORACLE,none,"B_TUNED (h,k) walk-forward",9056,2,26.173329807326834,0.6668346537279519,0.669382302485144,0.00254764875719207,0.07326741087935158,+
S_share_min,CLEAN_2023_24,ALL_APPEARED,all appeared,A3_starter_rate_prior,FROZEN,RAW,none,"B_TUNED (h,k) walk-forward",9056,2,26.173329807326834,0.6480644673491742,0.6480067695243152,-5.769782485899337e-05,0.002503713261210045,-
S_share_min,CLEAN_2023_24,ALL_APPEARED,all appeared,A3_starter_rate_prior,FROZEN,PROJ_BUDGET,none,"B_TUNED (h,k) walk-forward",9056,2,26.173329807326834,0.6668346537279519,0.6663374906014727,-0.0004971631264791378,0.002503713261210045,-
S_share_min,CLEAN_2023_24,ALL_APPEARED,all appeared,A3_starter_rate_prior,FROZEN,PROJ_ORACLE,none,"B_TUNED (h,k) walk-forward",9056,2,26.173329807326834,0.6668346537279519,0.6663374906014727,-0.0004971631264791378,0.002503713261210045,-
S_share_min,CLEAN_2023_24,ALL_APPEARED,all appeared,A3_starter_rate_prior,UNFROZEN,RAW,none,"B_TUNED (h,k) walk-forward",9056,2,26.173329807326834,0.6480644673491742,0.6480931955196574,2.8728170483174822e-05,0.007794263628506004,+
S_share_min,CLEAN_2023_24,ALL_APPEARED,all appeared,A3_starter_rate_prior,UNFROZEN,PROJ_BUDGET,none,"B_TUNED (h,k) walk-forward",9056,2,26.173329807326834,0.6668346537279519,0.6670846800799182,0.00025002635196618486,0.007794263628506004,+
S_share_min,CLEAN_2023_24,ALL_APPEARED,all appeared,A3_starter_rate_prior,UNFROZEN,PROJ_ORACLE,none,"B_TUNED (h,k) walk-forward",9056,2,26.173329807326834,0.6668346537279519,0.6670846800799182,0.00025002635196618486,0.007794263628506004,+
S_share_min,CLEAN_2023_24,ALL_APPEARED,all appeared,A4_vac_x_own,FROZEN,RAW,none,"B_TUNED (h,k) walk-forward",9056,2,26.173329807326834,0.6480644673491742,0.6506839382473073,0.0026194708981331616,0.22994654315590773,+
S_share_min,CLEAN_2023_24,ALL_APPEARED,all appeared,A4_vac_x_own,FROZEN,PROJ_BUDGET,none,"B_TUNED (h,k) walk-forward",9056,2,26.173329807326834,0.6668346537279519,0.6648721603574532,-0.00196249337049878,0.22994654315590773,-
S_share_min,CLEAN_2023_24,ALL_APPEARED,all appeared,A4_vac_x_own,FROZEN,PROJ_ORACLE,none,"B_TUNED (h,k) walk-forward",9056,2,26.173329807326834,0.6668346537279519,0.6648721603574532,-0.00196249337049878,0.22994654315590773,-
S_share_min,CLEAN_2023_24,ALL_APPEARED,all appeared,A4_vac_x_own,UNFROZEN,RAW,none,"B_TUNED (h,k) walk-forward",9056,2,26.173329807326834,0.6480644673491742,0.6511080752518212,0.003043607902646983,0.2672919643411523,+
