tg,season,freed,n_est,n_abs,n_rem,rem_base5_sum,realised_rem_min,realised_gain,bucket
1022400043|1611661324,2024,0.0,8,0,8,197.23,172.8,-24.42999999999998,none
1022400047|1611661324,2024,0.0,11,0,11,221.68333333333334,200.00000000000003,-21.68333333333331,none
1022400053|1611661324,2024,0.0,11,0,11,212.99833333333336,200.00000000000003,-12.998333333333335,none
1022400059|1611661324,2024,2.6833333333333336,11,1,10,203.4766666666667,200.00000000000003,-3.4766666666666595,0-15
1022400064|1611661324,2024,0.0,11,0,11,203.66,199.99999999999997,-3.660000000000025,none
1022400068|1611661324,2024,0.0,11,0,11,201.64000000000001,200.00000000000003,-1.6399999999999864,none
1022400075|1611661324,2024,8.403333333333332,11,2,9,192.49666666666667,200.0,7.50333333333333,0-15
1022400081|1611661324,2024,44.04,11,3,8,159.75666666666666,200.0,40.24333333333334,30-45
1022400085|1611661324,2024,2.396666666666667,11,1,10,199.79666666666668,200.0,0.20333333333331893,0-15
1022400093|1611661324,2024,0.0,11,0,11,210.90333333333334,200.00000000000003,-10.903333333333308,none
1022400098|1611661324,2024,6.363333333333334,11,2,9,204.22666666666666,197.01666666666668,-7.2099999999999795,0-15
1022400107|1611661324,2024,13.653333333333336,12,3,9,211.85333333333332,200.0,-11.853333333333325,0-15
1022400111|1611661324,2024,0.0,12,0,12,222.08916666666667,200.00000000000003,-22.089166666666642,none
1022400116|1611661324,2024,5.556666666666667,12,2,10,215.16666666666666,200.01666666666668,-15.149999999999977,0-15
1022400122|1611661324,2024,41.37,12,2,10,168.8,200.01666666666668,31.21666666666667,30-45
1022400127|1611661324,2024,41.37,12,2,10,167.69333333333333,199.99999999999997,32.30666666666664,30-45
1022400136|1611661324,2024,41.37,12,2,10,173.5,200.0,26.5,30-45
1022400142|1611661324,2024,57.14666666666666,12,4,8,165.34,200.0,34.66,45+
1022400147|1611661324,2024,48.42333333333333,12,3,9,176.35666666666665,200.0,23.643333333333345,45+
1022400150|1611661324,2024,12.493333333333332,10,2,8,181.93333333333334,169.73333333333335,-12.199999999999989,0-15
1022400155|1611661324,2024,0.0,11,0,11,236.83666666666667,194.7833333333334,-42.053333333333285,none
1022400166|1611661324,2024,18.323333333333334,12,3,9,219.70000000000002,186.31666666666663,-33.38333333333338,15-30
1022400171|1611661324,2024,18.323333333333334,12,3,9,214.52,196.56666666666666,-17.953333333333347,15-30
1022400173|1611661324,2024,18.323333333333334,12,3,9,209.88333333333333,180.04999999999998,-29.833333333333343,15-30
1022400183|1611661324,2024,10.416666666666668,13,2,11,221.94,200.0,-21.939999999999998,0-15
1022400186|1611661324,2024,10.416666666666668,13,2,11,212.22333333333333,200.05,-12.173333333333318,0-15
1022400191|1611661324,2024,42.47666666666667,11,3,8,166.29333333333332,200.01666666666665,33.72333333333333,30-45
1022400204|1611661324,2024,17.733333333333334,11,2,9,192.90333333333334,200.0,7.096666666666664,15-30
1022400207|1611661324,2024,17.733333333333334,11,2,9,196.89666666666668,200.0,3.1033333333333246,15-30
1022400212|1611661324,2024,23.82,11,2,9,194.11333333333334,200.00000000000003,5.8866666666666845,15-30
1022400222|1611661324,2024,7.656666666666666,11,1,10,209.27666666666667,199.99999999999997,-9.2766666666667,0-15
1022400225|1611661324,2024,0.0,11,0,11,216.93,199.99999999999997,-16.930000000000035,none
1022400230|1611661324,2024,26.58666666666667,11,3,8,189.72333333333333,200.0,10.27666666666667,15-30
1022400238|1611661324,2024,80.80000000000001,11,3,8,138.22666666666666,191.43333333333334,53.20666666666668,45+
1022400001|1611661322,2024,0.0,0,0,0,0.0,0.0,0.0,none
1022400008|1611661322,2024,0.0,0,0,0,0.0,0.0,0.0,none
1022400014|1611661322,2024,0.0,0,0,0,0.0,0.0,0.0,none
1022400019|1611661322,2024,0.0,0,0,0,0.0,0.0,0.0,none
1022400023|1611661322,2024,0.0,8,0,8,172.75,172.68333333333334,-0.06666666666666288,none
1022400028|1611661322,2024,19.95,9,1,8,174.22916666666666,167.15,-7.0791666666666515,15-30
1022400036|1611661322,2024,7.876666666666667,9,1,8,185.99333333333334,187.68333333333334,1.6899999999999977,0-15
1022400042|1611661322,2024,0.0,10,0,10,205.6625,199.98333333333335,-5.679166666666646,none
1022400049|1611661322,2024,20.693333333333335,10,1,9,186.27916666666667,196.18333333333334,9.904166666666669,15-30
1022400054|1611661322,2024,30.533333333333335,10,2,8,172.58666666666667,190.73333333333335,18.146666666666675,30-45
1022400056|1611661322,2024,20.693333333333335,11,1,10,194.65666666666667,200.0,5.343333333333334,15-30
1022400062|1611661322,2024,28.913333333333334,11,2,9,189.9375,200.0,10.0625,15-30
1022400067|1611661322,2024,20.693333333333335,11,1,10,199.35,185.5333333333333,-13.816666666666691,15-30
1022400074|1611661322,2024,7.44,10,1,9,194.6,200.0,5.400000000000006,0-15
1022400084|1611661322,2024,7.44,10,1,9,194.76,200.01666666666668,5.256666666666689,0-15
1022400091|1611661322,2024,28.913333333333334,10,1,9,173.71666666666667,200.0,26.28333333333333,15-30
1022400095|1611661322,2024,28.913333333333334,10,1,9,174.72666666666666,200.0,25.27333333333334,15-30
1022400099|1611661322,2024,58.06333333333333,10,2,8,150.98333333333335,225.0,74.01666666666665,45+
1022400104|1611661322,2024,29.15,10,1,9,184.23333333333332,200.0,15.76666666666668,15-30
1022400114|1611661322,2024,29.15,10,1,9,197.96666666666667,200.0,2.0333333333333314,15-30
1022400117|1611661322,2024,60.42666666666666,10,2,8,171.52666666666667,192.43333333333334,20.906666666666666,45+
1022400122|1611661322,2024,46.656666666666666,10,2,8,190.51666666666665,200.0,9.483333333333348,45+
1022400129|1611661322,2024,0.0,9,0,9,212.48,200.0,-12.47999999999999,none
1022400140|1611661322,2024,0.0,9,0,9,218.31,199.6,-18.710000000000008,none
1022400143|1611661322,2024,13.99,9,1,8,194.99333333333334,200.0,5.006666666666661,0-15
1022400150|1611661322,2024,27.213333333333335,9,2,7,180.02333333333334,129.05,-50.97333333333333,15-30
1022400155|1611661322,2024,13.99,12,1,11,264.42,200.0,-64.42000000000002,0-15
1022400164|1611661322,2024,68.90666666666667,12,3,9,202.15583333333333,200.0,-2.1558333333333337,45+
1022400170|1611661322,2024,68.90666666666667,12,3,9,197.39666666666668,195.33333333333334,-2.0633333333333326,45+
1022400178|1611661322,2024,54.91666666666667,11,2,9,189.82666666666665,200.00000000000003,10.173333333333375,45+
1022400181|1611661322,2024,46.06999999999999,11,2,9,198.68,183.5,-15.180000000000007,45+
1022400189|1611661322,2024,46.06999999999999,11,2,9,191.59,181.8,-9.789999999999992,45+
1022400196|1611661322,2024,29.403333333333332,11,2,9,194.12666666666667,184.9,-9.22666666666666,15-30
1022400201|1611661322,2024,21.95,12,1,11,206.68666666666667,200.0,-6.686666666666667,15-30
1022400207|1611661322,2024,6.11,12,1,11,219.28666666666666,200.00000000000003,-19.286666666666633,0-15
1022400216|1611661322,2024,20.306666666666665,12,1,11,199.36,200.0,0.6399999999999864,15-30
1022400219|1611661322,2024,28.116666666666664,12,2,10,193.81333333333333,200.00000000000003,6.186666666666696,15-30
1022400226|1611661322,2024,51.236666666666665,12,3,9,170.16666666666666,225.0,54.83333333333334,45+
1022400231|1611661322,2024,43.42666666666666,12,2,10,181.67,200.0,18.330000000000013,30-45
1022400237|1611661322,2024,43.42666666666666,12,2,10,189.42333333333332,200.0,10.576666666666682,30-45
1022400005|1611661329,2024,0.0,0,0,0,0.0,0.0,0.0,none
1022400012|1611661329,2024,0.0,0,0,0,0.0,0.0,0.0,none
1022400022|1611661329,2024,0.0,0,0,0,0.0,0.0,0.0,none
1022400026|1611661329,2024,0.0,0,0,0,0.0,0.0,0.0,none
1022400034|1611661329,2024,0.0,8,0,8,185.0388888888889,165.16666666666669,-19.872222222222206,none
1022400039|1611661329,2024,0.0,9,0,9,204.11388888888888,186.36666666666667,-17.747222222222206,none
1022400044|1611661329,2024,30.920833333333334,9,2,7,170.53,171.4333333333333,0.9033333333333076,30-45
1022400050|1611661329,2024,23.770000000000003,9,2,7,175.4675,172.33333333333331,-3.1341666666666868,15-30
1022400054|1611661329,2024,0.0,10,0,10,213.3011111111111,177.88333333333333,-35.417777777777786,none
1022400061|1611661329,2024,29.28,10,1,9,182.65666666666667,174.98333333333335,-7.673333333333318,15-30
1022400070|1611661329,2024,33.013333333333335,12,2,10,189.98999999999998,200.01666666666668,10.0266666666667,30-45
1022400074|1611661329,2024,33.013333333333335,12,2,10,190.67166666666665,200.0,9.328333333333347,30-45
1022400079|1611661329,2024,38.39666666666667,12,3,9,189.52,200.0,10.47999999999999,30-45
1022400087|1611661329,2024,33.013333333333335,12,2,10,195.41333333333333,200.00000000000003,4.5866666666667015,30-45
1022400096|1611661329,2024,9.383333333333333,11,2,9,192.12333333333333,200.0,7.876666666666665,0-15
1022400100|1611661329,2024,0.0,10,0,10,198.43333333333334,198.56666666666666,0.13333333333332575,none
1022400107|1611661329,2024,13.954166666666666,11,3,8,191.25,200.0,8.75,0-15
1022400112|1611661329,2024,13.954166666666666,11,3,8,190.36,200.0,9.639999999999986,0-15
1022400120|1611661329,2024,10.874166666666666,11,2,9,196.56333333333333,200.0,3.4366666666666674,0-15
1022400125|1611661329,2024,14.554166666666665,11,3,8,193.65333333333334,200.0,6.346666666666664,0-15
1022400130|1611661329,2024,3.7041666666666666,11,1,10,207.01666666666668,200.00000000000003,-7.0166666666666515,0-15
1022400133|1611661329,2024,0.0,10,0,10,208.02333333333334,200.0,-8.02333333333334,none
1022400137|1611661329,2024,4.873333333333333,10,1,9,204.29666666666668,199.99999999999997,-4.2966666666667095,0-15
1022400146|1611661329,2024,17.976666666666667,10,2,8,187.82333333333332,200.0,12.176666666666677,15-30
1022400149|1611661329,2024,63.81666666666666,10,2,8,145.22,160.75,15.530000000000001,45+
1022400157|1611661329,2024,37.54,10,2,8,168.74333333333334,169.3,0.556666666666672,30-45
1022400161|1611661329,2024,33.31666666666666,10,1,9,175.1,170.45,-4.650000000000006,30-45
1022400169|1611661329,2024,37.839999999999996,11,2,9,189.81666666666666,196.55,6.7333333333333485,30-45
1022400174|1611661329,2024,37.839999999999996,12,2,10,201.01666666666665,200.0,-1.0166666666666515,30-45
1022400181|1611661329,2024,23.55666666666667,11,1,10,180.44333333333333,200.0,19.556666666666672,15-30
1022400185|1611661329,2024,23.55666666666667,11,1,10,182.88333333333333,200.0,17.116666666666674,15-30
1022400191|1611661329,2024,28.200000000000003,11,2,9,180.23000000000002,199.99999999999997,19.769999999999953,15-30
1022400197|1611661329,2024,23.55666666666667,11,1,10,185.17333333333335,200.0,14.826666666666654,15-30
1022400205|1611661329,2024,14.780000000000001,11,1,10,199.94,200.0,0.060000000000002274,0-15
1022400210|1611661329,2024,45.25,11,2,9,173.67000000000002,200.0,26.329999999999984,45+
1022400216|1611661329,2024,49.33,11,2,9,174.34666666666666,194.01666666666665,19.669999999999987,45+
1022400222|1611661329,2024,49.33,11,2,9,184.65666666666667,198.23333333333332,13.576666666666654,45+
1022400227|1611661329,2024,58.17,11,3,8,175.32,200.0,24.680000000000007,45+
1022400232|1611661329,2024,110.57333333333334,11,4,7,122.21333333333334,186.85000000000002,64.63666666666668,45+
1022400235|1611661329,2024,76.02000000000001,10,3,7,135.22666666666666,169.38333333333333,34.156666666666666,45+
