candidate,family,outcome,entity,n,dR2,beta_sign,beta,practical_spread_p10_p90,p_correct_entityswap,p_row_naive,sd_null_correct,sd_null_row,inflation_correct_over_row,z_correct,p_familywise_maxz
B01_dist_t5,B_form_trend,efg,player_id+season,13979,0.0016797532785407237,-1.0,-0.0023615267523136945,-0.031172664777385076,0.0016638935108153079,0.0016638935108153079,0.0001413365769385396,8.494653310440735e-05,1.6638298441776729,11.215374780659165,0.0016638935108153079
A12_share_plain_jumpshot,A_own_profile,ts,player_id+season,13984,0.001673676631830623,-1.0,-0.06902486823467159,-0.028346493143933737,0.0016638935108153079,0.0016638935108153079,0.00012709620712118066,0.00010425380709283777,1.2191037494487063,12.43289309373546,0.0016638935108153079
A04_share_paint,A_own_profile,efg,player_id+season,13984,0.0016701631288947739,1.0,0.05276029306047917,0.031055732202576826,0.0016638935108153079,0.0016638935108153079,0.00014018096254252185,9.916603247353245e-05,1.4135985785247214,11.19624701583072,0.0016638935108153079
B03_restricted_t5,B_form_trend,efg,player_id+season,13979,0.0016686129220112378,1.0,0.06030745395069994,0.029657516478912647,0.0016638935108153079,0.0016638935108153079,0.00013762811210554757,0.00010680305916921662,1.2886158240794616,11.399086102536264,0.0016638935108153079
D02_xpps_zone,D_quality_index,efg,player_id+season,13984,0.0015900792492039393,1.0,0.1927986904656157,0.028287884850104625,0.0016638935108153079,0.0016638935108153079,0.00013319311450313474,0.00010606811670184564,1.255731869714786,11.18245154705334,0.0016638935108153079
D01_xefg_zone,D_quality_index,efg,player_id+season,13984,0.0015900792492039393,1.0,0.3855973809312314,0.028287884850104625,0.0016638935108153079,0.0016638935108153079,0.00013357409792494478,9.680227403273307e-05,1.3798652899391346,11.173445427563658,0.0016638935108153079
D04_xefg_minus_own,D_quality_index,efg,player_id+season,13984,0.001590079249203939,1.0,0.3855973809312314,0.0773193886039211,0.0016638935108153079,0.0016638935108153079,0.00014410934913534912,0.00010250420616536087,1.4058871779648767,10.360616328894293,0.0066555740432612314
F03_xefg_x_oppxefg,F_interaction,efg,player_id+season,13984,0.0015757178167509255,1.0,0.7093088510227434,0.02833064671483345,0.0016638935108153079,0.0016638935108153079,0.00010933259867635311,9.563543247937538e-05,1.1432227140284188,13.67785371016159,0.0016638935108153079
A01_dist_mean,A_own_profile,efg,player_id+season,13984,0.0015208898043003879,-1.0,-0.002364128140038764,-0.029740952003551792,0.0016638935108153079,0.0016638935108153079,0.00012061157547658345,9.255377873862108e-05,1.3031512826418434,11.781113397089912,0.0016638935108153079
F01_dist_x_oppdist,F_interaction,efg,player_id+season,13984,0.0013600523156568486,-1.0,-0.00017322565366242665,-0.028021921638978344,0.0016638935108153079,0.0016638935108153079,0.00012982868961106052,9.422818768057229e-05,1.377811595519291,9.782497430533878,0.013311148086522463
A08_share_3pa,A_own_profile,ts,player_id+season,13984,0.0012373963705080268,-1.0,-0.04468905597486562,-0.027025567199280343,0.004991680532445923,0.0016638935108153079,0.00014504619197976216,9.320416154706858e-05,1.5562201254985066,7.842646716968622,0.03993344425956739
F03_xefg_x_oppxefg,F_interaction,ts,player_id+season,13984,0.0011923607393721468,1.0,0.5896335342213146,0.023550670945606318,0.0016638935108153079,0.0016638935108153079,0.0001060071573809534,9.288787227042506e-05,1.1412378687320353,10.490283741954372,0.004991680532445923
D03_xefg_action,D_quality_index,ts,player_id+season,13984,0.0011917715590693742,1.0,0.2891811470250833,0.022985225971692315,0.0016638935108153079,0.0016638935108153079,0.0001296877540870911,0.00010370259261460012,1.2505738845803223,8.454980623602577,0.026622296173044926
D01_xefg_zone,D_quality_index,ts,player_id+season,13984,0.001106563235357624,1.0,0.307211285056069,0.022537387145450064,0.0016638935108153079,0.0016638935108153079,0.0001439880686906122,9.296123715153842e-05,1.5489043939453353,6.9783498559850745,0.08153078202995008
D02_xpps_zone,D_quality_index,ts,player_id+season,13984,0.001106563235357624,1.0,0.1536056425280345,0.022537387145450064,0.0033277870216306157,0.0016638935108153079,0.00014190807872144654,0.0001027855929074612,1.380622271150468,7.073425613999921,0.07986688851913477
F04_3pa_x_opp3pa,F_interaction,ts,player_id+season,13984,0.001021007289453874,-1.0,-0.12280651552514114,-0.024124989797873166,0.0016638935108153079,0.0016638935108153079,0.0001450687322970733,0.0001137489425283997,1.275341370851461,6.297048652270885,0.129783693843594
A10_share_selfcreate_action,A_own_profile,efg,player_id+season,13984,0.0010116646807035552,-1.0,-0.05073166024217407,-0.023910863674747623,0.0033277870216306157,0.0016638935108153079,0.0001399220484200613,8.682942238907722e-05,1.6114589337365313,6.520764337953272,0.10815307820299501
A05_share_midrange,A_own_profile,efg,player_id+season,13984,0.0009708869419947194,-1.0,-0.08112986716208768,-0.02062725373522407,0.0033277870216306157,0.0016638935108153079,0.0001321506651765845,9.58469955970808e-05,1.3787669019080804,6.64816552915349,0.09983361064891846
A07_share_abovebreak3,A_own_profile,ts,player_id+season,13984,0.0009581761995620088,-1.0,-0.04438542219559328,-0.02332822233604962,0.0016638935108153079,0.0016638935108153079,0.00013308600976504072,0.00011008520225420056,1.2089364150662902,6.4845508594104215,0.11480865224625623
A12_share_plain_jumpshot,A_own_profile,efg,player_id+season,13984,0.0009570599445871892,-1.0,-0.05400995396637572,-0.022180307314850035,0.0033277870216306157,0.0016638935108153079,0.00011672834290098899,0.00010789500920128867,1.081869715430682,7.442609001982814,0.05490848585690516
A06_share_corner3,A_own_profile,ts,player_id+season,13984,0.0009460459417074726,-1.0,-0.1596555360414487,-0.016734401692455082,0.0033277870216306157,0.0016638935108153079,0.00013474308552582177,0.0001013297124879394,1.3297490165272041,6.327379274680415,0.1264559068219634
A09_share_catch_action,A_own_profile,efg,player_id+season,13984,0.0008686148914323147,1.0,0.04882794982594693,0.02170131103375419,0.0033277870216306157,0.0033277870216306157,0.00012040419612390257,0.00010545308116796588,1.14177978291713,6.458218851336797,0.11480865224625623
A08_share_3pa,A_own_profile,efg,player_id+season,13984,0.0006731824435029524,-1.0,-0.03419146349782952,-0.020677180894625315,0.008319467554076539,0.0016638935108153079,0.000143239490843012,9.216647769576623e-05,1.5541387109946143,4.032239725444478,0.5524126455906821
C03_assisted_share_2pt,C_assisted,efg,player_id+season,13851,0.0005978788283100081,1.0,0.03147921099942398,0.017816359003146213,0.0066555740432612314,0.004991680532445923,0.00012320823205446972,9.933033544811907e-05,1.2403887644054343,4.090650842801588,0.5341098169717138
A05_share_midrange,A_own_profile,ppm,player_id+season,13984,0.0005947610036120825,1.0,0.05638748413803777,0.014336507423122686,0.0066555740432612314,0.0016638935108153079,0.0001104909497461219,8.232729087741256e-05,1.342093837517935,4.654740334889421,0.389351081530782
D01_xefg_zone,D_quality_index,ppm,player_id+season,13984,0.0005910651136974093,-1.0,-0.20523732823579138,-0.01505645576237097,0.008319467554076539,0.0033277870216306157,0.0001201293740281423,8.06771013184936e-05,1.489014504300306,4.2230769377528565,0.49750415973377704
D02_xpps_zone,D_quality_index,ppm,player_id+season,13984,0.0005910651136974093,-1.0,-0.10261866411789569,-0.01505645576237097,0.004991680532445923,0.0016638935108153079,0.00010154964503322162,8.807107294821118e-05,1.1530419879514389,5.10059282745727,0.27454242928452577
A06_share_corner3,A_own_profile,ppm,player_id+season,13984,0.0005897894710844544,-1.0,-0.1216245168037137,-0.012748154998619676,0.0066555740432612314,0.0016638935108153079,0.00011118615696413895,7.65447150531837e-05,1.4525647771617698,4.588474381139534,0.41098169717138106
A05_share_midrange,A_own_profile,ts,player_id+season,13984,0.0005747036942887382,-1.0,-0.05979419791881881,-0.015202663772412176,0.018302828618968387,0.009983361064891847,0.00014080075494331295,9.805090122268122e-05,1.4359965404452886,3.3887679359979996,0.7437603993344426
A07_share_abovebreak3,A_own_profile,efg,player_id+season,13984,0.0005272491693820498,-1.0,-0.034180032053720694,-0.017964443003127804,0.018302828618968387,0.016638935108153077,0.0001287496028376426,0.00011718746686286415,1.0986635882172344,3.380899504784705,0.7454242928452579
F04_3pa_x_opp3pa,F_interaction,efg,player_id+season,13984,0.0005217022078081539,-1.0,-0.09107408348016355,-0.017891244006184578,0.026622296173044926,0.008319467554076539,0.0001443920729163955,0.00010781746324928599,1.3392271396939188,2.8958067732865485,0.8752079866888519
A08_share_3pa,A_own_profile,ppm,player_id+season,13984,0.0004939076650869288,-1.0,-0.026503853193263864,-0.01602812254340907,0.009983361064891847,0.004991680532445923,9.84050940897538e-05,8.59114070588606e-05,1.145425240472821,4.300136780187882,0.46589018302828616
A12_share_plain_jumpshot,A_own_profile,ppm,player_id+season,13984,0.0004820078328606607,-1.0,-0.035175927721928124,-0.014445723976047925,0.024958402662229616,0.004991680532445923,0.00011457652003733379,8.445537453094746e-05,1.3566516124482861,3.511889492747443,0.7088186356073212
A06_share_corner3,A_own_profile,efg,player_id+season,13984,0.00046459877055194174,-1.0,-0.11625222536213228,-0.012185054681390325,0.021630615640599003,0.009983361064891847,0.0001228334909647366,9.961597084925716e-05,1.2330702588906461,3.076556875174894,0.8252911813643927
C04_assisted_share_t5,C_assisted,efg,player_id+season,13822,0.00046152621129023295,1.0,0.028767466478450267,0.01726047988707016,0.026622296173044926,0.013311148086522463,0.00012617707930481157,0.00010107295771569448,1.248376243819161,3.0001194956314805,0.8502495840266223
F03_xefg_x_oppxefg,F_interaction,ppm,player_id+season,13984,0.00039269046784741604,-1.0,-0.3096348119459823,-0.012367185965897731,0.024958402662229616,0.014975041597337771,0.0001095887643985788,9.064873567459363e-05,1.2089386970820546,2.9418067641653445,0.8652246256239601
E05_opp_3pa_conceded,E_opp_conceded,efg,opp_team_id+season,13989,0.0003688661799158868,1.0,0.17990804656907064,0.014514296796140505,0.04658901830282862,0.02329450915141431,0.0001323542756014305,9.210058859480148e-05,1.437062212313604,2.112783953191444,0.9733777038269551
F04_3pa_x_opp3pa,F_interaction,ppm,player_id+season,13984,0.0003661715881436995,-1.0,-0.06905570872535098,-0.013565797069968438,0.028286189683860232,0.024958402662229616,0.00010669201913421498,0.00010257849837195515,1.0401011988627868,2.6807754833669004,0.9201331114808652
B06_3pa_trend,B_form_trend,ts,player_id+season,13979,0.0003396438720655858,-1.0,-0.06740691071178413,-0.010358304116971225,0.026622296173044926,0.029950083194675542,9.70945935744113e-05,9.683350797477559e-05,1.0026962319665598,2.77420543825932,0.9001663893510815
A10_share_selfcreate_action,A_own_profile,ts,player_id+season,13984,0.0003280644869573563,-1.0,-0.027557626250422334,-0.012988469948115719,0.0632279534109817,0.021630615640599003,0.0001431926544281603,8.428934949719321e-05,1.6988226304075174,1.5809239298912652,1.0
A07_share_abovebreak3,A_own_profile,ppm,player_id+season,13984,0.00032655707510940014,-1.0,-0.02418387004395904,-0.01271063041476755,0.04159733777038269,0.018302828618968387,0.00011052805387465624,8.379014017999441e-05,1.3191057281587617,2.228934312352316,0.9667221297836939
E05_opp_3pa_conceded,E_opp_conceded,ts,opp_team_id+season,13989,0.00031976129795813576,1.0,0.1607953579530094,0.012972357786540809,0.06988352745424292,0.033277870216306155,0.00014929386563937604,9.530562185040161e-05,1.5664749124004265,1.465529200243705,1.0
C01_assisted_share,C_assisted,efg,player_id+season,13924,0.0003082673911777847,1.0,0.028671261500843474,0.012620256130713152,0.05324459234608985,0.026622296173044926,0.00012680114992902444,9.327433699465849e-05,1.3594430581295467,1.7431899584330777,0.9983361064891847
D03_xefg_action,D_quality_index,ppm,player_id+season,13984,0.0003066310491892121,-1.0,-0.13377099708459375,-0.010632631580859177,0.04658901830282862,0.029950083194675542,0.00010404163090706917,9.739125113882568e-05,1.0682851867131653,2.2184518335916708,0.9667221297836939
B06_3pa_trend,B_form_trend,ppm,player_id+season,13979,0.00028678418159136645,-1.0,-0.0578963174823908,-0.00889682760124594,0.04326123128119801,0.033277870216306155,9.801847731174583e-05,0.00010089906030727154,0.9714508441728459,2.251173150999407,0.9667221297836939
B06_3pa_trend,B_form_trend,efg,player_id+season,13979,0.0002745817510218208,-1.0,-0.06313322542605328,-0.00970157424428643,0.04991680532445923,0.05324459234608985,9.678864996977606e-05,9.751478556868318e-05,0.992553584621322,2.1053923180880036,0.9750415973377704
E06_opp_assisted_conceded,E_opp_conceded,efg,opp_team_id+season,13989,0.0002651379198415548,1.0,0.12578181168866773,0.011281327052864467,0.06988352745424292,0.05324459234608985,0.00010638460936543252,9.560503857700645e-05,1.1127510740947353,1.7317873659148533,0.9983361064891847
C03_assisted_share_2pt,C_assisted,ts,player_id+season,13851,0.00024353364855257936,1.0,0.019180721143589978,0.010855755369462382,0.11980033277870217,0.05823627287853577,0.00013823083456733398,0.0001017015577973588,1.3591810937917004,1.0252076925918774,1.0
B01_dist_t5,B_form_trend,ppm,player_id+season,13979,0.00023908355956256242,-1.0,-0.0007954519409772309,-0.010500137962997627,0.10149750415973377,0.03494176372712146,0.0001220522794460874,7.263810094307815e-05,1.6802790527485292,1.2344024964291258,1.0
A09_share_catch_action,A_own_profile,ts,player_id+season,13984,0.00023738244507712979,1.0,0.02436003870028374,0.010826683866792773,0.09816971713810316,0.07321131447587355,0.0001237431686854878,0.00010402688565572188,1.1895306478271126,1.1828133042713809,1.0
A09_share_catch_action,A_own_profile,ppm,player_id+season,13984,0.00022643545522781062,-1.0,-0.023003005241502034,-0.010223557885112014,0.08985024958402663,0.04991680532445923,0.00012074789449571758,8.830311100409118e-05,1.367425146438195,1.1958858359023026,1.0
A10_share_selfcreate_action,A_own_profile,ppm,player_id+season,13984,0.00018401753443769527,1.0,0.01981289874256158,0.009338222296954076,0.129783693843594,0.07820299500831947,0.00010547663653601066,7.524285373722666e-05,1.4018160037413059,0.9850830187586924,1.0
A01_dist_mean,A_own_profile,ppm,player_id+season,13984,0.00016403880418129307,-1.0,-0.0006927137986244233,-0.008714404049498437,0.17304492512479203,0.09151414309484193,0.00012751221668273023,8.265718127754498e-05,1.5426635013668288,0.6142662205122815,1.0
E04_opp_xefg_conceded,E_opp_conceded,ts,opp_team_id+season,13989,0.00016109895186306562,1.0,0.31189256108843155,0.008458509250504571,0.2096505823627288,0.11813643926788686,0.00013908559197669369,9.085349411395184e-05,1.530877742602253,0.42510188403316007,1.0
B04_dist_trend,B_form_trend,ts,player_id+season,13979,0.00015844776738294734,-1.0,-0.0021923004710381324,-0.007341590092368146,0.14143094841930118,0.13810316139767054,9.657825422528133e-05,0.00010517732769714053,0.918242137729337,0.8932957340736244,1.0
C01_assisted_share,C_assisted,ppm,player_id+season,13924,0.00015151500250054544,-1.0,-0.017879448422449172,-0.007870013621847284,0.14309484193011648,0.13477537437603992,0.00010618380381443775,8.935621880681971e-05,1.188320244884106,0.7246320326514947,1.0
B04_dist_trend,B_form_trend,efg,player_id+season,13979,0.00015085302590960804,-1.0,-0.0022282773148223573,-0.007462069581092549,0.15973377703826955,0.14143094841930118,9.863957829639038e-05,0.00010486065495143614,0.9406729181891252,0.7813192558645506,1.0
C04_assisted_share_t5,C_assisted,ppm,player_id+season,13822,0.00014924537989639833,-1.0,-0.014607600001824763,-0.008764560001094858,0.13976705490848584,0.1281198003327787,0.00011378349922752303,8.894877073803194e-05,1.2792026048637957,0.6987667203596718,1.0
C02_assisted_share_3pt,C_assisted,ppm,player_id+season,11931,0.00014837928239230352,-1.0,-0.02100661186543986,-0.006001889104411388,0.16805324459234608,0.15307820299500832,0.00010465894269940794,9.525970677627793e-05,1.0986695869766279,0.6975245147042597,1.0
E06_opp_assisted_conceded,E_opp_conceded,ts,opp_team_id+season,13989,0.00012799517535765794,1.0,0.08389225485237142,0.007524267232963739,0.23294509151414308,0.18635607321131448,0.00011150175534618472,9.639487882819517e-05,1.1567186628753854,0.38961563288389706,1.0
C05_assisted_trend,C_assisted,efg,player_id+season,13822,0.00011883042367507184,1.0,0.025694763400621424,0.006274089571813035,0.19800332778702162,0.18469217970049917,0.00011025410147562477,0.00010196855264271562,1.0812559227151202,0.38758214753478143,1.0
C05_assisted_trend,C_assisted,ts,player_id+season,13822,0.00011531885373872981,1.0,0.02427166742672061,0.005926601195666935,0.2113144758735441,0.194675540765391,0.0001110128843839737,0.00010119779826731514,1.0969891270829026,0.34857354544512004,1.0
F01_dist_x_oppdist,F_interaction,ppm,player_id+season,13984,0.00010984151274895013,-1.0,-4.392853157553463e-05,-0.007106117618836372,0.20133111480865223,0.1713810316139767,0.00010278321485751457,8.574348223347376e-05,1.1987291882739584,0.39405332896261236,1.0
B04_dist_trend,B_form_trend,ppm,player_id+season,13979,0.00010925962739424981,-1.0,-0.0017017693852729074,-0.005698896398311131,0.20133111480865223,0.17637271214642264,9.214446804629727e-05,8.538527064996057e-05,1.0791611638036052,0.48947602408574786,1.0
E05_opp_3pa_conceded,E_opp_conceded,ppm,opp_team_id+season,13989,0.0001088315955152952,1.0,0.08764222134001558,0.007070641011677326,0.37271214642262895,0.2079866888519135,0.00017139879187247185,9.029978697620745e-05,1.898108485213068,-0.12540593369443986,1.0
E04_opp_xefg_conceded,E_opp_conceded,efg,opp_team_id+season,13989,0.00010546252969133795,1.0,0.26287480066819213,0.007129150260643782,0.3277870216306156,0.20632279534109818,0.0001438469719305416,9.073361086976157e-05,1.5853769132699744,-0.010130826546494578,1.0
A04_share_paint,A_own_profile,ppm,player_id+season,13984,8.629162734190731e-05,1.0,0.010669664714810284,0.006280371674482546,0.3194675540765391,0.2079866888519135,0.00011250242649910992,7.51972591483431e-05,1.496097434577691,0.037325745075776115,1.0
E01_opp_dist_conceded,E_opp_conceded,efg,opp_team_id+season,13989,7.98328964583766e-05,1.0,0.00354683925392572,0.006247735270027166,0.37603993344425957,0.30615640599001664,0.00013999687817664995,0.0001010354313532224,1.3856216210649643,-0.14780885884922954,1.0
C04_assisted_share_t5,C_assisted,ts,player_id+season,13822,7.77217230377981e-05,1.0,0.011233734658314112,0.006740240794988467,0.2978369384359401,0.2961730449251248,0.00012175270274503563,0.00010508841011829129,1.1585740293148066,-0.020831192595021267,1.0
E03_opp_restricted_conceded,E_opp_conceded,ts,opp_team_id+season,13989,6.106484196422205e-05,1.0,0.048923875692587486,0.005356224624743726,0.46755407653910147,0.3910149750415973,0.00015898566841144083,0.00011204827485572513,1.418903313024256,-0.3753718082963062,1.0
G01_noise,G_control,ppm,player_id+season,13989,5.843069032522379e-05,1.0,0.0019245646011427258,0.00490549613840493,0.324459234608985,0.3427620632279534,8.316261798094493e-05,8.524404786446124e-05,0.9755826953827228,-0.02707714440003492,1.0
G01_noise,G_control,efg,player_id+season,13989,4.954159416813719e-05,1.0,0.0019757519733258526,0.005035966924592275,0.39434276206322794,0.39933444259567386,0.00010100294450758994,0.00011526150711356617,0.8762938038635276,-0.20593009240544846,1.0
E01_opp_dist_conceded,E_opp_conceded,ts,opp_team_id+season,13989,4.941919952332322e-05,1.0,0.002679018333143304,0.004719074119443966,0.5224625623960066,0.41430948419301167,0.00016797335875148045,0.00011207045617780204,1.498819264954069,-0.41122121267384987,1.0
B05_lt5ft_trend,B_form_trend,ppm,player_id+season,13979,4.931252214779071e-05,-1.0,-0.02302237726849045,-0.004025384886151823,0.389351081530782,0.3527454242928453,0.0001048587118383827,7.81618649596183e-05,1.341558468347155,-0.1938693258966342,1.0
E01_opp_dist_conceded,E_opp_conceded,ppm,opp_team_id+season,13989,4.3391033855457444e-05,1.0,0.00234544460816556,0.00413148607908068,0.5906821963394343,0.40099833610648916,0.00020662376616129661,7.949126999073433e-05,2.599326519571031,-0.48330643531455025,1.0
G01_noise,G_control,ts,player_id+season,13989,3.755728372874116e-05,1.0,0.001651513066310865,0.004209518851434194,0.4509151414309484,0.47088186356073214,9.896860856074356e-05,0.00011298354439864383,0.8759559552455632,-0.3192487038834349,1.0
E04_opp_xefg_conceded,E_opp_conceded,ppm,opp_team_id+season,13989,3.7482856658419025e-05,1.0,0.14045343501268928,0.003809089499198191,0.5840266222961731,0.44093178036605657,0.00015581298286152388,8.666881893877472e-05,1.797797463602158,-0.5245066939682224,1.0
C02_assisted_share_3pt,C_assisted,ts,player_id+season,11931,2.4984385458249547e-05,-1.0,-0.009078412113444883,-0.0025938320324128236,0.6139767054908486,0.56738768718802,0.00015456419758610426,0.00011904398776977203,1.29837886382828,-0.4908348658776188,1.0
B03_restricted_t5,B_form_trend,ppm,player_id+season,13979,2.119955271427117e-05,-1.0,-0.005996048492518346,-0.002948688683169956,0.5973377703826955,0.5307820299500832,0.0001040312202640531,9.110369105964046e-05,1.1418990718603235,-0.48458149009676477,1.0
E02_opp_lt5ft_conceded,E_opp_conceded,ts,opp_team_id+season,13989,2.0258217505577454e-05,1.0,0.03320195234912668,0.0029800039704610507,0.6805324459234608,0.6006655574043261,0.00016107256131845036,0.00010395136805242107,1.5494991969439398,-0.6109996299011994,1.0
C05_assisted_trend,C_assisted,ppm,player_id+season,13822,1.803612662766415e-05,-1.0,-0.00901519609500045,-0.002201310318589039,0.5990016638935108,0.5990016638935108,0.00010511343744492095,8.194113256744967e-05,1.2827920990522927,-0.4526399750297917,1.0
B02_lt5ft_t5,B_form_trend,ppm,player_id+season,13979,1.6019276627042867e-05,-1.0,-0.004846312167588241,-0.0025993856171609656,0.6389351081530782,0.5690515806988353,0.00010906985313979761,7.42118242286361e-05,1.4697099050384326,-0.5592171845500724,1.0
E02_opp_lt5ft_conceded,E_opp_conceded,ppm,opp_team_id+season,13989,1.3617635662191897e-05,1.0,0.025434286445445216,0.002282825834947145,0.7737104825291181,0.6605657237936772,0.00021185843300467673,9.057305991299262e-05,2.3390888329067687,-0.6739772730733076,1.0
E03_opp_restricted_conceded,E_opp_conceded,efg,opp_team_id+season,13989,1.1035354338274712e-05,1.0,0.02166401478542424,0.0023717934816452494,0.7487520798668885,0.7254575707154742,0.00014000504783428646,0.00011003455784716824,1.272373430433969,-0.6615521932854487,1.0
C03_assisted_share_2pt,C_assisted,ppm,player_id+season,13851,1.0992166778311053e-05,1.0,0.0038115740530031365,0.0021572450369427474,0.7104825291181365,0.6722129783693843,9.938712676889002e-05,8.154731953018103e-05,1.2187663229335994,-0.6521853182257455,1.0
E03_opp_restricted_conceded,E_opp_conceded,ppm,opp_team_id+season,13989,9.286215359766706e-06,1.0,0.017825462344011504,0.0019515457228770265,0.8419301164725458,0.7138103161397671,0.00021174516146954414,8.66751930233955e-05,2.442973059343399,-0.7051161847519141,1.0
C01_assisted_share,C_assisted,ts,player_id+season,13924,7.21246623800893e-06,1.0,0.004166347492663786,0.0018339050929246574,0.7703826955074875,0.7121464226289518,0.0001292683552577933,9.809720556078879e-05,1.317757774228221,-0.6464761759755376,1.0
A11_share_layup_action,A_own_profile,ppm,player_id+season,13984,5.864288417603414e-06,-1.0,-0.0031288123310894774,-0.0015829951068488976,0.7803660565723793,0.7753743760399334,0.0001027863844954952,8.269873918274167e-05,1.2429014699772547,-0.6484711832182366,1.0
A03_share_restricted,A_own_profile,ppm,player_id+season,13984,4.797299408330751e-06,-1.0,-0.003100623832196654,-0.001391276326621049,0.8169717138103162,0.7820299500831946,0.00010287157797039322,8.023952321677239e-05,1.2820561968255824,-0.7164866265362942,1.0
