candidate,n,corr_candidate_with_future,corr_ref_with_future,dr2_over_ref_predicting_future,status,verdict
E02_opp_lt5ft_conceded,13989,0.005835734102006469,0.6532415963388697,9.478821236140873e-05,NOT_FLAGGED__NOT_A_CERTIFICATE_OF_CLEANLINESS,"NOT FLAGGED: 'E02_opp_lt5ft_conceded' does not out-predict 'refB_ppm' on the unplayed future (|0.0058| vs |0.6532|, dR2=0.0001). This probe found nothing; it is NOT a certificate -- a baseline can read the future without out-predicting a pregame one. Also read the construction."
E03_opp_restricted_conceded,13989,0.008162161312588248,0.6532415963388697,9.102769051256673e-05,NOT_FLAGGED__NOT_A_CERTIFICATE_OF_CLEANLINESS,"NOT FLAGGED: 'E03_opp_restricted_conceded' does not out-predict 'refB_ppm' on the unplayed future (|0.0082| vs |0.6532|, dR2=0.0001). This probe found nothing; it is NOT a certificate -- a baseline can read the future without out-predicting a pregame one. Also read the construction."
E04_opp_xefg_conceded,13989,0.016645887897380227,0.6532415963388697,0.0001846564776784929,NOT_FLAGGED__NOT_A_CERTIFICATE_OF_CLEANLINESS,"NOT FLAGGED: 'E04_opp_xefg_conceded' does not out-predict 'refB_ppm' on the unplayed future (|0.0166| vs |0.6532|, dR2=0.0002). This probe found nothing; it is NOT a certificate -- a baseline can read the future without out-predicting a pregame one. Also read the construction."
E05_opp_3pa_conceded,13989,0.003142865802281913,0.6532415963388697,3.3015844342340737e-06,NOT_FLAGGED__NOT_A_CERTIFICATE_OF_CLEANLINESS,"NOT FLAGGED: 'E05_opp_3pa_conceded' does not out-predict 'refB_ppm' on the unplayed future (|0.0031| vs |0.6532|, dR2=0.0000). This probe found nothing; it is NOT a certificate -- a baseline can read the future without out-predicting a pregame one. Also read the construction."
E06_opp_assisted_conceded,13989,-0.004126821750138013,0.6532415963388697,4.8970728023080935e-05,NOT_FLAGGED__NOT_A_CERTIFICATE_OF_CLEANLINESS,"NOT FLAGGED: 'E06_opp_assisted_conceded' does not out-predict 'refB_ppm' on the unplayed future (|-0.0041| vs |0.6532|, dR2=0.0000). This probe found nothing; it is NOT a certificate -- a baseline can read the future without out-predicting a pregame one. Also read the construction."
F01_dist_x_oppdist,13984,-0.09221455493080806,0.6528772455448233,0.0007715249568429333,NOT_FLAGGED__NOT_A_CERTIFICATE_OF_CLEANLINESS,"NOT FLAGGED: 'F01_dist_x_oppdist' does not out-predict 'refB_ppm' on the unplayed future (|-0.0922| vs |0.6529|, dR2=0.0008). This probe found nothing; it is NOT a certificate -- a baseline can read the future without out-predicting a pregame one. Also read the construction."
F02_lt5ft_x_opplt5ft,13984,0.024381212007663446,0.6528772455448233,6.278874023100935e-05,NOT_FLAGGED__NOT_A_CERTIFICATE_OF_CLEANLINESS,"NOT FLAGGED: 'F02_lt5ft_x_opplt5ft' does not out-predict 'refB_ppm' on the unplayed future (|0.0244| vs |0.6529|, dR2=0.0001). This probe found nothing; it is NOT a certificate -- a baseline can read the future without out-predicting a pregame one. Also read the construction."
F03_xefg_x_oppxefg,13984,-0.09820346245500541,0.6528772455448233,0.0012552138813830818,NOT_FLAGGED__NOT_A_CERTIFICATE_OF_CLEANLINESS,"NOT FLAGGED: 'F03_xefg_x_oppxefg' does not out-predict 'refB_ppm' on the unplayed future (|-0.0982| vs |0.6529|, dR2=0.0013). This probe found nothing; it is NOT a certificate -- a baseline can read the future without out-predicting a pregame one. Also read the construction."
F04_3pa_x_opp3pa,13984,-0.1445515101025033,0.6528772455448233,0.002415278119508876,NOT_FLAGGED__NOT_A_CERTIFICATE_OF_CLEANLINESS,"NOT FLAGGED: 'F04_3pa_x_opp3pa' does not out-predict 'refB_ppm' on the unplayed future (|-0.1446| vs |0.6529|, dR2=0.0024). This probe found nothing; it is NOT a certificate -- a baseline can read the future without out-predicting a pregame one. Also read the construction."
G01_noise,13989,-0.003960031725942607,0.6532415963388697,2.881384331329926e-06,NOT_FLAGGED__NOT_A_CERTIFICATE_OF_CLEANLINESS,"NOT FLAGGED: 'G01_noise' does not out-predict 'refB_ppm' on the unplayed future (|-0.0040| vs |0.6532|, dR2=0.0000). This probe found nothing; it is NOT a certificate -- a baseline can read the future without out-predicting a pregame one. Also read the construction."
G02_ref_echo,13989,0.6532415963388697,0.6532415963388697,9.191873335002934e-17,NOT_FLAGGED__NOT_A_CERTIFICATE_OF_CLEANLINESS,"NOT FLAGGED: 'G02_ref_echo' does not out-predict 'refB_ppm' on the unplayed future (|0.6532| vs |0.6532|, dR2=0.0000). This probe found nothing; it is NOT a certificate -- a baseline can read the future without out-predicting a pregame one. Also read the construction."
