candidate,n,corr_candidate_with_future,corr_ref_with_future,dr2_over_ref_predicting_future,status,verdict
A01_dist_mean,13984,-0.09267867452480806,0.6528772455448233,0.000752577403293854,NOT_FLAGGED__NOT_A_CERTIFICATE_OF_CLEANLINESS,"NOT FLAGGED: 'A01_dist_mean' does not out-predict 'refB_ppm' on the unplayed future (|-0.0927| vs |0.6529|, dR2=0.0008). This probe found nothing; it is NOT a certificate -- a baseline can read the future without out-predicting a pregame one. Also read the construction."
A02_share_lt5ft,13984,0.023448140318266263,0.6528772455448233,3.3427189177053346e-05,NOT_FLAGGED__NOT_A_CERTIFICATE_OF_CLEANLINESS,"NOT FLAGGED: 'A02_share_lt5ft' does not out-predict 'refB_ppm' on the unplayed future (|0.0234| vs |0.6529|, dR2=0.0000). This probe found nothing; it is NOT a certificate -- a baseline can read the future without out-predicting a pregame one. Also read the construction."
A03_share_restricted,13984,0.018799620923695064,0.6528772455448233,1.036489931635954e-05,NOT_FLAGGED__NOT_A_CERTIFICATE_OF_CLEANLINESS,"NOT FLAGGED: 'A03_share_restricted' does not out-predict 'refB_ppm' on the unplayed future (|0.0188| vs |0.6529|, dR2=0.0000). This probe found nothing; it is NOT a certificate -- a baseline can read the future without out-predicting a pregame one. Also read the construction."
A04_share_paint,13984,0.07678584158676632,0.6528772455448233,0.00037232743941192204,NOT_FLAGGED__NOT_A_CERTIFICATE_OF_CLEANLINESS,"NOT FLAGGED: 'A04_share_paint' does not out-predict 'refB_ppm' on the unplayed future (|0.0768| vs |0.6529|, dR2=0.0004). This probe found nothing; it is NOT a certificate -- a baseline can read the future without out-predicting a pregame one. Also read the construction."
A05_share_midrange,13984,0.13023260693813282,0.6528772455448233,0.0033782596537235325,NOT_FLAGGED__NOT_A_CERTIFICATE_OF_CLEANLINESS,"NOT FLAGGED: 'A05_share_midrange' does not out-predict 'refB_ppm' on the unplayed future (|0.1302| vs |0.6529|, dR2=0.0034). This probe found nothing; it is NOT a certificate -- a baseline can read the future without out-predicting a pregame one. Also read the construction."
A06_share_corner3,13984,-0.22315573215956155,0.6528772455448233,0.003084611483660312,NOT_FLAGGED__NOT_A_CERTIFICATE_OF_CLEANLINESS,"NOT FLAGGED: 'A06_share_corner3' does not out-predict 'refB_ppm' on the unplayed future (|-0.2232| vs |0.6529|, dR2=0.0031). This probe found nothing; it is NOT a certificate -- a baseline can read the future without out-predicting a pregame one. Also read the construction."
A07_share_abovebreak3,13984,-0.10071635111922345,0.6528772455448233,0.0016165951210332752,NOT_FLAGGED__NOT_A_CERTIFICATE_OF_CLEANLINESS,"NOT FLAGGED: 'A07_share_abovebreak3' does not out-predict 'refB_ppm' on the unplayed future (|-0.1007| vs |0.6529|, dR2=0.0016). This probe found nothing; it is NOT a certificate -- a baseline can read the future without out-predicting a pregame one. Also read the construction."
A08_share_3pa,13984,-0.14600379496866356,0.6528772455448233,0.0025000801119052685,NOT_FLAGGED__NOT_A_CERTIFICATE_OF_CLEANLINESS,"NOT FLAGGED: 'A08_share_3pa' does not out-predict 'refB_ppm' on the unplayed future (|-0.1460| vs |0.6529|, dR2=0.0025). This probe found nothing; it is NOT a certificate -- a baseline can read the future without out-predicting a pregame one. Also read the construction."
A09_share_catch_action,13984,-0.20574579837761592,0.6528772455448233,0.001109189544347409,NOT_FLAGGED__NOT_A_CERTIFICATE_OF_CLEANLINESS,"NOT FLAGGED: 'A09_share_catch_action' does not out-predict 'refB_ppm' on the unplayed future (|-0.2057| vs |0.6529|, dR2=0.0011). This probe found nothing; it is NOT a certificate -- a baseline can read the future without out-predicting a pregame one. Also read the construction."
A10_share_selfcreate_action,13984,0.18721687587832553,0.6528772455448233,0.0008158038843357198,NOT_FLAGGED__NOT_A_CERTIFICATE_OF_CLEANLINESS,"NOT FLAGGED: 'A10_share_selfcreate_action' does not out-predict 'refB_ppm' on the unplayed future (|0.1872| vs |0.6529|, dR2=0.0008). This probe found nothing; it is NOT a certificate -- a baseline can read the future without out-predicting a pregame one. Also read the construction."
A11_share_layup_action,13984,0.007652636527695984,0.6528772455448233,4.207508234403779e-06,NOT_FLAGGED__NOT_A_CERTIFICATE_OF_CLEANLINESS,"NOT FLAGGED: 'A11_share_layup_action' does not out-predict 'refB_ppm' on the unplayed future (|0.0077| vs |0.6529|, dR2=0.0000). This probe found nothing; it is NOT a certificate -- a baseline can read the future without out-predicting a pregame one. Also read the construction."
A12_share_plain_jumpshot,13984,-0.20800606015635764,0.6528772455448233,0.003158605220813507,NOT_FLAGGED__NOT_A_CERTIFICATE_OF_CLEANLINESS,"NOT FLAGGED: 'A12_share_plain_jumpshot' does not out-predict 'refB_ppm' on the unplayed future (|-0.2080| vs |0.6529|, dR2=0.0032). This probe found nothing; it is NOT a certificate -- a baseline can read the future without out-predicting a pregame one. Also read the construction."
B01_dist_t5,13979,-0.08806086832500903,0.6531049298428212,0.0008777265871072058,NOT_FLAGGED__NOT_A_CERTIFICATE_OF_CLEANLINESS,"NOT FLAGGED: 'B01_dist_t5' does not out-predict 'refB_ppm' on the unplayed future (|-0.0881| vs |0.6531|, dR2=0.0009). This probe found nothing; it is NOT a certificate -- a baseline can read the future without out-predicting a pregame one. Also read the construction."
B02_lt5ft_t5,13979,0.016808516196908957,0.6531049298428212,1.4719311128376984e-05,NOT_FLAGGED__NOT_A_CERTIFICATE_OF_CLEANLINESS,"NOT FLAGGED: 'B02_lt5ft_t5' does not out-predict 'refB_ppm' on the unplayed future (|0.0168| vs |0.6531|, dR2=0.0000). This probe found nothing; it is NOT a certificate -- a baseline can read the future without out-predicting a pregame one. Also read the construction."
B03_restricted_t5,13979,0.00867528008324082,0.6531049298428212,2.944699063301803e-07,NOT_FLAGGED__NOT_A_CERTIFICATE_OF_CLEANLINESS,"NOT FLAGGED: 'B03_restricted_t5' does not out-predict 'refB_ppm' on the unplayed future (|0.0087| vs |0.6531|, dR2=0.0000). This probe found nothing; it is NOT a certificate -- a baseline can read the future without out-predicting a pregame one. Also read the construction."
B04_dist_trend,13979,0.00010058779055572774,0.6531049298428212,0.0001419501938850842,NOT_FLAGGED__NOT_A_CERTIFICATE_OF_CLEANLINESS,"NOT FLAGGED: 'B04_dist_trend' does not out-predict 'refB_ppm' on the unplayed future (|0.0001| vs |0.6531|, dR2=0.0001). This probe found nothing; it is NOT a certificate -- a baseline can read the future without out-predicting a pregame one. Also read the construction."
B05_lt5ft_trend,13979,-0.013203947962823627,0.6531049298428212,1.5789897828766015e-05,NOT_FLAGGED__NOT_A_CERTIFICATE_OF_CLEANLINESS,"NOT FLAGGED: 'B05_lt5ft_trend' does not out-predict 'refB_ppm' on the unplayed future (|-0.0132| vs |0.6531|, dR2=0.0000). This probe found nothing; it is NOT a certificate -- a baseline can read the future without out-predicting a pregame one. Also read the construction."
B06_3pa_trend,13979,-0.024355463043869544,0.6531049298428212,0.0008810666876757508,NOT_FLAGGED__NOT_A_CERTIFICATE_OF_CLEANLINESS,"NOT FLAGGED: 'B06_3pa_trend' does not out-predict 'refB_ppm' on the unplayed future (|-0.0244| vs |0.6531|, dR2=0.0009). This probe found nothing; it is NOT a certificate -- a baseline can read the future without out-predicting a pregame one. Also read the construction."
C01_assisted_share,13924,-0.12865095182321945,0.6570206722376659,0.0014369204443467022,NOT_FLAGGED__NOT_A_CERTIFICATE_OF_CLEANLINESS,"NOT FLAGGED: 'C01_assisted_share' does not out-predict 'refB_ppm' on the unplayed future (|-0.1287| vs |0.6570|, dR2=0.0014). This probe found nothing; it is NOT a certificate -- a baseline can read the future without out-predicting a pregame one. Also read the construction."
C02_assisted_share_3pt,11931,-0.12338982626390306,0.6727444501536803,0.0025156630915514535,NOT_FLAGGED__NOT_A_CERTIFICATE_OF_CLEANLINESS,"NOT FLAGGED: 'C02_assisted_share_3pt' does not out-predict 'refB_ppm' on the unplayed future (|-0.1234| vs |0.6727|, dR2=0.0025). This probe found nothing; it is NOT a certificate -- a baseline can read the future without out-predicting a pregame one. Also read the construction."
C03_assisted_share_2pt,13851,-0.06224425504521016,0.6575425535371321,6.586688537725419e-05,NOT_FLAGGED__NOT_A_CERTIFICATE_OF_CLEANLINESS,"NOT FLAGGED: 'C03_assisted_share_2pt' does not out-predict 'refB_ppm' on the unplayed future (|-0.0622| vs |0.6575|, dR2=0.0001). This probe found nothing; it is NOT a certificate -- a baseline can read the future without out-predicting a pregame one. Also read the construction."
C04_assisted_share_t5,13822,-0.11060383104298717,0.657361989004023,0.0012493661863458346,NOT_FLAGGED__NOT_A_CERTIFICATE_OF_CLEANLINESS,"NOT FLAGGED: 'C04_assisted_share_t5' does not out-predict 'refB_ppm' on the unplayed future (|-0.1106| vs |0.6574|, dR2=0.0012). This probe found nothing; it is NOT a certificate -- a baseline can read the future without out-predicting a pregame one. Also read the construction."
C05_assisted_trend,13822,-0.009367907635887044,0.657361989004023,5.865609572979154e-05,NOT_FLAGGED__NOT_A_CERTIFICATE_OF_CLEANLINESS,"NOT FLAGGED: 'C05_assisted_trend' does not out-predict 'refB_ppm' on the unplayed future (|-0.0094| vs |0.6574|, dR2=0.0001). This probe found nothing; it is NOT a certificate -- a baseline can read the future without out-predicting a pregame one. Also read the construction."
D01_xefg_zone,13984,-0.11436650217858374,0.6528772455448233,0.001960557881891349,NOT_FLAGGED__NOT_A_CERTIFICATE_OF_CLEANLINESS,"NOT FLAGGED: 'D01_xefg_zone' does not out-predict 'refB_ppm' on the unplayed future (|-0.1144| vs |0.6529|, dR2=0.0020). This probe found nothing; it is NOT a certificate -- a baseline can read the future without out-predicting a pregame one. Also read the construction."
D02_xpps_zone,13984,-0.11436650217858374,0.6528772455448233,0.001960557881891349,NOT_FLAGGED__NOT_A_CERTIFICATE_OF_CLEANLINESS,"NOT FLAGGED: 'D02_xpps_zone' does not out-predict 'refB_ppm' on the unplayed future (|-0.1144| vs |0.6529|, dR2=0.0020). This probe found nothing; it is NOT a certificate -- a baseline can read the future without out-predicting a pregame one. Also read the construction."
D03_xefg_action,13984,-0.10726284431191505,0.6528772455448233,0.0006107399532621003,NOT_FLAGGED__NOT_A_CERTIFICATE_OF_CLEANLINESS,"NOT FLAGGED: 'D03_xefg_action' does not out-predict 'refB_ppm' on the unplayed future (|-0.1073| vs |0.6529|, dR2=0.0006). This probe found nothing; it is NOT a certificate -- a baseline can read the future without out-predicting a pregame one. Also read the construction."
D04_xefg_minus_own,13984,-0.17662563931560737,0.6528772455448233,0.018183490177469966,NOT_FLAGGED__NOT_A_CERTIFICATE_OF_CLEANLINESS,"NOT FLAGGED: 'D04_xefg_minus_own' does not out-predict 'refB_ppm' on the unplayed future (|-0.1766| vs |0.6529|, dR2=0.0182). This probe found nothing; it is NOT a certificate -- a baseline can read the future without out-predicting a pregame one. Also read the construction."
E01_opp_dist_conceded,13989,-0.002753312119423984,0.6532415963388697,1.715811202317807e-05,NOT_FLAGGED__NOT_A_CERTIFICATE_OF_CLEANLINESS,"NOT FLAGGED: 'E01_opp_dist_conceded' does not out-predict 'refB_ppm' on the unplayed future (|-0.0028| vs |0.6532|, dR2=0.0000). This probe found nothing; it is NOT a certificate -- a baseline can read the future without out-predicting a pregame one. Also read the construction."
