game_id,season,season_type,game_date,team_id,team_abbreviation,is_home,minutes,pts,ch_ft,ch_3pt,ch_paint,ch_np2,box_poss,box_poss_reg,pbp_poss,pts_per100,ch_ft_per100,ch_3pt_per100,ch_paint_per100,ch_np2_per100,fta,fta_per100,fg3a,fg3a_per100,pf,pf_per100,ft_rate,fg3a_share,paint_share
1022100001,2021,Regular Season,2021-05-14,1611661313,NYL,1,200.0,90.0,15.0,39.0,26.0,10.0,84.92,84.92,83.0,105.98210080075364,17.663683466792275,45.92557701365991,30.617051342439943,11.775788977861517,18.0,21.19642016015073,26.0,30.617051342439943,20.0,23.551577955723033,0.2727272727272727,0.3939393939393939,0.28888888888888886
1022100001,2021,Regular Season,2021-05-14,1611661325,IND,0,200.0,87.0,10.0,9.0,50.0,18.0,86.72,86.72,84.0,100.32287822878229,11.531365313653136,10.378228782287824,57.656826568265686,20.756457564575648,13.0,14.990774907749078,18.0,20.756457564575648,21.0,24.215867158671585,0.14772727272727273,0.20454545454545456,0.5747126436781609
1022100002,2021,Regular Season,2021-05-14,1611661323,CON,0,200.0,78.0,14.0,30.0,28.0,6.0,79.68,79.68,78.0,97.89156626506023,17.570281124497992,37.65060240963855,35.140562248995984,7.53012048192771,22.0,27.61044176706827,23.0,28.865461847389557,21.0,26.355421686746986,0.36065573770491804,0.3770491803278688,0.358974358974359
1022100002,2021,Regular Season,2021-05-14,1611661330,ATL,1,200.0,67.0,18.0,9.0,28.0,12.0,79.24,79.24,78.0,84.5532559313478,22.715800100959115,11.357900050479557,35.3356890459364,15.143866733972741,21.0,26.501766784452297,18.0,22.715800100959115,17.0,21.453811206461385,0.328125,0.28125,0.417910447761194
1022100003,2021,Regular Season,2021-05-14,1611661317,PHO,0,200.0,77.0,11.0,12.0,46.0,8.0,83.36,83.36,83.0,92.37044145873321,13.195777351247601,14.395393474088293,55.18234165067179,9.596928982725528,19.0,22.79270633397313,20.0,23.99232245681382,16.0,19.193857965451055,0.25333333333333335,0.26666666666666666,0.5974025974025974
1022100003,2021,Regular Season,2021-05-14,1611661324,MIN,1,200.0,75.0,12.0,15.0,32.0,16.0,86.16,86.16,82.0,87.04735376044569,13.92757660167131,17.40947075208914,37.140204271123494,18.570102135561747,14.0,16.24883936861653,16.0,18.570102135561747,21.0,24.37325905292479,0.19444444444444445,0.2222222222222222,0.4266666666666667
1022100004,2021,Regular Season,2021-05-14,1611661320,LAS,1,200.0,71.0,8.0,21.0,34.0,8.0,93.16,93.16,90.0,76.21296693860026,8.587376556462,22.541863460712754,36.496350364963504,8.587376556462,14.0,15.027908973808502,28.0,30.055817947617005,17.0,18.248175182481752,0.1794871794871795,0.358974358974359,0.4788732394366197
1022100004,2021,Regular Season,2021-05-14,1611661321,DAL,0,200.0,94.0,18.0,24.0,42.0,10.0,92.68,92.68,90.0,101.42425550280534,19.421665947345705,25.89555459646094,45.31722054380664,10.789814415192058,22.0,23.73759171342253,17.0,18.342684505826497,17.0,18.342684505826497,0.34375,0.265625,0.44680851063829785
1022100005,2021,Regular Season,2021-05-15,1611661322,WAS,1,200.0,56.0,16.0,12.0,20.0,8.0,82.36,82.36,81.0,67.99417192812045,19.42690626517727,14.570179698882953,24.28363283147159,9.713453132588635,19.0,23.069451189898007,30.0,36.42544924720738,20.0,24.28363283147159,0.2638888888888889,0.4166666666666667,0.35714285714285715
1022100005,2021,Regular Season,2021-05-15,1611661329,CHI,0,200.0,70.0,18.0,24.0,26.0,2.0,81.24,81.24,80.0,86.164451009355,22.156573116691288,29.542097488921716,32.00393894633186,2.461841457410143,21.0,25.8493353028065,17.0,20.925652387986215,20.0,24.61841457410143,0.35,0.2833333333333333,0.37142857142857144
1022100006,2021,Regular Season,2021-05-15,1611661319,LVA,0,200.0,83.0,10.0,9.0,48.0,16.0,85.28,85.28,84.0,97.3264540337711,11.726078799249532,10.553470919324578,56.28517823639775,18.76172607879925,12.0,14.071294559099437,12.0,14.071294559099437,13.0,15.24390243902439,0.15,0.15,0.5783132530120482
1022100006,2021,Regular Season,2021-05-15,1611661328,SEA,1,200.0,97.0,11.0,36.0,38.0,12.0,84.6,84.6,85.0,114.65721040189126,13.002364066193854,42.55319148936171,44.917257683215134,14.184397163120568,15.0,17.73049645390071,27.0,31.914893617021278,11.0,13.002364066193854,0.2054794520547945,0.3698630136986301,0.3917525773195876
1022100007,2021,Regular Season,2021-05-16,1611661313,NYL,0,200.0,73.0,12.0,27.0,30.0,4.0,89.6,89.6,88.0,81.47321428571429,13.392857142857144,30.133928571428573,33.48214285714286,4.464285714285714,15.0,16.74107142857143,25.0,27.901785714285715,22.0,24.55357142857143,0.23076923076923078,0.38461538461538464,0.410958904109589
1022100007,2021,Regular Season,2021-05-16,1611661325,IND,1,200.0,65.0,12.0,9.0,28.0,16.0,97.36,97.36,88.0,66.76253081347576,12.325390304026294,9.244042728019721,28.75924404272802,16.433853738701725,19.0,19.5152013147083,21.0,21.569433032046014,24.0,24.65078060805259,0.24675324675324675,0.2727272727272727,0.4307692307692308
1022100008,2021,Regular Season,2021-05-16,1611661317,PHO,0,200.0,78.0,20.0,24.0,24.0,10.0,80.56,80.56,77.0,96.8222442899702,24.826216484607745,29.791459781529294,29.791459781529294,12.413108242303872,24.0,29.791459781529294,25.0,31.03277060575968,24.0,29.791459781529294,0.42105263157894735,0.43859649122807015,0.3076923076923077
1022100008,2021,Regular Season,2021-05-16,1611661323,CON,1,200.0,86.0,22.0,24.0,30.0,10.0,80.88,80.88,77.0,106.3303659742829,27.200791295746786,29.67359050445104,37.0919881305638,12.363996043521267,27.0,33.382789317507424,17.0,21.018793273986155,21.0,25.96439169139466,0.4090909090909091,0.25757575757575757,0.3488372093023256
1022100009,2021,Regular Season,2021-05-18,1611661313,NYL,1,200.0,86.0,14.0,36.0,30.0,6.0,88.04,88.04,83.0,97.68287142208086,15.90186278964107,40.8905043162199,34.075420263516584,6.815084052703316,16.0,18.17355747387551,27.0,30.667878237164924,17.0,19.30940481599273,0.23880597014925373,0.40298507462686567,0.3488372093023256
1022100009,2021,Regular Season,2021-05-18,1611661324,MIN,0,200.0,75.0,16.0,9.0,38.0,12.0,84.8,84.8,84.0,88.4433962264151,18.867924528301888,10.61320754716981,44.81132075471698,14.150943396226415,20.0,23.58490566037736,23.0,27.12264150943396,18.0,21.22641509433962,0.2702702702702703,0.3108108108108108,0.5066666666666667
1022100010,2021,Regular Season,2021-05-18,1611661317,PHO,0,200.0,91.0,20.0,33.0,34.0,4.0,79.0,79.0,79.0,115.18987341772151,25.31645569620253,41.77215189873418,43.037974683544306,5.063291139240507,25.0,31.645569620253166,28.0,35.44303797468354,22.0,27.848101265822784,0.3787878787878788,0.42424242424242425,0.37362637362637363
1022100010,2021,Regular Season,2021-05-18,1611661322,WAS,1,200.0,70.0,19.0,15.0,32.0,4.0,81.24,81.24,80.0,86.164451009355,23.387493845396357,18.463810930576074,39.389463318562285,4.923682914820286,21.0,25.8493353028065,28.0,34.465780403742,22.0,27.080256031511574,0.28,0.37333333333333335,0.45714285714285713
1022100011,2021,Regular Season,2021-05-18,1611661319,LVA,0,200.0,96.0,16.0,18.0,48.0,14.0,80.92,80.92,81.0,118.63568956994563,19.77261492832427,22.244191794364806,59.31784478497281,17.301038062283737,18.0,22.244191794364806,15.0,18.536826495304002,14.0,17.301038062283737,0.2571428571428571,0.21428571428571427,0.5
1022100011,2021,Regular Season,2021-05-18,1611661328,SEA,1,200.0,80.0,9.0,21.0,32.0,18.0,82.28,82.28,83.0,97.22897423432183,10.938259601361205,25.52260573650948,38.89158969372873,21.87651920272241,12.0,14.584346135148275,25.0,30.38405444822557,13.0,15.799708313077296,0.15789473684210525,0.32894736842105265,0.4
