game_id,season,season_type,game_date,team_id,team_abbreviation,opp_team_id,opp_team_abbreviation,is_home,wl,minutes,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,stl,blk,tov,pf,pts,plus_minus,points_paint,points_fast_break,points_second_chance,points_off_turnovers,fouls_drawn,opp_fgm,opp_fga,opp_fg_pct,opp_fg3m,opp_fg3a,opp_fg3_pct,opp_ftm,opp_fta,opp_ft_pct,opp_oreb,opp_dreb,opp_reb,opp_ast,opp_stl,opp_blk,opp_tov,opp_pf,opp_pts,opp_plus_minus,opp_points_paint,opp_points_fast_break,opp_points_second_chance,opp_points_off_turnovers,opp_fouls_drawn,box_source,opp_box_source,in_misc,era,source,observed_time,ch_ft,ch_3pt,pts_2s,ch_paint,ch_np2,box_poss,pbp_poss,ft_rate,fg3a_share,paint_share,reg_factor,pts_per100,ch_ft_per100,ch_3pt_per100,ch_paint_per100,ch_np2_per100,fta_per100,fg3a_per100,pf_per100,box_poss_reg,prior_games,pred_ch_ft,abserr_ch_ft,pred_ch_3pt,abserr_ch_3pt,pred_ch_paint,abserr_ch_paint,pred_ch_np2,abserr_ch_np2,pred_pts_sum,abserr_pts_sum,series_id,series_game_num
1042300301,2023,Playoffs,2023-10-08,1611661313,NYL,1611661319,LVA,0,L,200.0,32.0,69.0,0.464,9.0,29.0,0.31,9.0,13.0,0.692,6.0,24,30,17,6,3,11.0,18.0,82.0,-17,30.0,11,4,6,16,35,64,0.547,9,22,0.409,20,23,0.87,4,30,34,21,7,5,11,16,99.0,17,42,13,6,16,18,team_gamelog,team_gamelog,1,gamelog_new,gamelog_team_2023_playoffs.parquet+misc_1042300301.parquet,2026-07-30T17:02:55+00:00,9.0,27.0,46.0,30.0,16.0,79.72,79.0,0.18840579710144928,0.42028985507246375,0.36585365853658536,1.0,102.86001003512293,11.289513296537883,33.86853988961365,37.63171098845961,20.070245860511793,16.30707476166583,36.37732062217762,22.579026593075767,79.72,46,13.658790862933534,4.658790862933534,31.765416643055122,4.765416643055122,36.73405350110858,6.734053501108583,6.4115505575578595,9.58844944244214,88.5698115646551,6.569811564655097,2023_1611661313-1611661319,1
1042300302,2023,Playoffs,2023-10-11,1611661313,NYL,1611661319,LVA,0,L,200.0,26.0,72.0,0.361,8.0,35.0,0.229,16.0,22.0,0.727,13.0,22,35,19,4,4,10.0,15.0,76.0,-28,28.0,3,12,14,18,37,70,0.529,13,29,0.448,17,17,1.0,8,32,40,31,7,1,11,18,104.0,28,32,11,15,13,15,team_gamelog,team_gamelog,1,gamelog_new,gamelog_team_2023_playoffs.parquet+misc_1042300302.parquet,2026-07-30T17:02:55+00:00,16.0,24.0,36.0,28.0,8.0,78.68,78.0,0.3055555555555556,0.4861111111111111,0.3684210526315789,1.0,96.5937976614133,20.335536349771225,30.503304524656834,35.58718861209964,10.167768174885612,27.96136248093543,44.48398576512455,19.064565327910522,78.68,47,13.189594723926072,2.8104052760739275,31.503653963192306,7.503653963192306,36.36415428288206,8.364154282882062,6.938240752724856,1.0617592472751438,87.99564372272529,11.99564372272529,2023_1611661313-1611661319,2
1042300303,2023,Playoffs,2023-10-15,1611661313,NYL,1611661319,LVA,1,W,200.0,33.0,63.0,0.524,13.0,30.0,0.433,8.0,16.0,0.5,4.0,31,35,28,4,8,11.0,16.0,87.0,14,34.0,12,2,14,14,23,69,0.333,7,22,0.318,20,23,0.87,8,26,34,13,7,0,13,14,73.0,-14,30,2,12,13,16,team_gamelog,team_gamelog,1,gamelog_new,gamelog_team_2023_playoffs.parquet+misc_1042300303.parquet,2026-07-30T17:02:55+00:00,8.0,39.0,40.0,34.0,6.0,77.04,79.0,0.25396825396825395,0.47619047619047616,0.39080459770114945,1.0,112.92834890965732,10.384215991692626,50.62305295950156,44.13291796469366,7.78816199376947,20.768431983385252,38.94080996884735,20.768431983385252,77.04,48,13.472434874441317,5.472434874441317,31.09350276194131,7.906497238058691,35.906967964936065,1.9069679649360651,6.996276721980025,0.996276721980025,87.46918232329872,0.46918232329872467,2023_1611661313-1611661319,3
1042300304,2023,Playoffs,2023-10-18,1611661313,NYL,1611661319,LVA,1,L,200.0,26.0,72.0,0.361,9.0,26.0,0.346,8.0,12.0,0.667,9.0,30,39,19,5,5,13.0,12.0,69.0,-1,24.0,17,7,14,14,28,67,0.418,5,21,0.238,9,11,0.818,6,32,38,18,7,1,15,14,70.0,1,44,4,7,15,12,team_gamelog,team_gamelog,1,gamelog_new,gamelog_team_2023_playoffs.parquet+misc_1042300304.parquet,2026-07-30T17:02:55+00:00,8.0,27.0,34.0,24.0,10.0,81.28,79.0,0.16666666666666666,0.3611111111111111,0.34782608695652173,1.0,84.89173228346456,9.84251968503937,33.218503937007874,29.52755905511811,12.303149606299213,14.763779527559056,31.988188976377952,14.763779527559056,81.28,49,12.922039594164163,4.922039594164163,31.523668797497685,4.523668797497685,35.803216224473694,11.803216224473694,6.942072642106536,3.0579273578934636,87.19099725824208,18.190997258242078,2023_1611661313-1611661319,4
1042400101,2024,Playoffs,2024-09-22,1611661313,NYL,1611661330,ATL,1,W,200.0,29.0,67.0,0.433,8.0,23.0,0.348,17.0,18.0,0.944,6.0,31,37,22,10,5,15.0,18.0,83.0,14,28.0,11,9,18,14,27,68,0.397,3,16,0.188,12,19,0.632,10,26,36,16,9,5,16,14,69.0,-14,38,14,10,14,18,team_gamelog,team_gamelog,1,gamelog_new,gamelog_team_2024_playoffs.parquet+misc_1042400101.parquet,2026-07-30T17:02:58+00:00,17.0,24.0,42.0,28.0,14.0,83.92,80.0,0.26865671641791045,0.34328358208955223,0.3373493975903614,1.0,98.90371782650143,20.257387988560534,28.59866539561487,33.36510962821735,16.682554814108673,21.448999046711155,27.407054337464253,21.448999046711155,83.92,40,14.074870213245703,2.9251297867542974,30.216337134943135,6.216337134943135,35.59494154691864,7.5949415469186405,5.238427896978283,8.761572103021717,85.12457679208576,2.1245767920857617,2024_1611661313-1611661330,1
1042400102,2024,Playoffs,2024-09-24,1611661313,NYL,1611661330,ATL,1,W,200.0,35.0,71.0,0.493,8.0,24.0,0.333,13.0,14.0,0.929,11.0,20,31,24,6,3,9.0,12.0,91.0,9,46.0,4,13,18,14,35,65,0.538,7,19,0.368,5,9,0.556,8,22,30,22,3,4,14,14,82.0,-9,42,9,13,11,12,team_gamelog,team_gamelog,1,gamelog_new,gamelog_team_2024_playoffs.parquet+misc_1042400102.parquet,2026-07-30T17:02:58+00:00,13.0,24.0,54.0,46.0,8.0,75.16,74.0,0.19718309859154928,0.3380281690140845,0.5054945054945055,1.0,121.07503991484833,17.29643427354976,31.9318786588611,61.20276742948377,10.6439595529537,18.626929217668973,31.9318786588611,15.96593932943055,75.16,41,14.371326894270625,1.3713268942706254,29.86229670385058,5.862296703850578,35.16238515220849,10.837614847791507,5.737427661158652,2.2625723388413483,85.13343641148835,5.866563588511653,2024_1611661313-1611661330,2
1042400201,2024,Playoffs,2024-09-29,1611661313,NYL,1611661319,LVA,1,W,200.0,30.0,60.0,0.5,8.0,19.0,0.421,19.0,23.0,0.826,3.0,28,31,22,10,4,15.0,16.0,87.0,10,42.0,16,11,11,15,29,67,0.433,7,25,0.28,12,15,0.8,2,20,22,19,4,4,11,15,77.0,-10,38,6,7,15,16,team_gamelog,team_gamelog,1,gamelog_new,gamelog_team_2024_playoffs.parquet+misc_1042400201.parquet,2026-07-30T17:02:58+00:00,19.0,24.0,44.0,42.0,2.0,82.12,78.0,0.38333333333333336,0.31666666666666665,0.4827586206896552,1.0,105.94252313687286,23.136872868972233,29.22552362396493,51.144666341938624,2.4354603019970775,28.007793472966387,23.136872868972233,19.48368241597662,82.12,42,14.232532486691566,4.767467513308434,29.530725504430162,5.530725504430162,35.77536008941671,6.224639910583292,5.865398636027992,3.865398636027992,85.40401671656643,1.5959832834335685,2024_1611661313-1611661319,1
1042400202,2024,Playoffs,2024-10-01,1611661313,NYL,1611661319,LVA,1,W,200.0,33.0,67.0,0.493,9.0,29.0,0.31,13.0,16.0,0.813,8.0,27,35,19,4,3,12.0,19.0,88.0,4,44.0,12,11,22,22,30,69,0.435,12,27,0.444,12,19,0.632,9,20,29,23,3,2,13,22,84.0,-4,24,10,18,14,19,team_gamelog,team_gamelog,1,gamelog_new,gamelog_team_2024_playoffs.parquet+misc_1042400202.parquet,2026-07-30T17:02:58+00:00,13.0,27.0,48.0,44.0,4.0,78.04,79.0,0.23880597014925373,0.43283582089552236,0.5,1.0,112.76268580215273,16.65812403895438,34.597642234751405,56.381342901076366,5.125576627370579,20.502306509482317,37.16043054843669,24.34648898001025,78.04,43,14.714472266217113,1.714472266217113,29.219946648238135,2.2199466482381354,36.125130923291714,7.874869076708286,5.648196721763987,1.6481967217639868,85.70774655951095,2.2922534404890484,2024_1611661313-1611661319,2
1042400203,2024,Playoffs,2024-10-04,1611661313,NYL,1611661319,LVA,0,L,200.0,26.0,67.0,0.388,12.0,29.0,0.414,17.0,19.0,0.895,8.0,27,35,21,5,4,12.0,10.0,81.0,-14,28.0,13,12,6,13,37,71,0.521,13,32,0.406,8,9,0.889,5,29,34,22,5,3,9,13,95.0,14,42,8,12,13,10,team_gamelog,team_gamelog,1,gamelog_new,gamelog_team_2024_playoffs.parquet+misc_1042400203.parquet,2026-07-30T17:02:58+00:00,17.0,36.0,28.0,28.0,0.0,79.36,79.0,0.2835820895522388,0.43283582089552236,0.345679012345679,1.0,102.06653225806451,21.421370967741936,45.36290322580645,35.28225806451613,0.0,23.941532258064516,36.542338709677416,12.600806451612904,79.36,44,14.541346107589641,2.458653892410359,29.095972445770258,6.904027554229742,36.564907534184016,8.564907534184016,5.5561522240941725,5.5561522240941725,85.7583783116381,4.758378311638097,2024_1611661313-1611661319,3
1042400204,2024,Playoffs,2024-10-06,1611661313,NYL,1611661319,LVA,0,W,200.0,28.0,71.0,0.394,10.0,24.0,0.417,10.0,11.0,0.909,13.0,35,48,14,5,5,14.0,20.0,76.0,14,30.0,4,14,8,15,21,64,0.328,7,30,0.233,13,18,0.722,4,23,27,16,7,7,8,15,62.0,-14,28,7,4,14,20,team_gamelog,team_gamelog,1,gamelog_new,gamelog_team_2024_playoffs.parquet+misc_1042400204.parquet,2026-07-30T17:02:58+00:00,10.0,30.0,36.0,30.0,6.0,76.84,73.0,0.15492957746478872,0.3380281690140845,0.39473684210526316,1.0,98.9068193649141,13.01405517959396,39.04216553878188,39.04216553878188,7.808433107756376,14.315460697553357,31.233732431025505,26.02811035918792,76.84,45,14.78937629527256,4.789376295272559,29.479291132164768,0.5207088678352321,36.08937508891118,6.089375088911183,5.2476689575923,0.7523310424077003,85.60571147394081,9.605711473940815,2024_1611661313-1611661319,4
1042400301,2024,Playoffs,2024-10-10,1611661313,NYL,1611661324,MIN,1,L,225.0,34.0,90.0,0.378,13.0,33.0,0.394,12.0,14.0,0.857,20.0,24,44,21,5,4,15.0,14.0,93.0,-2,36.0,19,23,15,16,36,71,0.507,9,22,0.409,14,15,0.933,5,27,32,20,8,9,12,16,95.0,2,42,17,11,17,14,team_gamelog,team_gamelog,1,gamelog_new,gamelog_team_2024_playoffs.parquet+misc_1042400301.parquet,2026-07-30T17:02:58+00:00,12.0,39.0,42.0,36.0,6.0,91.16,83.0,0.15555555555555556,0.36666666666666664,0.3870967741935484,0.8888888888888888,102.01842913558579,13.163668275559456,42.78192189556823,39.49100482667837,6.581834137779728,15.357612988152699,36.2000877577885,15.357612988152699,81.0311111111111,46,14.306646744405416,2.306646744405416,29.508042684192855,9.491957315807145,35.753143087687064,0.2468569123129356,5.289209800171107,0.7107901998288932,84.85704231645644,8.142957683543557,2024_1611661313-1611661324,1
1042400302,2024,Playoffs,2024-10-13,1611661313,NYL,1611661324,MIN,1,W,200.0,29.0,61.0,0.475,11.0,24.0,0.458,11.0,14.0,0.786,10.0,25,35,17,12,2,18.0,15.0,80.0,14,28.0,19,10,26,15,27,60,0.45,6,20,0.3,6,7,0.857,4,22,26,20,8,0,19,15,66.0,-14,34,13,4,17,15,team_gamelog,team_gamelog,1,gamelog_new,gamelog_team_2024_playoffs.parquet+misc_1042400302.parquet,2026-07-30T17:02:58+00:00,11.0,33.0,36.0,28.0,8.0,75.16,76.0,0.22950819672131148,0.39344262295081966,0.35,1.0,106.43959552953699,14.635444385311336,43.90633315593401,37.253858435337946,10.6439595529537,18.626929217668973,31.9318786588611,19.957424161788186,75.16,47,14.07433974064185,3.0743397406418502,30.02943260038205,2.9705673996179485,35.7667028520791,7.766702852079099,5.328253258794728,2.671746741205272,85.19872845189774,5.198728451897736,2024_1611661313-1611661324,2
1042400303,2024,Playoffs,2024-10-16,1611661313,NYL,1611661324,MIN,0,W,200.0,28.0,61.0,0.459,10.0,25.0,0.4,14.0,14.0,1.0,6.0,27,33,18,8,9,18.0,13.0,80.0,3,28.0,5,10,6,18,29,75,0.387,9,21,0.429,10,12,0.833,7,25,32,20,12,1,12,18,77.0,-3,28,11,14,18,13,team_gamelog,team_gamelog,1,gamelog_new,gamelog_team_2024_playoffs.parquet+misc_1042400303.parquet,2026-07-30T17:02:58+00:00,14.0,30.0,36.0,28.0,8.0,79.16,77.0,0.22950819672131148,0.4098360655737705,0.35,1.0,101.0611419909045,17.685699848408287,37.89792824658919,35.371399696816574,10.10611419909045,17.685699848408287,31.581606872157657,16.42243557352198,79.16,48,13.764937135124086,0.2350628648759141,30.191804398618867,0.1918043986188671,35.342173346831956,7.342173346831956,5.474291461078456,2.5257085389215437,84.77320634165336,4.773206341653363,2024_1611661313-1611661324,3
1042400304,2024,Playoffs,2024-10-18,1611661313,NYL,1611661324,MIN,0,L,200.0,31.0,71.0,0.437,9.0,23.0,0.391,9.0,9.0,1.0,9.0,31,40,18,7,3,16.0,14.0,80.0,-2,38.0,12,4,10,9,29,65,0.446,9,23,0.391,15,20,0.75,5,26,31,20,10,1,13,9,82.0,2,26,11,5,19,14,team_gamelog,team_gamelog,1,gamelog_new,gamelog_team_2024_playoffs.parquet+misc_1042400304.parquet,2026-07-30T17:02:58+00:00,9.0,27.0,44.0,38.0,6.0,81.96,81.0,0.1267605633802817,0.323943661971831,0.475,1.0,97.60858955588093,10.980966325036604,32.94289897510981,46.364080039043436,7.320644216691069,10.980966325036604,28.062469497315767,17.081503172279163,81.96,49,13.788578803661865,4.788578803661865,30.1813689636504,3.1813689636503995,34.942710284254595,3.057289715745405,5.611706803985163,0.38829319601483725,84.52436485555202,4.524364855552022,2024_1611661313-1611661324,4
1042400305,2024,Playoffs,2024-10-20,1611661313,NYL,1611661324,MIN,1,W,225.0,22.0,72.0,0.306,2.0,23.0,0.087,21.0,25.0,0.84,9.0,35,44,15,9,6,12.0,17.0,67.0,5,38.0,4,9,10,21,26,70,0.371,3,19,0.158,7,8,0.875,4,29,33,16,6,4,17,21,62.0,-5,44,2,4,2,17,team_gamelog,team_gamelog,1,gamelog_new,gamelog_team_2024_playoffs.parquet+misc_1042400305.parquet,2026-07-30T17:02:58+00:00,21.0,6.0,40.0,38.0,2.0,86.0,85.0,0.3472222222222222,0.3194444444444444,0.5671641791044776,0.8888888888888888,77.90697674418605,24.41860465116279,6.976744186046512,44.18604651162791,2.3255813953488373,29.069767441860463,26.74418604651163,19.767441860465116,76.44444444444444,50,13.307240212397696,7.692759787602304,30.009040723272523,24.009040723272523,35.108317405924396,2.891682594075604,5.632739851074161,3.6327398510741613,84.05733819266878,17.05733819266878,2024_1611661313-1611661324,5
1042500131,2025,Playoffs,2025-09-14,1611661313,NYL,1611661317,PHX,0,W,225.0,30.0,72.0,0.417,10.0,33.0,0.303,6.0,9.0,0.667,10.0,38,48,19,6,6,21.0,13.0,76.0,7,30.0,11,9,5,14,25,77,0.325,6,26,0.231,13,16,0.813,5,26,31,16,12,2,11,14,69.0,-7,34,20,4,15,13,team_gamelog,team_gamelog,1,gamelog_new,gamelog_team_2025_playoffs.parquet+misc_1042500131.parquet,2026-07-31T12:30:23+00:00,6.0,30.0,40.0,30.0,10.0,86.96,85.0,0.125,0.4583333333333333,0.39473684210526316,0.8888888888888888,87.39650413983442,6.899724011039559,34.4986200551978,34.4986200551978,11.499540018399264,10.34958601655934,37.94848206071757,14.949402023919044,77.29777777777777,44,14.66513653621954,8.66513653621954,27.264280061357734,2.7357199386422657,33.67036548914334,3.670365489143343,6.04106071112496,3.9589392888750403,81.64084279784556,5.640842797845565,2025_1611661313-1611661317,1
