game_id,season,game_date,team_abbreviation,player_id,player_name,starter_flag,started_last,minutes,prior_apps,rs_prior_apps,pred_b1_carry,pred_b3_carry,pred_b3_rsfrozen,pred_b1_rsfrozen,err_b1_carry,err_b3_carry,err_b3_rsfrozen
1042100211,2021,2021-09-26,SEA,100720,Sue Bird,1,1,36.71666666666667,30,30.0,28.45,26.544285399460367,26.544285399460367,28.45,-8.26666666666667,-10.172381267206301,-10.172381267206301
1042200131,2022,2022-08-18,SEA,100720,Sue Bird,1,1,31.816666666666666,31,31.0,26.95,26.38374115747207,26.383741157472073,26.95,-4.866666666666667,-5.432925509194597,-5.432925509194593
1042200132,2022,2022-08-21,SEA,100720,Sue Bird,1,1,33.1,32,31.0,31.816666666666666,28.01363681124911,26.383741157472073,26.95,-1.283333333333335,-5.086363188750891,-6.716258842527928
1042200201,2022,2022-08-28,SEA,100720,Sue Bird,1,1,36.8,33,31.0,33.1,29.53955756475814,26.383741157472073,26.95,-3.6999999999999957,-7.260442435241856,-10.416258842527924
1042200202,2022,2022-08-31,SEA,100720,Sue Bird,1,1,32.95,34,31.0,36.8,31.71770208278581,26.383741157472073,26.95,3.8499999999999943,-1.2322979172141935,-6.56625884252793
1042200203,2022,2022-09-04,SEA,100720,Sue Bird,1,1,42.75,35,31.0,32.95,32.08739285840783,26.383741157472073,26.95,-9.799999999999997,-10.662607141592169,-16.366258842527927
1042200204,2022,2022-09-06,SEA,100720,Sue Bird,1,1,36.36666666666667,36,31.0,42.75,35.28618348321725,26.383741157472073,26.95,6.383333333333333,-1.0804831834494166,-9.982925509194594
1042100211,2021,2021-09-26,PHO,100940,Diana Taurasi,1,1,32.85,16,16.0,27.166666666666668,27.11611627508304,27.11611627508303,27.166666666666668,-5.683333333333334,-5.733883724916961,-5.733883724916971
1042100311,2021,2021-09-28,PHO,100940,Diana Taurasi,1,1,30.666666666666668,17,16.0,32.85,28.840292352228435,27.11611627508303,27.166666666666668,2.1833333333333336,-1.8263743144382332,-3.550550391583638
1042100312,2021,2021-09-30,PHO,100940,Diana Taurasi,1,1,27.016666666666666,18,16.0,30.666666666666668,29.389098329676198,27.11611627508303,27.166666666666668,3.650000000000002,2.3724316630095323,0.0994496084163643
1042100313,2021,2021-10-03,PHO,100940,Diana Taurasi,1,1,26.333333333333332,19,16.0,27.016666666666666,28.67655661193777,27.11611627508303,27.166666666666668,0.6833333333333336,2.3432232786044374,0.7827829417496979
1042100314,2021,2021-10-06,PHO,100940,Diana Taurasi,1,1,28.966666666666665,20,16.0,26.333333333333332,27.97302826714608,27.11611627508303,27.166666666666668,-2.633333333333333,-0.9936383995205844,-1.850550391583635
1042100315,2021,2021-10-08,PHO,100940,Diana Taurasi,1,1,35.78333333333333,21,16.0,28.966666666666665,28.27128637783641,27.11611627508303,27.166666666666668,-6.816666666666666,-7.5120469554969205,-8.667217058250301
