team_id,team_abbreviation,season,bench_share_PO,bench_share_RS,dressed_n_PO,dressed_n_RS,max_min_n40_PO,max_min_n40_RS,n_30plus_n40_PO,n_30plus_n40_RS,n_35plus_n40_PO,n_35plus_n40_RS,n_dnp_PO,n_dnp_RS,n_dnp_cd_PO,n_dnp_cd_RS,n_played_PO,n_played_RS,starter_min_avg_n40_PO,starter_min_avg_n40_RS,starter_min_avg_raw_PO,starter_min_avg_raw_RS,starter_share_PO,starter_share_RS,top5_share_PO,top5_share_RS,top7_share_PO,top7_share_RS,n_played_diff,top5_share_diff,top7_share_diff,starter_min_avg_n40_diff,starter_min_avg_raw_diff,starter_share_diff,bench_share_diff,max_min_n40_diff,n_35plus_n40_diff,n_30plus_n40_diff,dressed_n_diff,n_dnp_diff,n_dnp_cd_diff
1611661313,NYL,2021,0.16641666666666655,0.2887861929899978,12.0,11.6875,37.48333333333334,35.07595847431353,4.0,2.46875,1.0,1.0,3.0,2.5,2.0,0.75,9.0,9.1875,33.34333333333334,28.44855228040009,33.343333333333334,28.568645833333335,0.8335833333333335,0.7112138070100023,0.8335833333333333,0.7352685247544336,0.9405833333333333,0.9034193388795021,-0.1875,0.09831480857889974,0.03716399445383123,4.894781052933251,4.774687499999999,0.1223695263233312,-0.12236952632333126,2.4073748590198107,0.0,1.53125,0.3125,0.5,1.25
1611661313,NYL,2022,0.36160448434852643,0.3369359762469501,12.0,11.88888888888889,30.949059337647785,33.473275141521285,1.6666666666666667,1.9166666666666667,0.3333333333333333,0.3333333333333333,0.6666666666666666,2.388888888888889,0.6666666666666666,0.75,11.333333333333334,9.5,25.53582062605894,26.522560950122,25.536666666666672,26.835740740740743,0.6383955156514736,0.66306402375305,0.6757566267625846,0.7041414726119517,0.8275572799488932,0.885913027915678,1.833333333333334,-0.02838484584936707,-0.05835574796678489,-0.9867403240630601,-1.2990740740740705,-0.024668508101576392,0.024668508101576336,-2.524215803873499,0.0,-0.25,0.11111111111111072,-1.7222222222222223,-0.08333333333333337
1611661313,NYL,2023,0.12890092592592595,0.2540509655354039,10.0,10.75,37.6887037037037,34.354808184916074,4.6,2.675,2.7,0.675,1.4,1.425,1.4,0.9,8.6,9.325,34.84396296296296,29.837961378583845,35.281,30.129833333333334,0.871099074074074,0.745949034464596,0.871099074074074,0.7510665814012711,0.9754759259259259,0.9180055287907238,-0.7249999999999996,0.12003249267280292,0.05747039713520208,5.006001584379117,5.151166666666665,0.12515003960947801,-0.12515003960947796,3.333895518787628,2.0250000000000004,1.9249999999999998,-0.75,-0.025000000000000133,0.4999999999999999
1611661313,NYL,2024,0.1998826878848509,0.26501117312887684,12.0,11.2,37.03293137603439,34.106281966356924,3.3636363636363638,2.725,1.8181818181818181,0.8,3.1818181818181817,1.85,3.1818181818181817,1.25,8.818181818181818,9.35,32.00469248460597,29.399553074844924,32.75484848484849,29.40025,0.8001173121151491,0.7349888268711232,0.8012888557248501,0.7535760798542639,0.9407615551831371,0.9133286690052456,-0.5318181818181813,0.0477127758705862,0.027432886177891525,2.605139409761044,3.3545984848484878,0.06512848524402592,-0.06512848524402595,2.9266494096774665,1.018181818181818,0.6386363636363637,0.8000000000000007,1.3318181818181816,1.9318181818181817
1611661313,NYL,2025,0.2288271604938272,0.2893354114837479,12.0,11.477272727272727,34.61358024691358,33.218790711557126,3.0,2.3863636363636362,1.6666666666666667,0.5909090909090909,2.6666666666666665,2.022727272727273,2.6666666666666665,0.6818181818181818,9.333333333333334,9.454545454545455,30.84691358024691,28.426583540650086,32.30222222222222,28.427348484848483,0.7711728395061729,0.710664588516252,0.7711728395061729,0.7287945070251141,0.9206759259259258,0.9063882822651078,-0.1212121212121211,0.04237833248105882,0.014287643660818028,2.4203300395968235,3.8748737373737363,0.06050825098992085,-0.060508250989920714,1.394789535356452,1.0757575757575757,0.6136363636363638,0.5227272727272734,0.6439393939393936,1.9848484848484849
1611661317,PHO,2021,0.23955376581124427,0.25305531818625454,10.727272727272727,10.6875,35.254668824663376,34.57554613986643,2.8181818181818183,2.9375,1.3636363636363635,0.90625,1.7272727272727273,1.5625,1.2727272727272727,0.53125,9.0,9.125,30.41784936755023,29.877787272549817,31.161818181818184,30.132708333333333,0.7604462341887558,0.7469446818137454,0.7768932038857255,0.7591518533997552,0.9350026088394015,0.9196654671861836,-0.125,0.017741350485970253,0.015337141653217867,0.5400620950004118,1.0291098484848504,0.013501552375010384,-0.013501552375010273,0.679122684796944,0.45738636363636354,-0.11931818181818166,0.03977272727272663,0.1647727272727273,0.7414772727272727
1611661317,PHO,2022,0.3448333333333334,0.20669284677237118,9.5,10.972222222222221,34.675,35.865874872224296,2.5,3.7777777777777777,0.5,1.3055555555555556,0.0,2.0833333333333335,0.0,0.8333333333333334,9.5,8.88888888888889,26.206666666666667,31.732286129105155,26.20666666666667,32.080925925925925,0.6551666666666667,0.7933071532276288,0.725625,0.8036466594004684,0.8964166666666666,0.9530939633374174,0.6111111111111107,-0.07802165940046846,-0.05667729667075072,-5.525619462438488,-5.874259259259254,-0.13814048656096212,0.1381404865609622,-1.190874872224299,-0.8055555555555556,-1.2777777777777777,-1.4722222222222214,-2.0833333333333335,-0.8333333333333334
1611661317,PHO,2024,0.21566666666666673,0.26222925327117175,12.0,10.75,36.408333333333324,34.1005011135665,2.5,2.8,0.5,0.65,2.5,1.9,1.0,0.625,9.5,8.825,31.373333333333328,29.510829869153135,31.373333333333335,29.708916666666664,0.7843333333333333,0.7377707467288283,0.7843333333333333,0.7524267267860457,0.9307916666666666,0.9235426247125587,0.6750000000000007,0.03190660654728761,0.007249041954107915,1.8625034641801932,1.6644166666666713,0.046562586604505074,-0.04656258660450502,2.307832219766823,-0.15000000000000002,-0.2999999999999998,1.25,0.6000000000000001,0.375
1611661317,PHX,2025,0.30563252433105836,0.3677693474563226,12.0,11.840909090909092,36.29634688468724,32.02507175393552,2.6363636363636362,1.2954545454545454,1.3636363636363635,0.09090909090909091,3.272727272727273,2.272727272727273,3.1818181818181817,1.0454545454545454,8.727272727272727,9.568181818181818,27.774699026757663,25.289226101747094,28.416666666666664,25.289772727272727,0.6943674756689416,0.6322306525436774,0.7595445537658783,0.6759474803387676,0.9372873722500803,0.8638109550249701,-0.8409090909090917,0.08359707342711065,0.07347641722511022,2.485472925010569,3.1268939393939377,0.06213682312526425,-0.06213682312526425,4.271275130751718,1.2727272727272727,1.3409090909090908,0.15909090909090828,1.0,2.1363636363636362
1611661319,LVA,2021,0.33278373290426844,0.2872477234728896,10.0,10.28125,33.0250357813088,34.81098741385748,1.6,2.4375,0.2,0.71875,0.6,1.5625,0.6,0.84375,9.4,8.71875,26.688650683829263,28.510091061084413,26.689999999999998,28.855833333333333,0.6672162670957316,0.7127522765271104,0.7261640119095595,0.7443570196069694,0.9291544451685073,0.9448899243687641,0.6812500000000004,-0.018193007697409946,-0.015735479200256752,-1.8214403772551506,-2.1658333333333353,-0.04553600943137881,0.04553600943137881,-1.7859516325486808,-0.51875,-0.8374999999999999,-0.28125,-0.9625,-0.24375000000000002
