game_id,team_id,season,season_type,game_date,team_abbreviation,n_played,team_total_min,ot_game,top5_share,top7_share,starter_min_avg_raw,starter_min_avg_n40,starter_share,bench_share,max_min_n40,n_35plus_n40,n_30plus_n40,dressed_n,n_dnp,n_dnp_cd
1022100007,1611661325,2021,Regular Season,2021-05-16,IND,10,200.0166666666667,0,0.6992750604116322,0.8684276310307472,26.630000000000003,26.627781018248477,0.6656945254562119,0.3343054745437881,33.98050162486459,0,1,12,2,0
1022100008,1611661317,2021,Regular Season,2021-05-16,PHO,9,200.01666666666668,0,0.8127656028664278,0.9563369719190068,32.513333333333335,32.51062411465711,0.8127656028664277,0.18723439713357226,36.963586367802684,3,3,11,2,1
1022100008,1611661323,2021,Regular Season,2021-05-16,CON,8,200.0,0,0.885,0.9754166666666667,35.4,35.4,0.885,0.11499999999999999,36.96666666666667,3,5,11,3,3
1022100009,1611661313,2021,Regular Season,2021-05-18,NYL,9,199.98333333333335,0,0.8133177764813734,0.9257438119843319,32.529999999999994,32.53271105925493,0.8133177764813733,0.18668222351862673,37.46978914909575,2,4,12,3,1
1022100009,1611661324,2021,Regular Season,2021-05-18,MIN,9,199.99999999999997,0,0.7058333333333334,0.8988333333333334,27.996666666666663,27.99666666666667,0.6999166666666667,0.30008333333333326,31.83333333333334,0,3,11,2,1
1022100010,1611661317,2021,Regular Season,2021-05-18,PHO,10,199.99999999999997,0,0.6750833333333334,0.8648333333333333,27.003333333333337,27.003333333333345,0.6750833333333335,0.3249166666666665,31.533333333333342,0,1,11,1,0
1022100010,1611661322,2021,Regular Season,2021-05-18,WAS,10,199.99999999999997,0,0.6949166666666667,0.8944166666666667,27.663333333333334,27.66333333333334,0.6915833333333334,0.30841666666666656,33.116666666666674,0,2,12,2,1
1022100011,1611661319,2021,Regular Season,2021-05-18,LVA,10,200.0,0,0.7502500000000001,0.96625,29.56666666666667,29.56666666666667,0.7391666666666667,0.26083333333333325,37.016666666666666,1,2,10,0,0
1022100011,1611661328,2021,Regular Season,2021-05-18,SEA,11,200.0,0,0.7474166666666667,0.8964166666666666,29.896666666666665,29.896666666666665,0.7474166666666666,0.2525833333333334,36.13333333333333,1,2,11,0,0
1022100012,1611661329,2021,Regular Season,2021-05-19,CHI,8,200.03333333333333,0,0.7922012997833695,0.9503416097317113,31.693333333333335,31.688051991334778,0.7922012997833695,0.2077987002166305,34.86085652391268,0,4,11,3,3
