game_id,team_id,season,season_type,game_date,team_abbreviation,n_played,team_total_min,ot_game,top5_share,top7_share,starter_min_avg_raw,starter_min_avg_n40,starter_share,bench_share,max_min_n40,n_35plus_n40,n_30plus_n40,dressed_n,n_dnp,n_dnp_cd
1022100158,1611661317,2021,Regular Season,2021-08-31,PHO,10,199.99999999999997,0,0.7123333333333335,0.8999166666666667,28.493333333333332,28.49333333333334,0.7123333333333335,0.2876666666666665,30.716666666666672,0,2,11,1,0
1022100158,1611661329,2021,Regular Season,2021-08-31,CHI,10,200.0,0,0.6736666666666667,0.8854166666666667,26.94666666666667,26.94666666666667,0.6736666666666667,0.32633333333333325,29.633333333333333,0,0,11,1,0
1022100159,1611661321,2021,Regular Season,2021-09-02,DAL,9,199.99999999999997,0,0.7723333333333334,0.9334166666666668,30.893333333333327,30.893333333333334,0.7723333333333333,0.22766666666666668,36.98333333333334,1,3,11,2,2
1022100159,1611661330,2021,Regular Season,2021-09-02,ATL,8,200.0,0,0.7353333333333333,0.92325,26.726666666666667,26.726666666666667,0.6681666666666666,0.3318333333333334,34.03333333333333,0,3,9,1,1
1022100160,1611661320,2021,Regular Season,2021-09-02,LAS,8,200.01666666666665,0,0.8042663111407383,0.9803349720856597,30.8,30.797433547204403,0.7699358386801101,0.23006416131988994,38.296808599283395,3,3,11,3,0
1022100160,1611661324,2021,Regular Season,2021-09-02,MIN,9,200.00000000000003,0,0.7984999999999999,0.9414166666666666,31.939999999999998,31.939999999999994,0.7984999999999999,0.20150000000000012,35.91666666666666,2,3,12,3,0
1022100161,1611661319,2021,Regular Season,2021-09-02,LVA,7,199.99999999999997,0,0.8338333333333334,1.0,32.62,32.620000000000005,0.8155000000000001,0.1844999999999999,37.300000000000004,2,4,9,2,2
1022100161,1611661329,2021,Regular Season,2021-09-02,CHI,10,200.0,0,0.7045833333333333,0.8936666666666666,28.18333333333333,28.18333333333333,0.7045833333333333,0.29541666666666666,34.45,0,2,10,0,0
1022100162,1611661313,2021,Regular Season,2021-09-02,NYL,10,200.01666666666668,0,0.7159403383051413,0.8598450129155903,28.639999999999997,28.637613532205645,0.7159403383051411,0.28405966169485886,35.24706274477126,1,2,12,2,1
1022100162,1611661328,2021,Regular Season,2021-09-02,SEA,8,200.0,0,0.8107499999999999,0.9658333333333333,31.43333333333333,31.43333333333333,0.7858333333333333,0.21416666666666673,38.13333333333333,2,4,12,4,3
1022100163,1611661317,2021,Regular Season,2021-09-04,PHO,11,200.0,0,0.616,0.8079166666666666,24.360000000000003,24.360000000000003,0.6090000000000001,0.3909999999999999,28.4,0,0,11,0,0
1022100163,1611661325,2021,Regular Season,2021-09-04,IND,9,200.00000000000003,0,0.7079166666666666,0.8799999999999999,25.843333333333334,25.84333333333333,0.6460833333333332,0.35391666666666677,34.21666666666666,0,1,13,4,0
1022100164,1611661322,2021,Regular Season,2021-09-04,WAS,10,200.0,0,0.7030000000000001,0.8396666666666668,28.119999999999997,28.119999999999997,0.703,0.29700000000000004,34.85,0,2,12,2,0
1022100164,1611661324,2021,Regular Season,2021-09-04,MIN,9,200.0,0,0.6789166666666666,0.8789166666666667,24.85666666666667,24.85666666666667,0.6214166666666667,0.37858333333333327,34.96666666666667,0,2,12,3,0
1022100165,1611661319,2021,Regular Season,2021-09-05,LVA,9,200.00000000000003,0,0.7965833333333332,0.9739166666666665,31.70333333333333,31.703333333333326,0.7925833333333332,0.2074166666666668,36.04999999999999,1,4,12,3,0
1022100165,1611661329,2021,Regular Season,2021-09-05,CHI,9,200.00000000000003,0,0.7138333333333333,0.8725833333333333,27.490000000000002,27.49,0.68725,0.31275,32.849999999999994,0,2,11,2,2
1022100166,1611661321,2021,Regular Season,2021-09-05,DAL,9,200.0,0,0.72175,0.8918333333333334,25.839999999999996,25.839999999999996,0.6459999999999999,0.3540000000000001,35.15,1,3,10,1,1
1022100166,1611661330,2021,Regular Season,2021-09-05,ATL,9,199.99999999999997,0,0.7777500000000002,0.9097500000000002,31.110000000000003,31.11000000000001,0.7777500000000002,0.22224999999999984,35.73333333333334,1,3,11,2,0
1022100167,1611661317,2021,Regular Season,2021-09-06,PHO,9,200.00000000000003,0,0.7459166666666666,0.90975,29.836666666666666,29.836666666666662,0.7459166666666666,0.25408333333333344,33.21666666666666,0,3,11,2,1
1022100167,1611661325,2021,Regular Season,2021-09-06,IND,8,200.0,0,0.8134166666666667,0.97125,32.28333333333334,32.28333333333334,0.8070833333333334,0.19291666666666663,36.06666666666667,3,4,13,5,1
1022100168,1611661321,2021,Regular Season,2021-09-07,DAL,9,200.0,0,0.6703333333333333,0.8601666666666667,22.046666666666667,22.046666666666667,0.5511666666666667,0.4488333333333333,33.96666666666667,0,1,9,0,0
1022100168,1611661323,2021,Regular Season,2021-09-07,CON,10,200.0,0,0.6456666666666666,0.8340000000000001,25.826666666666664,25.826666666666664,0.6456666666666666,0.3543333333333334,28.116666666666667,0,0,10,0,0
1022100169,1611661322,2021,Regular Season,2021-09-07,WAS,10,200.0,0,0.5884166666666667,0.7771666666666667,22.92666666666667,22.92666666666667,0.5731666666666667,0.4268333333333333,27.25,0,0,12,2,0
1022100169,1611661328,2021,Regular Season,2021-09-07,SEA,11,200.01666666666665,0,0.604616281976502,0.7972668944254646,23.013333333333335,23.011415715357057,0.5752853928839264,0.42471460711607356,27.73102241479877,0,0,12,1,0
1022100170,1611661317,2021,Regular Season,2021-09-08,PHO,8,200.01666666666668,0,0.7791850679110074,0.9514207149404216,31.170000000000005,31.1674027164403,0.7791850679110075,0.2208149320889925,36.86359470044163,2,3,8,0,0
1022100170,1611661330,2021,Regular Season,2021-09-08,ATL,9,200.03333333333333,0,0.7829528411931346,0.9357607065489085,31.323333333333334,31.31811364772538,0.7829528411931346,0.21704715880686543,36.37727045492418,1,3,9,0,0
1022100171,1611661319,2021,Regular Season,2021-09-08,LVA,10,200.01666666666668,0,0.7394383801349887,0.967252728939255,29.580000000000002,29.57753520539955,0.7394383801349887,0.26056161986501125,33.44721273227231,0,2,12,2,0
1022100171,1611661324,2021,Regular Season,2021-09-08,MIN,9,200.0,0,0.67375,0.8696666666666667,26.18,26.18,0.6545000000000001,0.3454999999999999,36.68333333333333,1,1,12,3,0
1022100172,1611661320,2021,Regular Season,2021-09-09,LAS,9,200.0,0,0.7429166666666667,0.9002500000000001,27.40333333333333,27.40333333333333,0.6850833333333333,0.31491666666666673,31.65,0,2,9,0,0
1022100172,1611661323,2021,Regular Season,2021-09-09,CON,10,200.0,0,0.7082499999999999,0.8954999999999999,28.26666666666667,28.26666666666667,0.7066666666666667,0.29333333333333333,32.733333333333334,0,1,10,0,0
1022100173,1611661322,2021,Regular Season,2021-09-10,WAS,8,200.01666666666665,0,0.7443546371135739,0.9281726522789768,28.473333333333336,28.470960753270564,0.7117740188317642,0.28822598116823583,34.247146071160735,0,3,9,1,1
1022100173,1611661330,2021,Regular Season,2021-09-10,ATL,8,200.03333333333336,0,0.766872187968672,0.9386768871854692,29.413333333333334,29.408431928011996,0.7352107982002999,0.2647892017997001,34.07765372437927,0,3,8,0,0
1022100174,1611661324,2021,Regular Season,2021-09-10,MIN,9,200.0,0,0.6164999999999999,0.8185833333333333,23.963333333333335,23.963333333333335,0.5990833333333334,0.4009166666666666,27.616666666666667,0,0,13,4,1
1022100174,1611661325,2021,Regular Season,2021-09-10,IND,9,200.0,0,0.743,0.9214166666666667,25.313333333333333,25.313333333333333,0.6328333333333334,0.36716666666666664,34.45,0,3,13,4,0
1022100175,1611661313,2021,Regular Season,2021-09-11,NYL,9,200.00000000000003,0,0.7919999999999999,0.9292499999999998,31.68,31.679999999999996,0.7919999999999999,0.20800000000000007,36.26666666666666,1,3,11,2,2
1022100175,1611661321,2021,Regular Season,2021-09-11,DAL,11,199.99999999999997,0,0.7909166666666666,0.91875,26.563333333333333,26.56333333333334,0.6640833333333334,0.33591666666666664,37.83333333333334,2,3,11,0,0
1022100176,1611661317,2021,Regular Season,2021-09-11,PHO,8,200.01666666666665,0,0.8311807349387552,0.9645029580868262,33.25,33.24722939755021,0.8311807349387552,0.16881926506124478,38.046829430880756,1,4,11,3,1
1022100176,1611661323,2021,Regular Season,2021-09-11,CON,8,200.01666666666665,0,0.8150154153820515,0.9530039163403049,32.60333333333334,32.600616615282064,0.8150154153820516,0.18498458461794842,37.480209982501464,2,3,11,3,2
1022100177,1611661322,2021,Regular Season,2021-09-12,WAS,9,200.01666666666668,0,0.7601866511124074,0.929255895342055,29.093333333333334,29.09090909090909,0.7272727272727272,0.2727272727272728,37.59686692775602,2,2,12,3,0
1022100177,1611661329,2021,Regular Season,2021-09-12,CHI,11,200.01666666666665,0,0.6163653028914258,0.8120156653612199,23.793333333333333,23.79135072077327,0.5947837680193317,0.40521623198066825,27.51437380218315,0,0,11,0,0
1022100178,1611661324,2021,Regular Season,2021-09-12,MIN,9,199.99999999999997,0,0.8426666666666668,0.95075,33.70666666666666,33.70666666666667,0.8426666666666668,0.15733333333333321,37.650000000000006,1,5,13,4,1
1022100178,1611661325,2021,Regular Season,2021-09-12,IND,8,200.01666666666665,0,0.8393467211065745,0.9875010415798683,33.57666666666667,33.57386884426298,0.8393467211065745,0.1606532788934255,38.830097491875684,2,3,13,5,0
1022100179,1611661320,2021,Regular Season,2021-09-12,LAS,8,200.01666666666665,0,0.7617698525122908,0.9532538955087076,30.473333333333336,30.47079410049163,0.7617698525122908,0.2382301474877092,37.28022664777935,1,3,8,0,0
1022100179,1611661328,2021,Regular Season,2021-09-12,SEA,10,199.99999999999997,0,0.6039166666666668,0.8141666666666668,23.013333333333332,23.013333333333335,0.5753333333333334,0.42466666666666664,25.800000000000008,0,0,10,0,0
1022100180,1611661319,2021,Regular Season,2021-09-13,LVA,7,200.00000000000003,0,0.781,1.0,30.810000000000002,30.81,0.77025,0.22975,38.99999999999999,1,3,12,5,3
1022100180,1611661321,2021,Regular Season,2021-09-13,DAL,9,199.99999999999997,0,0.7760833333333333,0.9037499999999999,31.043333333333333,31.04333333333334,0.7760833333333335,0.22391666666666654,33.93333333333334,0,4,12,3,0
1022100181,1611661325,2021,Regular Season,2021-09-14,IND,7,200.01666666666668,0,0.8396800266644446,1.0,33.59,33.587201066577784,0.8396800266644446,0.16031997333555537,38.06349470877427,3,4,8,1,1
1022100181,1611661330,2021,Regular Season,2021-09-14,ATL,9,200.0,0,0.7581666666666667,0.9459166666666665,30.326666666666664,30.326666666666664,0.7581666666666667,0.24183333333333334,38.45,1,2,10,1,1
1022100182,1611661313,2021,Regular Season,2021-09-15,NYL,9,200.0,0,0.7533333333333334,0.9329166666666667,30.133333333333336,30.133333333333336,0.7533333333333334,0.2466666666666666,36.86666666666667,1,3,12,3,1
1022100182,1611661323,2021,Regular Season,2021-09-15,CON,11,200.00000000000003,0,0.5878333333333333,0.7863333333333331,23.463333333333335,23.46333333333333,0.5865833333333333,0.41341666666666665,28.866666666666664,0,0,11,0,0
1022100183,1611661320,2021,Regular Season,2021-09-16,LAS,8,200.0,0,0.7875833333333334,0.9793333333333335,29.613333333333333,29.613333333333333,0.7403333333333333,0.2596666666666667,37.7,1,3,11,3,0
1022100183,1611661330,2021,Regular Season,2021-09-16,ATL,10,199.9833333333333,0,0.7421451787648972,0.9310775897991501,28.98333333333333,28.985748812401035,0.7246437203100259,0.2753562796899741,37.40311692641054,1,3,11,1,0
1022100184,1611661324,2021,Regular Season,2021-09-17,MIN,9,200.00000000000003,0,0.6569999999999999,0.8475833333333332,25.856666666666673,25.85666666666667,0.6464166666666668,0.35358333333333325,29.98333333333333,0,0,13,4,1
1022100184,1611661325,2021,Regular Season,2021-09-17,IND,7,200.0,0,0.8525833333333332,1.0,34.10333333333334,34.10333333333334,0.8525833333333334,0.14741666666666664,37.55,3,4,13,6,0
1022100185,1611661313,2021,Regular Season,2021-09-17,NYL,9,200.0,0,0.7841666666666666,0.9218333333333333,31.366666666666667,31.366666666666667,0.7841666666666667,0.21583333333333332,35.55,1,3,12,3,2
1022100185,1611661322,2021,Regular Season,2021-09-17,WAS,9,200.0,0,0.7957500000000001,0.9520833333333334,31.830000000000002,31.830000000000002,0.7957500000000001,0.20424999999999993,37.85,2,3,12,3,2
1022100186,1611661319,2021,Regular Season,2021-09-17,LVA,9,200.00000000000003,0,0.7059166666666666,0.91925,26.916666666666668,26.916666666666664,0.6729166666666666,0.3270833333333334,34.883333333333326,0,1,11,2,0
1022100186,1611661329,2021,Regular Season,2021-09-17,CHI,10,200.0,0,0.6040000000000001,0.7990833333333334,23.743333333333332,23.743333333333332,0.5935833333333332,0.40641666666666676,27.533333333333335,0,0,11,1,0
1022100187,1611661317,2021,Regular Season,2021-09-17,PHO,9,200.0,0,0.8353333333333333,0.9679166666666665,33.413333333333334,33.413333333333334,0.8353333333333333,0.16466666666666674,38.583333333333336,2,3,11,2,0
1022100187,1611661328,2021,Regular Season,2021-09-17,SEA,9,200.0,0,0.762,0.9043333333333333,28.46666666666666,28.46666666666666,0.7116666666666666,0.28833333333333344,36.61666666666667,1,3,12,3,2
1022100188,1611661323,2021,Regular Season,2021-09-19,CON,11,200.0,0,0.657,0.8560833333333335,21.586666666666666,21.586666666666666,0.5396666666666666,0.46033333333333337,31.8,0,1,11,0,0
1022100188,1611661330,2021,Regular Season,2021-09-19,ATL,9,200.0,0,0.7220833333333334,0.873,28.883333333333333,28.883333333333333,0.7220833333333333,0.2779166666666667,36.68333333333333,1,2,11,2,0
1022100189,1611661317,2021,Regular Season,2021-09-19,PHO,9,200.0,0,0.6835833333333333,0.8900833333333334,24.8,24.8,0.62,0.38,30.766666666666666,0,2,9,0,0
1022100189,1611661319,2021,Regular Season,2021-09-19,LVA,10,200.00000000000003,0,0.6325,0.8342499999999998,23.226666666666667,23.226666666666663,0.5806666666666666,0.41933333333333345,28.21666666666666,0,0,10,0,0
1022100190,1611661322,2021,Regular Season,2021-09-19,WAS,9,200.00000000000003,0,0.7679166666666665,0.9312499999999997,30.71666666666667,30.716666666666665,0.7679166666666666,0.23208333333333342,36.599999999999994,2,3,11,2,2
1022100190,1611661324,2021,Regular Season,2021-09-19,MIN,8,200.0,0,0.7855,0.93425,29.653333333333336,29.653333333333336,0.7413333333333334,0.2586666666666666,35.86666666666667,1,4,12,4,3
1022100191,1611661320,2021,Regular Season,2021-09-19,LAS,7,199.99999999999997,0,0.8505000000000001,1.0,34.019999999999996,34.02,0.8505000000000001,0.14949999999999986,38.56666666666668,3,4,8,1,1
1022100191,1611661321,2021,Regular Season,2021-09-19,DAL,10,200.0,0,0.6823333333333333,0.8689166666666667,23.94,23.94,0.5985,0.40149999999999997,35.983333333333334,2,2,12,2,2
1022100192,1611661325,2021,Regular Season,2021-09-19,IND,6,200.0,0,0.8895000000000001,1.0,35.58,35.58,0.8894999999999998,0.11050000000000015,37.8,3,5,13,7,1
1022100192,1611661329,2021,Regular Season,2021-09-19,CHI,10,200.00000000000003,0,0.5871666666666666,0.7669999999999999,20.810000000000002,20.81,0.52025,0.47975,26.649999999999995,0,0,11,1,0
1022200001,1611661322,2022,Regular Season,2022-05-06,WAS,9,200.00000000000003,0,0.7647499999999998,0.9362499999999997,30.589999999999996,30.589999999999993,0.7647499999999998,0.23525000000000018,35.06666666666666,1,3,9,0,0
1022200001,1611661325,2022,Regular Season,2022-05-06,IND,10,200.0,0,0.6595833333333334,0.8357500000000002,25.486666666666668,25.486666666666668,0.6371666666666667,0.36283333333333334,37.25,1,2,10,0,0
1022200002,1611661320,2022,Regular Season,2022-05-06,LAS,10,225.0,1,0.7160000000000001,0.8674074074074075,27.389999999999997,24.346666666666664,0.6086666666666666,0.3913333333333334,32.696296296296296,0,2,11,1,0
1022200002,1611661329,2022,Regular Season,2022-05-06,CHI,10,224.99999999999997,1,0.7270370370370371,0.8945925925925927,32.71666666666667,29.081481481481486,0.7270370370370371,0.27296296296296285,31.71851851851852,0,3,11,1,0
1022200003,1611661317,2022,Regular Season,2022-05-06,PHO,10,200.0,0,0.7398333333333332,0.8696666666666666,27.856666666666666,27.856666666666666,0.6964166666666667,0.3035833333333333,32.43333333333333,0,3,11,1,1
1022200003,1611661319,2022,Regular Season,2022-05-06,LVA,9,199.99999999999997,0,0.72275,0.8730000000000001,27.766666666666662,27.76666666666667,0.6941666666666667,0.3058333333333333,33.78333333333334,0,3,10,1,1
1022200004,1611661324,2022,Regular Season,2022-05-06,MIN,9,199.99999999999997,0,0.6804166666666668,0.8850000000000001,25.580000000000002,25.58000000000001,0.6395000000000001,0.36049999999999993,31.10000000000001,0,2,11,2,0
1022200004,1611661328,2022,Regular Season,2022-05-06,SEA,10,200.00000000000003,0,0.5789166666666665,0.7817499999999998,22.060000000000002,22.06,0.5515,0.4485,25.96666666666666,0,0,11,1,0
1022200005,1611661313,2022,Regular Season,2022-05-07,NYL,8,200.0,0,0.7986666666666666,0.9712499999999998,31.946666666666665,31.946666666666665,0.7986666666666666,0.20133333333333336,36.416666666666664,1,3,12,4,2
1022200005,1611661323,2022,Regular Season,2022-05-07,CON,8,200.00000000000003,0,0.8266666666666665,0.9619166666666666,33.06666666666667,33.06666666666666,0.8266666666666665,0.17333333333333345,36.11666666666666,2,4,9,1,1
1022200006,1611661321,2022,Regular Season,2022-05-07,DAL,11,200.0,0,0.7033333333333335,0.9055833333333334,25.200000000000003,25.200000000000003,0.6300000000000001,0.3699999999999999,34.86666666666667,0,2,11,0,0
1022200006,1611661330,2022,Regular Season,2022-05-07,ATL,9,200.00000000000003,0,0.7106666666666667,0.90425,28.426666666666666,28.426666666666662,0.7106666666666666,0.28933333333333344,35.599999999999994,1,2,10,1,1
1022200007,1611661320,2022,Regular Season,2022-05-08,LAS,10,200.0,0,0.6699166666666666,0.8604166666666666,23.57333333333333,23.57333333333333,0.5893333333333333,0.41066666666666674,31.116666666666667,0,1,11,1,0
1022200007,1611661325,2022,Regular Season,2022-05-08,IND,10,200.0,0,0.6616666666666667,0.81875,25.613333333333333,25.613333333333333,0.6403333333333333,0.3596666666666667,30.283333333333335,0,1,10,0,0
1022200008,1611661319,2022,Regular Season,2022-05-08,LVA,9,200.00000000000003,0,0.8486666666666666,0.9430833333333333,33.94666666666667,33.946666666666665,0.8486666666666666,0.15133333333333343,38.71666666666666,3,4,9,0,0
1022200008,1611661328,2022,Regular Season,2022-05-08,SEA,10,200.00000000000003,0,0.6765,0.84725,27.060000000000002,27.06,0.6765,0.3235,31.33333333333333,0,1,10,0,0
1022200009,1611661322,2022,Regular Season,2022-05-08,WAS,8,200.0,0,0.8175,0.9895833333333335,32.7,32.7,0.8175,0.1825,35.36666666666667,2,3,11,3,0
1022200009,1611661324,2022,Regular Season,2022-05-08,MIN,10,200.0,0,0.6975833333333332,0.8590833333333332,22.45333333333333,22.45333333333333,0.5613333333333332,0.43866666666666676,36.166666666666664,1,1,11,1,0
1022200010,1611661319,2022,Regular Season,2022-05-10,LVA,9,200.0,0,0.7836666666666667,0.9509166666666666,31.34666666666667,31.34666666666667,0.7836666666666667,0.21633333333333327,34.766666666666666,0,3,9,0,0
1022200010,1611661322,2022,Regular Season,2022-05-10,WAS,9,200.0,0,0.7552500000000001,0.922,30.21,30.21,0.7552500000000001,0.2447499999999999,34.18333333333333,0,1,9,0,0
1022200011,1611661324,2022,Regular Season,2022-05-10,MIN,9,200.0,0,0.83625,0.9645833333333335,27.043333333333333,27.043333333333333,0.6760833333333334,0.32391666666666663,38.31666666666667,2,4,12,3,0
1022200011,1611661325,2022,Regular Season,2022-05-10,IND,9,200.0,0,0.65375,0.85375,24.01666666666667,24.01666666666667,0.6004166666666667,0.3995833333333333,34.53333333333333,0,1,10,1,1
1022200012,1611661320,2022,Regular Season,2022-05-11,LAS,9,200.01666666666668,0,0.697691859011749,0.8850929089242563,27.356666666666666,27.354387134405464,0.6838596783601366,0.3161403216398634,32.69727522706441,0,2,10,1,1
1022200012,1611661330,2022,Regular Season,2022-05-11,ATL,10,199.99999999999997,0,0.7055833333333333,0.8931666666666668,28.223333333333336,28.223333333333343,0.7055833333333335,0.29441666666666655,34.20000000000001,0,2,10,0,0
1022200013,1611661313,2022,Regular Season,2022-05-11,NYL,9,199.99999999999997,0,0.6765,0.8664166666666666,25.633333333333333,25.63333333333334,0.6408333333333334,0.35916666666666663,31.216666666666672,0,1,11,2,1
1022200013,1611661329,2022,Regular Season,2022-05-11,CHI,10,200.0,0,0.65,0.8765000000000001,25.55666666666667,25.55666666666667,0.6389166666666667,0.3610833333333333,27.35,0,0,11,1,0
1022200014,1611661317,2022,Regular Season,2022-05-11,PHO,10,200.00000000000003,0,0.7499166666666667,0.9478333333333333,29.27666666666667,29.276666666666667,0.7319166666666667,0.26808333333333334,34.46666666666666,0,2,10,0,0
1022200014,1611661328,2022,Regular Season,2022-05-11,SEA,9,200.0,0,0.7290833333333333,0.9361666666666667,27.823333333333334,27.823333333333334,0.6955833333333333,0.30441666666666667,32.56666666666667,0,2,9,0,0
1022200015,1611661321,2022,Regular Season,2022-05-13,DAL,11,200.01666666666668,0,0.7402716440296642,0.9092575618698442,27.4,27.397716856928586,0.6849429214232147,0.31505707857678533,31.930672443963,0,2,11,0,0
1022200015,1611661322,2022,Regular Season,2022-05-13,WAS,9,200.0,0,0.6993333333333334,0.88475,26.93333333333333,26.93333333333333,0.6733333333333333,0.32666666666666666,31.916666666666668,0,3,9,0,0
1022200016,1611661319,2022,Regular Season,2022-05-13,LVA,10,200.00000000000003,0,0.7351666666666665,0.8944166666666665,29.406666666666666,29.406666666666663,0.7351666666666665,0.2648333333333335,31.58333333333333,0,2,10,0,0
1022200016,1611661330,2022,Regular Season,2022-05-13,ATL,10,200.0,0,0.63,0.8170000000000001,23.276666666666664,23.276666666666664,0.5819166666666666,0.41808333333333336,30.85,0,1,11,1,1
1022200017,1611661313,2022,Regular Season,2022-05-13,NYL,10,225.01666666666668,1,0.7620176283238278,0.9042293163469373,30.606666666666666,27.203910821420635,0.6800977705355158,0.3199022294644842,35.893637508332716,1,3,11,1,1
1022200017,1611661325,2022,Regular Season,2022-05-13,IND,10,225.0,1,0.7843703703703704,0.9078518518518519,35.29666666666667,31.374814814814812,0.7843703703703704,0.21562962962962962,34.56296296296296,0,3,11,1,0
1022200018,1611661317,2022,Regular Season,2022-05-14,PHO,8,200.0,0,0.8144166666666667,0.9866666666666666,29.910000000000004,29.910000000000004,0.74775,0.25225,37.333333333333336,1,4,10,2,2
1022200018,1611661328,2022,Regular Season,2022-05-14,SEA,8,200.0,0,0.8046666666666665,0.9774999999999998,32.18666666666667,32.18666666666667,0.8046666666666666,0.19533333333333336,38.166666666666664,1,4,10,2,2
1022200019,1611661320,2022,Regular Season,2022-05-14,LAS,9,200.0,0,0.6876666666666666,0.8945833333333334,26.733333333333338,26.733333333333338,0.6683333333333334,0.33166666666666655,31.966666666666665,0,2,11,2,1
1022200019,1611661323,2022,Regular Season,2022-05-14,CON,9,200.0,0,0.7719166666666666,0.9133333333333333,30.876666666666665,30.876666666666665,0.7719166666666666,0.22808333333333342,36.45,1,3,11,2,0
1022200020,1611661324,2022,Regular Season,2022-05-14,MIN,10,199.99999999999997,0,0.7273333333333335,0.9328333333333334,28.793333333333333,28.79333333333334,0.7198333333333334,0.28016666666666656,34.83333333333334,0,2,12,2,0
1022200020,1611661329,2022,Regular Season,2022-05-14,CHI,9,200.0,0,0.7321666666666666,0.9369166666666667,27.763333333333332,27.763333333333332,0.6940833333333333,0.3059166666666667,32.31666666666667,0,2,10,1,1
1022200021,1611661313,2022,Regular Season,2022-05-15,NYL,10,199.99999999999997,0,0.72775,0.8870833333333332,27.116666666666664,27.11666666666667,0.6779166666666667,0.3220833333333333,34.116666666666674,0,3,12,2,2
1022200021,1611661321,2022,Regular Season,2022-05-15,DAL,9,200.0,0,0.7715833333333333,0.9434166666666666,30.763333333333332,30.763333333333332,0.7690833333333333,0.23091666666666666,37.18333333333333,1,3,12,3,2
1022200022,1611661325,2022,Regular Season,2022-05-15,IND,10,199.99999999999997,0,0.7728333333333334,0.8791666666666667,30.913333333333334,30.91333333333334,0.7728333333333334,0.22716666666666663,34.73333333333334,0,4,11,1,0
1022200022,1611661330,2022,Regular Season,2022-05-15,ATL,9,200.00000000000003,0,0.7119166666666666,0.8828333333333334,26.933333333333337,26.933333333333334,0.6733333333333333,0.32666666666666666,33.599999999999994,0,3,11,2,2
1022200023,1611661313,2022,Regular Season,2022-05-17,NYL,9,200.0,0,0.6789999999999999,0.9016666666666666,27.159999999999997,27.159999999999997,0.6789999999999999,0.32100000000000006,31.95,0,1,12,3,0
1022200023,1611661323,2022,Regular Season,2022-05-17,CON,11,199.99999999999997,0,0.5825000000000001,0.7740000000000001,21.490000000000002,21.490000000000006,0.5372500000000001,0.4627499999999999,25.166666666666675,0,0,11,0,0
1022200024,1611661325,2022,Regular Season,2022-05-17,IND,10,200.0,0,0.6275833333333334,0.8048333333333333,25.10333333333333,25.10333333333333,0.6275833333333334,0.3724166666666666,30.466666666666665,0,1,11,1,1
1022200024,1611661330,2022,Regular Season,2022-05-17,ATL,10,199.99999999999997,0,0.6205,0.8137500000000001,23.246666666666666,23.24666666666667,0.5811666666666667,0.4188333333333333,28.516666666666673,0,0,11,1,0
1022200025,1611661321,2022,Regular Season,2022-05-17,DAL,10,200.00000000000003,0,0.8129166666666667,0.9345833333333334,32.516666666666666,32.51666666666666,0.8129166666666665,0.1870833333333335,36.949999999999996,1,4,11,1,1
1022200025,1611661322,2022,Regular Season,2022-05-17,WAS,10,199.99999999999997,0,0.641,0.8206666666666668,21.209999999999997,21.21,0.53025,0.46975,28.783333333333342,0,0,10,0,0
1022200026,1611661317,2022,Regular Season,2022-05-17,PHO,9,200.00000000000003,0,0.7580833333333332,0.9519166666666665,30.323333333333334,30.32333333333333,0.7580833333333332,0.24191666666666678,36.283333333333324,2,3,10,1,1
1022200026,1611661319,2022,Regular Season,2022-05-17,LVA,9,199.99999999999997,0,0.8321666666666668,0.98275,33.28666666666666,33.28666666666667,0.8321666666666666,0.1678333333333334,35.35000000000001,1,5,11,2,2
1022200027,1611661320,2022,Regular Season,2022-05-17,LAS,9,200.00000000000003,0,0.7486666666666666,0.9202499999999999,29.946666666666665,29.946666666666662,0.7486666666666665,0.2513333333333335,35.283333333333324,1,3,11,2,2
1022200027,1611661324,2022,Regular Season,2022-05-17,MIN,10,199.99999999999997,0,0.80225,0.9380000000000001,32.089999999999996,32.09,0.80225,0.19774999999999998,38.66666666666667,3,3,10,0,0
1022200028,1611661328,2022,Regular Season,2022-05-18,SEA,10,200.0,0,0.6506666666666666,0.83475,25.526666666666664,25.526666666666664,0.6381666666666667,0.36183333333333334,30.9,0,1,10,0,0
1022200028,1611661329,2022,Regular Season,2022-05-18,CHI,9,200.01666666666665,0,0.7016915257061912,0.9008415965336223,27.889999999999997,27.88767602699775,0.6971919006749437,0.30280809932505626,33.030580784934585,0,2,10,1,1
1022200029,1611661319,2022,Regular Season,2022-05-19,LVA,8,200.01666666666665,0,0.8375135405382884,0.9563369719190068,33.50333333333333,33.50054162153154,0.8375135405382884,0.16248645946171159,37.196900258311814,2,4,10,2,2
1022200029,1611661324,2022,Regular Season,2022-05-19,MIN,9,199.99999999999997,0,0.7954166666666668,0.9116666666666668,31.816666666666663,31.81666666666667,0.7954166666666667,0.20458333333333334,35.41666666666667,2,4,10,1,1
1022200030,1611661317,2022,Regular Season,2022-05-19,PHO,9,200.0,0,0.851,0.9615833333333333,34.04,34.04,0.851,0.14900000000000002,35.03333333333333,1,5,9,0,0
1022200030,1611661321,2022,Regular Season,2022-05-19,DAL,9,200.0,0,0.8287500000000001,0.9305833333333333,33.150000000000006,33.150000000000006,0.8287500000000001,0.1712499999999999,36.96666666666667,3,4,12,3,3
