snapshot_utc,commence_time,home_team,away_team,bookmaker,market,outcome,point,price
20260820T024000Z,2026-08-22T02:00:00Z,Toronto Tempo,Portland Fire,draftkings,h2h,Portland Fire,,-120
20260820T024000Z,2026-08-22T02:00:00Z,Toronto Tempo,Portland Fire,draftkings,h2h,Toronto Tempo,,100
20260820T024000Z,2026-08-22T02:00:00Z,Toronto Tempo,Portland Fire,draftkings,spreads,Portland Fire,-1.5,-110
20260820T024000Z,2026-08-22T02:00:00Z,Toronto Tempo,Portland Fire,draftkings,spreads,Toronto Tempo,1.5,-110
20260820T024000Z,2026-08-22T02:00:00Z,Toronto Tempo,Portland Fire,draftkings,totals,Over,185.5,-110
20260820T024000Z,2026-08-22T02:00:00Z,Toronto Tempo,Portland Fire,draftkings,totals,Under,185.5,-110
20260820T024000Z,2026-08-22T02:00:00Z,Toronto Tempo,Portland Fire,williamhill_us,h2h,Portland Fire,,-125
20260820T024000Z,2026-08-22T02:00:00Z,Toronto Tempo,Portland Fire,williamhill_us,h2h,Toronto Tempo,,105
20260820T024000Z,2026-08-22T02:00:00Z,Toronto Tempo,Portland Fire,williamhill_us,spreads,Portland Fire,-1.5,-110
20260820T024000Z,2026-08-22T02:00:00Z,Toronto Tempo,Portland Fire,williamhill_us,spreads,Toronto Tempo,1.5,-110
20260820T024000Z,2026-08-22T02:00:00Z,Toronto Tempo,Portland Fire,mybookieag,h2h,Portland Fire,,-125
20260820T024000Z,2026-08-22T02:00:00Z,Toronto Tempo,Portland Fire,mybookieag,h2h,Toronto Tempo,,102
20260820T024000Z,2026-08-22T02:00:00Z,Toronto Tempo,Portland Fire,mybookieag,spreads,Portland Fire,-1.5,-110
20260820T024000Z,2026-08-22T02:00:00Z,Toronto Tempo,Portland Fire,mybookieag,spreads,Toronto Tempo,1.5,-110
20260820T024000Z,2026-08-22T02:00:00Z,Toronto Tempo,Portland Fire,mybookieag,totals,Over,186.0,-110
20260820T024000Z,2026-08-22T02:00:00Z,Toronto Tempo,Portland Fire,mybookieag,totals,Under,186.0,-110
20260820T024501Z,2026-08-20T02:08:21Z,Golden State Valkyries,Minnesota Lynx,draftkings,h2h,Golden State Valkyries,,500
20260820T024501Z,2026-08-20T02:08:21Z,Golden State Valkyries,Minnesota Lynx,draftkings,h2h,Minnesota Lynx,,-810
20260820T024501Z,2026-08-20T02:08:21Z,Golden State Valkyries,Minnesota Lynx,draftkings,spreads,Golden State Valkyries,10.5,-110
20260820T024501Z,2026-08-20T02:08:21Z,Golden State Valkyries,Minnesota Lynx,draftkings,spreads,Minnesota Lynx,-10.5,-120
20260820T024501Z,2026-08-20T02:08:21Z,Golden State Valkyries,Minnesota Lynx,draftkings,totals,Over,150.5,-120
20260820T024501Z,2026-08-20T02:08:21Z,Golden State Valkyries,Minnesota Lynx,draftkings,totals,Under,150.5,-110
20260820T024501Z,2026-08-20T02:08:21Z,Golden State Valkyries,Minnesota Lynx,fanatics,h2h,Golden State Valkyries,,575
20260820T024501Z,2026-08-20T02:08:21Z,Golden State Valkyries,Minnesota Lynx,fanatics,h2h,Minnesota Lynx,,-1000
20260820T024501Z,2026-08-20T02:08:21Z,Golden State Valkyries,Minnesota Lynx,fanatics,spreads,Golden State Valkyries,11.5,-110
20260820T024501Z,2026-08-20T02:08:21Z,Golden State Valkyries,Minnesota Lynx,fanatics,spreads,Minnesota Lynx,-11.5,-120
20260820T024501Z,2026-08-20T02:08:21Z,Golden State Valkyries,Minnesota Lynx,fanatics,totals,Over,149.5,-110
20260820T024501Z,2026-08-20T02:08:21Z,Golden State Valkyries,Minnesota Lynx,fanatics,totals,Under,149.5,-120
20260820T024501Z,2026-08-20T02:08:21Z,Golden State Valkyries,Minnesota Lynx,mybookieag,h2h,Golden State Valkyries,,400
20260820T024501Z,2026-08-20T02:08:21Z,Golden State Valkyries,Minnesota Lynx,mybookieag,h2h,Minnesota Lynx,,-625
20260820T024501Z,2026-08-20T02:08:21Z,Golden State Valkyries,Minnesota Lynx,mybookieag,spreads,Golden State Valkyries,10.5,-118
20260820T024501Z,2026-08-20T02:08:21Z,Golden State Valkyries,Minnesota Lynx,mybookieag,spreads,Minnesota Lynx,-10.5,-111
20260820T024501Z,2026-08-20T02:08:21Z,Golden State Valkyries,Minnesota Lynx,mybookieag,totals,Over,153.5,-105
20260820T024501Z,2026-08-20T02:08:21Z,Golden State Valkyries,Minnesota Lynx,mybookieag,totals,Under,153.5,-118
20260820T024501Z,2026-08-20T02:08:21Z,Golden State Valkyries,Minnesota Lynx,fanduel,h2h,Golden State Valkyries,,630
20260820T024501Z,2026-08-20T02:08:21Z,Golden State Valkyries,Minnesota Lynx,fanduel,h2h,Minnesota Lynx,,-1200
20260820T024501Z,2026-08-20T02:08:21Z,Golden State Valkyries,Minnesota Lynx,fanduel,spreads,Golden State Valkyries,11.5,-106
20260820T024501Z,2026-08-20T02:08:21Z,Golden State Valkyries,Minnesota Lynx,fanduel,spreads,Minnesota Lynx,-11.5,-125
20260820T024501Z,2026-08-20T02:08:21Z,Golden State Valkyries,Minnesota Lynx,fanduel,totals,Over,148.5,-148
20260820T024501Z,2026-08-20T02:08:21Z,Golden State Valkyries,Minnesota Lynx,fanduel,totals,Under,148.5,112
20260820T024501Z,2026-08-20T02:08:21Z,Golden State Valkyries,Minnesota Lynx,williamhill_us,h2h,Golden State Valkyries,,400
20260820T024501Z,2026-08-20T02:08:21Z,Golden State Valkyries,Minnesota Lynx,williamhill_us,h2h,Minnesota Lynx,,-600
20260820T024501Z,2026-08-20T02:08:21Z,Golden State Valkyries,Minnesota Lynx,williamhill_us,spreads,Golden State Valkyries,10.5,-110
20260820T024501Z,2026-08-20T02:08:21Z,Golden State Valkyries,Minnesota Lynx,williamhill_us,spreads,Minnesota Lynx,-10.5,-120
20260820T024501Z,2026-08-20T02:08:21Z,Golden State Valkyries,Minnesota Lynx,williamhill_us,totals,Over,153.5,-120
20260820T024501Z,2026-08-20T02:08:21Z,Golden State Valkyries,Minnesota Lynx,williamhill_us,totals,Under,153.5,-110
20260820T024501Z,2026-08-20T02:08:21Z,Golden State Valkyries,Minnesota Lynx,betrivers,h2h,Golden State Valkyries,,460
20260820T024501Z,2026-08-20T02:08:21Z,Golden State Valkyries,Minnesota Lynx,betrivers,h2h,Minnesota Lynx,,-910
20260820T024501Z,2026-08-20T02:08:21Z,Golden State Valkyries,Minnesota Lynx,betrivers,spreads,Golden State Valkyries,12.5,-120
20260820T024501Z,2026-08-20T02:08:21Z,Golden State Valkyries,Minnesota Lynx,betrivers,spreads,Minnesota Lynx,-12.5,-117
20260820T024501Z,2026-08-20T02:08:21Z,Golden State Valkyries,Minnesota Lynx,betrivers,totals,Over,149.5,-127
20260820T024501Z,2026-08-20T02:08:21Z,Golden State Valkyries,Minnesota Lynx,betrivers,totals,Under,149.5,-124
20260820T024501Z,2026-08-20T02:08:21Z,Golden State Valkyries,Minnesota Lynx,bovada,h2h,Golden State Valkyries,,385
20260820T024501Z,2026-08-20T02:08:21Z,Golden State Valkyries,Minnesota Lynx,bovada,h2h,Minnesota Lynx,,-625
20260820T024501Z,2026-08-20T02:08:21Z,Golden State Valkyries,Minnesota Lynx,bovada,spreads,Golden State Valkyries,10.0,-115
20260820T024501Z,2026-08-20T02:08:21Z,Golden State Valkyries,Minnesota Lynx,bovada,spreads,Minnesota Lynx,-10.0,-115
20260820T024501Z,2026-08-20T02:08:21Z,Golden State Valkyries,Minnesota Lynx,bovada,totals,Over,150.5,-115
20260820T024501Z,2026-08-20T02:08:21Z,Golden State Valkyries,Minnesota Lynx,bovada,totals,Under,150.5,-115
20260820T024501Z,2026-08-20T02:08:21Z,Golden State Valkyries,Minnesota Lynx,betmgm,h2h,Golden State Valkyries,,375
20260820T024501Z,2026-08-20T02:08:21Z,Golden State Valkyries,Minnesota Lynx,betmgm,h2h,Minnesota Lynx,,-600
20260820T024501Z,2026-08-20T02:08:21Z,Golden State Valkyries,Minnesota Lynx,betmgm,spreads,Golden State Valkyries,9.5,-110
20260820T024501Z,2026-08-20T02:08:21Z,Golden State Valkyries,Minnesota Lynx,betmgm,spreads,Minnesota Lynx,-9.5,-115
20260820T024501Z,2026-08-20T02:08:21Z,Golden State Valkyries,Minnesota Lynx,betmgm,totals,Over,147.5,-115
20260820T024501Z,2026-08-20T02:08:21Z,Golden State Valkyries,Minnesota Lynx,betmgm,totals,Under,147.5,-110
20260820T024501Z,2026-08-21T00:00:00Z,Dallas Wings,Indiana Fever,fanduel,h2h,Dallas Wings,,130
20260820T024501Z,2026-08-21T00:00:00Z,Dallas Wings,Indiana Fever,fanduel,h2h,Indiana Fever,,-160
20260820T024501Z,2026-08-21T00:00:00Z,Dallas Wings,Indiana Fever,fanduel,spreads,Dallas Wings,3.5,-110
20260820T024501Z,2026-08-21T00:00:00Z,Dallas Wings,Indiana Fever,fanduel,spreads,Indiana Fever,-3.5,-110
20260820T024501Z,2026-08-21T00:00:00Z,Dallas Wings,Indiana Fever,fanduel,totals,Over,185.5,-110
20260820T024501Z,2026-08-21T00:00:00Z,Dallas Wings,Indiana Fever,fanduel,totals,Under,185.5,-110
20260820T024501Z,2026-08-21T00:00:00Z,Dallas Wings,Indiana Fever,fanatics,h2h,Dallas Wings,,130
20260820T024501Z,2026-08-21T00:00:00Z,Dallas Wings,Indiana Fever,fanatics,h2h,Indiana Fever,,-155
20260820T024501Z,2026-08-21T00:00:00Z,Dallas Wings,Indiana Fever,fanatics,spreads,Dallas Wings,3.5,-110
20260820T024501Z,2026-08-21T00:00:00Z,Dallas Wings,Indiana Fever,fanatics,spreads,Indiana Fever,-3.5,-110
20260820T024501Z,2026-08-21T00:00:00Z,Dallas Wings,Indiana Fever,fanatics,totals,Over,185.5,-110
20260820T024501Z,2026-08-21T00:00:00Z,Dallas Wings,Indiana Fever,fanatics,totals,Under,185.5,-110
20260820T024501Z,2026-08-21T00:00:00Z,Dallas Wings,Indiana Fever,mybookieag,h2h,Dallas Wings,,132
20260820T024501Z,2026-08-21T00:00:00Z,Dallas Wings,Indiana Fever,mybookieag,h2h,Indiana Fever,,-162
20260820T024501Z,2026-08-21T00:00:00Z,Dallas Wings,Indiana Fever,mybookieag,spreads,Dallas Wings,3.5,-110
20260820T024501Z,2026-08-21T00:00:00Z,Dallas Wings,Indiana Fever,mybookieag,spreads,Indiana Fever,-3.5,-110
20260820T024501Z,2026-08-21T00:00:00Z,Dallas Wings,Indiana Fever,mybookieag,totals,Over,186.0,-110
20260820T024501Z,2026-08-21T00:00:00Z,Dallas Wings,Indiana Fever,mybookieag,totals,Under,186.0,-110
20260820T024501Z,2026-08-21T00:00:00Z,Dallas Wings,Indiana Fever,draftkings,h2h,Dallas Wings,,130
20260820T024501Z,2026-08-21T00:00:00Z,Dallas Wings,Indiana Fever,draftkings,h2h,Indiana Fever,,-155
20260820T024501Z,2026-08-21T00:00:00Z,Dallas Wings,Indiana Fever,draftkings,spreads,Dallas Wings,3.5,-115
20260820T024501Z,2026-08-21T00:00:00Z,Dallas Wings,Indiana Fever,draftkings,spreads,Indiana Fever,-3.5,-105
20260820T024501Z,2026-08-21T00:00:00Z,Dallas Wings,Indiana Fever,draftkings,totals,Over,185.5,-112
20260820T024501Z,2026-08-21T00:00:00Z,Dallas Wings,Indiana Fever,draftkings,totals,Under,185.5,-108
20260820T024501Z,2026-08-21T00:00:00Z,Dallas Wings,Indiana Fever,williamhill_us,h2h,Dallas Wings,,140
20260820T024501Z,2026-08-21T00:00:00Z,Dallas Wings,Indiana Fever,williamhill_us,h2h,Indiana Fever,,-165
20260820T024501Z,2026-08-21T00:00:00Z,Dallas Wings,Indiana Fever,williamhill_us,spreads,Dallas Wings,3.5,-110
20260820T024501Z,2026-08-21T00:00:00Z,Dallas Wings,Indiana Fever,williamhill_us,spreads,Indiana Fever,-3.5,-110
20260820T024501Z,2026-08-21T00:00:00Z,Dallas Wings,Indiana Fever,williamhill_us,totals,Over,185.5,-110
20260820T024501Z,2026-08-21T00:00:00Z,Dallas Wings,Indiana Fever,williamhill_us,totals,Under,185.5,-110
20260820T024501Z,2026-08-21T00:00:00Z,Dallas Wings,Indiana Fever,betrivers,h2h,Dallas Wings,,132
20260820T024501Z,2026-08-21T00:00:00Z,Dallas Wings,Indiana Fever,betrivers,h2h,Indiana Fever,,-165
20260820T024501Z,2026-08-21T00:00:00Z,Dallas Wings,Indiana Fever,betrivers,spreads,Dallas Wings,3.5,-120
20260820T024501Z,2026-08-21T00:00:00Z,Dallas Wings,Indiana Fever,betrivers,spreads,Indiana Fever,-3.5,-105
20260820T024501Z,2026-08-21T00:00:00Z,Dallas Wings,Indiana Fever,betrivers,totals,Over,185.5,-112
20260820T024501Z,2026-08-21T00:00:00Z,Dallas Wings,Indiana Fever,betrivers,totals,Under,185.5,-112
20260820T024501Z,2026-08-21T00:00:00Z,Dallas Wings,Indiana Fever,betonlineag,h2h,Dallas Wings,,135
20260820T024501Z,2026-08-21T00:00:00Z,Dallas Wings,Indiana Fever,betonlineag,h2h,Indiana Fever,,-155
20260820T024501Z,2026-08-21T00:00:00Z,Dallas Wings,Indiana Fever,betonlineag,spreads,Dallas Wings,3.5,-110
20260820T024501Z,2026-08-21T00:00:00Z,Dallas Wings,Indiana Fever,betonlineag,spreads,Indiana Fever,-3.5,-110
20260820T024501Z,2026-08-21T00:00:00Z,Dallas Wings,Indiana Fever,betonlineag,totals,Over,185.5,-110
20260820T024501Z,2026-08-21T00:00:00Z,Dallas Wings,Indiana Fever,betonlineag,totals,Under,185.5,-110
20260820T024501Z,2026-08-21T00:00:00Z,Dallas Wings,Indiana Fever,lowvig,h2h,Dallas Wings,,135
20260820T024501Z,2026-08-21T00:00:00Z,Dallas Wings,Indiana Fever,lowvig,h2h,Indiana Fever,,-155
20260820T024501Z,2026-08-21T00:00:00Z,Dallas Wings,Indiana Fever,lowvig,spreads,Dallas Wings,3.5,-108
20260820T024501Z,2026-08-21T00:00:00Z,Dallas Wings,Indiana Fever,lowvig,spreads,Indiana Fever,-3.5,-108
20260820T024501Z,2026-08-21T00:00:00Z,Dallas Wings,Indiana Fever,lowvig,totals,Over,185.5,-108
20260820T024501Z,2026-08-21T00:00:00Z,Dallas Wings,Indiana Fever,lowvig,totals,Under,185.5,-108
20260820T024501Z,2026-08-21T00:00:00Z,Dallas Wings,Indiana Fever,bovada,h2h,Dallas Wings,,135
20260820T024501Z,2026-08-21T00:00:00Z,Dallas Wings,Indiana Fever,bovada,h2h,Indiana Fever,,-160
20260820T024501Z,2026-08-21T00:00:00Z,Dallas Wings,Indiana Fever,bovada,spreads,Dallas Wings,3.5,-110
20260820T024501Z,2026-08-21T00:00:00Z,Dallas Wings,Indiana Fever,bovada,spreads,Indiana Fever,-3.5,-110
20260820T024501Z,2026-08-21T00:00:00Z,Dallas Wings,Indiana Fever,bovada,totals,Over,186.0,-110
20260820T024501Z,2026-08-21T00:00:00Z,Dallas Wings,Indiana Fever,bovada,totals,Under,186.0,-110
20260820T024501Z,2026-08-21T00:00:00Z,Dallas Wings,Indiana Fever,betus,spreads,Dallas Wings,3.5,-110
20260820T024501Z,2026-08-21T00:00:00Z,Dallas Wings,Indiana Fever,betus,spreads,Indiana Fever,-3.5,-110
20260820T024501Z,2026-08-21T00:00:00Z,Dallas Wings,Indiana Fever,betus,totals,Over,185.5,-110
20260820T024501Z,2026-08-21T00:00:00Z,Dallas Wings,Indiana Fever,betus,totals,Under,185.5,-110
20260820T024501Z,2026-08-21T00:00:00Z,Dallas Wings,Indiana Fever,betmgm,h2h,Dallas Wings,,135
20260820T024501Z,2026-08-21T00:00:00Z,Dallas Wings,Indiana Fever,betmgm,h2h,Indiana Fever,,-160
20260820T024501Z,2026-08-21T00:00:00Z,Dallas Wings,Indiana Fever,betmgm,spreads,Dallas Wings,3.5,-110
20260820T024501Z,2026-08-21T00:00:00Z,Dallas Wings,Indiana Fever,betmgm,spreads,Indiana Fever,-3.5,-110
20260820T024501Z,2026-08-21T00:00:00Z,Dallas Wings,Indiana Fever,betmgm,totals,Over,185.5,-115
20260820T024501Z,2026-08-21T00:00:00Z,Dallas Wings,Indiana Fever,betmgm,totals,Under,185.5,-105
20260820T024501Z,2026-08-21T02:00:00Z,Los Angeles Sparks,Atlanta Dream,fanduel,h2h,Atlanta Dream,,-355
20260820T024501Z,2026-08-21T02:00:00Z,Los Angeles Sparks,Atlanta Dream,fanduel,h2h,Los Angeles Sparks,,270
20260820T024501Z,2026-08-21T02:00:00Z,Los Angeles Sparks,Atlanta Dream,fanduel,spreads,Atlanta Dream,-8.5,-106
20260820T024501Z,2026-08-21T02:00:00Z,Los Angeles Sparks,Atlanta Dream,fanduel,spreads,Los Angeles Sparks,8.5,-114
20260820T024501Z,2026-08-21T02:00:00Z,Los Angeles Sparks,Atlanta Dream,fanduel,totals,Over,181.5,-108
20260820T024501Z,2026-08-21T02:00:00Z,Los Angeles Sparks,Atlanta Dream,fanduel,totals,Under,181.5,-112
20260820T024501Z,2026-08-21T02:00:00Z,Los Angeles Sparks,Atlanta Dream,fanatics,h2h,Atlanta Dream,,-350
20260820T024501Z,2026-08-21T02:00:00Z,Los Angeles Sparks,Atlanta Dream,fanatics,h2h,Los Angeles Sparks,,275
20260820T024501Z,2026-08-21T02:00:00Z,Los Angeles Sparks,Atlanta Dream,fanatics,spreads,Atlanta Dream,-8.5,-105
20260820T024501Z,2026-08-21T02:00:00Z,Los Angeles Sparks,Atlanta Dream,fanatics,spreads,Los Angeles Sparks,8.5,-115
20260820T024501Z,2026-08-21T02:00:00Z,Los Angeles Sparks,Atlanta Dream,fanatics,totals,Over,181.5,-110
20260820T024501Z,2026-08-21T02:00:00Z,Los Angeles Sparks,Atlanta Dream,fanatics,totals,Under,181.5,-110
20260820T024501Z,2026-08-21T02:00:00Z,Los Angeles Sparks,Atlanta Dream,mybookieag,h2h,Atlanta Dream,,-370
20260820T024501Z,2026-08-21T02:00:00Z,Los Angeles Sparks,Atlanta Dream,mybookieag,h2h,Los Angeles Sparks,,280
20260820T024501Z,2026-08-21T02:00:00Z,Los Angeles Sparks,Atlanta Dream,mybookieag,spreads,Atlanta Dream,-8.5,-110
20260820T024501Z,2026-08-21T02:00:00Z,Los Angeles Sparks,Atlanta Dream,mybookieag,spreads,Los Angeles Sparks,8.5,-110
20260820T024501Z,2026-08-21T02:00:00Z,Los Angeles Sparks,Atlanta Dream,mybookieag,totals,Over,181.5,-110
20260820T024501Z,2026-08-21T02:00:00Z,Los Angeles Sparks,Atlanta Dream,mybookieag,totals,Under,181.5,-110
20260820T024501Z,2026-08-21T02:00:00Z,Los Angeles Sparks,Atlanta Dream,draftkings,h2h,Atlanta Dream,,-345
20260820T024501Z,2026-08-21T02:00:00Z,Los Angeles Sparks,Atlanta Dream,draftkings,h2h,Los Angeles Sparks,,275
20260820T024501Z,2026-08-21T02:00:00Z,Los Angeles Sparks,Atlanta Dream,draftkings,spreads,Atlanta Dream,-7.5,-115
20260820T024501Z,2026-08-21T02:00:00Z,Los Angeles Sparks,Atlanta Dream,draftkings,spreads,Los Angeles Sparks,7.5,-105
20260820T024501Z,2026-08-21T02:00:00Z,Los Angeles Sparks,Atlanta Dream,draftkings,totals,Over,181.5,-110
20260820T024501Z,2026-08-21T02:00:00Z,Los Angeles Sparks,Atlanta Dream,draftkings,totals,Under,181.5,-110
20260820T024501Z,2026-08-21T02:00:00Z,Los Angeles Sparks,Atlanta Dream,williamhill_us,h2h,Atlanta Dream,,-400
20260820T024501Z,2026-08-21T02:00:00Z,Los Angeles Sparks,Atlanta Dream,williamhill_us,h2h,Los Angeles Sparks,,310
20260820T024501Z,2026-08-21T02:00:00Z,Los Angeles Sparks,Atlanta Dream,williamhill_us,spreads,Atlanta Dream,-8.5,-110
20260820T024501Z,2026-08-21T02:00:00Z,Los Angeles Sparks,Atlanta Dream,williamhill_us,spreads,Los Angeles Sparks,8.5,-110
20260820T024501Z,2026-08-21T02:00:00Z,Los Angeles Sparks,Atlanta Dream,williamhill_us,totals,Over,181.5,-110
20260820T024501Z,2026-08-21T02:00:00Z,Los Angeles Sparks,Atlanta Dream,williamhill_us,totals,Under,181.5,-110
20260820T024501Z,2026-08-21T02:00:00Z,Los Angeles Sparks,Atlanta Dream,betrivers,h2h,Atlanta Dream,,-375
20260820T024501Z,2026-08-21T02:00:00Z,Los Angeles Sparks,Atlanta Dream,betrivers,h2h,Los Angeles Sparks,,275
20260820T024501Z,2026-08-21T02:00:00Z,Los Angeles Sparks,Atlanta Dream,betrivers,spreads,Atlanta Dream,-8.5,-110
20260820T024501Z,2026-08-21T02:00:00Z,Los Angeles Sparks,Atlanta Dream,betrivers,spreads,Los Angeles Sparks,8.5,-112
20260820T024501Z,2026-08-21T02:00:00Z,Los Angeles Sparks,Atlanta Dream,betrivers,totals,Over,181.5,-112
20260820T024501Z,2026-08-21T02:00:00Z,Los Angeles Sparks,Atlanta Dream,betrivers,totals,Under,181.5,-112
20260820T024501Z,2026-08-21T02:00:00Z,Los Angeles Sparks,Atlanta Dream,betonlineag,h2h,Atlanta Dream,,-375
20260820T024501Z,2026-08-21T02:00:00Z,Los Angeles Sparks,Atlanta Dream,betonlineag,h2h,Los Angeles Sparks,,299
20260820T024501Z,2026-08-21T02:00:00Z,Los Angeles Sparks,Atlanta Dream,betonlineag,spreads,Atlanta Dream,-8.5,-115
20260820T024501Z,2026-08-21T02:00:00Z,Los Angeles Sparks,Atlanta Dream,betonlineag,spreads,Los Angeles Sparks,8.5,-105
20260820T024501Z,2026-08-21T02:00:00Z,Los Angeles Sparks,Atlanta Dream,betonlineag,totals,Over,180.5,-110
20260820T024501Z,2026-08-21T02:00:00Z,Los Angeles Sparks,Atlanta Dream,betonlineag,totals,Under,180.5,-110
20260820T024501Z,2026-08-21T02:00:00Z,Los Angeles Sparks,Atlanta Dream,lowvig,h2h,Atlanta Dream,,-375
20260820T024501Z,2026-08-21T02:00:00Z,Los Angeles Sparks,Atlanta Dream,lowvig,h2h,Los Angeles Sparks,,299
20260820T024501Z,2026-08-21T02:00:00Z,Los Angeles Sparks,Atlanta Dream,lowvig,spreads,Atlanta Dream,-8.5,-113
20260820T024501Z,2026-08-21T02:00:00Z,Los Angeles Sparks,Atlanta Dream,lowvig,spreads,Los Angeles Sparks,8.5,-103
20260820T024501Z,2026-08-21T02:00:00Z,Los Angeles Sparks,Atlanta Dream,lowvig,totals,Over,180.5,-108
20260820T024501Z,2026-08-21T02:00:00Z,Los Angeles Sparks,Atlanta Dream,lowvig,totals,Under,180.5,-108
20260820T024501Z,2026-08-21T02:00:00Z,Los Angeles Sparks,Atlanta Dream,bovada,h2h,Atlanta Dream,,-370
20260820T024501Z,2026-08-21T02:00:00Z,Los Angeles Sparks,Atlanta Dream,bovada,h2h,Los Angeles Sparks,,285
20260820T024501Z,2026-08-21T02:00:00Z,Los Angeles Sparks,Atlanta Dream,bovada,spreads,Atlanta Dream,-8.5,-110
20260820T024501Z,2026-08-21T02:00:00Z,Los Angeles Sparks,Atlanta Dream,bovada,spreads,Los Angeles Sparks,8.5,-110
20260820T024501Z,2026-08-21T02:00:00Z,Los Angeles Sparks,Atlanta Dream,bovada,totals,Over,181.0,-110
20260820T024501Z,2026-08-21T02:00:00Z,Los Angeles Sparks,Atlanta Dream,bovada,totals,Under,181.0,-110
20260820T024501Z,2026-08-21T02:00:00Z,Los Angeles Sparks,Atlanta Dream,betus,spreads,Atlanta Dream,-8.5,-115
20260820T024501Z,2026-08-21T02:00:00Z,Los Angeles Sparks,Atlanta Dream,betus,spreads,Los Angeles Sparks,8.5,-105
20260820T024501Z,2026-08-21T02:00:00Z,Los Angeles Sparks,Atlanta Dream,betus,totals,Over,180.5,-110
20260820T024501Z,2026-08-21T02:00:00Z,Los Angeles Sparks,Atlanta Dream,betus,totals,Under,180.5,-110
20260820T024501Z,2026-08-21T02:00:00Z,Los Angeles Sparks,Atlanta Dream,betmgm,h2h,Atlanta Dream,,-350
20260820T024501Z,2026-08-21T02:00:00Z,Los Angeles Sparks,Atlanta Dream,betmgm,h2h,Los Angeles Sparks,,280
20260820T024501Z,2026-08-21T02:00:00Z,Los Angeles Sparks,Atlanta Dream,betmgm,spreads,Atlanta Dream,-7.5,-118
20260820T024501Z,2026-08-21T02:00:00Z,Los Angeles Sparks,Atlanta Dream,betmgm,spreads,Los Angeles Sparks,7.5,-102
20260820T024501Z,2026-08-21T02:00:00Z,Los Angeles Sparks,Atlanta Dream,betmgm,totals,Over,181.5,-115
20260820T024501Z,2026-08-21T02:00:00Z,Los Angeles Sparks,Atlanta Dream,betmgm,totals,Under,181.5,-105
20260820T024501Z,2026-08-21T02:00:00Z,Las Vegas Aces,Connecticut Sun,fanduel,h2h,Connecticut Sun,,710
20260820T024501Z,2026-08-21T02:00:00Z,Las Vegas Aces,Connecticut Sun,fanduel,h2h,Las Vegas Aces,,-1250
20260820T024501Z,2026-08-21T02:00:00Z,Las Vegas Aces,Connecticut Sun,fanduel,spreads,Connecticut Sun,14.5,-110
20260820T024501Z,2026-08-21T02:00:00Z,Las Vegas Aces,Connecticut Sun,fanduel,spreads,Las Vegas Aces,-14.5,-110
20260820T024501Z,2026-08-21T02:00:00Z,Las Vegas Aces,Connecticut Sun,fanduel,totals,Over,168.5,-106
20260820T024501Z,2026-08-21T02:00:00Z,Las Vegas Aces,Connecticut Sun,fanduel,totals,Under,168.5,-114
20260820T024501Z,2026-08-21T02:00:00Z,Las Vegas Aces,Connecticut Sun,fanatics,h2h,Connecticut Sun,,700
20260820T024501Z,2026-08-21T02:00:00Z,Las Vegas Aces,Connecticut Sun,fanatics,h2h,Las Vegas Aces,,-1100
20260820T024501Z,2026-08-21T02:00:00Z,Las Vegas Aces,Connecticut Sun,fanatics,spreads,Connecticut Sun,14.5,-110
20260820T024501Z,2026-08-21T02:00:00Z,Las Vegas Aces,Connecticut Sun,fanatics,spreads,Las Vegas Aces,-14.5,-110
20260820T024501Z,2026-08-21T02:00:00Z,Las Vegas Aces,Connecticut Sun,fanatics,totals,Over,168.0,-110
20260820T024501Z,2026-08-21T02:00:00Z,Las Vegas Aces,Connecticut Sun,fanatics,totals,Under,168.0,-110
20260820T024501Z,2026-08-21T02:00:00Z,Las Vegas Aces,Connecticut Sun,mybookieag,h2h,Connecticut Sun,,670
20260820T024501Z,2026-08-21T02:00:00Z,Las Vegas Aces,Connecticut Sun,mybookieag,h2h,Las Vegas Aces,,-1205
20260820T024501Z,2026-08-21T02:00:00Z,Las Vegas Aces,Connecticut Sun,mybookieag,spreads,Connecticut Sun,14.5,-110
20260820T024501Z,2026-08-21T02:00:00Z,Las Vegas Aces,Connecticut Sun,mybookieag,spreads,Las Vegas Aces,-14.5,-110
20260820T024501Z,2026-08-21T02:00:00Z,Las Vegas Aces,Connecticut Sun,mybookieag,totals,Over,167.5,-110
20260820T024501Z,2026-08-21T02:00:00Z,Las Vegas Aces,Connecticut Sun,mybookieag,totals,Under,167.5,-110
20260820T024501Z,2026-08-21T02:00:00Z,Las Vegas Aces,Connecticut Sun,draftkings,h2h,Connecticut Sun,,600
20260820T024501Z,2026-08-21T02:00:00Z,Las Vegas Aces,Connecticut Sun,draftkings,h2h,Las Vegas Aces,,-900
20260820T024501Z,2026-08-21T02:00:00Z,Las Vegas Aces,Connecticut Sun,draftkings,spreads,Connecticut Sun,13.5,-110
20260820T024501Z,2026-08-21T02:00:00Z,Las Vegas Aces,Connecticut Sun,draftkings,spreads,Las Vegas Aces,-13.5,-110
20260820T024501Z,2026-08-21T02:00:00Z,Las Vegas Aces,Connecticut Sun,draftkings,totals,Over,168.5,-105
20260820T024501Z,2026-08-21T02:00:00Z,Las Vegas Aces,Connecticut Sun,draftkings,totals,Under,168.5,-115
