snapshot_utc,commence_time,home_team,away_team,bookmaker,market,outcome,point,price
20260730T150132Z,2026-07-31T00:10:00Z,Chicago Sky,Connecticut Sun,draftkings,h2h,Chicago Sky,,-207
20260730T150132Z,2026-07-31T00:10:00Z,Chicago Sky,Connecticut Sun,draftkings,h2h,Connecticut Sun,,169
20260730T150132Z,2026-07-31T00:10:00Z,Chicago Sky,Connecticut Sun,draftkings,spreads,Chicago Sky,-4.5,-117
20260730T150132Z,2026-07-31T00:10:00Z,Chicago Sky,Connecticut Sun,draftkings,spreads,Connecticut Sun,4.5,-104
20260730T150132Z,2026-07-31T00:10:00Z,Chicago Sky,Connecticut Sun,draftkings,totals,Over,176.5,-114
20260730T150132Z,2026-07-31T00:10:00Z,Chicago Sky,Connecticut Sun,draftkings,totals,Under,176.5,-106
20260730T150132Z,2026-07-31T00:10:00Z,Chicago Sky,Connecticut Sun,fanatics,h2h,Chicago Sky,,-205
20260730T150132Z,2026-07-31T00:10:00Z,Chicago Sky,Connecticut Sun,fanatics,h2h,Connecticut Sun,,170
20260730T150132Z,2026-07-31T00:10:00Z,Chicago Sky,Connecticut Sun,fanatics,spreads,Chicago Sky,-4.5,-115
20260730T150132Z,2026-07-31T00:10:00Z,Chicago Sky,Connecticut Sun,fanatics,spreads,Connecticut Sun,4.5,-105
20260730T150132Z,2026-07-31T00:10:00Z,Chicago Sky,Connecticut Sun,fanatics,totals,Over,177.0,-110
20260730T150132Z,2026-07-31T00:10:00Z,Chicago Sky,Connecticut Sun,fanatics,totals,Under,177.0,-110
20260730T150132Z,2026-07-31T00:10:00Z,Chicago Sky,Connecticut Sun,mybookieag,h2h,Chicago Sky,,-206
20260730T150132Z,2026-07-31T00:10:00Z,Chicago Sky,Connecticut Sun,mybookieag,h2h,Connecticut Sun,,165
20260730T150132Z,2026-07-31T00:10:00Z,Chicago Sky,Connecticut Sun,mybookieag,spreads,Chicago Sky,-5.0,-110
20260730T150132Z,2026-07-31T00:10:00Z,Chicago Sky,Connecticut Sun,mybookieag,spreads,Connecticut Sun,5.0,-110
20260730T150132Z,2026-07-31T00:10:00Z,Chicago Sky,Connecticut Sun,mybookieag,totals,Over,176.5,-110
20260730T150132Z,2026-07-31T00:10:00Z,Chicago Sky,Connecticut Sun,mybookieag,totals,Under,176.5,-110
20260730T150132Z,2026-07-31T00:10:00Z,Chicago Sky,Connecticut Sun,fanduel,h2h,Chicago Sky,,-205
20260730T150132Z,2026-07-31T00:10:00Z,Chicago Sky,Connecticut Sun,fanduel,h2h,Connecticut Sun,,164
20260730T150132Z,2026-07-31T00:10:00Z,Chicago Sky,Connecticut Sun,fanduel,spreads,Chicago Sky,-4.5,-115
20260730T150132Z,2026-07-31T00:10:00Z,Chicago Sky,Connecticut Sun,fanduel,spreads,Connecticut Sun,4.5,-105
20260730T150132Z,2026-07-31T00:10:00Z,Chicago Sky,Connecticut Sun,fanduel,totals,Over,176.5,-110
20260730T150132Z,2026-07-31T00:10:00Z,Chicago Sky,Connecticut Sun,fanduel,totals,Under,176.5,-110
20260730T150132Z,2026-07-31T00:10:00Z,Chicago Sky,Connecticut Sun,williamhill_us,h2h,Chicago Sky,,-210
20260730T150132Z,2026-07-31T00:10:00Z,Chicago Sky,Connecticut Sun,williamhill_us,h2h,Connecticut Sun,,175
20260730T150132Z,2026-07-31T00:10:00Z,Chicago Sky,Connecticut Sun,williamhill_us,spreads,Chicago Sky,-4.5,-115
20260730T150132Z,2026-07-31T00:10:00Z,Chicago Sky,Connecticut Sun,williamhill_us,spreads,Connecticut Sun,4.5,-105
20260730T150132Z,2026-07-31T00:10:00Z,Chicago Sky,Connecticut Sun,williamhill_us,totals,Over,176.5,-115
20260730T150132Z,2026-07-31T00:10:00Z,Chicago Sky,Connecticut Sun,williamhill_us,totals,Under,176.5,-105
20260730T150132Z,2026-07-31T00:10:00Z,Chicago Sky,Connecticut Sun,betrivers,h2h,Chicago Sky,,-195
20260730T150132Z,2026-07-31T00:10:00Z,Chicago Sky,Connecticut Sun,betrivers,h2h,Connecticut Sun,,155
20260730T150132Z,2026-07-31T00:10:00Z,Chicago Sky,Connecticut Sun,betrivers,spreads,Chicago Sky,-4.5,-113
20260730T150132Z,2026-07-31T00:10:00Z,Chicago Sky,Connecticut Sun,betrivers,spreads,Connecticut Sun,4.5,-110
20260730T150132Z,2026-07-31T00:10:00Z,Chicago Sky,Connecticut Sun,betrivers,totals,Over,176.5,-110
20260730T150132Z,2026-07-31T00:10:00Z,Chicago Sky,Connecticut Sun,betrivers,totals,Under,176.5,-112
20260730T150132Z,2026-07-31T00:10:00Z,Chicago Sky,Connecticut Sun,lowvig,h2h,Chicago Sky,,-195
20260730T150132Z,2026-07-31T00:10:00Z,Chicago Sky,Connecticut Sun,lowvig,h2h,Connecticut Sun,,170
20260730T150132Z,2026-07-31T00:10:00Z,Chicago Sky,Connecticut Sun,lowvig,spreads,Chicago Sky,-4.5,-114
20260730T150132Z,2026-07-31T00:10:00Z,Chicago Sky,Connecticut Sun,lowvig,spreads,Connecticut Sun,4.5,-102
20260730T150132Z,2026-07-31T00:10:00Z,Chicago Sky,Connecticut Sun,lowvig,totals,Over,177.0,-103
20260730T150132Z,2026-07-31T00:10:00Z,Chicago Sky,Connecticut Sun,lowvig,totals,Under,177.0,-113
20260730T150132Z,2026-07-31T00:10:00Z,Chicago Sky,Connecticut Sun,betonlineag,h2h,Chicago Sky,,-195
20260730T150132Z,2026-07-31T00:10:00Z,Chicago Sky,Connecticut Sun,betonlineag,h2h,Connecticut Sun,,170
20260730T150132Z,2026-07-31T00:10:00Z,Chicago Sky,Connecticut Sun,betonlineag,spreads,Chicago Sky,-4.5,-116
20260730T150132Z,2026-07-31T00:10:00Z,Chicago Sky,Connecticut Sun,betonlineag,spreads,Connecticut Sun,4.5,-104
20260730T150132Z,2026-07-31T00:10:00Z,Chicago Sky,Connecticut Sun,betonlineag,totals,Over,177.0,-105
20260730T150132Z,2026-07-31T00:10:00Z,Chicago Sky,Connecticut Sun,betonlineag,totals,Under,177.0,-115
20260730T150132Z,2026-07-31T00:10:00Z,Chicago Sky,Connecticut Sun,betmgm,h2h,Chicago Sky,,-210
20260730T150132Z,2026-07-31T00:10:00Z,Chicago Sky,Connecticut Sun,betmgm,h2h,Connecticut Sun,,170
20260730T150132Z,2026-07-31T00:10:00Z,Chicago Sky,Connecticut Sun,betmgm,spreads,Chicago Sky,-4.5,-118
20260730T150132Z,2026-07-31T00:10:00Z,Chicago Sky,Connecticut Sun,betmgm,spreads,Connecticut Sun,4.5,-102
20260730T150132Z,2026-07-31T00:10:00Z,Chicago Sky,Connecticut Sun,betmgm,totals,Over,176.5,-115
20260730T150132Z,2026-07-31T00:10:00Z,Chicago Sky,Connecticut Sun,betmgm,totals,Under,176.5,-105
20260730T150132Z,2026-07-31T00:10:00Z,Chicago Sky,Connecticut Sun,betus,h2h,Chicago Sky,,-195
20260730T150132Z,2026-07-31T00:10:00Z,Chicago Sky,Connecticut Sun,betus,h2h,Connecticut Sun,,165
20260730T150132Z,2026-07-31T00:10:00Z,Chicago Sky,Connecticut Sun,betus,spreads,Chicago Sky,-5.0,-110
20260730T150132Z,2026-07-31T00:10:00Z,Chicago Sky,Connecticut Sun,betus,spreads,Connecticut Sun,5.0,-110
20260730T150132Z,2026-07-31T00:10:00Z,Chicago Sky,Connecticut Sun,betus,totals,Over,177.0,-105
20260730T150132Z,2026-07-31T00:10:00Z,Chicago Sky,Connecticut Sun,betus,totals,Under,177.0,-115
20260730T150132Z,2026-07-31T00:10:00Z,Chicago Sky,Connecticut Sun,bovada,h2h,Chicago Sky,,-200
20260730T150132Z,2026-07-31T00:10:00Z,Chicago Sky,Connecticut Sun,bovada,h2h,Connecticut Sun,,170
20260730T150132Z,2026-07-31T00:10:00Z,Chicago Sky,Connecticut Sun,bovada,spreads,Chicago Sky,-4.5,-115
20260730T150132Z,2026-07-31T00:10:00Z,Chicago Sky,Connecticut Sun,bovada,spreads,Connecticut Sun,4.5,-105
20260730T150132Z,2026-07-31T00:10:00Z,Chicago Sky,Connecticut Sun,bovada,totals,Over,177.0,-105
20260730T150132Z,2026-07-31T00:10:00Z,Chicago Sky,Connecticut Sun,bovada,totals,Under,177.0,-115
20260730T150132Z,2026-07-31T00:10:00Z,Toronto Tempo,Minnesota Lynx,draftkings,h2h,Minnesota Lynx,,-760
20260730T150132Z,2026-07-31T00:10:00Z,Toronto Tempo,Minnesota Lynx,draftkings,h2h,Toronto Tempo,,515
20260730T150132Z,2026-07-31T00:10:00Z,Toronto Tempo,Minnesota Lynx,draftkings,spreads,Minnesota Lynx,-12.5,-108
20260730T150132Z,2026-07-31T00:10:00Z,Toronto Tempo,Minnesota Lynx,draftkings,spreads,Toronto Tempo,12.5,-112
20260730T150132Z,2026-07-31T00:10:00Z,Toronto Tempo,Minnesota Lynx,draftkings,totals,Over,186.5,-112
20260730T150132Z,2026-07-31T00:10:00Z,Toronto Tempo,Minnesota Lynx,draftkings,totals,Under,186.5,-108
20260730T150132Z,2026-07-31T00:10:00Z,Toronto Tempo,Minnesota Lynx,fanatics,h2h,Minnesota Lynx,,-750
20260730T150132Z,2026-07-31T00:10:00Z,Toronto Tempo,Minnesota Lynx,fanatics,h2h,Toronto Tempo,,525
20260730T150132Z,2026-07-31T00:10:00Z,Toronto Tempo,Minnesota Lynx,fanatics,spreads,Minnesota Lynx,-12.5,-105
20260730T150132Z,2026-07-31T00:10:00Z,Toronto Tempo,Minnesota Lynx,fanatics,spreads,Toronto Tempo,12.5,-115
20260730T150132Z,2026-07-31T00:10:00Z,Toronto Tempo,Minnesota Lynx,fanatics,totals,Over,186.5,-110
20260730T150132Z,2026-07-31T00:10:00Z,Toronto Tempo,Minnesota Lynx,fanatics,totals,Under,186.5,-110
20260730T150132Z,2026-07-31T00:10:00Z,Toronto Tempo,Minnesota Lynx,mybookieag,h2h,Minnesota Lynx,,-752
20260730T150132Z,2026-07-31T00:10:00Z,Toronto Tempo,Minnesota Lynx,mybookieag,h2h,Toronto Tempo,,500
20260730T150132Z,2026-07-31T00:10:00Z,Toronto Tempo,Minnesota Lynx,mybookieag,spreads,Minnesota Lynx,-12.5,-110
20260730T150132Z,2026-07-31T00:10:00Z,Toronto Tempo,Minnesota Lynx,mybookieag,spreads,Toronto Tempo,12.5,-110
20260730T150132Z,2026-07-31T00:10:00Z,Toronto Tempo,Minnesota Lynx,mybookieag,totals,Over,186.5,-110
20260730T150132Z,2026-07-31T00:10:00Z,Toronto Tempo,Minnesota Lynx,mybookieag,totals,Under,186.5,-110
20260730T150132Z,2026-07-31T00:10:00Z,Toronto Tempo,Minnesota Lynx,williamhill_us,h2h,Minnesota Lynx,,-700
20260730T150132Z,2026-07-31T00:10:00Z,Toronto Tempo,Minnesota Lynx,williamhill_us,h2h,Toronto Tempo,,500
20260730T150132Z,2026-07-31T00:10:00Z,Toronto Tempo,Minnesota Lynx,williamhill_us,spreads,Minnesota Lynx,-12.0,-115
20260730T150132Z,2026-07-31T00:10:00Z,Toronto Tempo,Minnesota Lynx,williamhill_us,spreads,Toronto Tempo,12.0,-105
20260730T150132Z,2026-07-31T00:10:00Z,Toronto Tempo,Minnesota Lynx,williamhill_us,totals,Over,186.5,-110
20260730T150132Z,2026-07-31T00:10:00Z,Toronto Tempo,Minnesota Lynx,williamhill_us,totals,Under,186.5,-110
20260730T150132Z,2026-07-31T00:10:00Z,Toronto Tempo,Minnesota Lynx,fanduel,h2h,Minnesota Lynx,,-800
20260730T150132Z,2026-07-31T00:10:00Z,Toronto Tempo,Minnesota Lynx,fanduel,h2h,Toronto Tempo,,520
20260730T150132Z,2026-07-31T00:10:00Z,Toronto Tempo,Minnesota Lynx,fanduel,spreads,Minnesota Lynx,-12.5,-108
20260730T150132Z,2026-07-31T00:10:00Z,Toronto Tempo,Minnesota Lynx,fanduel,spreads,Toronto Tempo,12.5,-112
20260730T150132Z,2026-07-31T00:10:00Z,Toronto Tempo,Minnesota Lynx,fanduel,totals,Over,187.5,-105
20260730T150132Z,2026-07-31T00:10:00Z,Toronto Tempo,Minnesota Lynx,fanduel,totals,Under,187.5,-115
20260730T150132Z,2026-07-31T00:10:00Z,Toronto Tempo,Minnesota Lynx,betrivers,h2h,Minnesota Lynx,,-715
20260730T150132Z,2026-07-31T00:10:00Z,Toronto Tempo,Minnesota Lynx,betrivers,h2h,Toronto Tempo,,475
20260730T150132Z,2026-07-31T00:10:00Z,Toronto Tempo,Minnesota Lynx,betrivers,spreads,Minnesota Lynx,-12.5,-109
20260730T150132Z,2026-07-31T00:10:00Z,Toronto Tempo,Minnesota Lynx,betrivers,spreads,Toronto Tempo,12.5,-114
20260730T150132Z,2026-07-31T00:10:00Z,Toronto Tempo,Minnesota Lynx,betrivers,totals,Over,187.5,-110
20260730T150132Z,2026-07-31T00:10:00Z,Toronto Tempo,Minnesota Lynx,betrivers,totals,Under,187.5,-112
20260730T150132Z,2026-07-31T00:10:00Z,Toronto Tempo,Minnesota Lynx,lowvig,h2h,Minnesota Lynx,,-715
20260730T150132Z,2026-07-31T00:10:00Z,Toronto Tempo,Minnesota Lynx,lowvig,h2h,Toronto Tempo,,514
20260730T150132Z,2026-07-31T00:10:00Z,Toronto Tempo,Minnesota Lynx,lowvig,spreads,Minnesota Lynx,-12.0,-113
20260730T150132Z,2026-07-31T00:10:00Z,Toronto Tempo,Minnesota Lynx,lowvig,spreads,Toronto Tempo,12.0,-103
20260730T150132Z,2026-07-31T00:10:00Z,Toronto Tempo,Minnesota Lynx,lowvig,totals,Over,186.5,-108
20260730T150132Z,2026-07-31T00:10:00Z,Toronto Tempo,Minnesota Lynx,lowvig,totals,Under,186.5,-108
20260730T150132Z,2026-07-31T00:10:00Z,Toronto Tempo,Minnesota Lynx,betonlineag,h2h,Minnesota Lynx,,-715
20260730T150132Z,2026-07-31T00:10:00Z,Toronto Tempo,Minnesota Lynx,betonlineag,h2h,Toronto Tempo,,514
20260730T150132Z,2026-07-31T00:10:00Z,Toronto Tempo,Minnesota Lynx,betonlineag,spreads,Minnesota Lynx,-12.0,-115
20260730T150132Z,2026-07-31T00:10:00Z,Toronto Tempo,Minnesota Lynx,betonlineag,spreads,Toronto Tempo,12.0,-105
20260730T150132Z,2026-07-31T00:10:00Z,Toronto Tempo,Minnesota Lynx,betonlineag,totals,Over,186.5,-110
20260730T150132Z,2026-07-31T00:10:00Z,Toronto Tempo,Minnesota Lynx,betonlineag,totals,Under,186.5,-110
20260730T150132Z,2026-07-31T00:10:00Z,Toronto Tempo,Minnesota Lynx,betus,h2h,Minnesota Lynx,,-715
20260730T150132Z,2026-07-31T00:10:00Z,Toronto Tempo,Minnesota Lynx,betus,h2h,Toronto Tempo,,505
20260730T150132Z,2026-07-31T00:10:00Z,Toronto Tempo,Minnesota Lynx,betus,spreads,Minnesota Lynx,-12.0,-115
20260730T150132Z,2026-07-31T00:10:00Z,Toronto Tempo,Minnesota Lynx,betus,spreads,Toronto Tempo,12.0,-105
20260730T150132Z,2026-07-31T00:10:00Z,Toronto Tempo,Minnesota Lynx,betus,totals,Over,186.5,-110
20260730T150132Z,2026-07-31T00:10:00Z,Toronto Tempo,Minnesota Lynx,betus,totals,Under,186.5,-110
20260730T150132Z,2026-07-31T00:10:00Z,Toronto Tempo,Minnesota Lynx,betmgm,h2h,Minnesota Lynx,,-750
20260730T150132Z,2026-07-31T00:10:00Z,Toronto Tempo,Minnesota Lynx,betmgm,h2h,Toronto Tempo,,525
20260730T150132Z,2026-07-31T00:10:00Z,Toronto Tempo,Minnesota Lynx,betmgm,spreads,Minnesota Lynx,-12.5,-105
20260730T150132Z,2026-07-31T00:10:00Z,Toronto Tempo,Minnesota Lynx,betmgm,spreads,Toronto Tempo,12.5,-115
20260730T150132Z,2026-07-31T00:10:00Z,Toronto Tempo,Minnesota Lynx,betmgm,totals,Over,186.5,-115
20260730T150132Z,2026-07-31T00:10:00Z,Toronto Tempo,Minnesota Lynx,betmgm,totals,Under,186.5,-105
20260730T150132Z,2026-07-31T00:10:00Z,Toronto Tempo,Minnesota Lynx,bovada,h2h,Minnesota Lynx,,-700
20260730T150132Z,2026-07-31T00:10:00Z,Toronto Tempo,Minnesota Lynx,bovada,h2h,Toronto Tempo,,475
20260730T150132Z,2026-07-31T00:10:00Z,Toronto Tempo,Minnesota Lynx,bovada,spreads,Minnesota Lynx,-12.0,-115
20260730T150132Z,2026-07-31T00:10:00Z,Toronto Tempo,Minnesota Lynx,bovada,spreads,Toronto Tempo,12.0,-105
20260730T150132Z,2026-07-31T00:10:00Z,Toronto Tempo,Minnesota Lynx,bovada,totals,Over,186.5,-110
20260730T150132Z,2026-07-31T00:10:00Z,Toronto Tempo,Minnesota Lynx,bovada,totals,Under,186.5,-110
20260730T150132Z,2026-07-31T02:10:00Z,Las Vegas Aces,New York Liberty,draftkings,h2h,Las Vegas Aces,,-220
20260730T150132Z,2026-07-31T02:10:00Z,Las Vegas Aces,New York Liberty,draftkings,h2h,New York Liberty,,178
20260730T150132Z,2026-07-31T02:10:00Z,Las Vegas Aces,New York Liberty,draftkings,spreads,Las Vegas Aces,-5.5,-112
20260730T150132Z,2026-07-31T02:10:00Z,Las Vegas Aces,New York Liberty,draftkings,spreads,New York Liberty,5.5,-108
20260730T150132Z,2026-07-31T02:10:00Z,Las Vegas Aces,New York Liberty,draftkings,totals,Over,181.5,-113
20260730T150132Z,2026-07-31T02:10:00Z,Las Vegas Aces,New York Liberty,draftkings,totals,Under,181.5,-107
20260730T150132Z,2026-07-31T02:10:00Z,Las Vegas Aces,New York Liberty,fanatics,h2h,Las Vegas Aces,,-220
20260730T150132Z,2026-07-31T02:10:00Z,Las Vegas Aces,New York Liberty,fanatics,h2h,New York Liberty,,180
20260730T150132Z,2026-07-31T02:10:00Z,Las Vegas Aces,New York Liberty,fanatics,spreads,Las Vegas Aces,-5.5,-110
20260730T150132Z,2026-07-31T02:10:00Z,Las Vegas Aces,New York Liberty,fanatics,spreads,New York Liberty,5.5,-110
20260730T150132Z,2026-07-31T02:10:00Z,Las Vegas Aces,New York Liberty,fanatics,totals,Over,182.0,-110
20260730T150132Z,2026-07-31T02:10:00Z,Las Vegas Aces,New York Liberty,fanatics,totals,Under,182.0,-110
20260730T150132Z,2026-07-31T02:10:00Z,Las Vegas Aces,New York Liberty,mybookieag,h2h,Las Vegas Aces,,-222
20260730T150132Z,2026-07-31T02:10:00Z,Las Vegas Aces,New York Liberty,mybookieag,h2h,New York Liberty,,178
20260730T150132Z,2026-07-31T02:10:00Z,Las Vegas Aces,New York Liberty,mybookieag,spreads,Las Vegas Aces,-5.5,-110
20260730T150132Z,2026-07-31T02:10:00Z,Las Vegas Aces,New York Liberty,mybookieag,spreads,New York Liberty,5.5,-110
20260730T150132Z,2026-07-31T02:10:00Z,Las Vegas Aces,New York Liberty,mybookieag,totals,Over,181.5,-110
20260730T150132Z,2026-07-31T02:10:00Z,Las Vegas Aces,New York Liberty,mybookieag,totals,Under,181.5,-110
20260730T150132Z,2026-07-31T02:10:00Z,Las Vegas Aces,New York Liberty,williamhill_us,h2h,Las Vegas Aces,,-235
20260730T150132Z,2026-07-31T02:10:00Z,Las Vegas Aces,New York Liberty,williamhill_us,h2h,New York Liberty,,192
20260730T150132Z,2026-07-31T02:10:00Z,Las Vegas Aces,New York Liberty,williamhill_us,spreads,Las Vegas Aces,-5.5,-110
20260730T150132Z,2026-07-31T02:10:00Z,Las Vegas Aces,New York Liberty,williamhill_us,spreads,New York Liberty,5.5,-110
20260730T150132Z,2026-07-31T02:10:00Z,Las Vegas Aces,New York Liberty,williamhill_us,totals,Over,181.5,-115
20260730T150132Z,2026-07-31T02:10:00Z,Las Vegas Aces,New York Liberty,williamhill_us,totals,Under,181.5,-105
20260730T150132Z,2026-07-31T02:10:00Z,Las Vegas Aces,New York Liberty,fanduel,h2h,Las Vegas Aces,,-225
20260730T150132Z,2026-07-31T02:10:00Z,Las Vegas Aces,New York Liberty,fanduel,h2h,New York Liberty,,180
20260730T150132Z,2026-07-31T02:10:00Z,Las Vegas Aces,New York Liberty,fanduel,spreads,Las Vegas Aces,-5.5,-110
20260730T150132Z,2026-07-31T02:10:00Z,Las Vegas Aces,New York Liberty,fanduel,spreads,New York Liberty,5.5,-110
20260730T150132Z,2026-07-31T02:10:00Z,Las Vegas Aces,New York Liberty,fanduel,totals,Over,182.5,-105
20260730T150132Z,2026-07-31T02:10:00Z,Las Vegas Aces,New York Liberty,fanduel,totals,Under,182.5,-115
20260730T150132Z,2026-07-31T02:10:00Z,Las Vegas Aces,New York Liberty,betrivers,h2h,Las Vegas Aces,,-205
20260730T150132Z,2026-07-31T02:10:00Z,Las Vegas Aces,New York Liberty,betrivers,h2h,New York Liberty,,160
20260730T150132Z,2026-07-31T02:10:00Z,Las Vegas Aces,New York Liberty,betrivers,spreads,Las Vegas Aces,-5.5,-109
20260730T150132Z,2026-07-31T02:10:00Z,Las Vegas Aces,New York Liberty,betrivers,spreads,New York Liberty,5.5,-114
20260730T150132Z,2026-07-31T02:10:00Z,Las Vegas Aces,New York Liberty,betrivers,totals,Over,181.5,-110
20260730T150132Z,2026-07-31T02:10:00Z,Las Vegas Aces,New York Liberty,betrivers,totals,Under,181.5,-113
20260730T150132Z,2026-07-31T02:10:00Z,Las Vegas Aces,New York Liberty,lowvig,h2h,Las Vegas Aces,,-210
20260730T150132Z,2026-07-31T02:10:00Z,Las Vegas Aces,New York Liberty,lowvig,h2h,New York Liberty,,180
20260730T150132Z,2026-07-31T02:10:00Z,Las Vegas Aces,New York Liberty,lowvig,spreads,Las Vegas Aces,-5.5,-108
20260730T150132Z,2026-07-31T02:10:00Z,Las Vegas Aces,New York Liberty,lowvig,spreads,New York Liberty,5.5,-108
20260730T150132Z,2026-07-31T02:10:00Z,Las Vegas Aces,New York Liberty,lowvig,totals,Over,181.5,-102
20260730T150132Z,2026-07-31T02:10:00Z,Las Vegas Aces,New York Liberty,lowvig,totals,Under,181.5,-114
20260730T150132Z,2026-07-31T02:10:00Z,Las Vegas Aces,New York Liberty,betonlineag,h2h,Las Vegas Aces,,-210
20260730T150132Z,2026-07-31T02:10:00Z,Las Vegas Aces,New York Liberty,betonlineag,h2h,New York Liberty,,180
20260730T150132Z,2026-07-31T02:10:00Z,Las Vegas Aces,New York Liberty,betonlineag,spreads,Las Vegas Aces,-5.5,-110
20260730T150132Z,2026-07-31T02:10:00Z,Las Vegas Aces,New York Liberty,betonlineag,spreads,New York Liberty,5.5,-110
20260730T150132Z,2026-07-31T02:10:00Z,Las Vegas Aces,New York Liberty,betonlineag,totals,Over,181.5,-104
20260730T150132Z,2026-07-31T02:10:00Z,Las Vegas Aces,New York Liberty,betonlineag,totals,Under,181.5,-116
20260730T150132Z,2026-07-31T02:10:00Z,Las Vegas Aces,New York Liberty,betmgm,h2h,Las Vegas Aces,,-225
20260730T150132Z,2026-07-31T02:10:00Z,Las Vegas Aces,New York Liberty,betmgm,h2h,New York Liberty,,185
20260730T150132Z,2026-07-31T02:10:00Z,Las Vegas Aces,New York Liberty,betmgm,spreads,Las Vegas Aces,-5.5,-115
20260730T150132Z,2026-07-31T02:10:00Z,Las Vegas Aces,New York Liberty,betmgm,spreads,New York Liberty,5.5,-105
20260730T150132Z,2026-07-31T02:10:00Z,Las Vegas Aces,New York Liberty,betmgm,totals,Over,182.5,-105
20260730T150132Z,2026-07-31T02:10:00Z,Las Vegas Aces,New York Liberty,betmgm,totals,Under,182.5,-115
20260730T150132Z,2026-07-31T02:10:00Z,Las Vegas Aces,New York Liberty,betus,h2h,Las Vegas Aces,,-210
20260730T150132Z,2026-07-31T02:10:00Z,Las Vegas Aces,New York Liberty,betus,h2h,New York Liberty,,175
20260730T150132Z,2026-07-31T02:10:00Z,Las Vegas Aces,New York Liberty,betus,spreads,Las Vegas Aces,-5.5,-115
20260730T150132Z,2026-07-31T02:10:00Z,Las Vegas Aces,New York Liberty,betus,spreads,New York Liberty,5.5,-105
20260730T150132Z,2026-07-31T02:10:00Z,Las Vegas Aces,New York Liberty,betus,totals,Over,181.5,-105
20260730T150132Z,2026-07-31T02:10:00Z,Las Vegas Aces,New York Liberty,betus,totals,Under,181.5,-115
20260730T150132Z,2026-07-31T02:10:00Z,Las Vegas Aces,New York Liberty,bovada,h2h,Las Vegas Aces,,-230
20260730T150132Z,2026-07-31T02:10:00Z,Las Vegas Aces,New York Liberty,bovada,h2h,New York Liberty,,190
20260730T150132Z,2026-07-31T02:10:00Z,Las Vegas Aces,New York Liberty,bovada,spreads,Las Vegas Aces,-6.0,-105
20260730T150132Z,2026-07-31T02:10:00Z,Las Vegas Aces,New York Liberty,bovada,spreads,New York Liberty,6.0,-115
20260730T150132Z,2026-07-31T02:10:00Z,Las Vegas Aces,New York Liberty,bovada,totals,Over,181.5,-110
20260730T150132Z,2026-07-31T02:10:00Z,Las Vegas Aces,New York Liberty,bovada,totals,Under,181.5,-110
20260730T150132Z,2026-07-31T23:30:00Z,Atlanta Dream,Seattle Storm,fanduel,h2h,Atlanta Dream,,-800
20260730T150132Z,2026-07-31T23:30:00Z,Atlanta Dream,Seattle Storm,fanduel,h2h,Seattle Storm,,520
20260730T150132Z,2026-07-31T23:30:00Z,Atlanta Dream,Seattle Storm,fanduel,spreads,Atlanta Dream,-12.5,-110
20260730T150132Z,2026-07-31T23:30:00Z,Atlanta Dream,Seattle Storm,fanduel,spreads,Seattle Storm,12.5,-110
20260730T150132Z,2026-07-31T23:30:00Z,Atlanta Dream,Seattle Storm,fanduel,totals,Over,176.5,-114
20260730T150132Z,2026-07-31T23:30:00Z,Atlanta Dream,Seattle Storm,fanduel,totals,Under,176.5,-106
20260730T150132Z,2026-07-31T23:30:00Z,Atlanta Dream,Seattle Storm,fanatics,h2h,Atlanta Dream,,-700
20260730T150132Z,2026-07-31T23:30:00Z,Atlanta Dream,Seattle Storm,fanatics,h2h,Seattle Storm,,500
20260730T150132Z,2026-07-31T23:30:00Z,Atlanta Dream,Seattle Storm,fanatics,spreads,Atlanta Dream,-12.5,-110
20260730T150132Z,2026-07-31T23:30:00Z,Atlanta Dream,Seattle Storm,fanatics,spreads,Seattle Storm,12.5,-110
20260730T150132Z,2026-07-31T23:30:00Z,Atlanta Dream,Seattle Storm,fanatics,totals,Over,176.5,-110
20260730T150132Z,2026-07-31T23:30:00Z,Atlanta Dream,Seattle Storm,fanatics,totals,Under,176.5,-110
20260730T150132Z,2026-07-31T23:30:00Z,Atlanta Dream,Seattle Storm,draftkings,h2h,Atlanta Dream,,-740
20260730T150132Z,2026-07-31T23:30:00Z,Atlanta Dream,Seattle Storm,draftkings,h2h,Seattle Storm,,503
20260730T150132Z,2026-07-31T23:30:00Z,Atlanta Dream,Seattle Storm,draftkings,spreads,Atlanta Dream,-11.5,-115
20260730T150132Z,2026-07-31T23:30:00Z,Atlanta Dream,Seattle Storm,draftkings,spreads,Seattle Storm,11.5,-105
20260730T150132Z,2026-07-31T23:30:00Z,Atlanta Dream,Seattle Storm,draftkings,totals,Over,175.5,-110
20260730T150132Z,2026-07-31T23:30:00Z,Atlanta Dream,Seattle Storm,draftkings,totals,Under,175.5,-110
20260730T150132Z,2026-07-31T23:30:00Z,Atlanta Dream,Seattle Storm,betrivers,h2h,Atlanta Dream,,-670
20260730T150132Z,2026-07-31T23:30:00Z,Atlanta Dream,Seattle Storm,betrivers,h2h,Seattle Storm,,450
20260730T150132Z,2026-07-31T23:30:00Z,Atlanta Dream,Seattle Storm,betrivers,spreads,Atlanta Dream,-11.5,-115
20260730T150132Z,2026-07-31T23:30:00Z,Atlanta Dream,Seattle Storm,betrivers,spreads,Seattle Storm,11.5,-108
