zone,rowset,null,arm,obs,sign,null_mean,null_sd,z,p_unadjusted_one_sided,p_familywise_one_sided,n_draws
Above the Break 3,DECISION_x_PUBLISHED,N_BLIND,COMMON_UNFROZEN,0.6850345819286543,+,-0.02150508205478952,0.039131871885109415,18.05535053518098,0.0001999600079984003,0.0001999600079984003,5000
Restricted Area,DECISION_x_CLEAN,N_TSTRAJ,RAW_FROZEN,0.7365391155462684,+,-0.004958165458562825,0.2093506463429394,3.5418915296309956,0.0001999600079984003,0.0001999600079984003,5000
In The Paint (Non-RA),DECISION_x_CLEAN,N_TSTRAJ,RAW_FROZEN,0.8619070873144885,+,-0.008555107247899017,0.27480252613088224,3.167591676896762,0.0001999600079984003,0.0009998000399920016,5000
Mid-Range,DECISION_x_CLEAN,N_TSTRAJ,RAW_FROZEN,0.6058314006725068,+,-0.009858138714723377,0.22828214730396224,2.69705514276343,0.0015996800639872025,0.011597680463907219,5000
Corner 3,DECISION_x_CLEAN,N_TSTRAJ,RAW_FROZEN,0.1849690889826924,+,-0.023325665192925175,0.1586595000801229,1.3128413619759858,0.10137972405518897,0.3793241351729654,5000
Above the Break 3,DECISION_x_CLEAN,N_TSTRAJ,RAW_FROZEN,0.6261353968216979,+,-0.00705655562378451,0.16946780610376988,3.736355399902689,0.0001999600079984003,0.0001999600079984003,5000
Restricted Area,DECISION_x_CLEAN,N_TSTRAJ,PROJ_FROZEN,0.7421424701621469,+,-0.005368918364104392,0.1876010815273844,3.9845793128710505,0.0001999600079984003,0.0001999600079984003,5000
In The Paint (Non-RA),DECISION_x_CLEAN,N_TSTRAJ,PROJ_FROZEN,0.8259402733227578,+,-0.008293316466299173,0.24287968861765158,3.4347606197006133,0.0001999600079984003,0.0005998800239952009,5000
Mid-Range,DECISION_x_CLEAN,N_TSTRAJ,PROJ_FROZEN,0.6114445489611657,+,-0.009305108459398087,0.20104216473569395,3.0876590402647666,0.0001999600079984003,0.002599480103979204,5000
Corner 3,DECISION_x_CLEAN,N_TSTRAJ,PROJ_FROZEN,0.33475847614522236,+,-0.020702187849706875,0.15964512354989438,2.2265676275657493,0.011797640471905619,0.05558888222355529,5000
Above the Break 3,DECISION_x_CLEAN,N_TSTRAJ,PROJ_FROZEN,0.6492010664232258,+,-0.006633038399559447,0.14764345637748424,4.442012676443956,0.0001999600079984003,0.0001999600079984003,5000
Restricted Area,DECISION_x_CLEAN,N_TSTRAJ,RAW_UNFROZEN,0.725181545889298,+,-0.005036341380691872,0.2057526196378141,3.549008943630418,0.0001999600079984003,0.0001999600079984003,5000
In The Paint (Non-RA),DECISION_x_CLEAN,N_TSTRAJ,RAW_UNFROZEN,0.8497842030038253,+,-0.009328406862886043,0.2723615892711501,3.154308991094262,0.0001999600079984003,0.0015996800639872025,5000
Mid-Range,DECISION_x_CLEAN,N_TSTRAJ,RAW_UNFROZEN,0.593565307453012,+,-0.010701867652825613,0.22582557558140304,2.6758137272543703,0.001999600079984003,0.012997400519896021,5000
Corner 3,DECISION_x_CLEAN,N_TSTRAJ,RAW_UNFROZEN,0.1661865357819942,+,-0.022823922789883,0.15320565663055957,1.2337041773050024,0.11417716456708658,0.4201159768046391,5000
Above the Break 3,DECISION_x_CLEAN,N_TSTRAJ,RAW_UNFROZEN,0.616765513476291,+,-0.007496866773374674,0.16868043253212897,3.7008583086883,0.0001999600079984003,0.0001999600079984003,5000
Restricted Area,DECISION_x_CLEAN,N_TSTRAJ,PROJ_UNFROZEN,0.7308535462869085,+,-0.005579161733840239,0.18451911254342718,3.9910917512538266,0.0001999600079984003,0.0001999600079984003,5000
In The Paint (Non-RA),DECISION_x_CLEAN,N_TSTRAJ,PROJ_UNFROZEN,0.8138004945024611,+,-0.008892069927021837,0.24055451522778168,3.4199838803710385,0.0001999600079984003,0.0005998800239952009,5000
Mid-Range,DECISION_x_CLEAN,N_TSTRAJ,PROJ_UNFROZEN,0.5992870742189105,+,-0.009951553280219544,0.19877869795775405,3.0649090358193716,0.0001999600079984003,0.0027994401119776045,5000
Corner 3,DECISION_x_CLEAN,N_TSTRAJ,PROJ_UNFROZEN,0.3169883745971983,+,-0.020659789740263498,0.1560637167455118,2.1635276371640826,0.014997000599880024,0.06718656268746251,5000
Above the Break 3,DECISION_x_CLEAN,N_TSTRAJ,PROJ_UNFROZEN,0.6394534123422569,+,-0.0070079694749867185,0.14657327283870017,4.4104997404858155,0.0001999600079984003,0.0001999600079984003,5000
Restricted Area,DECISION_x_CLEAN,N_TSTRAJ,COMMON_FROZEN,0.730799251059207,+,-0.00675471348101217,0.1582431131767025,4.660891395106894,0.0001999600079984003,0.0001999600079984003,5000
In The Paint (Non-RA),DECISION_x_CLEAN,N_TSTRAJ,COMMON_FROZEN,0.730799251059207,+,-0.00675471348101217,0.1582431131767025,4.660891395106894,0.0001999600079984003,0.0001999600079984003,5000
Mid-Range,DECISION_x_CLEAN,N_TSTRAJ,COMMON_FROZEN,0.730799251059207,+,-0.00675471348101217,0.1582431131767025,4.660891395106894,0.0001999600079984003,0.0001999600079984003,5000
Corner 3,DECISION_x_CLEAN,N_TSTRAJ,COMMON_FROZEN,0.730799251059207,+,-0.00675471348101217,0.1582431131767025,4.660891395106894,0.0001999600079984003,0.0001999600079984003,5000
Above the Break 3,DECISION_x_CLEAN,N_TSTRAJ,COMMON_FROZEN,0.730799251059207,+,-0.00675471348101217,0.1582431131767025,4.660891395106894,0.0001999600079984003,0.0001999600079984003,5000
Restricted Area,DECISION_x_CLEAN,N_TSTRAJ,COMMON_UNFROZEN,0.7184444160530385,+,-0.007126237260430731,0.15596129717680185,4.6522481310920565,0.0001999600079984003,0.0001999600079984003,5000
In The Paint (Non-RA),DECISION_x_CLEAN,N_TSTRAJ,COMMON_UNFROZEN,0.7184444160530385,+,-0.007126237260430731,0.15596129717680185,4.6522481310920565,0.0001999600079984003,0.0001999600079984003,5000
Mid-Range,DECISION_x_CLEAN,N_TSTRAJ,COMMON_UNFROZEN,0.7184444160530385,+,-0.007126237260430731,0.15596129717680185,4.6522481310920565,0.0001999600079984003,0.0001999600079984003,5000
Corner 3,DECISION_x_CLEAN,N_TSTRAJ,COMMON_UNFROZEN,0.7184444160530385,+,-0.007126237260430731,0.15596129717680185,4.6522481310920565,0.0001999600079984003,0.0001999600079984003,5000
Above the Break 3,DECISION_x_CLEAN,N_TSTRAJ,COMMON_UNFROZEN,0.7184444160530385,+,-0.007126237260430731,0.15596129717680185,4.6522481310920565,0.0001999600079984003,0.0001999600079984003,5000
Restricted Area,DECISION_x_CLEAN,N_OPPGAME,RAW_FROZEN,0.7365391155462684,+,-0.0016290151628135406,0.09140518186073913,8.07577990308823,0.0001999600079984003,0.0001999600079984003,5000
In The Paint (Non-RA),DECISION_x_CLEAN,N_OPPGAME,RAW_FROZEN,0.8619070873144885,+,-0.0006749896400834434,0.12290226647429014,7.018439136230372,0.0001999600079984003,0.0001999600079984003,5000
Mid-Range,DECISION_x_CLEAN,N_OPPGAME,RAW_FROZEN,0.6058314006725068,+,-0.0012968412780207724,0.12937859758368772,4.692648191350278,0.0001999600079984003,0.0001999600079984003,5000
Corner 3,DECISION_x_CLEAN,N_OPPGAME,RAW_FROZEN,0.1849690889826924,+,0.0022599582591612015,0.15946187957861632,1.1457856335717764,0.127374525094981,0.47370525894821036,5000
Above the Break 3,DECISION_x_CLEAN,N_OPPGAME,RAW_FROZEN,0.6261353968216979,+,-0.0009599018261770537,0.10770320144391136,5.822438796997576,0.0001999600079984003,0.0001999600079984003,5000
Restricted Area,DECISION_x_CLEAN,N_OPPGAME,PROJ_FROZEN,0.7421424701621469,+,-0.0015117386736114675,0.08196939634185864,9.072339702665378,0.0001999600079984003,0.0001999600079984003,5000
In The Paint (Non-RA),DECISION_x_CLEAN,N_OPPGAME,PROJ_FROZEN,0.8259402733227578,+,-0.0007769555587378988,0.10856972245202189,7.61462045043756,0.0001999600079984003,0.0001999600079984003,5000
Mid-Range,DECISION_x_CLEAN,N_OPPGAME,PROJ_FROZEN,0.6114445489611657,+,-0.0013552201370259644,0.10800197694039754,5.6739680740878855,0.0001999600079984003,0.0001999600079984003,5000
Corner 3,DECISION_x_CLEAN,N_OPPGAME,PROJ_FROZEN,0.33475847614522236,+,0.001901087960400648,0.13701898505206436,2.4292793298559525,0.005198960207958408,0.029994001199760048,5000
Above the Break 3,DECISION_x_CLEAN,N_OPPGAME,PROJ_FROZEN,0.6492010664232258,+,-0.0011055266834587884,0.09127090954435933,7.125014929216014,0.0001999600079984003,0.0001999600079984003,5000
Restricted Area,DECISION_x_CLEAN,N_OPPGAME,RAW_UNFROZEN,0.725181545889298,+,-0.0018201577115956546,0.09109581836818986,7.980626516384185,0.0001999600079984003,0.0001999600079984003,5000
In The Paint (Non-RA),DECISION_x_CLEAN,N_OPPGAME,RAW_UNFROZEN,0.8497842030038253,+,-0.0007230031859064181,0.1222995807165917,6.954293720439127,0.0001999600079984003,0.0001999600079984003,5000
Mid-Range,DECISION_x_CLEAN,N_OPPGAME,RAW_UNFROZEN,0.593565307453012,+,-0.0013699142549559943,0.12889509031746457,4.615654640084903,0.0001999600079984003,0.0001999600079984003,5000
Corner 3,DECISION_x_CLEAN,N_OPPGAME,RAW_UNFROZEN,0.1661865357819942,+,0.001892963710283526,0.15756029599041418,1.042734599087743,0.15096980603879223,0.5356928614277144,5000
Above the Break 3,DECISION_x_CLEAN,N_OPPGAME,RAW_UNFROZEN,0.616765513476291,+,-0.0013268380292044838,0.10743132150887398,5.753371947997868,0.0001999600079984003,0.0001999600079984003,5000
Restricted Area,DECISION_x_CLEAN,N_OPPGAME,PROJ_UNFROZEN,0.7308535462869085,+,-0.0016926144022037508,0.08171376764438364,8.964782579566464,0.0001999600079984003,0.0001999600079984003,5000
In The Paint (Non-RA),DECISION_x_CLEAN,N_OPPGAME,PROJ_UNFROZEN,0.8138004945024611,+,-0.0008605289822823049,0.10810512433035754,7.535822455513094,0.0001999600079984003,0.0001999600079984003,5000
Mid-Range,DECISION_x_CLEAN,N_OPPGAME,PROJ_UNFROZEN,0.5992870742189105,+,-0.0014660724998547296,0.1075592313132695,5.585323913008021,0.0001999600079984003,0.0001999600079984003,5000
Corner 3,DECISION_x_CLEAN,N_OPPGAME,PROJ_UNFROZEN,0.3169883745971983,+,0.001642012595872017,0.13559275091242734,2.3256874713382936,0.006798640271945611,0.04019196160767846,5000
Above the Break 3,DECISION_x_CLEAN,N_OPPGAME,PROJ_UNFROZEN,0.6394534123422569,+,-0.0014363009203637346,0.09100157221304835,7.042622425931297,0.0001999600079984003,0.0001999600079984003,5000
Restricted Area,DECISION_x_CLEAN,N_OPPGAME,COMMON_FROZEN,0.730799251059207,+,-0.001201079768511295,0.07063369709990151,10.363330264199618,0.0001999600079984003,0.0001999600079984003,5000
In The Paint (Non-RA),DECISION_x_CLEAN,N_OPPGAME,COMMON_FROZEN,0.730799251059207,+,-0.001201079768511295,0.07063369709990151,10.363330264199618,0.0001999600079984003,0.0001999600079984003,5000
Mid-Range,DECISION_x_CLEAN,N_OPPGAME,COMMON_FROZEN,0.730799251059207,+,-0.001201079768511295,0.07063369709990151,10.363330264199618,0.0001999600079984003,0.0001999600079984003,5000
Corner 3,DECISION_x_CLEAN,N_OPPGAME,COMMON_FROZEN,0.730799251059207,+,-0.001201079768511295,0.07063369709990151,10.363330264199618,0.0001999600079984003,0.0001999600079984003,5000
Above the Break 3,DECISION_x_CLEAN,N_OPPGAME,COMMON_FROZEN,0.730799251059207,+,-0.001201079768511295,0.07063369709990151,10.363330264199618,0.0001999600079984003,0.0001999600079984003,5000
Restricted Area,DECISION_x_CLEAN,N_OPPGAME,COMMON_UNFROZEN,0.7184444160530385,+,-0.001375581026903541,0.07041449160107315,10.222611577713524,0.0001999600079984003,0.0001999600079984003,5000
In The Paint (Non-RA),DECISION_x_CLEAN,N_OPPGAME,COMMON_UNFROZEN,0.7184444160530385,+,-0.001375581026903541,0.07041449160107315,10.222611577713524,0.0001999600079984003,0.0001999600079984003,5000
Mid-Range,DECISION_x_CLEAN,N_OPPGAME,COMMON_UNFROZEN,0.7184444160530385,+,-0.001375581026903541,0.07041449160107315,10.222611577713524,0.0001999600079984003,0.0001999600079984003,5000
Corner 3,DECISION_x_CLEAN,N_OPPGAME,COMMON_UNFROZEN,0.7184444160530385,+,-0.001375581026903541,0.07041449160107315,10.222611577713524,0.0001999600079984003,0.0001999600079984003,5000
Above the Break 3,DECISION_x_CLEAN,N_OPPGAME,COMMON_UNFROZEN,0.7184444160530385,+,-0.001375581026903541,0.07041449160107315,10.222611577713524,0.0001999600079984003,0.0001999600079984003,5000
Restricted Area,DECISION_x_CLEAN,N_BLIND,RAW_FROZEN,0.7365391155462684,+,-0.009416473634258396,0.06965945074138183,10.708605670032725,0.0001999600079984003,0.0001999600079984003,5000
In The Paint (Non-RA),DECISION_x_CLEAN,N_BLIND,RAW_FROZEN,0.8619070873144885,+,-0.014407119219169021,0.08674368414487181,10.102340189634017,0.0001999600079984003,0.0001999600079984003,5000
Mid-Range,DECISION_x_CLEAN,N_BLIND,RAW_FROZEN,0.6058314006725068,+,-0.0017800877909815043,0.11431185968586823,5.3153845115740355,0.0001999600079984003,0.0001999600079984003,5000
Corner 3,DECISION_x_CLEAN,N_BLIND,RAW_FROZEN,0.1849690889826924,+,-0.0012277160998960777,0.14564426480636572,1.2784355451973164,0.09938012397520496,0.39072185562887424,5000
Above the Break 3,DECISION_x_CLEAN,N_BLIND,RAW_FROZEN,0.6261353968216979,+,-0.005652205220384483,0.1016653688528026,6.214383611363507,0.0001999600079984003,0.0001999600079984003,5000
Restricted Area,DECISION_x_CLEAN,N_BLIND,PROJ_FROZEN,0.7421424701621469,+,-0.009433997424990384,0.06180684617634286,12.160084425644259,0.0001999600079984003,0.0001999600079984003,5000
In The Paint (Non-RA),DECISION_x_CLEAN,N_BLIND,PROJ_FROZEN,0.8259402733227578,+,-0.013395224682026927,0.07619563619590651,11.01553238359701,0.0001999600079984003,0.0001999600079984003,5000
Mid-Range,DECISION_x_CLEAN,N_BLIND,PROJ_FROZEN,0.6114445489611657,+,-0.002764287237102642,0.09545137590486072,6.434782425875861,0.0001999600079984003,0.0001999600079984003,5000
Corner 3,DECISION_x_CLEAN,N_BLIND,PROJ_FROZEN,0.33475847614522236,+,-0.004144151479048615,0.1244417905983114,2.7233827638998123,0.002999400119976005,0.016796640671865627,5000
Above the Break 3,DECISION_x_CLEAN,N_BLIND,PROJ_FROZEN,0.6492010664232258,+,-0.0063848553304445745,0.08453412816112102,7.755281044646626,0.0001999600079984003,0.0001999600079984003,5000
Restricted Area,DECISION_x_CLEAN,N_BLIND,RAW_UNFROZEN,0.725181545889298,+,-0.02090470415908322,0.06951561657656434,10.732642344136348,0.0001999600079984003,0.0001999600079984003,5000
In The Paint (Non-RA),DECISION_x_CLEAN,N_BLIND,RAW_UNFROZEN,0.8497842030038253,+,-0.02654390745987951,0.08633218523924915,10.150653641340938,0.0001999600079984003,0.0001999600079984003,5000
Mid-Range,DECISION_x_CLEAN,N_BLIND,RAW_UNFROZEN,0.593565307453012,+,-0.012632667356601394,0.1138768553490317,5.32327638440332,0.0001999600079984003,0.0001999600079984003,5000
Corner 3,DECISION_x_CLEAN,N_BLIND,RAW_UNFROZEN,0.1661865357819942,+,-0.017305063440209115,0.14449231829689557,1.269905565811284,0.09998000399920016,0.39432113577284544,5000
Above the Break 3,DECISION_x_CLEAN,N_BLIND,RAW_UNFROZEN,0.616765513476291,+,-0.01372861546222328,0.10163042445486206,6.203793129079577,0.0001999600079984003,0.0001999600079984003,5000
Restricted Area,DECISION_x_CLEAN,N_BLIND,PROJ_UNFROZEN,0.7308535462869085,+,-0.020712066205350054,0.061670980091413474,12.186698044659419,0.0001999600079984003,0.0001999600079984003,5000
In The Paint (Non-RA),DECISION_x_CLEAN,N_BLIND,PROJ_UNFROZEN,0.8138004945024611,+,-0.025539111140871693,0.07584611362225135,11.066349553829895,0.0001999600079984003,0.0001999600079984003,5000
Mid-Range,DECISION_x_CLEAN,N_BLIND,PROJ_UNFROZEN,0.5992870742189105,+,-0.013757008632778797,0.09510907110478933,6.445695197424957,0.0001999600079984003,0.0001999600079984003,5000
Corner 3,DECISION_x_CLEAN,N_BLIND,PROJ_UNFROZEN,0.3169883745971983,+,-0.019598032952017577,0.1235216248734627,2.724918878730908,0.0023995200959808036,0.016596680663867228,5000
Above the Break 3,DECISION_x_CLEAN,N_BLIND,PROJ_UNFROZEN,0.6394534123422569,+,-0.015124409646037373,0.08449704385996926,7.7467541121684445,0.0001999600079984003,0.0001999600079984003,5000
Restricted Area,DECISION_x_CLEAN,N_BLIND,COMMON_FROZEN,0.730799251059207,+,-0.009276774556903247,0.05284840706276852,14.003752747686706,0.0001999600079984003,0.0001999600079984003,5000
In The Paint (Non-RA),DECISION_x_CLEAN,N_BLIND,COMMON_FROZEN,0.730799251059207,+,-0.009276774556903247,0.05284840706276852,14.003752747686706,0.0001999600079984003,0.0001999600079984003,5000
Mid-Range,DECISION_x_CLEAN,N_BLIND,COMMON_FROZEN,0.730799251059207,+,-0.009276774556903247,0.05284840706276852,14.003752747686706,0.0001999600079984003,0.0001999600079984003,5000
Corner 3,DECISION_x_CLEAN,N_BLIND,COMMON_FROZEN,0.730799251059207,+,-0.009276774556903247,0.05284840706276852,14.003752747686706,0.0001999600079984003,0.0001999600079984003,5000
Above the Break 3,DECISION_x_CLEAN,N_BLIND,COMMON_FROZEN,0.730799251059207,+,-0.009276774556903247,0.05284840706276852,14.003752747686706,0.0001999600079984003,0.0001999600079984003,5000
Restricted Area,DECISION_x_CLEAN,N_BLIND,COMMON_UNFROZEN,0.7184444160530385,+,-0.020422480183684227,0.05265985343552309,14.030933396755348,0.0001999600079984003,0.0001999600079984003,5000
In The Paint (Non-RA),DECISION_x_CLEAN,N_BLIND,COMMON_UNFROZEN,0.7184444160530385,+,-0.020422480183684227,0.05265985343552309,14.030933396755348,0.0001999600079984003,0.0001999600079984003,5000
Mid-Range,DECISION_x_CLEAN,N_BLIND,COMMON_UNFROZEN,0.7184444160530385,+,-0.020422480183684227,0.05265985343552309,14.030933396755348,0.0001999600079984003,0.0001999600079984003,5000
Corner 3,DECISION_x_CLEAN,N_BLIND,COMMON_UNFROZEN,0.7184444160530385,+,-0.020422480183684227,0.05265985343552309,14.030933396755348,0.0001999600079984003,0.0001999600079984003,5000
Above the Break 3,DECISION_x_CLEAN,N_BLIND,COMMON_UNFROZEN,0.7184444160530385,+,-0.020422480183684227,0.05265985343552309,14.030933396755348,0.0001999600079984003,0.0001999600079984003,5000
