arm,zone,obs,null_sd,floor_analytic_K1,floor_analytic_K5,obs_over_floor_K5,boot_sd,t,MDE80_boot,obs_over_floor,verdict
RAW_FROZEN,Restricted Area,0.7365391155462684,0.2093506463429394,0.5205757624585668,0.6515795855185921,1.1303901041651836,0.09159545637337936,8.041218906578107,0.22776320671684663,3.233793228341432,ESTABLISHED
RAW_FROZEN,In The Paint (Non-RA),0.8619070873144885,0.27480252613088224,0.6833297965165274,0.8552909637666432,1.0077355237318402,0.1231168742657511,7.000722625998763,0.3061450337603434,2.815355443554923,ESTABLISHED
RAW_FROZEN,Mid-Range,0.6058314006725068,0.22828214730396224,0.5676512347316524,0.7105016847091595,0.8526811599616418,0.11947986447622617,5.07057321606733,0.29710116799099817,2.0391417669918512,ESTABLISHED
RAW_FROZEN,Corner 3,0.1849690889826924,0.1586595000801229,0.3945260818072971,0.4938092769555955,0.3745759701459097,0.16704185740849545,1.1073217925873304,0.4153698295274238,0.44531180609129983,NOT ESTABLISHED
RAW_FROZEN,Above the Break 3,0.6261353968216979,0.16946780610376988,0.42140224506465174,0.5274488748363189,1.1871015878382603,0.09638697095208575,6.496058446871951,0.23967788860923211,2.612403674176809,ESTABLISHED
PROJ_FROZEN,Restricted Area,0.7421424701621469,0.1876010815273844,0.46649283276723746,0.5831004854061135,1.2727522763855443,0.08254067475078039,8.991233381638065,0.20524739446872622,3.6158435632430304,ESTABLISHED
PROJ_FROZEN,In The Paint (Non-RA),0.8259402733227578,0.24287968861765158,0.60394979092023,0.754917099492123,1.094080759170002,0.11012861137471014,7.499779240042485,0.2738481434682538,3.016052118748455,ESTABLISHED
PROJ_FROZEN,Mid-Range,0.6114445489611657,0.20104216473569395,0.49991571567524035,0.6248779745300512,0.97850232186694,0.09860033821442583,6.201241902755539,0.24518169464146214,2.49384257603449,ESTABLISHED
PROJ_FROZEN,Corner 3,0.33475847614522236,0.15964512354989438,0.3969769540555387,0.4962079550755363,0.6746334328603479,0.1435385699869029,2.3321848348897944,0.3569260559661246,0.9378930749090335,NOT ESTABLISHED
PROJ_FROZEN,Above the Break 3,0.6492010664232258,0.14764345637748424,0.36713335362634864,0.45890444969625926,1.4146759022557323,0.08122497298791906,7.992628898993716,0.20197574252814593,3.2142526537945897,ESTABLISHED
RAW_UNFROZEN,Restricted Area,0.725181545889298,0.2057526196378141,0.5116288328546399,0.6401058898038698,1.1329087225107326,,,,,
RAW_UNFROZEN,In The Paint (Non-RA),0.8497842030038253,0.2723615892711501,0.6772601110913067,0.8473294665977835,1.0028970270748379,,,,,
RAW_UNFROZEN,Mid-Range,0.593565307453012,0.22582557558140304,0.5615426713245418,0.7025537815871318,0.8448681410725523,,,,,
RAW_UNFROZEN,Corner 3,0.1661865357819942,0.15320565663055957,0.3809644388810304,0.47662986421810377,0.34867000215065824,,,,,
RAW_UNFROZEN,Above the Break 3,0.616765513476291,0.16868043253212897,0.4194443452226553,0.5247726058047051,1.1753005142685007,,,,,
PROJ_UNFROZEN,Restricted Area,0.7308535462869085,0.18451911254342718,0.45882914325051627,0.5737289253696674,1.2738656079018535,,,,,
PROJ_UNFROZEN,In The Paint (Non-RA),0.8138004945024611,0.24055451522778168,0.5981679653972409,0.7479609109976324,1.0880254335978756,,,,,
PROJ_UNFROZEN,Mid-Range,0.5992870742189105,0.19877869795775405,0.49428733112372814,0.6180665362719162,0.9696157922312367,,,,,
PROJ_UNFROZEN,Corner 3,0.3169883745971983,0.1560637167455118,0.3880713518496985,0.4852520005293518,0.6532448588597305,,,,,
PROJ_UNFROZEN,Above the Break 3,0.6394534123422569,0.14657327283870017,0.36447221251498796,0.4557431756229093,1.4031003568363973,,,,,
