player_id,player_name,off_poss,def_poss,total_poss,minutes_2021_24,orapm_100,drapm_100,net_100,lambda_chosen,net_100_lam500,net_100_lam1000,net_100_lam2000,net_100_lam5000
1627673,Jonquel Jones,9809,9732,19541,5061.6,1.051,0.855,1.906,10000,6.379,5.59,4.496,2.902
1628276,Kelsey Plum,10876,10864,21740,5406.8,1.234,0.459,1.693,10000,4.432,4.1,3.555,2.525
1627668,Breanna Stewart,11075,11051,22126,5608.8,1.064,0.547,1.611,10000,5.069,4.427,3.564,2.358
201886,DeWanna Bonner,10615,10576,21191,5498.4,0.639,0.937,1.576,10000,4.872,4.352,3.593,2.392
1629477,Sabrina Ionescu,10352,10321,20673,5286.6,1.275,0.3,1.575,10000,2.392,2.376,2.303,1.998
1629483,Napheesa Collier,8101,8097,16198,4121.2,0.813,0.743,1.556,10000,4.147,3.712,3.104,2.187
1630142,Leonie Fiebich,2302,2283,4585,1178.2,0.782,0.715,1.497,10000,2.664,2.566,2.382,1.949
1628280,Brionna Jones,7484,7505,14989,3880.0,0.452,0.919,1.371,10000,4.297,3.784,3.075,2.037
201496,Candace Parker,4995,4989,9984,2503.9,0.605,0.745,1.35,10000,3.721,3.386,2.876,2.001
1628932,A'ja Wilson,11455,11459,22914,5686.9,0.914,0.404,1.318,10000,3.891,3.498,2.921,1.985
203833,Chelsea Gray,9884,9857,19741,4916.0,0.694,0.624,1.318,10000,4.149,3.726,3.099,2.063
1629501,Alanna Smith,5254,5278,10532,2677.5,0.397,0.891,1.288,10000,2.715,2.556,2.29,1.759
203825,Kayla McBride,9778,9784,19562,4968.4,0.602,0.615,1.217,10000,2.88,2.589,2.192,1.615
203826,Alyssa Thomas,9668,9645,19313,4967.8,0.378,0.756,1.134,10000,3.042,2.765,2.351,1.654
203400,Skylar Diggins,7397,7392,14789,3777.5,0.4,0.734,1.134,10000,3.868,3.407,2.751,1.762
203416,Emma Meesseman,2523,2527,5050,1266.7,0.834,0.285,1.119,10000,1.879,1.825,1.719,1.441
204335,Betnijah Laney-Hamilton,8128,8081,16209,4095.2,0.716,0.385,1.101,10000,0.111,0.492,0.925,1.233
1629524,Bridget Carleton,6754,6760,13514,3454.1,0.389,0.705,1.094,10000,2.284,2.146,1.916,1.47
