player_id,player_name,off_poss,def_poss,total_poss,minutes_2021_24,orapm_100,drapm_100,net_100,lambda_chosen,net_100_lam500,net_100_lam1000,net_100_lam2000,net_100_lam5000
1628932,A'ja Wilson,16334,16343,32677,8155.1,1.404,0.429,1.833,11000,9.522,7.338,5.264,3.104
203825,Kayla McBride,14480,14488,28968,7350.6,0.969,0.599,1.568,11000,5.011,4.134,3.342,2.359
1629498,Jackie Young,16409,16419,32828,8203.8,1.09,0.439,1.529,11000,6.37,5.143,3.894,2.465
203827,Natasha Howard,11745,11772,23517,5918.5,0.992,0.438,1.43,11000,5.351,4.301,3.303,2.201
1628886,Jordin Canada,9973,9975,19948,5048.2,0.721,0.615,1.336,11000,6.648,5.244,3.832,2.28
1631007,Veronica Burton,7505,7486,14991,3929.9,0.274,0.965,1.239,11000,8.118,5.876,4.012,2.23
1627675,Courtney Williams,14602,14590,29192,7399.5,0.622,0.612,1.234,11000,2.15,2.143,2.073,1.721
1643426,Olivia Miles,1681,1672,3353,832.0,0.911,0.315,1.226,11000,6.187,4.549,3.226,1.976
1628909,Kelsey Mitchell,14609,14630,29239,7322.1,1.265,-0.072,1.193,11000,5.523,4.265,3.127,1.942
203833,Chelsea Gray,15162,15149,30311,7600.3,1.09,0.013,1.103,11000,3.269,2.713,2.222,1.613
1628277,Allisha Gray,13896,13880,27776,7074.5,0.517,0.524,1.041,11000,3.998,3.193,2.467,1.636
203866,Kayla Thornton,9874,9900,19774,5112.6,0.215,0.823,1.038,11000,5.62,4.466,3.228,1.854
1631044,Naz Hillmon,8130,8110,16240,4151.5,0.702,0.298,1.0,11000,4.088,3.252,2.479,1.603
1630097,Kaila Charles,3374,3404,6778,1803.7,0.57,0.385,0.955,11000,6.597,4.776,3.226,1.751
1627668,Breanna Stewart,14929,14912,29841,7558.2,0.701,0.211,0.912,11000,5.703,4.151,2.847,1.607
1630142,Leonie Fiebich,5315,5296,10611,2717.5,0.284,0.614,0.898,11000,6.625,4.791,3.194,1.685
1643425,Azzi Fudd,1709,1702,3411,858.4,0.904,-0.04,0.864,11000,5.883,4.348,2.957,1.598
1629483,Napheesa Collier,10597,10589,21186,5407.2,0.165,0.662,0.827,11000,6.081,4.253,2.807,1.508
1628931,Gabby Williams,7616,7629,15245,3879.7,0.013,0.803,0.816,11000,5.237,3.818,2.643,1.486
1629491,Jessica Shepard,7122,7102,14224,3616.4,0.547,0.257,0.804,11000,3.184,2.72,2.16,1.369
1630112,Tyasha Harris,6911,6928,13839,3592.6,0.528,0.274,0.802,11000,4.675,3.689,2.642,1.471
1641648,Aliyah Boston,9485,9473,18958,4788.8,0.611,0.136,0.747,11000,2.397,2.067,1.681,1.154
1628280,Brionna Jones,10001,9998,19999,5185.8,0.25,0.49,0.74,11000,5.312,3.866,2.596,1.379
1631086,Lexie Hull,7350,7365,14715,3700.9,0.685,0.045,0.73,11000,3.003,2.335,1.774,1.155
1628269,Nia Coffey,7124,7183,14307,3593.7,0.368,0.339,0.707,11000,0.52,0.738,0.891,0.893
