player_id,player_name,off_poss,def_poss,total_poss,minutes_2021_24,orapm_100,drapm_100,net_100,lambda_chosen,net_100_lam500,net_100_lam1000,net_100_lam2000,net_100_lam5000
1628932,A'ja Wilson,16334,16343,32677,8155.1,1.261,0.303,1.564,10000,5.914,5.173,4.126,2.557
201496,Candace Parker,4995,4989,9984,2503.9,0.605,0.745,1.35,10000,3.721,3.386,2.876,2.001
203825,Kayla McBride,14480,14488,28968,7350.6,0.833,0.468,1.301,10000,4.215,3.661,2.944,1.951
1629498,Jackie Young,16409,16419,32828,8203.8,0.981,0.308,1.289,10000,3.719,3.353,2.821,1.941
203827,Natasha Howard,11745,11772,23517,5918.5,0.888,0.38,1.268,10000,3.514,3.087,2.54,1.786
1628886,Jordin Canada,9973,9975,19948,5048.2,0.535,0.571,1.106,10000,2.741,2.56,2.248,1.626
1631007,Veronica Burton,7505,7486,14991,3929.9,0.266,0.815,1.081,10000,4.744,4.018,3.07,1.802
1628909,Kelsey Mitchell,14609,14630,29239,7322.1,1.133,-0.062,1.071,10000,2.849,2.589,2.209,1.566
1627675,Courtney Williams,14602,14590,29192,7399.5,0.536,0.478,1.014,10000,2.758,2.506,2.131,1.496
203833,Chelsea Gray,15162,15149,30311,7600.3,0.974,0.005,0.979,10000,3.62,3.127,2.46,1.533
203399,Elena Delle Donne,2952,2946,5898,1518.0,0.366,0.6,0.966,10000,3.407,3.044,2.498,1.592
201516,Allie Quigley,4142,4134,8276,2089.2,0.708,0.211,0.919,10000,2.502,2.288,1.955,1.368
1643426,Olivia Miles,1681,1672,3353,832.0,0.562,0.345,0.907,10000,1.521,1.457,1.355,1.141
1628277,Allisha Gray,13896,13880,27776,7074.5,0.485,0.413,0.898,10000,3.473,2.901,2.213,1.38
1631044,Naz Hillmon,8130,8110,16240,4151.5,0.6,0.282,0.882,10000,2.976,2.672,2.209,1.43
203866,Kayla Thornton,9874,9900,19774,5112.6,0.125,0.715,0.84,10000,1.897,1.842,1.679,1.24
100720,Sue Bird,3766,3742,7508,1900.4,0.588,0.212,0.8,10000,1.671,1.585,1.435,1.11
1630097,Kaila Charles,3374,3404,6778,1803.7,0.414,0.367,0.781,10000,2.548,2.215,1.779,1.172
1641648,Aliyah Boston,9485,9473,18958,4788.8,0.677,0.067,0.744,10000,3.988,3.244,2.332,1.266
1627668,Breanna Stewart,14929,14912,29841,7558.2,0.572,0.165,0.737,10000,4.737,3.828,2.716,1.392
1631086,Lexie Hull,7350,7365,14715,3700.9,0.681,0.01,0.691,10000,2.213,2.0,1.672,1.102
1630142,Leonie Fiebich,5315,5296,10611,2717.5,0.279,0.402,0.681,10000,2.482,2.269,1.893,1.183
1629483,Napheesa Collier,10597,10589,21186,5407.2,0.325,0.335,0.66,10000,4.479,3.685,2.664,1.349
204319,Jewell Loyd,14445,14423,28868,7246.0,0.625,0.01,0.635,10000,2.712,2.251,1.689,1.011
1630112,Tyasha Harris,6911,6928,13839,3592.6,0.4,0.228,0.628,10000,1.831,1.69,1.447,0.98
1628280,Brionna Jones,10001,9998,19999,5185.8,0.362,0.255,0.617,10000,4.59,3.723,2.628,1.276
1642784,Paige Bueckers,4108,4096,8204,2075.1,0.657,-0.051,0.606,10000,2.555,2.146,1.624,0.961
204335,Betnijah Laney-Hamilton,8700,8652,17352,4380.6,0.414,0.188,0.602,10000,0.355,0.677,0.943,0.896
1628931,Gabby Williams,7616,7629,15245,3879.7,0.008,0.591,0.599,10000,2.402,2.053,1.599,0.98
1628269,Nia Coffey,7124,7183,14307,3593.7,0.217,0.376,0.593,10000,-0.188,0.06,0.345,0.597
1631009,Rhyne Howard,11201,11183,22384,5667.2,0.302,0.289,0.591,10000,1.054,1.026,0.964,0.791
1643425,Azzi Fudd,1709,1702,3411,858.4,0.54,0.038,0.578,10000,1.624,1.452,1.212,0.842
1629491,Jessica Shepard,7122,7102,14224,3616.4,0.343,0.229,0.572,10000,0.976,1.007,0.996,0.817
1630471,Maya Caldwell,4180,4175,8355,2149.1,0.087,0.475,0.562,10000,0.485,0.611,0.728,0.721
1631019,NaLyssa Smith,9321,9346,18667,4718.8,0.448,0.073,0.521,10000,0.216,0.319,0.46,0.583
1642797,Anastasiia Olairi Kosu,746,740,1486,376.7,0.338,0.143,0.481,10000,1.014,0.956,0.859,0.661
1630442,Natasha Mack,3782,3807,7589,1944.6,0.007,0.447,0.454,10000,1.631,1.466,1.214,0.775
1627673,Jonquel Jones,13193,13108,26301,6776.9,0.38,0.024,0.404,10000,4.098,3.178,2.086,0.898
1628881,Monique Billings,7525,7567,15092,3778.2,0.3,0.102,0.402,10000,0.551,0.499,0.466,0.453
1629482,Sophie Cunningham,9834,9826,19660,4998.6,0.439,-0.051,0.388,10000,0.234,0.298,0.377,0.435
1642815,Makayla Timpson,1371,1381,2752,689.5,0.463,-0.084,0.379,10000,0.483,0.485,0.485,0.454
1628899,Myisha Hines-Allen,7808,7829,15637,3960.8,0.237,0.128,0.365,10000,0.137,0.21,0.304,0.388
1629546,Marine Johannes,5562,5555,11117,2834.2,0.224,0.14,0.364,10000,-0.077,0.1,0.291,0.419
202658,Danielle Robinson,4262,4248,8510,2124.2,0.029,0.327,0.356,10000,1.165,1.026,0.829,0.539
1642786,Aicha Coulibaly,397,407,804,192.9,0.275,0.074,0.349,10000,1.058,0.966,0.818,0.549
203026,Tiffany Hayes,7968,7933,15901,4108.8,0.288,0.06,0.348,10000,1.598,1.379,1.079,0.628
1642767,Janelle Salaun,3155,3150,6305,1669.7,0.363,-0.018,0.345,10000,0.66,0.588,0.512,0.425
1628926,Maria Kliundikova,822,825,1647,423.8,0.147,0.188,0.335,10000,0.673,0.627,0.559,0.44
1630149,Satou Sabally,8492,8509,17001,4251.1,0.274,0.057,0.331,10000,2.584,2.05,1.407,0.671
203029,Riquna Williams,3159,3138,6297,1549.7,0.449,-0.127,0.322,10000,0.566,0.547,0.511,0.421
1630093,Bella Alarie,790,794,1584,411.4,-0.052,0.358,0.306,10000,0.849,0.78,0.67,0.467
1628957,Kathryn Westbeld,1847,1854,3701,920.0,-0.149,0.44,0.291,10000,0.448,0.442,0.427,0.369
1630386,Awak Kuier,2873,2880,5753,1450.8,-0.094,0.362,0.268,10000,0.482,0.449,0.41,0.343
1642286,Caitlin Clark,5307,5283,10590,2600.7,0.505,-0.238,0.267,10000,0.852,0.721,0.557,0.365
203416,Emma Meesseman,3436,3442,6878,1746.7,0.257,0.007,0.264,10000,0.952,0.872,0.736,0.471
1642291,Angel Reese,5638,5630,11268,2843.1,-0.018,0.274,0.256,10000,0.957,0.742,0.506,0.305
1641656,Laeticia Amihere,1762,1764,3526,914.3,0.077,0.162,0.239,10000,-0.299,-0.126,0.073,0.241
1643489,Antonia Delaere,722,733,1455,363.6,0.078,0.158,0.236,10000,0.307,0.301,0.294,0.275
1629566,Xu Han,1894,1899,3793,963.0,0.015,0.202,0.217,10000,0.191,0.197,0.216,0.238
202633,Liz Cambage,2623,2615,5238,1279.4,0.246,-0.031,0.215,10000,1.504,1.305,1.005,0.521
1642321,Sydney Taylor,1042,1046,2088,500.3,0.091,0.112,0.203,10000,0.927,0.818,0.651,0.378
1628276,Kelsey Plum,14701,14684,29385,7328.7,0.607,-0.413,0.194,10000,3.776,2.98,1.945,0.695
1631136,Pauline Astier,1319,1314,2633,669.1,0.306,-0.113,0.193,10000,-0.299,-0.152,0.018,0.176
1629574,Li Yueru,2689,2666,5355,1348.6,0.356,-0.17,0.186,10000,0.365,0.319,0.275,0.229
1629496,Ezi Magbegor,10299,10324,20623,5193.3,-0.16,0.333,0.173,10000,0.744,0.682,0.563,0.33
1630387,Iliana Rupert,1883,1870,3753,979.5,0.216,-0.044,0.172,10000,-0.706,-0.475,-0.189,0.108
1629567,Natisha Hiedeman,11247,11249,22496,5768.1,0.168,0.0,0.168,10000,2.517,1.992,1.332,0.535
1628244,Sami Whitcomb,9237,9219,18456,4617.2,0.087,0.068,0.155,10000,1.097,0.956,0.741,0.382
1630435,Destiny Slocum,376,378,754,187.1,0.069,0.079,0.148,10000,0.71,0.62,0.487,0.279
1630136,Megan Walker,1139,1132,2271,580.6,-0.052,0.198,0.146,10000,0.082,0.114,0.15,0.17
1643505,Jovana Nogic,630,629,1259,322.5,0.085,0.057,0.142,10000,0.336,0.324,0.295,0.217
