target,weakest_rung,weakest_mae,strongest_rung,strongest_mae,mae_spread_pct,incumbent_R1_mae,pct_R1_is_beaten_by_best
pts,R0_LEAGUE,6.266055954863466,R3_RATE_X_MINUTES,4.06395950262199,35.14326185568604,4.165218492588938,2.431060702988702
minutes,R0_LEAGUE,9.557689820339396,R2_EWMA_TUNED,4.860369512162573,49.147026075073235,5.271776560319472,7.803954576784399
fga,R0_LEAGUE,4.502022570646154,R4_RICH_LOOKUP,2.506695182604086,44.3206882402566,2.6328616068600414,4.791988455725241
ppm,R0_LEAGUE,0.20831881789505785,R4_RICH_LOOKUP,0.17984919464694654,13.666371351268465,0.1841409060311126,2.330667029215623
reb,R0_LEAGUE,2.6145199235271863,R4_RICH_LOOKUP,1.773022782201657,32.18553179699183,1.8304993583344071,3.1399397039422428
ast,R0_LEAGUE,1.7454100736787574,R4_RICH_LOOKUP,1.1976882594935454,31.380695141216435,1.2395943295948555,3.3806277667474096
