dr2_common_sst,n,dr2_kit_own_sst,p_cluster,p_row_NAIVE,mae_base,mae_with,lead,response,feature,base_rung,sst_common
0.0064193656303963564,3165,0.006419365630396386,0.06523369157710572,0.03974006498375406,5.049219653296659,5.0442827707211055,D089_teammate_volume,points,P01_c04_prevgame,R1_PLAYER_EXPAND,189594.8132701422
0.003914591960498148,3165,0.003914591960498142,0.14521369657585603,0.14421394651337166,5.039126120003931,5.039632288955919,D089_teammate_volume,points,P01_c04_prevgame,R2_EWMA_TUNED,189594.8132701422
0.003572289827236119,3165,0.003572289827236123,0.20669832541864533,0.16070982254436392,5.219581477307121,5.215944701441553,D089_teammate_volume,points,P01_c04_prevgame,R4_RICH_LOOKUP,189594.8132701422
0.005177364624285863,3165,0.005177364624285777,0.00024993751562109475,0.00024993751562109475,5.028867716037575,5.009779378178269,D099_opponent_defence,points,A10_opp_defrtg,R1_PLAYER_EXPAND,189594.8132701422
0.0045748709111776975,3165,0.004574870911177795,0.00024993751562109475,0.00024993751562109475,5.0174833927109415,4.99986199787575,D099_opponent_defence,points,A10_opp_defrtg,R2_EWMA_TUNED,189594.8132701422
0.004549854876212511,3165,0.004549854876212528,0.0022494376405898524,0.00024993751562109475,5.085634757032543,5.0689909201769145,D099_opponent_defence,points,A10_opp_defrtg,R4_RICH_LOOKUP,189594.8132701422
0.010277747275060145,3165,0.010277747275060202,0.00024993751562109475,0.00024993751562109475,0.1513524919998677,0.1502829502954978,D099_opponent_defence,ppm,A10_opp_defrtg,R1_PLAYER_EXPAND,160.74726450573857
0.009647015340016996,3165,0.009647015340016883,0.0004998750312421895,0.00024993751562109475,0.15108588771620002,0.1500871267145226,D099_opponent_defence,ppm,A10_opp_defrtg,R2_EWMA_TUNED,160.74726450573857
0.011279464610845169,3165,0.011279464610845173,0.00024993751562109475,0.00024993751562109475,0.15728846194813614,0.1560568192988222,D099_opponent_defence,ppm,A10_opp_defrtg,R4_RICH_LOOKUP,160.74726450573857
8.323895376183277e-05,3165,8.32389537618849e-05,0.8457885528617846,0.8422894276430892,5.049219653296659,5.0514707249541155,NEGATIVE_CONTROL_noise,points,G01_noise,R1_PLAYER_EXPAND,189594.8132701422
-1.0570163212486605e-05,3165,-1.0570163212525872e-05,0.9802549362659335,0.9817545613596601,5.039126120003931,5.041149396352647,NEGATIVE_CONTROL_noise,points,G01_noise,R2_EWMA_TUNED,189594.8132701422
-0.00029611423432773787,3165,-0.00029611423432778297,0.5711072231942015,0.5438640339915021,5.219581477307121,5.223264444256714,NEGATIVE_CONTROL_noise,points,G01_noise,R4_RICH_LOOKUP,189594.8132701422
