screen,decision,family_size_K,cells,n_med,mde80_fw_median,mde80_fw_p25,mde80_fw_p75,blind_best_lead,blind_D079,blind_D084,blind_best_lead_cells
E0_I0019_availability_forecast,D090,318,318,17809.0,0.00591900749336185,0.00420845227645235,0.011130265682246275,0.9905660377358491,1.0,1.0,315
E1_I0023_usage_defence_interaction,D098/D099,120,30,10240.0,0.00437179475191815,0.00265487230012235,0.008448479029009675,0.8,0.9666666666666667,1.0,24
E0_I0014_residual_heterogeneity,D078/D082 era,348,348,13879.0,0.0028382530805148003,0.001613389849486925,0.00502322201249665,0.5833333333333334,0.9281609195402298,0.9482758620689655,203
E0_I0024_reb_ast_characterisation,D097,250,250,9447.5,0.0020533384611541,0.00124962914217185,0.0028368725747254502,0.412,0.776,1.0,103
E0_I0016_efficiency_predictors,D085,132,132,14079.0,0.00184641508697745,0.001377088865082825,0.0053164471433962,0.4015151515151515,0.8939393939393939,1.0,53
E1_I0018_teammate_volume_channel,D089,154,154,9831.0,0.0016908915090831501,0.0011583412136609251,0.003243492780247375,0.38311688311688313,0.7597402597402597,1.0,59
E0_I0017_shot_quality_efficiency,D087,117,117,13984.0,0.0015343455097617,0.0013266168614437,0.0016999684630411,0.02564102564102564,0.9829059829059829,1.0,3
