screen,decision,family_size_K,cell,mde80_fw,mde80_percell,n,stat_family,reported_dr2,reported_p_fw,blind_to_best_lead_fw,blind_to_D079_ceiling_fw,blind_to_D084_ceiling_fw,blind_to_best_lead_percell,was_reported_null_at_fw05
E0_I0014_residual_heterogeneity,D078/D082 era,348,minutes__pred_width|fga_sqres,0.0064796942706693,0.0007070234606463,13879,t_statistic,0.0117983986616549,1.0,True,True,True,False,True
E0_I0014_residual_heterogeneity,D078/D082 era,348,pts__pred_iqr|pts_sqres,0.0064795929128399,0.0007070124011179,13879,t_statistic,0.0220871302034319,1.0,True,True,True,False,True
E0_I0014_residual_heterogeneity,D078/D082 era,348,pl_prior_season_games|pts_sqres,0.0064195884623829,0.0007004650931055,13879,t_statistic,0.013208088135622,1.0,True,True,True,False,True
E0_I0014_residual_heterogeneity,D078/D082 era,348,pl_min_mean5|minutes_sqres,0.0064188473496554,0.0007003842275486,13879,t_statistic,0.0019201663351053,1.0,True,True,True,False,True
E0_I0019_availability_forecast,D090,318,pl_min_sd5|llskill_vs_R3,0.0063222381661345,0.0006398974294133,15254,t_statistic,,1.0,True,True,True,False,True
E0_I0019_availability_forecast,D090,318,pl_min_trend5|skill_vs_R1,0.0062612261800585,0.000633722177544,13953,t_statistic,,1.0,True,True,True,False,True
E0_I0014_residual_heterogeneity,D078/D082 era,348,pts__pred_width|minutes_sqres,0.0062372040171029,0.0006805644502227,13879,t_statistic,0.0011844564377686,1.0,True,True,True,False,True
E0_I0019_availability_forecast,D090,318,pl_boundary_score|signed_err,0.0062309542860397,0.0006306582456488,17320,t_statistic,,0.904095904095904,True,True,True,False,True
E0_I0019_availability_forecast,D090,318,pl_career_games_prior|signed_err,0.0062247574954663,0.0006300310452406,17809,t_statistic,,1.0,True,True,True,False,True
E0_I0019_availability_forecast,D090,318,mdl_pred_entropy|llskill_vs_R3,0.006160678867654,0.0006235454070632,17809,t_statistic,,0.7102897102897103,True,True,True,False,True
E0_I0014_residual_heterogeneity,D078/D082 era,348,pts__pred_iqr|minutes_sqres,0.0061061111141618,0.0006662604176508,13879,t_statistic,0.001859422645521,1.0,True,True,True,False,True
E0_I0016_efficiency_predictors,D085,132,ts|C02_tm_ast_per_game,0.0060968860998238,0.0043432190825156,14079,increment,0.000668175265454,1.0,True,True,True,True,True
E0_I0019_availability_forecast,D090,318,pl_switches|signed_err,0.0060939498041989,0.0006167915083567,17809,t_statistic,,1.0,True,True,True,False,True
E0_I0019_availability_forecast,D090,318,pl_absence_spells|signed_err,0.0060905855804242,0.0006164510026546,17809,t_statistic,,1.0,True,True,True,False,True
E0_I0016_efficiency_predictors,D085,132,ts|A05_opp_fg3pct_allowed,0.0060832789333742,0.0038439451761002,14079,increment,0.0003636478600497,1.0,True,True,True,True,True
E0_I0014_residual_heterogeneity,D078/D082 era,348,fga__pred_cv|fga_sqres,0.0060825410203415,0.000663688597345,13879,t_statistic,0.019417987995837,1.0,True,True,True,False,True
E0_I0014_residual_heterogeneity,D078/D082 era,348,pl_rest_days|minutes_sqres,0.0060757028464481,0.0006629424588439,13879,t_statistic,0.0032090157311823,1.0,True,True,True,False,True
E0_I0014_residual_heterogeneity,D078/D082 era,348,fga__pred_iqr|fga_sqres,0.0060492021834336,0.0006600508732704,13879,t_statistic,0.0112873855586519,1.0,True,True,True,False,True
E0_I0014_residual_heterogeneity,D078/D082 era,348,minutes__pred_cv|minutes_sqres,0.0060480686596751,0.0006599271902914,13879,t_statistic,0.0013865736918866,1.0,True,True,True,False,True
E0_I0014_residual_heterogeneity,D078/D082 era,348,pts__pred_cv|minutes_sqres,0.0060409409820291,0.0006591494629628,13879,t_statistic,0.0007145910010403,1.0,True,True,True,False,True
E0_I0019_availability_forecast,D090,318,pl_career_opps_prior|signed_err,0.0059938082872198,0.0006066558099524,17809,t_statistic,,1.0,True,True,True,False,True
E0_I0014_residual_heterogeneity,D078/D082 era,348,pl_min_mean5|fga_sqres,0.0059417043886246,0.0006483213904086,13879,t_statistic,0.0266517194109487,1.0,True,True,True,False,True
E0_I0019_availability_forecast,D090,318,pl_min_sd5|signed_err,0.0058911661158044,0.0005962670109365,15254,t_statistic,,1.0,True,True,True,False,True
E0_I0014_residual_heterogeneity,D078/D082 era,348,fga__pred_iqr|minutes_sqres,0.0058837361453911,0.0006419962605141,13879,t_statistic,0.0026079011417633,1.0,True,True,True,False,True
E0_I0019_availability_forecast,D090,318,mdl_pred_entropy|skill_vs_R3,0.0058348335806373,0.0005905653838389,17809,t_statistic,,0.914085914085914,True,True,True,False,True
E0_I0014_residual_heterogeneity,D078/D082 era,348,minutes__pred_width|minutes_sqres,0.0058310166234049,0.0006362438380507,13879,t_statistic,0.0033212061715061,1.0,True,True,True,False,True
E1_I0018_teammate_volume_channel,D089,154,P02_c04_availweighted|ppm|B_COMPLETE|DECISION,0.0058199772227152,0.0027944403136894,5673,increment,0.0026012545492435,0.1980033277870216,True,True,True,True,True
E0_I0019_availability_forecast,D090,318,mdl_pred_entropy|signed_err,0.0058002896149706,0.0005870690595545,17809,t_statistic,,0.8751248751248751,True,True,True,False,True
E0_I0019_availability_forecast,D090,318,pl_min_sd5|skill_vs_R3,0.0057864280111527,0.0005856660746594,15254,t_statistic,,1.0,True,True,True,False,True
E0_I0019_availability_forecast,D090,318,pl_switches5|signed_err,0.0057657598354258,0.0005835741711007,16345,t_statistic,,1.0,True,True,True,False,True
E0_I0014_residual_heterogeneity,D078/D082 era,348,minutes__pred_width|pts_sqres,0.0057520881795008,0.0006276316629663,13879,t_statistic,0.01508765120999,1.0,True,True,True,False,True
E0_I0024_reb_ast_characterisation,D097,250,POOLED|y_oreb|B_SINGLE|R08_player_ra_share,0.0057306229787713,0.0024921188358083,13784,increment,0.0046269233624736,1.0,True,True,True,True,True
E0_I0014_residual_heterogeneity,D078/D082 era,348,pl_teamgames_since_appear|minutes_sqres,0.0057270212856534,0.0006248965212613,13879,t_statistic,0.0026057476161866,1.0,True,True,True,False,True
E0_I0016_efficiency_predictors,D085,132,efg|C03_tm_ast_rate,0.0057153736338595,0.0042207356388969,13989,increment,0.000958378388128,1.0,True,True,True,True,True
E0_I0019_availability_forecast,D090,318,mdl_pred_point|signed_err,0.0056799934352663,0.0005748934321678,17809,t_statistic,,1.0,True,True,True,False,True
E0_I0019_availability_forecast,D090,318,mdl_pred_dist_from_half|llskill_vs_R3,0.0056795981581063,0.0005748534246844,17809,t_statistic,,0.0959040959040959,True,True,True,False,True
E0_I0016_efficiency_predictors,D085,132,efg|A10_opp_defrtg,0.0056781251479647,0.0038040443816116,13989,increment,0.0003828278148327,1.0,True,True,True,True,True
E0_I0014_residual_heterogeneity,D078/D082 era,348,fga__pred_cv|minutes_sqres,0.0056730455571892,0.0006190070294526,13879,t_statistic,0.0015879611761237,1.0,True,True,True,False,True
E0_I0019_availability_forecast,D090,318,pl_min_trend5|brier,0.0056694144219886,0.000573822690569,13953,t_statistic,,0.1308691308691308,True,True,True,False,True
E0_I0016_efficiency_predictors,D085,132,ts|B01_pl_ftrate,0.0056617698301599,0.0033430179772168,14073,increment,0.0001651112563206,1.0,True,True,True,True,True
E0_I0014_residual_heterogeneity,D078/D082 era,348,pl_min_cv5|pts_sqres,0.0056385462326962,0.0006152426802759,13879,t_statistic,0.0261221381580513,1.0,True,True,True,False,True
E0_I0016_efficiency_predictors,D085,132,efg|B03_pl_fouls_drawn_per36,0.0056342760938409,0.0041890955958223,13989,increment,0.0010074027092275,1.0,True,True,True,True,True
E1_I0018_teammate_volume_channel,D089,154,P03_c04_avail5|spm|B_SINGLE|DECISION,0.0055698401255366,0.0027693410755818,5673,increment,0.002506132894192,0.173044925124792,True,True,True,True,True
E0_I0014_residual_heterogeneity,D078/D082 era,348,minutes__pred_point|minutes_absres,0.0055548959039065,0.0006061152828287,13879,t_statistic,0.0045559958932718,1.0,True,True,True,False,True
E1_I0018_teammate_volume_channel,D089,154,P03_c04_avail5|ppm|B_COMPLETE|DECISION,0.0055306262856876,0.0026638907017512,5673,increment,0.0016067392585519,0.7354409317803661,True,True,True,True,True
E0_I0014_residual_heterogeneity,D078/D082 era,348,minutes__pred_cv|pts_sqres,0.0055282804700245,0.0006032111741804,13879,t_statistic,0.0257242605515826,1.0,True,True,True,False,True
E0_I0019_availability_forecast,D090,318,pl_opps_prior|skill_vs_R2,0.0055272794681682,0.0005594366789716,17809,t_statistic,,1.0,True,True,True,False,True
E0_I0019_availability_forecast,D090,318,mdl_pred_dist_from_half|signed_err,0.0055072041024265,0.0005574047759342,17809,t_statistic,,0.0809190809190809,True,True,True,False,True
E1_I0018_teammate_volume_channel,D089,154,P06_c04_rotstab|spm|B_SINGLE|DECISION,0.0054834908206485,0.0027073225082812,5673,increment,0.0020026792888815,0.4143094841930116,True,True,True,True,True
E0_I0019_availability_forecast,D090,318,mdl_pred_dist_from_half|skill_vs_R3,0.0054449311282845,0.0005511018947348,17809,t_statistic,,0.3476523476523476,True,True,True,False,True
E0_I0014_residual_heterogeneity,D078/D082 era,348,pl_min_cv5|minutes_sqres,0.0054341274895781,0.0005929377934799,13879,t_statistic,0.0019957878426427,1.0,True,True,True,False,True
E0_I0014_residual_heterogeneity,D078/D082 era,348,fga__pred_cv|pts_sqres,0.0054324636183795,0.0005927562423258,13879,t_statistic,0.0236956098419217,1.0,True,True,True,False,True
E0_I0016_efficiency_predictors,D085,132,ts|F04_load_x_fg3a_share,0.0054248315154363,0.0033600722894668,14073,increment,0.0005247443974346,1.0,True,True,True,True,True
E0_I0016_efficiency_predictors,D085,132,ts|E01_pl_fg3a_share,0.0054134551932139,0.004267026946286,14073,increment,0.0012213546347136,1.0,True,True,True,True,True
E0_I0014_residual_heterogeneity,D078/D082 era,348,minutes__pred_point|fga_absres,0.0053996191808411,0.000589172463999,13879,t_statistic,0.0448099903803163,0.981,True,True,True,False,True
E1_I0023_usage_defence_interaction,D098/D099,120,NC2_usage_x_noise|ppm|DECISION,0.005397975689279,0.0017386978960757,5670,paired,9.723569118771818e-05,,True,True,True,False,True
E0_I0024_reb_ast_characterisation,D097,250,DECISION|y_reb|B_SINGLE|R06_own_atb3_share,0.0053820009254391,0.0022359436036844,5111,increment,2.945099118496232e-05,1.0,True,True,True,False,True
E1_I0018_teammate_volume_channel,D089,154,P06_c04_rotstab|spm|B_COMPLETE|DECISION,0.0053192708860503,0.0026137441573551,5673,increment,0.0019410264464732,0.4193011647254576,True,True,True,True,True
E0_I0016_efficiency_predictors,D085,132,efg|F04_load_x_fg3a_share,0.0052841111267903,0.0032654297098032,13984,increment,0.0005328351804322,1.0,True,True,True,True,True
E0_I0019_availability_forecast,D090,318,pl_missed_last|llskill_vs_R3,0.0052830518596474,0.0005347174870055,17320,t_statistic,,1.0,True,True,True,False,True
E0_I0019_availability_forecast,D090,318,mdl_pred_point|llskill_vs_R3,0.0052814425324323,0.000534554600964,17809,t_statistic,,0.4615384615384615,True,True,True,False,True
E0_I0014_residual_heterogeneity,D078/D082 era,348,pts__pred_point|minutes_absres,0.0052683589436179,0.0005748501729633,13879,t_statistic,0.0115653118950131,1.0,True,True,True,False,True
E1_I0023_usage_defence_interaction,D098/D099,120,A10_opp_defrtg|ppm|POOLED,0.0052231567128838,0.001682388382297,14807,paired,0.0015259937982763,,True,True,True,False,True
E0_I0014_residual_heterogeneity,D078/D082 era,348,pts__pred_point|fga_absres,0.0052044444659935,0.0005678762273931,13879,t_statistic,0.0514572839910676,0.559,True,True,True,False,True
E0_I0014_residual_heterogeneity,D078/D082 era,348,pts__is_cold_start|minutes_absres,0.0051976806046096,0.0005671381974054,13879,t_statistic,0.013246974597261,1.0,True,True,True,False,True
E1_I0018_teammate_volume_channel,D089,154,P04_absent_usg_prevgame|ppm|B_COMPLETE|DECISION,0.0051856181732392,0.0026137155142554,5673,increment,2.435545837870657e-05,1.0,True,True,True,True,True
E0_I0019_availability_forecast,D090,318,tm_rest_days|llskill_vs_R3,0.0051549770241088,0.0005217545526964,17809,t_statistic,,1.0,True,True,True,False,True
E0_I0014_residual_heterogeneity,D078/D082 era,348,fga__pred_iqr|pts_sqres,0.0051538147645097,0.0005623518329913,13879,t_statistic,0.0137050516011735,1.0,True,True,True,False,True
E0_I0016_efficiency_predictors,D085,132,ts|B02_pl_ftpct,0.0051273538357219,0.0031309873263465,13670,increment,0.0001099541850482,1.0,True,True,True,True,True
E0_I0014_residual_heterogeneity,D078/D082 era,348,fga__pred_point|minutes_absres,0.0051263633950275,0.000559356512311,13879,t_statistic,0.0098280614825747,1.0,True,True,True,False,True
E1_I0018_teammate_volume_channel,D089,154,T03_absent_usg|ppm|B_COMPLETE|DECISION,0.0051007060911525,0.0026118818288482,5673,increment,0.0001608590059152,1.0,True,True,True,True,True
E0_I0014_residual_heterogeneity,D078/D082 era,348,pl_min_mean5|pts_sqres,0.0050943490803067,0.0005558633117619,13879,t_statistic,0.0466849638071372,0.945,True,True,True,False,True
E0_I0016_efficiency_predictors,D085,132,ppm|A05_opp_fg3pct_allowed,0.0050733591891755,0.0032770417916433,14852,increment,0.000542803218426,1.0,True,True,True,True,True
E0_I0019_availability_forecast,D090,318,pl_missed_last|skill_vs_R3,0.0050688505369581,0.000513037368009,17320,t_statistic,,1.0,True,True,True,False,True
E0_I0019_availability_forecast,D090,318,pl_missed_last|signed_err,0.0050607621144989,0.0005122187084451,17320,t_statistic,,1.0,True,True,True,False,True
E1_I0018_teammate_volume_channel,D089,154,P04_absent_usg_prevgame|ppm|B_SINGLE|DECISION,0.0050396398728869,0.0025374879084953,5673,increment,4.469531534891737e-05,1.0,True,True,True,True,True
E0_I0019_availability_forecast,D090,318,mdl_fallback_level|brier,0.0050389938924037,0.000510015465069,17809,t_statistic,,0.3336663336663337,True,True,True,False,True
E0_I0019_availability_forecast,D090,318,mdl_fallback_level|skill_vs_R2,0.0050240809681852,0.0005085060720943,17809,t_statistic,,0.961038961038961,True,True,True,False,True
E0_I0014_residual_heterogeneity,D078/D082 era,348,pl_is_rookie_window|fga_absres,0.0049995129898933,0.0005455153944008,13879,t_statistic,0.0028807118467329,1.0,True,True,True,False,True
E0_I0019_availability_forecast,D090,318,mdl_pred_point|skill_vs_R3,0.0049961630348623,0.0005056803933871,17809,t_statistic,,0.2457542457542457,True,True,True,False,True
E0_I0016_efficiency_predictors,D085,132,efg|B06_pl_ftpts_per36,0.0049892731780264,0.0034923492005957,13989,increment,0.0006945459065329,1.0,True,True,True,True,True
E1_I0023_usage_defence_interaction,D098/D099,120,A02_opp_ts_allowed|points|POOLED,0.0049674590878144,0.0016000277070493,14807,paired,0.0008349776099051,,True,True,True,False,True
E0_I0014_residual_heterogeneity,D078/D082 era,348,pl_rest_days|minutes_absres,0.0049463853312665,0.0005397184386357,13879,t_statistic,0.0023512744511265,1.0,True,True,True,False,True
E0_I0019_availability_forecast,D090,318,mdl_is_fallback|brier,0.0049340613163229,0.0004993948456094,17809,t_statistic,,0.4615384615384615,True,True,True,False,True
E0_I0019_availability_forecast,D090,318,mdl_is_fallback|skill_vs_R2,0.0049180448732085,0.0004977737613497,17809,t_statistic,,0.9530469530469532,True,True,True,False,True
E0_I0019_availability_forecast,D090,318,tm_3in4|llskill_vs_R3,0.0049145485317176,0.0004974198835182,17809,t_statistic,,1.0,True,True,True,False,True
E0_I0019_availability_forecast,D090,318,tm_roster_churn_prior|skill_vs_R1,0.0049037441980948,0.0004963263364024,17417,t_statistic,,1.0,True,True,True,False,True
E0_I0019_availability_forecast,D090,318,tm_five_changed_prior|skill_vs_R1,0.0049030690060238,0.0004962579976814,17417,t_statistic,,1.0,True,True,True,False,True
E0_I0016_efficiency_predictors,D085,132,efg|A07_opp_ftrate_allowed,0.0048860061807126,0.0032713864174319,13989,increment,0.000614514813235,1.0,True,True,True,True,True
E1_I0018_teammate_volume_channel,D089,154,T03_absent_usg|ppm|B_SINGLE|DECISION,0.0048850505258958,0.00249380644529,5673,increment,0.0001191401291156,1.0,True,True,True,True,True
E0_I0019_availability_forecast,D090,318,pl_run_length|signed_err,0.0048764732541796,0.000493566141919,17809,t_statistic,,1.0,True,True,True,False,True
E0_I0014_residual_heterogeneity,D078/D082 era,348,minutes__pred_point|minutes_sqres,0.0048701761447268,0.000531402971802,13879,t_statistic,0.0026981715662459,1.0,True,True,True,False,True
E0_I0014_residual_heterogeneity,D078/D082 era,348,pl_is_rookie_window|fga_sqres,0.0048697598926517,0.0005313575529951,13879,t_statistic,0.0016618818724661,1.0,True,True,True,False,True
E0_I0014_residual_heterogeneity,D078/D082 era,348,pl_prior_season_games|fga_absres,0.0048545923368659,0.0005297025647606,13879,t_statistic,0.00771461471772,1.0,True,True,True,False,True
E0_I0024_reb_ast_characterisation,D097,250,DECISION|y_oreb|B_SINGLE|R01_opp_allowed_miss_pg,0.004848923854487,0.0020144775943732,5111,increment,0.0002647222024854,1.0,True,True,True,False,True
E0_I0016_efficiency_predictors,D085,132,ppm|A11_opp_fastbreak_allowed,0.0048306541936957,0.0032071208931647,14852,increment,0.0005189846405038,1.0,True,True,True,True,True
E0_I0019_availability_forecast,D090,318,pl_opps_prior|skill_vs_R1,0.0048139510083894,0.0004872380310015,17809,t_statistic,,0.956043956043956,True,True,True,False,True
E0_I0014_residual_heterogeneity,D078/D082 era,348,pl_teamgames_since_appear|minutes_absres,0.0048029657758986,0.0005240693993254,13879,t_statistic,0.0020306937796089,1.0,True,True,True,False,True
E0_I0019_availability_forecast,D090,318,tm_rest_days|skill_vs_R1,0.0047897656418938,0.0004847901393778,17809,t_statistic,,1.0,True,True,True,False,True
E1_I0018_teammate_volume_channel,D089,154,P03_c04_avail5|spm|B_COMPLETE|DECISION,0.0047544240313569,0.002301655870694,5673,increment,0.0021256178475176,0.1930116472545757,True,True,True,True,True
E0_I0019_availability_forecast,D090,318,tm_rest_days|skill_vs_R3,0.0047505674346863,0.0004808227418564,17809,t_statistic,,1.0,True,True,True,False,True
E1_I0023_usage_defence_interaction,D098/D099,120,NC2_usage_x_noise|points|DECISION,0.004746965424343,0.0015290062925703,5670,paired,0.000302070496166,,True,True,True,False,True
E0_I0019_availability_forecast,D090,318,tm_3in4|skill_vs_R3,0.0047446077743628,0.0004802195422899,17809,t_statistic,,1.0,True,True,True,False,True
E0_I0019_availability_forecast,D090,318,tm_b2b|llskill_vs_R3,0.0047231244852441,0.0004780451380487,17809,t_statistic,,1.0,True,True,True,False,True
E0_I0019_availability_forecast,D090,318,tm_3in4|skill_vs_R1,0.0046703270220709,0.000472701308842,17809,t_statistic,,1.0,True,True,True,False,True
E0_I0019_availability_forecast,D090,318,pl_opps_prior|brier,0.0046686081303607,0.0004725273333672,17809,t_statistic,,0.1528471528471528,True,True,True,False,True
E1_I0023_usage_defence_interaction,D098/D099,120,A10_opp_defrtg|attempts|POOLED,0.004658446237979,0.0015004940998609,14807,paired,0.0009503990763352,,True,True,True,False,True
E0_I0019_availability_forecast,D090,318,tm_roster_size_prior|skill_vs_R1,0.0046561965115161,0.0004712711068878,17809,t_statistic,,1.0,True,True,True,False,True
E0_I0019_availability_forecast,D090,318,tm_win_pct_prior|llskill_vs_R3,0.0046347905170449,0.0004691045259276,17809,t_statistic,,1.0,True,True,True,False,True
E0_I0014_residual_heterogeneity,D078/D082 era,348,pts__pred_point|minutes_sqres,0.0046251914075014,0.0005046717790198,13879,t_statistic,0.0066011122400984,1.0,True,True,True,False,True
E0_I0019_availability_forecast,D090,318,pl_run_length|llskill_vs_R3,0.004620442790345,0.0004676523387129,17809,t_statistic,,0.999000999000999,True,True,True,False,True
E0_I0019_availability_forecast,D090,318,tm_season_progress|skill_vs_R1,0.0046190777002929,0.0004675141728305,17809,t_statistic,,0.8591408591408591,True,True,True,False,True
E0_I0019_availability_forecast,D090,318,tm_game_idx|skill_vs_R1,0.0046190777002929,0.0004675141728305,17809,t_statistic,,0.8591408591408591,True,True,True,False,True
E0_I0019_availability_forecast,D090,318,tm_five_changed_prior|llskill_vs_R3,0.0046178027696623,0.0004673851323211,17417,t_statistic,,1.0,True,True,True,False,True
E0_I0014_residual_heterogeneity,D078/D082 era,348,minutes__pred_iqr|minutes_absres,0.0045742533067054,0.0004991137340259,13879,t_statistic,0.0038101571702259,1.0,True,True,True,False,True
E0_I0019_availability_forecast,D090,318,pl_minutes_prior|signed_err,0.0045737440998612,0.0004629257891568,17809,t_statistic,,1.0,True,True,True,False,True
E0_I0019_availability_forecast,D090,318,pl_min_trend5|llskill_vs_R3,0.0045592721752195,0.0004614610314028,13953,t_statistic,,1.0,True,True,True,False,True
E0_I0019_availability_forecast,D090,318,tm_roster_size_prior|llskill_vs_R3,0.0045574391675355,0.0004612755058224,17809,t_statistic,,0.95004995004995,True,True,True,False,True
E0_I0019_availability_forecast,D090,318,tm_late_out_of_contention|skill_vs_R1,0.0045522949086568,0.0004607548360934,17809,t_statistic,,0.8331668331668332,True,True,True,False,True
E0_I0019_availability_forecast,D090,318,tm_roster_size_prior|skill_vs_R3,0.0045501249731906,0.0004605352087889,17809,t_statistic,,0.995004995004995,True,True,True,False,True
E0_I0019_availability_forecast,D090,318,tm_win_pct_vs_league|llskill_vs_R3,0.0045450974882791,0.0004600263581909,17809,t_statistic,,1.0,True,True,True,False,True
E0_I0019_availability_forecast,D090,318,tm_five_changed_prior|skill_vs_R3,0.0045420765704229,0.0004597205997681,17417,t_statistic,,1.0,True,True,True,False,True
E0_I0019_availability_forecast,D090,318,tm_b2b|skill_vs_R3,0.0045351156255596,0.0004590160564391,17809,t_statistic,,1.0,True,True,True,False,True
E0_I0019_availability_forecast,D090,318,tm_games_prior7d|llskill_vs_R3,0.0045261462865302,0.0004581082360062,17809,t_statistic,,1.0,True,True,True,False,True
E0_I0019_availability_forecast,D090,318,tm_win_pct_prior|skill_vs_R3,0.0045209754486278,0.0004575848761146,17809,t_statistic,,1.0,True,True,True,False,True
E0_I0019_availability_forecast,D090,318,mdl_is_cold_start|skill_vs_R2,0.0045126850252859,0.000456745771284,17809,t_statistic,,1.0,True,True,True,False,True
E0_I0019_availability_forecast,D090,318,pl_consec_absences|llskill_vs_R3,0.0044866775182208,0.0004541134539813,17809,t_statistic,,1.0,True,True,True,False,True
E0_I0014_residual_heterogeneity,D078/D082 era,348,fga__pred_point|minutes_sqres,0.0044795099042652,0.0004887759301931,13879,t_statistic,0.0055000972506879,1.0,True,True,True,False,True
E0_I0019_availability_forecast,D090,318,tm_rest_days|skill_vs_R2,0.0044790026914653,0.0004533366559894,17809,t_statistic,,1.0,True,True,True,False,True
E0_I0014_residual_heterogeneity,D078/D082 era,348,pl_prior_season_games|fga_sqres,0.0044687809443795,0.0004876052536101,13879,t_statistic,0.0054267753557689,1.0,True,True,True,False,True
E0_I0019_availability_forecast,D090,318,mdl_is_cold_start|brier,0.0044581234955436,0.0004512233942856,17809,t_statistic,,0.973026973026973,True,True,True,False,True
E0_I0019_availability_forecast,D090,318,tm_win_pct_vs_league|skill_vs_R3,0.0044547373553239,0.000450880670338,17809,t_statistic,,1.0,True,True,True,False,True
E0_I0019_availability_forecast,D090,318,tm_b2b|skill_vs_R1,0.0044526133672422,0.0004506656935405,17809,t_statistic,,1.0,True,True,True,False,True
E0_I0014_residual_heterogeneity,D078/D082 era,348,pl_abs_min_trend5|minutes_sqres,0.0044482118235127,0.0004853608805872,13879,t_statistic,0.0038431174357962,1.0,True,True,True,False,True
E0_I0014_residual_heterogeneity,D078/D082 era,348,pts__pred_cv|minutes_absres,0.0044460937936748,0.0004851297745005,13879,t_statistic,0.0012086872759599,1.0,True,True,True,False,True
E0_I0019_availability_forecast,D090,318,tm_roster_churn_prior|llskill_vs_R3,0.0044390352306713,0.0004492913994283,17417,t_statistic,,1.0,True,True,True,False,True
E0_I0019_availability_forecast,D090,318,tm_games_prior7d|skill_vs_R1,0.0044347474430623,0.0004488574163677,17809,t_statistic,,1.0,True,True,True,False,True
E0_I0019_availability_forecast,D090,318,pl_min_trend5|skill_vs_R3,0.0044319814849318,0.0004485774633747,13953,t_statistic,,1.0,True,True,True,False,True
E0_I0019_availability_forecast,D090,318,tm_is_home|llskill_vs_R3,0.0044296359399268,0.0004483400619703,17809,t_statistic,,1.0,True,True,True,False,True
E0_I0016_efficiency_predictors,D085,132,ts|C03_tm_ast_rate,0.0044283187376074,0.0031521253502683,14079,increment,0.0007155613323171,1.0,True,True,True,True,True
E0_I0014_residual_heterogeneity,D078/D082 era,348,minutes__pred_point|pts_sqres,0.0044258537889576,0.0004829213125607,13879,t_statistic,0.0458143921461466,0.969,True,True,True,False,True
E0_I0019_availability_forecast,D090,318,tm_win_pct_prior|skill_vs_R1,0.0044255309467774,0.0004479245802224,17809,t_statistic,,0.3726273726273726,True,True,True,False,True
E0_I0019_availability_forecast,D090,318,tm_games_prior7d|skill_vs_R3,0.0044232408576271,0.000447692791713,17809,t_statistic,,1.0,True,True,True,False,True
E0_I0014_residual_heterogeneity,D078/D082 era,348,pl_pts_mean5|pts_sqres,0.004418426172699,0.0004821108578182,13879,t_statistic,0.0555767740764226,0.132,True,True,True,False,True
E0_I0019_availability_forecast,D090,318,tm_roster_churn_prior|skill_vs_R3,0.0043958202480119,0.0004449174490029,17417,t_statistic,,1.0,True,True,True,False,True
E0_I0024_reb_ast_characterisation,D097,250,DECISION|y_oreb|B_COMPLETE|R02_opp_allowed_ra_share,0.0043921478967744,0.001824710759489,5111,increment,4.876934139161598e-05,1.0,True,True,True,False,True
E0_I0014_residual_heterogeneity,D078/D082 era,348,minutes__pred_point|fga_sqres,0.0043739124051787,0.0004772537956415,13879,t_statistic,0.0250616567251375,1.0,True,True,True,False,True
E0_I0016_efficiency_predictors,D085,132,efg|A08_opp_pf,0.004370301801219,0.0029264588106956,13989,increment,0.0004872454248958,1.0,True,True,True,True,True
E0_I0019_availability_forecast,D090,318,tm_is_home|skill_vs_R1,0.0043682437033421,0.0004421263235213,17809,t_statistic,,1.0,True,True,True,False,True
E0_I0019_availability_forecast,D090,318,tm_win_pct_vs_league|skill_vs_R1,0.0043622787241399,0.0004415225856112,17809,t_statistic,,0.4985014985014985,True,True,True,False,True
E0_I0019_availability_forecast,D090,318,tm_is_home|skill_vs_R3,0.0043457972891693,0.0004398544377823,17809,t_statistic,,1.0,True,True,True,False,True
E0_I0019_availability_forecast,D090,318,mdl_fallback_level|llskill_vs_R3,0.0043347679699067,0.0004387381190263,17809,t_statistic,,0.951048951048951,True,True,True,False,True
E0_I0019_availability_forecast,D090,318,tm_five_changed_prior|skill_vs_R2,0.0043265611659977,0.0004379074776321,17417,t_statistic,,1.0,True,True,True,False,True
E0_I0019_availability_forecast,D090,318,mdl_is_cold_start|skill_vs_R1,0.0043262804837866,0.0004378790687331,17809,t_statistic,,1.0,True,True,True,False,True
E0_I0019_availability_forecast,D090,318,pl_minutes_prior|llskill_vs_R3,0.0043252671653984,0.0004377765069797,17809,t_statistic,,1.0,True,True,True,False,True
E0_I0019_availability_forecast,D090,318,tm_rest_days|signed_err,0.0043145627462294,0.0004366930725804,17809,t_statistic,,1.0,True,True,True,False,True
E0_I0014_residual_heterogeneity,D078/D082 era,348,pl_pts_mean5|fga_absres,0.0043077214827417,0.0004700314587395,13879,t_statistic,0.0453409701355673,0.974,True,True,True,False,True
E0_I0014_residual_heterogeneity,D078/D082 era,348,pts__pred_point|fga_sqres,0.0042866263970695,0.000467729695747,13879,t_statistic,0.0333203531581751,1.0,True,True,True,False,True
E0_I0024_reb_ast_characterisation,D097,250,DECISION|y_oreb|B_COMPLETE|R05_opp_allowed_long_miss_pg,0.0042858951280533,0.0017805682181021,5111,increment,3.424585681317765e-05,1.0,True,True,True,False,True
E0_I0019_availability_forecast,D090,318,pl_consec_absences|skill_vs_R3,0.0042784670738036,0.000433039694237,17809,t_statistic,,1.0,True,True,True,False,True
