stratum,base,null,carrier,n,n_clusters,family_size_K,mde80_familywise,mde80_status,mde80_per_cell,type1_at_delta0_familywise,type1_at_delta0_per_cell,null_mean,null_sd,sigma_drift_delta1e2_vs_0,t_crit_familywise,t_crit_per_cell
POOLED,B_SINGLE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,1,,ABOVE_GRID_MAX_1e-2,,0.02848575712143928,0.0399800099950025,0.00213184178243826,0.0006830703436879191,0.18039590237211164,1.9992539964460991,1.7702607163191573
POOLED,B_SINGLE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,18,,ABOVE_GRID_MAX_1e-2,,0.0,0.0399800099950025,0.00213184178243826,0.0006830703436879191,0.18039590237211164,4.974338012066289,1.7702607163191573
POOLED,B_SINGLE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,39,,ABOVE_GRID_MAX_1e-2,,0.0,0.0399800099950025,0.00213184178243826,0.0006830703436879191,0.18039590237211164,5.695986850028299,1.7702607163191573
POOLED,B_SINGLE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,44,,ABOVE_GRID_MAX_1e-2,,0.0,0.0399800099950025,0.00213184178243826,0.0006830703436879191,0.18039590237211164,5.833238170032072,1.7702607163191573
POOLED,B_SINGLE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,132,,ABOVE_GRID_MAX_1e-2,,0.0,0.0399800099950025,0.00213184178243826,0.0006830703436879191,0.18039590237211164,6.606553602093543,1.7702607163191573
POOLED,B_SINGLE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,154,,ABOVE_GRID_MAX_1e-2,,0.0,0.0399800099950025,0.00213184178243826,0.0006830703436879191,0.18039590237211164,6.726312674502062,1.7702607163191573
POOLED,B_SINGLE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,250,,ABOVE_GRID_MAX_1e-2,,0.0,0.0399800099950025,0.00213184178243826,0.0006830703436879191,0.18039590237211164,6.535048638253136,1.7702607163191573
POOLED,B_SINGLE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,318,,ABOVE_GRID_MAX_1e-2,,0.0,0.0399800099950025,0.00213184178243826,0.0006830703436879191,0.18039590237211164,6.606553602093543,1.7702607163191573
POOLED,B_SINGLE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,348,,ABOVE_GRID_MAX_1e-2,,0.0,0.0399800099950025,0.00213184178243826,0.0006830703436879191,0.18039590237211164,6.686211887168178,1.7702607163191573
POOLED,B_SINGLE,N_B_entity_swap_team_season,P01_c04_prevgame,14852,48,1,0.0009935897084781173,OK,0.0009935546970316436,0.06096951524237881,0.06196901549225387,9.864026136752398e-05,0.00012336882205933207,9.171010929286084,2.00296895747484,1.9935176978030327
POOLED,B_SINGLE,N_B_entity_swap_team_season,P01_c04_prevgame,14852,48,18,0.001616119824583179,OK,0.0009935546970316436,0.0029985007496251873,0.06196901549225387,9.864026136752398e-05,0.00012336882205933207,9.171010929286084,5.065914990765384,1.9935176978030327
POOLED,B_SINGLE,N_B_entity_swap_team_season,P01_c04_prevgame,14852,48,39,0.001729751463497823,OK,0.0009935546970316436,0.001999000499750125,0.06196901549225387,9.864026136752398e-05,0.00012336882205933207,9.171010929286084,5.748932232686749,1.9935176978030327
POOLED,B_SINGLE,N_B_entity_swap_team_season,P01_c04_prevgame,14852,48,44,0.0017457755909460909,OK,0.0009935546970316436,0.001999000499750125,0.06196901549225387,9.864026136752398e-05,0.00012336882205933207,9.171010929286084,5.866627662225086,1.9935176978030327
POOLED,B_SINGLE,N_B_entity_swap_team_season,P01_c04_prevgame,14852,48,132,0.001976064124443443,OK,0.0009935546970316436,0.0009995002498750624,0.06196901549225387,9.864026136752398e-05,0.00012336882205933207,9.171010929286084,6.97447469907285,1.9935176978030327
POOLED,B_SINGLE,N_B_entity_swap_team_season,P01_c04_prevgame,14852,48,154,0.00198231303388628,OK,0.0009935546970316436,0.0009995002498750624,0.06196901549225387,9.864026136752398e-05,0.00012336882205933207,9.171010929286084,7.0083281495438365,1.9935176978030327
POOLED,B_SINGLE,N_B_entity_swap_team_season,P01_c04_prevgame,14852,48,250,0.0019755270910952853,OK,0.0009935546970316436,0.0009995002498750624,0.06196901549225387,9.864026136752398e-05,0.00012336882205933207,9.171010929286084,6.964093931192527,1.9935176978030327
POOLED,B_SINGLE,N_B_entity_swap_team_season,P01_c04_prevgame,14852,48,318,0.001976064124443443,OK,0.0009935546970316436,0.0009995002498750624,0.06196901549225387,9.864026136752398e-05,0.00012336882205933207,9.171010929286084,6.97447469907285,1.9935176978030327
POOLED,B_SINGLE,N_B_entity_swap_team_season,P01_c04_prevgame,14852,48,348,0.001976064124443443,OK,0.0009935546970316436,0.0009995002498750624,0.06196901549225387,9.864026136752398e-05,0.00012336882205933207,9.171010929286084,6.97447469907285,1.9935176978030327
POOLED,B_SINGLE,N_C_entity_swap_opp_team_season,A10_opp_defrtg,14852,48,1,0.0008263363599624202,OK,0.0008337946675270476,0.04997501249375312,0.04847576211894053,0.00010439765016122873,0.00014337491455651154,12.703451016536931,2.00296895747484,2.0527766458960257
POOLED,B_SINGLE,N_C_entity_swap_opp_team_season,A10_opp_defrtg,14852,48,18,0.0014222931893828309,OK,0.0008337946675270476,0.005997001499250375,0.04847576211894053,0.00010439765016122873,0.00014337491455651154,12.703451016536931,5.065914990765384,2.0527766458960257
POOLED,B_SINGLE,N_C_entity_swap_opp_team_season,A10_opp_defrtg,14852,48,39,0.001552595754104528,OK,0.0008337946675270476,0.0029985007496251873,0.04847576211894053,0.00010439765016122873,0.00014337491455651154,12.703451016536931,5.748932232686749,2.0527766458960257
POOLED,B_SINGLE,N_C_entity_swap_opp_team_season,A10_opp_defrtg,14852,48,44,0.0015786778493304576,OK,0.0008337946675270476,0.0024987506246876563,0.04847576211894053,0.00010439765016122873,0.00014337491455651154,12.703451016536931,5.866627662225086,2.0527766458960257
POOLED,B_SINGLE,N_C_entity_swap_opp_team_season,A10_opp_defrtg,14852,48,132,0.0017542476729149425,OK,0.0008337946675270476,0.0014992503748125937,0.04847576211894053,0.00010439765016122873,0.00014337491455651154,12.703451016536931,6.97447469907285,2.0527766458960257
POOLED,B_SINGLE,N_C_entity_swap_opp_team_season,A10_opp_defrtg,14852,48,154,0.0017620922692486625,OK,0.0008337946675270476,0.0014992503748125937,0.04847576211894053,0.00010439765016122873,0.00014337491455651154,12.703451016536931,7.0083281495438365,2.0527766458960257
POOLED,B_SINGLE,N_C_entity_swap_opp_team_season,A10_opp_defrtg,14852,48,250,0.0017529367004992798,OK,0.0008337946675270476,0.0014992503748125937,0.04847576211894053,0.00010439765016122873,0.00014337491455651154,12.703451016536931,6.964093931192527,2.0527766458960257
POOLED,B_SINGLE,N_C_entity_swap_opp_team_season,A10_opp_defrtg,14852,48,318,0.0017542476729149425,OK,0.0008337946675270476,0.0014992503748125937,0.04847576211894053,0.00010439765016122873,0.00014337491455651154,12.703451016536931,6.97447469907285,2.0527766458960257
POOLED,B_SINGLE,N_C_entity_swap_opp_team_season,A10_opp_defrtg,14852,48,348,0.0017542476729149425,OK,0.0008337946675270476,0.0014992503748125937,0.04847576211894053,0.00010439765016122873,0.00014337491455651154,12.703451016536931,6.97447469907285,2.0527766458960257
POOLED,B_SINGLE,N_D_within_date_opp_swap,A10_opp_defrtg,14852,1632,1,0.0002816428920232679,OK,0.00028209799536634304,0.05147426286856572,0.050974512743628186,3.5022296094336046e-05,4.881309390355379e-05,18.576960399106895,2.00296895747484,2.0140810912586438
POOLED,B_SINGLE,N_D_within_date_opp_swap,A10_opp_defrtg,14852,1632,18,0.0004924364113698096,OK,0.00028209799536634304,0.005997001499250375,0.050974512743628186,3.5022296094336046e-05,4.881309390355379e-05,18.576960399106895,5.065914990765384,2.0140810912586438
POOLED,B_SINGLE,N_D_within_date_opp_swap,A10_opp_defrtg,14852,1632,39,0.000528681902835022,OK,0.00028209799536634304,0.00399800099950025,0.050974512743628186,3.5022296094336046e-05,4.881309390355379e-05,18.576960399106895,5.748932232686749,2.0140810912586438
POOLED,B_SINGLE,N_D_within_date_opp_swap,A10_opp_defrtg,14852,1632,44,0.0005357049012670895,OK,0.00028209799536634304,0.0034982508745627187,0.050974512743628186,3.5022296094336046e-05,4.881309390355379e-05,18.576960399106895,5.866627662225086,2.0140810912586438
POOLED,B_SINGLE,N_D_within_date_opp_swap,A10_opp_defrtg,14852,1632,132,0.0006194317528215344,OK,0.00028209799536634304,0.0014992503748125937,0.050974512743628186,3.5022296094336046e-05,4.881309390355379e-05,18.576960399106895,6.97447469907285,2.0140810912586438
POOLED,B_SINGLE,N_D_within_date_opp_swap,A10_opp_defrtg,14852,1632,154,0.0006221462792162486,OK,0.00028209799536634304,0.0014992503748125937,0.050974512743628186,3.5022296094336046e-05,4.881309390355379e-05,18.576960399106895,7.0083281495438365,2.0140810912586438
POOLED,B_SINGLE,N_D_within_date_opp_swap,A10_opp_defrtg,14852,1632,250,0.0006190437047456418,OK,0.00028209799536634304,0.0014992503748125937,0.050974512743628186,3.5022296094336046e-05,4.881309390355379e-05,18.576960399106895,6.964093931192527,2.0140810912586438
POOLED,B_SINGLE,N_D_within_date_opp_swap,A10_opp_defrtg,14852,1632,318,0.0006194317528215344,OK,0.00028209799536634304,0.0014992503748125937,0.050974512743628186,3.5022296094336046e-05,4.881309390355379e-05,18.576960399106895,6.97447469907285,2.0140810912586438
POOLED,B_SINGLE,N_D_within_date_opp_swap,A10_opp_defrtg,14852,1632,348,0.0006194317528215344,OK,0.00028209799536634304,0.0014992503748125937,0.050974512743628186,3.5022296094336046e-05,4.881309390355379e-05,18.576960399106895,6.97447469907285,2.0140810912586438
POOLED,B_SINGLE,N_R_row_level_CONTRAST_ONLY,P01_c04_prevgame,14852,14852,1,0.00044228593120853714,OK,0.00042417015407532745,0.04147926036981509,0.046476761619190406,5.539648533632802e-05,8.15637871887922e-05,15.39626806429822,1.9992539964460991,1.8674197358743987
POOLED,B_SINGLE,N_R_row_level_CONTRAST_ONLY,P01_c04_prevgame,14852,14852,18,0.0007694280819604358,OK,0.00042417015407532745,0.0034982508745627187,0.046476761619190406,5.539648533632802e-05,8.15637871887922e-05,15.39626806429822,4.974338012066289,1.8674197358743987
POOLED,B_SINGLE,N_R_row_level_CONTRAST_ONLY,P01_c04_prevgame,14852,14852,39,0.0008495980034437274,OK,0.00042417015407532745,0.0024987506246876563,0.046476761619190406,5.539648533632802e-05,8.15637871887922e-05,15.39626806429822,5.695986850028299,1.8674197358743987
POOLED,B_SINGLE,N_R_row_level_CONTRAST_ONLY,P01_c04_prevgame,14852,14852,44,0.000864911817433554,OK,0.00042417015407532745,0.001999000499750125,0.046476761619190406,5.539648533632802e-05,8.15637871887922e-05,15.39626806429822,5.833238170032072,1.8674197358743987
POOLED,B_SINGLE,N_R_row_level_CONTRAST_ONLY,P01_c04_prevgame,14852,14852,132,0.0009462687385822658,OK,0.00042417015407532745,0.0014992503748125937,0.046476761619190406,5.539648533632802e-05,8.15637871887922e-05,15.39626806429822,6.606553602093543,1.8674197358743987
POOLED,B_SINGLE,N_R_row_level_CONTRAST_ONLY,P01_c04_prevgame,14852,14852,154,0.0009537820669294221,OK,0.00042417015407532745,0.0014992503748125937,0.046476761619190406,5.539648533632802e-05,8.15637871887922e-05,15.39626806429822,6.726312674502062,1.8674197358743987
POOLED,B_SINGLE,N_R_row_level_CONTRAST_ONLY,P01_c04_prevgame,14852,14852,250,0.0009390190838623436,OK,0.00042417015407532745,0.0014992503748125937,0.046476761619190406,5.539648533632802e-05,8.15637871887922e-05,15.39626806429822,6.535048638253136,1.8674197358743987
POOLED,B_SINGLE,N_R_row_level_CONTRAST_ONLY,P01_c04_prevgame,14852,14852,318,0.0009462687385822658,OK,0.00042417015407532745,0.0014992503748125937,0.046476761619190406,5.539648533632802e-05,8.15637871887922e-05,15.39626806429822,6.606553602093543,1.8674197358743987
POOLED,B_SINGLE,N_R_row_level_CONTRAST_ONLY,P01_c04_prevgame,14852,14852,348,0.0009530042284336569,OK,0.00042417015407532745,0.0014992503748125937,0.046476761619190406,5.539648533632802e-05,8.15637871887922e-05,15.39626806429822,6.686211887168178,1.8674197358743987
POOLED,B_SINGLE,N_R_row_level_CONTRAST_ONLY_OPP,A10_opp_defrtg,14852,14852,1,0.00046547890070461676,OK,0.0004503231038910968,0.04247876061969016,0.04547726136931534,5.888404899345744e-05,8.854526796403578e-05,16.834004478144358,1.9992539964460991,1.9051412085503454
POOLED,B_SINGLE,N_R_row_level_CONTRAST_ONLY_OPP,A10_opp_defrtg,14852,14852,18,0.0008226201353088176,OK,0.0004503231038910968,0.001999000499750125,0.04547726136931534,5.888404899345744e-05,8.854526796403578e-05,16.834004478144358,4.974338012066289,1.9051412085503454
POOLED,B_SINGLE,N_R_row_level_CONTRAST_ONLY_OPP,A10_opp_defrtg,14852,14852,39,0.0008965285052339018,OK,0.0004503231038910968,0.0009995002498750624,0.04547726136931534,5.888404899345744e-05,8.854526796403578e-05,16.834004478144358,5.695986850028299,1.9051412085503454
POOLED,B_SINGLE,N_R_row_level_CONTRAST_ONLY_OPP,A10_opp_defrtg,14852,14852,44,0.0009088604205958581,OK,0.0004503231038910968,0.0009995002498750624,0.04547726136931534,5.888404899345744e-05,8.854526796403578e-05,16.834004478144358,5.833238170032072,1.9051412085503454
POOLED,B_SINGLE,N_R_row_level_CONTRAST_ONLY_OPP,A10_opp_defrtg,14852,14852,132,0.0009823882587779316,OK,0.0004503231038910968,0.0009995002498750624,0.04547726136931534,5.888404899345744e-05,8.854526796403578e-05,16.834004478144358,6.606553602093543,1.9051412085503454
POOLED,B_SINGLE,N_R_row_level_CONTRAST_ONLY_OPP,A10_opp_defrtg,14852,14852,154,0.0009968321747056892,OK,0.0004503231038910968,0.0009995002498750624,0.04547726136931534,5.888404899345744e-05,8.854526796403578e-05,16.834004478144358,6.726312674502062,1.9051412085503454
POOLED,B_SINGLE,N_R_row_level_CONTRAST_ONLY_OPP,A10_opp_defrtg,14852,14852,250,0.0009748852248618638,OK,0.0004503231038910968,0.0009995002498750624,0.04547726136931534,5.888404899345744e-05,8.854526796403578e-05,16.834004478144358,6.535048638253136,1.9051412085503454
POOLED,B_SINGLE,N_R_row_level_CONTRAST_ONLY_OPP,A10_opp_defrtg,14852,14852,318,0.0009823882587779316,OK,0.0004503231038910968,0.0009995002498750624,0.04547726136931534,5.888404899345744e-05,8.854526796403578e-05,16.834004478144358,6.606553602093543,1.9051412085503454
POOLED,B_SINGLE,N_R_row_level_CONTRAST_ONLY_OPP,A10_opp_defrtg,14852,14852,348,0.000990305590548659,OK,0.0004503231038910968,0.0009995002498750624,0.04547726136931534,5.888404899345744e-05,8.854526796403578e-05,16.834004478144358,6.686211887168178,1.9051412085503454
POOLED,B_COMPLETE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,1,0.0038015697479799487,OK,0.003744136283791024,0.035982008995502246,0.043478260869565216,0.0004905477148070328,0.0003286545565898581,2.6432704168278245,1.9992539964460991,1.8727650704879049
POOLED,B_COMPLETE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,18,0.005412401711164979,OK,0.003744136283791024,0.0009995002498750624,0.043478260869565216,0.0004905477148070328,0.0003286545565898581,2.6432704168278245,4.974338012066289,1.8727650704879049
POOLED,B_COMPLETE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,39,0.005835909453712678,OK,0.003744136283791024,0.0004997501249375312,0.043478260869565216,0.0004905477148070328,0.0003286545565898581,2.6432704168278245,5.695986850028299,1.8727650704879049
POOLED,B_COMPLETE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,44,0.005939575555866567,OK,0.003744136283791024,0.0004997501249375312,0.043478260869565216,0.0004905477148070328,0.0003286545565898581,2.6432704168278245,5.833238170032072,1.8727650704879049
POOLED,B_COMPLETE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,132,0.006478282075544431,OK,0.003744136283791024,0.0,0.043478260869565216,0.0004905477148070328,0.0003286545565898581,2.6432704168278245,6.606553602093543,1.8727650704879049
POOLED,B_COMPLETE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,154,0.006537697036826703,OK,0.003744136283791024,0.0,0.043478260869565216,0.0004905477148070328,0.0003286545565898581,2.6432704168278245,6.726312674502062,1.8727650704879049
POOLED,B_COMPLETE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,250,0.006437204247230818,OK,0.003744136283791024,0.0,0.043478260869565216,0.0004905477148070328,0.0003286545565898581,2.6432704168278245,6.535048638253136,1.8727650704879049
POOLED,B_COMPLETE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,318,0.006478282075544431,OK,0.003744136283791024,0.0,0.043478260869565216,0.0004905477148070328,0.0003286545565898581,2.6432704168278245,6.606553602093543,1.8727650704879049
POOLED,B_COMPLETE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,348,0.00651598428961578,OK,0.003744136283791024,0.0,0.043478260869565216,0.0004905477148070328,0.0003286545565898581,2.6432704168278245,6.686211887168178,1.8727650704879049
POOLED,B_COMPLETE,N_B_entity_swap_team_season,P01_c04_prevgame,14852,48,1,0.0007983301654281807,OK,0.0008344776871159578,0.062468765617191405,0.057971014492753624,7.935600704601014e-05,0.00010094969339194427,11.475194626161215,2.00296895747484,2.179010475103054
POOLED,B_COMPLETE,N_B_entity_swap_team_season,P01_c04_prevgame,14852,48,18,0.0012831959440269055,OK,0.0008344776871159578,0.0029985007496251873,0.057971014492753624,7.935600704601014e-05,0.00010094969339194427,11.475194626161215,5.065914990765384,2.179010475103054
POOLED,B_COMPLETE,N_B_entity_swap_team_season,P01_c04_prevgame,14852,48,39,0.0013809613319647805,OK,0.0008344776871159578,0.0014992503748125937,0.057971014492753624,7.935600704601014e-05,0.00010094969339194427,11.475194626161215,5.748932232686749,2.179010475103054
POOLED,B_COMPLETE,N_B_entity_swap_team_season,P01_c04_prevgame,14852,48,44,0.0014024422408919351,OK,0.0008344776871159578,0.0014992503748125937,0.057971014492753624,7.935600704601014e-05,0.00010094969339194427,11.475194626161215,5.866627662225086,2.179010475103054
POOLED,B_COMPLETE,N_B_entity_swap_team_season,P01_c04_prevgame,14852,48,132,0.001588630944886701,OK,0.0008344776871159578,0.0009995002498750624,0.057971014492753624,7.935600704601014e-05,0.00010094969339194427,11.475194626161215,6.97447469907285,2.179010475103054
POOLED,B_COMPLETE,N_B_entity_swap_team_season,P01_c04_prevgame,14852,48,154,0.0015909715151884315,OK,0.0008344776871159578,0.0009995002498750624,0.057971014492753624,7.935600704601014e-05,0.00010094969339194427,11.475194626161215,7.0083281495438365,2.179010475103054
POOLED,B_COMPLETE,N_B_entity_swap_team_season,P01_c04_prevgame,14852,48,250,0.0015862938179334446,OK,0.0008344776871159578,0.0009995002498750624,0.057971014492753624,7.935600704601014e-05,0.00010094969339194427,11.475194626161215,6.964093931192527,2.179010475103054
POOLED,B_COMPLETE,N_B_entity_swap_team_season,P01_c04_prevgame,14852,48,318,0.001588630944886701,OK,0.0008344776871159578,0.0009995002498750624,0.057971014492753624,7.935600704601014e-05,0.00010094969339194427,11.475194626161215,6.97447469907285,2.179010475103054
POOLED,B_COMPLETE,N_B_entity_swap_team_season,P01_c04_prevgame,14852,48,348,0.001588630944886701,OK,0.0008344776871159578,0.0009995002498750624,0.057971014492753624,7.935600704601014e-05,0.00010094969339194427,11.475194626161215,6.97447469907285,2.179010475103054
POOLED,B_COMPLETE,N_C_entity_swap_opp_team_season,A10_opp_defrtg,14852,48,1,0.0007206515447313301,OK,0.000715329997697535,0.046476761619190406,0.04697651174412794,0.0001066684311852092,0.00014986187838837416,12.285468083590542,2.00296895747484,1.9795394199991527
POOLED,B_COMPLETE,N_C_entity_swap_opp_team_season,A10_opp_defrtg,14852,48,18,0.0013064890351962193,OK,0.000715329997697535,0.004997501249375313,0.04697651174412794,0.0001066684311852092,0.00014986187838837416,12.285468083590542,5.065914990765384,1.9795394199991527
POOLED,B_COMPLETE,N_C_entity_swap_opp_team_season,A10_opp_defrtg,14852,48,39,0.0014459884871902344,OK,0.000715329997697535,0.0034982508745627187,0.04697651174412794,0.0001066684311852092,0.00014986187838837416,12.285468083590542,5.748932232686749,1.9795394199991527
POOLED,B_COMPLETE,N_C_entity_swap_opp_team_season,A10_opp_defrtg,14852,48,44,0.0014709761586325046,OK,0.000715329997697535,0.0029985007496251873,0.04697651174412794,0.0001066684311852092,0.00014986187838837416,12.285468083590542,5.866627662225086,1.9795394199991527
POOLED,B_COMPLETE,N_C_entity_swap_opp_team_season,A10_opp_defrtg,14852,48,132,0.001668785861529759,OK,0.000715329997697535,0.0014992503748125937,0.04697651174412794,0.0001066684311852092,0.00014986187838837416,12.285468083590542,6.97447469907285,1.9795394199991527
POOLED,B_COMPLETE,N_C_entity_swap_opp_team_season,A10_opp_defrtg,14852,48,154,0.0016788040181225602,OK,0.000715329997697535,0.0014992503748125937,0.04697651174412794,0.0001066684311852092,0.00014986187838837416,12.285468083590542,7.0083281495438365,1.9795394199991527
POOLED,B_COMPLETE,N_C_entity_swap_opp_team_season,A10_opp_defrtg,14852,48,250,0.0016661824702090065,OK,0.000715329997697535,0.0014992503748125937,0.04697651174412794,0.0001066684311852092,0.00014986187838837416,12.285468083590542,6.964093931192527,1.9795394199991527
POOLED,B_COMPLETE,N_C_entity_swap_opp_team_season,A10_opp_defrtg,14852,48,318,0.001668785861529759,OK,0.000715329997697535,0.0014992503748125937,0.04697651174412794,0.0001066684311852092,0.00014986187838837416,12.285468083590542,6.97447469907285,1.9795394199991527
