season,game_id,team_id,opp_team_id,player_id,gdate,s,exp_gposs,crude3,crude5,crude10,apg_pre,naive_ct,a5,a10,m5,m10
2021,1022100059,1611661325,1611661329,202638,2021-06-12,2.0,99.26447893569843,81.15666666666667,83.918,83.581,2.3410493827160495,2.4545454545454546,2.2,2.6,19.779999999999998,21.945
2021,1022100059,1611661325,1611661329,202650,2021-06-12,1.0,99.26447893569843,81.15666666666667,83.918,83.581,1.802587844254511,1.8181818181818181,1.6,1.8888888888888888,24.919999999999998,22.766666666666666
2021,1022100059,1611661325,1611661329,202658,2021-06-12,1.0,99.26447893569843,81.15666666666667,83.918,83.581,3.1872032288698953,3.4545454545454546,3.0,3.4,25.04,26.758333333333333
2021,1022100059,1611661325,1611661329,1627676,2021-06-12,0.0,99.26447893569843,81.15666666666667,83.918,83.581,2.1102801519468186,2.1818181818181817,2.0,2.3,27.506666666666668,24.880000000000003
2021,1022100059,1611661325,1611661329,1628909,2021-06-12,1.0,99.26447893569843,81.15666666666667,83.918,83.581,2.2641263057929724,2.3636363636363638,3.0,2.4,29.80333333333333,30.601666666666667
2021,1022100059,1611661325,1611661329,1629479,2021-06-12,0.0,99.26447893569843,81.15666666666667,83.918,83.581,1.2641263057929726,1.1818181818181819,1.0,1.2,24.89333333333333,24.388333333333335
2021,1022100059,1611661329,1611661325,202664,2021-06-12,5.0,99.26447893569843,81.15666666666667,83.918,83.581,6.952803497942387,7.999999999999999,8.0,8.0,34.80666666666667,32.931666666666665
2021,1022100059,1611661329,1611661325,1627674,2021-06-12,0.0,99.26447893569843,81.15666666666667,83.918,83.581,1.952803497942387,2.0,2.4,2.0,34.46333333333333,33.41
2021,1022100059,1611661329,1611661325,1628890,2021-06-12,3.0,99.26447893569843,81.15666666666667,83.918,83.581,2.8694701646090532,3.1,3.0,3.1,34.14,33.205
2021,1022100059,1611661329,1611661325,1628922,2021-06-12,0.0,99.26447893569843,81.15666666666667,83.918,83.581,0.8694701646090536,0.7,0.8,0.875,22.746666666666666,20.235416666666666
2021,1022100061,1611661323,1611661328,201886,2021-06-13,1.0,95.63147681586705,79.66,82.426,82.057,3.2842771982116243,3.5999999999999996,3.6,3.6,35.04666666666667,33.61
2021,1022100061,1611661323,1611661328,201896,2021-06-13,4.0,95.63147681586705,79.66,82.426,82.057,2.219211488958136,2.3333333333333335,1.75,3.0,29.562500000000004,28.86190476190476
2021,1022100061,1611661323,1611661328,202662,2021-06-13,3.0,95.63147681586705,79.66,82.426,82.057,4.341132637853949,5.0,5.8,5.0,34.81666666666666,31.88125
2021,1022100061,1611661323,1611661328,1628280,2021-06-13,2.0,95.63147681586705,79.66,82.426,82.057,2.117610531544958,2.2,2.0,2.2,32.64666666666666,30.775
2021,1022100061,1611661323,1611661328,1629567,2021-06-13,2.0,95.63147681586705,79.66,82.426,82.057,2.200943864878291,2.3000000000000003,1.8,2.3,23.46666666666666,28.225
2021,1022100061,1611661328,1611661323,100720,2021-06-13,4.0,95.63147681586705,79.66,82.426,82.057,5.570102029118423,6.2727272727272725,7.2,6.1,28.166666666666668,28.369999999999997
2021,1022100061,1611661328,1611661323,200676,2021-06-13,1.0,95.63147681586705,79.66,82.426,82.057,0.8008712598876534,0.6363636363636364,0.2,0.7,15.166666666666668,16.69
2021,1022100061,1611661328,1611661323,203855,2021-06-13,2.0,95.63147681586705,79.66,82.426,82.057,1.4162558752722687,1.3636363636363635,1.2,1.4,19.406666666666666,18.34333333333333
2021,1022100061,1611661328,1611661323,204319,2021-06-13,1.0,95.63147681586705,79.66,82.426,82.057,4.031640490656884,4.454545454545455,4.0,4.3,31.836666666666666,32.75
2021,1022100061,1611661328,1611661323,1627668,2021-06-13,5.0,95.63147681586705,79.66,82.426,82.057,2.339332798349192,2.4545454545454546,3.4,2.6,31.76666666666667,33.998333333333335
2021,1022100061,1611661328,1611661323,1628886,2021-06-13,3.0,95.63147681586705,79.66,82.426,82.057,2.7239481829645764,2.909090909090909,3.0,2.6,15.479999999999999,18.509999999999998
2021,1022100061,1611661328,1611661323,1628920,2021-06-13,2.0,95.63147681586705,79.66,82.426,82.057,1.764666034412681,1.777777777777778,1.6,1.7777777777777777,23.763333333333332,22.04074074074074
2021,1022100063,1611661319,1611661321,202633,2021-06-13,1.0,99.97843902439024,81.94666666666666,84.364,84.34,1.2842771982116246,1.2,2.0,1.2,24.736666666666668,23.93
2021,1022100063,1611661319,1611661321,203029,2021-06-13,2.0,99.97843902439024,81.94666666666666,84.364,84.34,2.0342771982116243,2.0999999999999996,1.6,2.1,30.636666666666667,28.026666666666664
2021,1022100063,1611661319,1611661321,203833,2021-06-13,4.0,99.97843902439024,81.94666666666666,84.364,84.34,5.950943864878291,6.8,7.6,6.8,31.51,31.19666666666667
2021,1022100063,1611661319,1611661321,204324,2021-06-13,0.0,99.97843902439024,81.94666666666666,84.364,84.34,2.0342771982116243,2.1,2.2,2.1,25.453333333333333,24.46
2021,1022100063,1611661319,1611661321,1628932,2021-06-13,3.0,99.97843902439024,81.94666666666666,84.364,84.34,3.200943864878291,3.4999999999999996,3.8,3.5,31.336666666666666,32.480000000000004
2021,1022100063,1611661319,1611661321,1629498,2021-06-13,5.0,99.97843902439024,81.94666666666666,84.364,84.34,2.2842771982116243,2.4,2.6,2.4,34.446666666666665,33.935
2021,1022100063,1611661321,1611661319,203866,2021-06-13,2.0,99.97843902439024,81.94666666666666,84.364,84.34,1.6176105315449576,1.6,1.5,1.7777777777777777,21.387500000000003,26.631481481481483
2021,1022100063,1611661321,1611661319,204330,2021-06-13,1.0,99.97843902439024,81.94666666666666,84.364,84.34,1.3676105315449576,1.2999999999999998,1.0,1.3,22.06666666666667,24.293333333333333
2021,1022100063,1611661321,1611661319,1627669,2021-06-13,1.0,99.97843902439024,81.94666666666666,84.364,84.34,1.8676105315449576,1.9,2.0,2.111111111111111,16.25,18.064814814814817
2021,1022100063,1611661321,1611661319,1629481,2021-06-13,8.0,99.97843902439024,81.94666666666666,84.364,84.34,2.617610531544958,2.8000000000000003,2.8,2.8,32.74666666666666,32.415
2021,1022100063,1611661321,1611661319,1629497,2021-06-13,3.0,99.97843902439024,81.94666666666666,84.364,84.34,3.0342771982116243,3.3,3.2,3.3,27.25,30.075
2021,1022100063,1611661321,1611661319,1630112,2021-06-13,0.0,99.97843902439024,81.94666666666666,84.364,84.34,3.617610531544958,4.0,4.2,4.0,16.740000000000002,21.12333333333333
2021,1022100065,1611661325,1611661328,202638,2021-06-15,2.0,98.43218181818183,80.46666666666665,82.558,82.67500000000001,2.314245810055866,2.4166666666666665,2.6,2.7,19.843333333333334,21.536666666666665
2021,1022100065,1611661325,1611661328,202650,2021-06-15,0.0,98.43218181818183,80.46666666666665,82.558,82.67500000000001,1.7428172386272944,1.7499999999999998,1.6,1.8888888888888888,24.306666666666665,21.822222222222223
2021,1022100065,1611661325,1611661328,202658,2021-06-15,3.0,98.43218181818183,80.46666666666665,82.558,82.67500000000001,3.0285315243415805,3.25,2.4,3.0,24.246666666666666,25.423333333333336
2021,1022100065,1611661325,1611661328,1627676,2021-06-15,4.0,98.43218181818183,80.46666666666665,82.558,82.67500000000001,1.9571029529130086,2.0,1.8,2.1,25.583333333333332,24.686666666666664
2021,1022100065,1611661325,1611661328,1628263,2021-06-15,2.0,98.43218181818183,80.46666666666665,82.558,82.67500000000001,2.314245810055866,2.4166666666666665,3.6,2.7,15.48,13.636666666666667
2021,1022100065,1611661325,1611661328,1628909,2021-06-15,4.0,98.43218181818183,80.46666666666665,82.558,82.67500000000001,2.171388667198723,2.25,2.4,2.4,30.04,30.393333333333334
2021,1022100065,1611661325,1611661328,1628927,2021-06-15,0.0,98.43218181818183,80.46666666666665,82.558,82.67500000000001,1.0285315243415802,0.9166666666666666,0.8,1.0,16.566666666666666,16.643333333333334
2021,1022100065,1611661325,1611661328,1629479,2021-06-15,2.0,98.43218181818183,80.46666666666665,82.558,82.67500000000001,1.171388667198723,1.0833333333333333,0.8,1.2,25.43,25.053333333333335
2021,1022100065,1611661328,1611661325,100720,2021-06-15,4.0,98.43218181818183,80.46666666666665,82.558,82.67500000000001,5.457102952913009,6.083333333333333,6.4,6.0,27.28666666666667,28.145
2021,1022100065,1611661328,1611661325,200676,2021-06-15,3.0,98.43218181818183,80.46666666666665,82.558,82.67500000000001,0.8142458100558658,0.6666666666666666,0.4,0.7,15.420000000000002,16.806666666666665
2021,1022100065,1611661328,1611661325,203855,2021-06-15,0.0,98.43218181818183,80.46666666666665,82.558,82.67500000000001,1.4571029529130086,1.4166666666666665,1.4,1.4,18.5,18.663333333333334
2021,1022100065,1611661328,1611661325,204319,2021-06-15,4.0,98.43218181818183,80.46666666666665,82.558,82.67500000000001,3.814245810055866,4.166666666666667,3.2,4.1,30.28666666666667,31.92833333333333
2021,1022100065,1611661328,1611661325,1627668,2021-06-15,5.0,98.43218181818183,80.46666666666665,82.558,82.67500000000001,2.5285315243415805,2.666666666666667,3.8,3.0,31.556666666666665,33.20166666666667
2021,1022100065,1611661328,1611661325,1628886,2021-06-15,6.0,98.43218181818183,80.46666666666665,82.558,82.67500000000001,2.742817238627295,2.9166666666666665,3.2,2.8,15.873333333333335,18.735000000000003
