season,n_odds_covered,bookie_mae,v1_none_mae,v1_none_gap,v2_reconstructed_mae,v2_reconstructed_gap,v3_pregame_oracle_mae,v3_pregame_oracle_gap,v4_omniscient_mae,v4_omniscient_gap
2024,206,8.69530975362286,9.147535300519023,0.45222554689616246,9.055812389785043,0.3605026361621828,9.053445019339145,0.3581352657162853,9.186857090723876,0.49154733710101617
2025,252,10.583888989097323,10.99147288892967,0.4075838998323462,10.975283738175099,0.3913947490777758,10.91733968199327,0.33345069289594775,10.822523465573907,0.23863447647658376
2026,168,10.019101731601731,10.243943971501645,0.22484223989991392,10.303683318588483,0.28458158698675184,10.250155525678739,0.23105379407700788,10.19351296350426,0.17441123190252839
pooled,626,9.810835344102117,10.184067135989572,0.3732317918874557,10.163398804854168,0.3525634607520516,10.124928757444403,0.31409341334228635,10.115461105243543,0.3046257611414269
