game_id,game_date,season,team_abbreviation,team_id,player_id,player_name,p_plays,min_ewma,exp_min,rate3pa_asof,cum3pa_asof,cum3pm_asof,tcum3pa_shift,tcum3pm_shift,lg_3ppct_prior,team_prior_pct,pct3_shrunk,pred_makes,played_flag,minutes
1022400011,2024-05-18,2024,LAS,1611661320,1628882,Lexie Brown,0.9839089385815104,34.11666666666667,33.5676932879392,0.1172447484123107,4,1,31.0,12.0,0.3261390887290168,0.3268684164979865,0.32674849697146857,1.285963067353206,1,31.266666666666666
1022400011,2024-05-18,2024,LAS,1611661320,1629574,Li Yueru,0.8566022712990388,4.266666666666667,3.6548363575425653,0.0,0,0,31.0,12.0,0.3261390887290168,0.3268684164979865,0.3268684164979865,0.0,1,7.566666666666666
1022400012,2024-05-18,2024,DAL,1611661321,1642292,Jacy Sheldon,0.903665631029224,8.583333333333334,7.75646333300084,0.0,0,0,15.0,5.0,0.3261390887290168,0.32618099695001285,0.32618099695001285,0.0,1,17.016666666666666
1022400014,2024-05-19,2024,WAS,1611661322,1628278,Shatori Walker-Kimbrough,0.9554308958666866,16.364705882352943,15.63534560177131,0.0,0,0,54.0,19.0,0.33884297520661155,0.33911171252062955,0.33911171252062955,0.0,1,21.08333333333333
1022400017,2024-05-21,2024,ATL,1611661330,1627672,Aerial Powers,0.9129192864406946,9.49705882352941,8.670048164461774,0.06732873253661,1,0,40.0,18.0,0.3229308005427408,0.32488571130362176,0.32475885237691204,0.18957582170968917,1,16.766666666666666
1022400022,2024-05-23,2024,CHI,1611661329,204322,Elizabeth Williams,0.9811482323057258,32.37450980392157,31.764193065882036,0.0,0,0,38.0,9.0,0.325782092772384,0.32448119996047076,0.32448119996047076,0.0,1,27.53333333333333
1022400025,2024-05-25,2024,NYL,1611661313,1627668,Breanna Stewart,0.9823827630751152,32.661637397377184,32.086229592992915,0.12099372679174185,19,5,132.0,42.0,0.3228980322003578,0.32266677653525855,0.322228362904328,1.2509654219711694,1,33.35
1022400030,2024-05-26,2024,ATL,1611661330,1641656,Laeticia Amihere,0.4953543047887704,3.1774509803921567,1.5739640213925536,0.0,0,0,62.0,25.0,0.33771929824561403,0.3392682698355347,0.3392682698355347,0.0,1,0.5166666666666667
1022400033,2024-05-28,2024,IND,1611661325,1628909,Kelsey Mitchell,0.9798452761061844,31.024849476219416,30.399552201179024,0.19563830020754358,40,13,159.0,51.0,0.3367768595041322,0.33583992656512635,0.33567315846412443,1.9963545876912678,1,28.766666666666666
1022400042,2024-05-31,2024,WAS,1611661322,1642210,Julie Vanloo,0.9654455826321412,25.752074972944357,24.862227026240845,0.24173514297190943,41,15,188.0,62.0,0.33150984682713347,0.3313919970442,0.3319352220042876,1.994955249041636,1,20.916666666666668
