alpha,inner_mae_mean,inner_mae_fold1,inner_mae_fold2,inner_mae_fold3
0.05,1.031019274927224,1.0389485789359043,1.0648308443642747,0.9892784014814926
0.08,1.0333459857430636,1.0405042048695743,1.0673760354963011,0.9921577168633156
0.1,1.035592241996022,1.0422501373396895,1.0696938677605357,0.9948327208878407
0.15,1.0429926372593503,1.0481096349743204,1.0775945019027602,1.0032737749009708
0.2,1.051998037367282,1.055616545808415,1.0873319532165688,1.0130456130768621
0.3,1.0728357055408957,1.0729994623557788,1.1115974109069913,1.0339102433599172
0.4,1.0978171824664194,1.0957795124677907,1.1386794664889417,1.0589925684425254
0.5,1.1263468279555375,1.1225165323900568,1.1686715100995058,1.0878524413770498
