row,check,game_id,pipeline,recomputed,abs_diff,player_id,ok
1117,team_3ppm_trend,1022400198,0.09270623267218883,0.09270623267218883,0.0,,True
1117,tcum3pa_shift,1022400198,609.0,609.0,0.0,,True
1117,lg_3ppct_prior,1022400198,0.33743925867329644,0.33743925867329644,0.0,,True
1117,opp_fg3a_allow,1022400198,26.887235458239623,26.887235458239623,0.0,,True
1117,lg_fg3a,1022400198,22.806701030927837,22.806701030927837,0.0,,True
1117,rate3pa_asof,1022400198,0.1558945634726517,0.1558945634726517,0.0,1628277.0,True
1117,cum3pa_asof,1022400198,161.0,161.0,0.0,1628277.0,True
1117,cum3pm_asof,1022400198,57.0,57.0,0.0,1628277.0,True
1117,rate3pa_asof,1022400198,0.24319452298370728,0.24319452298370728,0.0,1631009.0,True
1117,cum3pa_asof,1022400198,166.0,166.0,0.0,1631009.0,True
1117,cum3pm_asof,1022400198,55.0,55.0,0.0,1631009.0,True
1117,rate3pa_asof,1022400198,0.03699238620632823,0.03699238620632823,0.0,202250.0,True
1117,cum3pa_asof,1022400198,36.0,36.0,0.0,202250.0,True
1117,cum3pm_asof,1022400198,11.0,11.0,0.0,202250.0,True
495,team_3ppm_trend,1022400095,0.14492315916210624,0.14492315916210624,0.0,,True
495,tcum3pa_shift,1022400095,435.0,435.0,0.0,,True
495,lg_3ppct_prior,1022400095,0.3360617399438728,0.3360617399438728,0.0,,True
495,opp_fg3a_allow,1022400095,21.278576245031683,21.278576245031683,0.0,,True
495,lg_fg3a,1022400095,22.989247311827956,22.989247311827956,0.0,,True
495,rate3pa_asof,1022400095,0.16014773628174178,0.16014773628174178,0.0,1628878.0,True
495,cum3pa_asof,1022400095,85.0,85.0,0.0,1628878.0,True
495,cum3pm_asof,1022400095,28.0,28.0,0.0,1628878.0,True
495,rate3pa_asof,1022400095,0.17668162357859823,0.17668162357859823,0.0,1628317.0,True
495,cum3pa_asof,1022400095,83.0,83.0,0.0,1628317.0,True
495,cum3pm_asof,1022400095,30.0,30.0,0.0,1628317.0,True
495,rate3pa_asof,1022400095,0.17229709589055114,0.17229709589055114,0.0,203828.0,True
495,cum3pa_asof,1022400095,70.0,70.0,0.0,203828.0,True
495,cum3pm_asof,1022400095,31.0,31.0,0.0,203828.0,True
32,team_3ppm_trend,1022400225,0.1571603451526705,0.1571603451526705,0.0,,True
32,tcum3pa_shift,1022400225,1084.0,1084.0,0.0,,True
32,lg_3ppct_prior,1022400225,0.3370709157076817,0.3370709157076817,0.0,,True
32,opp_fg3a_allow,1022400225,22.47309920411258,22.47309920411258,0.0,,True
32,lg_fg3a,1022400225,22.795964125560538,22.795964125560538,0.0,,True
32,rate3pa_asof,1022400225,0.12268086968466874,0.12268086968466874,0.0,1627668.0,True
32,cum3pa_asof,1022400225,142.0,142.0,0.0,1627668.0,True
32,cum3pm_asof,1022400225,41.0,41.0,0.0,1627668.0,True
32,rate3pa_asof,1022400225,0.28478344147176443,0.28478344147176443,0.0,1629477.0,True
32,cum3pa_asof,1022400225,302.0,302.0,0.0,1629477.0,True
32,cum3pm_asof,1022400225,103.0,103.0,0.0,1629477.0,True
32,rate3pa_asof,1022400225,0.1206959136831515,0.1206959136831515,0.0,204335.0,True
32,cum3pa_asof,1022400225,92.0,92.0,0.0,204335.0,True
32,cum3pm_asof,1022400225,36.0,36.0,0.0,204335.0,True
102,team_3ppm_trend,1022400059,0.14504248976010728,0.14504248976010728,0.0,,True
102,tcum3pa_shift,1022400059,297.0,297.0,0.0,,True
102,lg_3ppct_prior,1022400059,0.32422802850356297,0.32422802850356297,0.0,,True
102,opp_fg3a_allow,1022400059,20.99407740934506,20.99407740934506,0.0,,True
102,lg_fg3a,1022400059,22.963636363636365,22.963636363636365,0.0,,True
102,rate3pa_asof,1022400059,0.10517004012679364,0.10517004012679364,0.0,204333.0,True
102,cum3pa_asof,1022400059,35.0,35.0,0.0,204333.0,True
102,cum3pm_asof,1022400059,8.0,8.0,0.0,204333.0,True
102,rate3pa_asof,1022400059,0.21411895926698457,0.21411895926698457,0.0,1627674.0,True
102,cum3pa_asof,1022400059,66.0,66.0,0.0,1627674.0,True
102,cum3pm_asof,1022400059,26.0,26.0,0.0,1627674.0,True
102,rate3pa_asof,1022400059,0.2865633014456565,0.2865633014456565,0.0,100940.0,True
102,cum3pa_asof,1022400059,82.0,82.0,0.0,100940.0,True
102,cum3pm_asof,1022400059,31.0,31.0,0.0,100940.0,True
31,team_3ppm_trend,1022400218,0.15573306252282468,0.15573306252282468,0.0,,True
31,tcum3pa_shift,1022400218,1054.0,1054.0,0.0,,True
31,lg_3ppct_prior,1022400218,0.33862808579522463,0.33862808579522463,0.0,,True
31,opp_fg3a_allow,1022400218,23.255785491566332,23.255785491566332,0.0,,True
31,lg_fg3a,1022400218,22.774193548387096,22.774193548387096,0.0,,True
31,rate3pa_asof,1022400218,0.1221560548602122,0.1221560548602122,0.0,1627668.0,True
31,cum3pa_asof,1022400218,139.0,139.0,0.0,1627668.0,True
31,cum3pm_asof,1022400218,41.0,41.0,0.0,1627668.0,True
31,rate3pa_asof,1022400218,0.27710735552958526,0.27710735552958526,0.0,1629477.0,True
31,cum3pa_asof,1022400218,292.0,292.0,0.0,1629477.0,True
31,cum3pm_asof,1022400218,99.0,99.0,0.0,1629477.0,True
31,rate3pa_asof,1022400218,0.12744272452181424,0.12744272452181424,0.0,1627673.0,True
31,cum3pa_asof,1022400218,138.0,138.0,0.0,1627673.0,True
31,cum3pm_asof,1022400218,55.0,55.0,0.0,1627673.0,True
1092,team_3ppm_trend,1022400055,0.10063934248105097,0.10063934248105097,0.0,,True
1092,tcum3pa_shift,1022400055,137.0,137.0,0.0,,True
1092,lg_3ppct_prior,1022400055,0.3282848956201392,0.3282848956201392,0.0,,True
1092,opp_fg3a_allow,1022400055,22.63430464379675,22.63430464379675,0.0,,True
1092,lg_fg3a,1022400055,23.047169811320753,23.047169811320753,0.0,,True
1092,rate3pa_asof,1022400055,0.19374624608392557,0.19374624608392557,0.0,1631009.0,True
1092,cum3pa_asof,1022400055,46.0,46.0,0.0,1631009.0,True
1092,cum3pm_asof,1022400055,12.0,12.0,0.0,1631009.0,True
1092,rate3pa_asof,1022400055,0.16028043730425987,0.16028043730425987,0.0,1628277.0,True
1092,cum3pa_asof,1022400055,37.0,37.0,0.0,1628277.0,True
1092,cum3pm_asof,1022400055,20.0,20.0,0.0,1628277.0,True
1092,rate3pa_asof,1022400055,0.044397941882158044,0.044397941882158044,0.0,202250.0,True
1092,cum3pa_asof,1022400055,10.0,10.0,0.0,202250.0,True
1092,cum3pm_asof,1022400055,3.0,3.0,0.0,202250.0,True
784,team_3ppm_trend,1022400079,0.13013500551278318,0.13013500551278318,0.0,,True
784,tcum3pa_shift,1022400079,352.0,352.0,0.0,,True
784,lg_3ppct_prior,1022400079,0.3334271243669105,0.3334271243669105,0.0,,True
784,opp_fg3a_allow,1022400079,20.46047168335028,20.46047168335028,0.0,,True
784,lg_fg3a,1022400079,23.07792207792208,23.07792207792208,0.0,,True
784,rate3pa_asof,1022400079,0.24623835122865267,0.24623835122865267,0.0,1642286.0,True
784,cum3pa_asof,1022400079,115.0,115.0,0.0,1642286.0,True
784,cum3pm_asof,1022400079,37.0,37.0,0.0,1642286.0,True
784,rate3pa_asof,1022400079,0.02706550935778272,0.02706550935778272,0.0,1641648.0,True
784,cum3pa_asof,1022400079,9.0,9.0,0.0,1641648.0,True
784,cum3pm_asof,1022400079,3.0,3.0,0.0,1641648.0,True
784,rate3pa_asof,1022400079,0.20086846645565024,0.20086846645565024,0.0,1628909.0,True
784,cum3pa_asof,1022400079,83.0,83.0,0.0,1628909.0,True
784,cum3pm_asof,1022400079,28.0,28.0,0.0,1628909.0,True
587,team_3ppm_trend,1022400076,0.07414447720048457,0.07414447720048457,0.0,,True
587,tcum3pa_shift,1022400076,202.0,202.0,0.0,,True
587,lg_3ppct_prior,1022400076,0.3340080971659919,0.3340080971659919,0.0,,True
587,opp_fg3a_allow,1022400076,22.55423467944498,22.55423467944498,0.0,,True
587,lg_fg3a,1022400076,23.053333333333335,23.053333333333335,0.0,,True
587,rate3pa_asof,1022400076,0.0,0.0,0.0,203826.0,True
587,cum3pa_asof,1022400076,0.0,0.0,0.0,203826.0,True
587,cum3pm_asof,1022400076,0.0,0.0,0.0,203826.0,True
587,rate3pa_asof,1022400076,0.13523115257383742,0.13523115257383742,0.0,1630112.0,True
587,cum3pa_asof,1022400076,51.0,51.0,0.0,1630112.0,True
587,cum3pm_asof,1022400076,20.0,20.0,0.0,1630112.0,True
587,rate3pa_asof,1022400076,0.16363245470638704,0.16363245470638704,0.0,201886.0,True
587,cum3pa_asof,1022400076,63.0,63.0,0.0,201886.0,True
587,cum3pm_asof,1022400076,18.0,18.0,0.0,201886.0,True
1020,team_3ppm_trend,1022400191,0.06957499545420416,0.06957499545420416,0.0,,True
1020,tcum3pa_shift,1022400191,452.0,452.0,0.0,,True
1020,lg_3ppct_prior,1022400191,0.3378456554437117,0.3378456554437117,0.0,,True
1020,opp_fg3a_allow,1022400191,22.994219136735012,22.994219136735012,0.0,,True
1020,lg_fg3a,1022400191,22.865079365079364,22.865079365079364,0.0,,True
1020,rate3pa_asof,1022400191,0.01265794505534655,0.01265794505534655,0.0,1642291.0,True
1020,cum3pa_asof,1022400191,12.0,12.0,0.0,1642291.0,True
1020,cum3pm_asof,1022400191,2.0,2.0,0.0,1642291.0,True
1020,rate3pa_asof,1022400191,0.0,0.0,0.0,1642289.0,True
1020,cum3pa_asof,1022400191,0.0,0.0,0.0,1642289.0,True
1020,cum3pm_asof,1022400191,0.0,0.0,0.0,1642289.0,True
1020,rate3pa_asof,1022400191,0.051627964946720624,0.051627964946720624,0.0,1628263.0,True
1020,cum3pa_asof,1022400191,35.0,35.0,0.0,1628263.0,True
1020,cum3pm_asof,1022400191,11.0,11.0,0.0,1628263.0,True
781,team_3ppm_trend,1022400056,0.11544354736080296,0.11544354736080296,0.0,,True
781,tcum3pa_shift,1022400056,267.0,267.0,0.0,,True
781,lg_3ppct_prior,1022400056,0.32422802850356297,0.32422802850356297,0.0,,True
781,opp_fg3a_allow,1022400056,22.293087584612525,22.293087584612525,0.0,,True
781,lg_fg3a,1022400056,22.963636363636365,22.963636363636365,0.0,,True
781,rate3pa_asof,1022400056,0.24758722542896802,0.24758722542896802,0.0,1642286.0,True
781,cum3pa_asof,1022400056,91.0,91.0,0.0,1642286.0,True
781,cum3pm_asof,1022400056,27.0,27.0,0.0,1642286.0,True
781,rate3pa_asof,1022400056,0.20221032091711114,0.20221032091711114,0.0,1628909.0,True
781,cum3pa_asof,1022400056,66.0,66.0,0.0,1628909.0,True
781,cum3pm_asof,1022400056,21.0,21.0,0.0,1628909.0,True
781,rate3pa_asof,1022400056,0.05914816325461715,0.05914816325461715,0.0,1631019.0,True
781,cum3pa_asof,1022400056,17.0,17.0,0.0,1631019.0,True
781,cum3pm_asof,1022400056,8.0,8.0,0.0,1631019.0,True
1098,team_3ppm_trend,1022400089,0.09500341708707734,0.09500341708707734,0.0,,True
1098,tcum3pa_shift,1022400089,259.0,259.0,0.0,,True
1098,lg_3ppct_prior,1022400089,0.33614487720168695,0.33614487720168695,0.0,,True
1098,opp_fg3a_allow,1022400089,23.524592416620067,23.524592416620067,0.0,,True
1098,lg_fg3a,1022400089,22.90340909090909,22.90340909090909,0.0,,True
1098,rate3pa_asof,1022400089,0.1551068289199684,0.1551068289199684,0.0,1628277.0,True
1098,cum3pa_asof,1022400089,67.0,67.0,0.0,1628277.0,True
1098,cum3pm_asof,1022400089,27.0,27.0,0.0,1628277.0,True
1098,rate3pa_asof,1022400089,0.049414662379610536,0.049414662379610536,0.0,202250.0,True
1098,cum3pa_asof,1022400089,18.0,18.0,0.0,202250.0,True
1098,cum3pm_asof,1022400089,5.0,5.0,0.0,202250.0,True
1098,rate3pa_asof,1022400089,0.048247075855455145,0.048247075855455145,0.0,1641650.0,True
1098,cum3pa_asof,1022400089,14.0,14.0,0.0,1641650.0,True
1098,cum3pm_asof,1022400089,4.0,4.0,0.0,1641650.0,True
29,team_3ppm_trend,1022400209,0.15522518150047,0.15522518150047,0.0,,True
