row,check,game_id,pipeline,recomputed,abs_diff,player_id,ok
29,tcum3pa_shift,1022400209,1001.0,1001.0,0.0,,True
29,lg_3ppct_prior,1022400209,0.3379009985128532,0.3379009985128532,0.0,,True
29,opp_fg3a_allow,1022400209,21.629223883691505,21.629223883691505,0.0,,True
29,lg_fg3a,1022400209,22.849514563106798,22.849514563106798,0.0,,True
29,rate3pa_asof,1022400209,0.12180382717002412,0.12180382717002412,0.0,1627668.0,True
29,cum3pa_asof,1022400209,132.0,132.0,0.0,1627668.0,True
29,cum3pm_asof,1022400209,38.0,38.0,0.0,1627668.0,True
29,rate3pa_asof,1022400209,0.27996855391992453,0.27996855391992453,0.0,1629477.0,True
29,cum3pa_asof,1022400209,277.0,277.0,0.0,1629477.0,True
29,cum3pm_asof,1022400209,94.0,94.0,0.0,1629477.0,True
29,rate3pa_asof,1022400209,0.12622115308793322,0.12622115308793322,0.0,1627673.0,True
29,cum3pa_asof,1022400209,132.0,132.0,0.0,1627673.0,True
29,cum3pm_asof,1022400209,51.0,51.0,0.0,1627673.0,True
708,team_3ppm_trend,1022400222,0.1423767614303955,0.1423767614303955,0.0,,True
708,tcum3pa_shift,1022400222,919.0,919.0,0.0,,True
708,lg_3ppct_prior,1022400222,0.3386024969794603,0.3386024969794603,0.0,,True
708,opp_fg3a_allow,1022400222,22.260415766393088,22.260415766393088,0.0,,True
708,lg_fg3a,1022400222,22.779816513761467,22.779816513761467,0.0,,True
708,rate3pa_asof,1022400222,0.0871670027749346,0.0871670027749346,0.0,1629483.0,True
708,cum3pa_asof,1022400222,92.0,92.0,0.0,1629483.0,True
708,cum3pm_asof,1022400222,28.0,28.0,0.0,1629483.0,True
708,rate3pa_asof,1022400222,0.18902238879736735,0.18902238879736735,0.0,1629524.0,True
708,cum3pa_asof,1022400222,185.0,185.0,0.0,1629524.0,True
708,cum3pm_asof,1022400222,80.0,80.0,0.0,1629524.0,True
708,rate3pa_asof,1022400222,0.2167228770209328,0.2167228770209328,0.0,203825.0,True
708,cum3pa_asof,1022400222,244.0,244.0,0.0,203825.0,True
708,cum3pm_asof,1022400222,99.0,99.0,0.0,203825.0,True
397,team_3ppm_trend,1022400095,0.076466490663438,0.076466490663438,0.0,,True
397,tcum3pa_shift,1022400095,269.0,269.0,0.0,,True
397,lg_3ppct_prior,1022400095,0.3360617399438728,0.3360617399438728,0.0,,True
397,opp_fg3a_allow,1022400095,23.031087808625713,23.031087808625713,0.0,,True
397,lg_fg3a,1022400095,22.989247311827956,22.989247311827956,0.0,,True
397,rate3pa_asof,1022400095,0.2370231855043102,0.2370231855043102,0.0,1629481.0,True
397,cum3pa_asof,1022400095,127.0,127.0,0.0,1629481.0,True
397,cum3pm_asof,1022400095,40.0,40.0,0.0,1629481.0,True
397,rate3pa_asof,1022400095,0.07025327710686088,0.07025327710686088,0.0,1641652.0,True
397,cum3pa_asof,1022400095,31.0,31.0,0.0,1641652.0,True
397,cum3pm_asof,1022400095,9.0,9.0,0.0,1641652.0,True
397,rate3pa_asof,1022400095,0.12106475206390974,0.12106475206390974,0.0,1642244.0,True
397,cum3pa_asof,1022400095,51.0,51.0,0.0,1642244.0,True
397,cum3pm_asof,1022400095,13.0,13.0,0.0,1642244.0,True
793,team_3ppm_trend,1022400135,0.12831759516979427,0.12831759516979427,0.0,,True
793,tcum3pa_shift,1022400135,566.0,566.0,0.0,,True
793,lg_3ppct_prior,1022400135,0.33794137241838773,0.33794137241838773,0.0,,True
793,opp_fg3a_allow,1022400135,25.669270606147027,25.669270606147027,0.0,,True
793,lg_fg3a,1022400135,22.571428571428573,22.571428571428573,0.0,,True
793,rate3pa_asof,1022400135,0.23392980743479017,0.23392980743479017,0.0,1642286.0,True
793,cum3pa_asof,1022400135,190.0,190.0,0.0,1642286.0,True
793,cum3pm_asof,1022400135,65.0,65.0,0.0,1642286.0,True
793,rate3pa_asof,1022400135,0.20331136487478316,0.20331136487478316,0.0,1628909.0,True
793,cum3pa_asof,1022400135,141.0,141.0,0.0,1628909.0,True
793,cum3pm_asof,1022400135,53.0,53.0,0.0,1628909.0,True
793,rate3pa_asof,1022400135,0.022543183856566847,0.022543183856566847,0.0,1641648.0,True
793,cum3pa_asof,1022400135,15.0,15.0,0.0,1641648.0,True
793,cum3pm_asof,1022400135,6.0,6.0,0.0,1641648.0,True
131,team_3ppm_trend,1022400240,0.12168930276060777,0.12168930276060777,0.0,,True
131,tcum3pa_shift,1022400240,1020.0,1020.0,0.0,,True
131,lg_3ppct_prior,1022400240,0.3373945641986879,0.3373945641986879,0.0,,True
131,opp_fg3a_allow,1022400240,20.689241510321025,20.689241510321025,0.0,,True
131,lg_fg3a,1022400240,22.799145299145298,22.799145299145298,0.0,,True
131,rate3pa_asof,1022400240,0.12224695747106122,0.12224695747106122,0.0,204333.0,True
131,cum3pa_asof,1022400240,141.0,141.0,0.0,204333.0,True
131,cum3pm_asof,1022400240,44.0,44.0,0.0,204333.0,True
131,rate3pa_asof,1022400240,0.17457948215096555,0.17457948215096555,0.0,1629482.0,True
131,cum3pa_asof,1022400240,176.0,176.0,0.0,1629482.0,True
131,cum3pm_asof,1022400240,66.0,66.0,0.0,1629482.0,True
131,rate3pa_asof,1022400240,0.070880820862342,0.070880820862342,0.0,1642298.0,True
131,cum3pa_asof,1022400240,27.0,27.0,0.0,1642298.0,True
131,cum3pm_asof,1022400240,6.0,6.0,0.0,1642298.0,True
1007,team_3ppm_trend,1022400120,0.06596745879421395,0.06596745879421395,0.0,,True
1007,tcum3pa_shift,1022400120,264.0,264.0,0.0,,True
1007,lg_3ppct_prior,1022400120,0.3400037404151861,0.3400037404151861,0.0,,True
1007,opp_fg3a_allow,1022400120,19.884505641575732,19.884505641575732,0.0,,True
1007,lg_fg3a,1022400120,22.85042735042735,22.85042735042735,0.0,,True
1007,rate3pa_asof,1022400120,0.007036646164351238,0.007036646164351238,0.0,1642291.0,True
1007,cum3pa_asof,1022400120,4.0,4.0,0.0,1642291.0,True
1007,cum3pm_asof,1022400120,0.0,0.0,0.0,1642291.0,True
1007,rate3pa_asof,1022400120,0.02196710702931665,0.02196710702931665,0.0,1630150.0,True
1007,cum3pa_asof,1022400120,10.0,10.0,0.0,1630150.0,True
1007,cum3pm_asof,1022400120,2.0,2.0,0.0,1630150.0,True
1007,rate3pa_asof,1022400120,0.2022165966650546,0.2022165966650546,0.0,1629497.0,True
1007,cum3pa_asof,1022400120,120.0,120.0,0.0,1629497.0,True
1007,cum3pm_asof,1022400120,39.0,39.0,0.0,1629497.0,True
210,team_3ppm_trend,1022400131,0.14611425586942367,0.14611425586942367,0.0,,True
210,tcum3pa_shift,1022400131,551.0,551.0,0.0,,True
210,lg_3ppct_prior,1022400131,0.33788219036102957,0.33788219036102957,0.0,,True
210,opp_fg3a_allow,1022400131,19.014463310214065,19.014463310214065,0.0,,True
210,lg_fg3a,1022400131,22.791338582677167,22.791338582677167,0.0,,True
210,rate3pa_asof,1022400131,0.04544780126411465,0.04544780126411465,0.0,1628932.0,True
210,cum3pa_asof,1022400131,29.0,29.0,0.0,1628932.0,True
210,cum3pm_asof,1022400131,11.0,11.0,0.0,1628932.0,True
210,rate3pa_asof,1022400131,0.24281635587331832,0.24281635587331832,0.0,1628276.0,True
210,cum3pa_asof,1022400131,172.0,172.0,0.0,1628276.0,True
210,cum3pm_asof,1022400131,64.0,64.0,0.0,1628276.0,True
210,rate3pa_asof,1022400131,0.18687351676983452,0.18687351676983452,0.0,1629498.0,True
210,cum3pa_asof,1022400131,119.0,119.0,0.0,1629498.0,True
210,cum3pm_asof,1022400131,41.0,41.0,0.0,1629498.0,True
394,team_3ppm_trend,1022400081,0.06633088092547326,0.06633088092547326,0.0,,True
394,tcum3pa_shift,1022400081,202.0,202.0,0.0,,True
394,lg_3ppct_prior,1022400081,0.3336968375136314,0.3336968375136314,0.0,,True
394,opp_fg3a_allow,1022400081,22.4028027788412,22.4028027788412,0.0,,True
394,lg_fg3a,1022400081,22.925,22.925,0.0,,True
394,rate3pa_asof,1022400081,0.0668470955452679,0.0668470955452679,0.0,1641652.0,True
394,cum3pa_asof,1022400081,27.0,27.0,0.0,1641652.0,True
394,cum3pm_asof,1022400081,8.0,8.0,0.0,1641652.0,True
394,rate3pa_asof,1022400081,0.22324886214437953,0.22324886214437953,0.0,1629481.0,True
394,cum3pa_asof,1022400081,105.0,105.0,0.0,1629481.0,True
394,cum3pm_asof,1022400081,33.0,33.0,0.0,1629481.0,True
394,rate3pa_asof,1022400081,0.013033107648548127,0.013033107648548127,0.0,1628881.0,True
394,cum3pa_asof,1022400081,5.0,5.0,0.0,1628881.0,True
394,cum3pm_asof,1022400081,1.0,1.0,0.0,1628881.0,True
387,team_3ppm_trend,1022400041,0.07750945935053428,0.07750945935053428,0.0,,True
387,tcum3pa_shift,1022400041,81.0,81.0,0.0,,True
387,lg_3ppct_prior,1022400041,0.33150984682713347,0.33150984682713347,0.0,,True
387,opp_fg3a_allow,1022400041,21.261100031207757,21.261100031207757,0.0,,True
387,lg_fg3a,1022400041,23.435897435897434,23.435897435897434,0.0,,True
387,rate3pa_asof,1022400041,0.2511646761229086,0.2511646761229086,0.0,1629481.0,True
387,cum3pa_asof,1022400041,48.0,48.0,0.0,1629481.0,True
387,cum3pm_asof,1022400041,16.0,16.0,0.0,1629481.0,True
387,rate3pa_asof,1022400041,0.018991329757763808,0.018991329757763808,0.0,1628881.0,True
387,cum3pa_asof,1022400041,2.0,2.0,0.0,1628881.0,True
387,cum3pm_asof,1022400041,0.0,0.0,0.0,1628881.0,True
387,rate3pa_asof,1022400041,0.07760899063008886,0.07760899063008886,0.0,1642244.0,True
387,cum3pa_asof,1022400041,12.0,12.0,0.0,1642244.0,True
387,cum3pm_asof,1022400041,5.0,5.0,0.0,1642244.0,True
268,team_3ppm_trend,1022500286,0.13838707552796703,0.13838707552796703,0.0,,True
268,tcum3pa_shift,1022500286,1093.0,1093.0,0.0,,True
268,lg_3ppct_prior,1022500286,0.3378844601042355,0.3378844601042355,0.0,,True
268,opp_fg3a_allow,1022500286,27.175245992916068,27.175245992916068,0.0,,True
268,lg_fg3a,1022500286,24.154255319148938,24.154255319148938,0.0,,True
268,rate3pa_asof,1022500286,0.11728340889846744,0.11728340889846744,0.0,203833.0,True
268,cum3pa_asof,1022500286,166.0,166.0,0.0,203833.0,True
268,cum3pm_asof,1022500286,60.0,60.0,0.0,203833.0,True
268,rate3pa_asof,1022500286,0.04583753591464392,0.04583753591464392,0.0,1628932.0,True
268,cum3pa_asof,1022500286,56.0,56.0,0.0,1628932.0,True
268,cum3pm_asof,1022500286,22.0,22.0,0.0,1628932.0,True
268,rate3pa_asof,1022500286,0.15637855267033932,0.15637855267033932,0.0,1629498.0,True
268,cum3pa_asof,1022500286,213.0,213.0,0.0,1629498.0,True
268,cum3pm_asof,1022500286,75.0,75.0,0.0,1629498.0,True
240,team_3ppm_trend,1022500106,0.13503671556969993,0.13503671556969993,0.0,,True
240,tcum3pa_shift,1022500106,397.0,397.0,0.0,,True
240,lg_3ppct_prior,1022500106,0.33320071613288244,0.33320071613288244,0.0,,True
240,opp_fg3a_allow,1022500106,24.11291439360745,24.11291439360745,0.0,,True
240,lg_fg3a,1022500106,24.402912621359224,24.402912621359224,0.0,,True
240,rate3pa_asof,1022500106,0.1564421672574982,0.1564421672574982,0.0,203833.0,True
240,cum3pa_asof,1022500106,75.0,75.0,0.0,203833.0,True
240,cum3pm_asof,1022500106,28.0,28.0,0.0,203833.0,True
240,rate3pa_asof,1022500106,0.04680848129723106,0.04680848129723106,0.0,1628932.0,True
240,cum3pa_asof,1022500106,20.0,20.0,0.0,1628932.0,True
240,cum3pm_asof,1022500106,4.0,4.0,0.0,1628932.0,True
240,rate3pa_asof,1022500106,0.18904653642937502,0.18904653642937502,0.0,204319.0,True
240,cum3pa_asof,1022500106,84.0,84.0,0.0,204319.0,True
240,cum3pm_asof,1022500106,35.0,35.0,0.0,204319.0,True
336,team_3ppm_trend,1022500096,0.11963106439398073,0.11963106439398073,0.0,,True
336,tcum3pa_shift,1022500096,368.0,368.0,0.0,,True
336,lg_3ppct_prior,1022500096,0.3312593863977687,0.3312593863977687,0.0,,True
336,opp_fg3a_allow,1022500096,22.89262379153246,22.89262379153246,0.0,,True
336,lg_fg3a,1022500096,24.53157894736842,24.53157894736842,0.0,,True
336,rate3pa_asof,1022500096,0.19944645625945331,0.19944645625945331,0.0,1628276.0,True
336,cum3pa_asof,1022500096,104.0,104.0,0.0,1628276.0,True
336,cum3pm_asof,1022500096,35.0,35.0,0.0,1628276.0,True
336,rate3pa_asof,1022500096,0.13558181059303526,0.13558181059303526,0.0,1642288.0,True
336,cum3pa_asof,1022500096,43.0,43.0,0.0,1642288.0,True
336,cum3pm_asof,1022500096,13.0,13.0,0.0,1642288.0,True
336,rate3pa_asof,1022500096,0.0472695121372999,0.0472695121372999,0.0,204324.0,True
336,cum3pa_asof,1022500096,24.0,24.0,0.0,204324.0,True
336,cum3pm_asof,1022500096,6.0,6.0,0.0,204324.0,True
955,team_3ppm_trend,1022500196,0.10841666029688549,0.10841666029688549,0.0,,True
955,tcum3pa_shift,1022500196,665.0,665.0,0.0,,True
955,lg_3ppct_prior,1022500196,0.33407880724174654,0.33407880724174654,0.0,,True
955,opp_fg3a_allow,1022500196,23.37964702490275,23.37964702490275,0.0,,True
955,lg_fg3a,1022500196,24.326424870466322,24.326424870466322,0.0,,True
955,rate3pa_asof,1022500196,0.12094123884278749,0.12094123884278749,0.0,203400.0,True
955,cum3pa_asof,1022500196,112.0,112.0,0.0,203400.0,True
955,cum3pm_asof,1022500196,43.0,43.0,0.0,203400.0,True
955,rate3pa_asof,1022500196,0.11614049065326294,0.11614049065326294,0.0,1628931.0,True
955,cum3pa_asof,1022500196,124.0,124.0,0.0,1628931.0,True
955,cum3pm_asof,1022500196,39.0,39.0,0.0,1628931.0,True
955,rate3pa_asof,1022500196,0.14117470113211927,0.14117470113211927,0.0,203014.0,True
955,cum3pa_asof,1022500196,114.0,114.0,0.0,203014.0,True
955,cum3pm_asof,1022500196,41.0,41.0,0.0,203014.0,True
168,team_3ppm_trend,1022500271,0.13731318920506166,0.13731318920506166,0.0,,True
168,tcum3pa_shift,1022500271,1127.0,1127.0,0.0,,True
168,lg_3ppct_prior,1022500271,0.3387269938650307,0.3387269938650307,0.0,,True
168,opp_fg3a_allow,1022500271,23.146936080088484,23.146936080088484,0.0,,True
168,lg_fg3a,1022500271,24.14814814814815,24.14814814814815,0.0,,True
168,rate3pa_asof,1022500271,0.00512108226621698,0.00512108226621698,0.0,203826.0,True
168,cum3pa_asof,1022500271,6.0,6.0,0.0,203826.0,True
168,cum3pm_asof,1022500271,0.0,0.0,0.0,203826.0,True
168,rate3pa_asof,1022500271,0.20378398278894325,0.20378398278894325,0.0,1627674.0,True
168,cum3pa_asof,1022500271,133.0,133.0,0.0,1627674.0,True
168,cum3pm_asof,1022500271,52.0,52.0,0.0,1627674.0,True
168,rate3pa_asof,1022500271,0.19280844979678635,0.19280844979678635,0.0,1630149.0,True
168,cum3pa_asof,1022500271,194.0,194.0,0.0,1630149.0,True
168,cum3pm_asof,1022500271,60.0,60.0,0.0,1630149.0,True
149,team_3ppm_trend,1022500151,0.14889899683699626,0.14889899683699626,0.0,,True
149,tcum3pa_shift,1022500151,635.0,635.0,0.0,,True
149,lg_3ppct_prior,1022500151,0.33237390350877194,0.33237390350877194,0.0,,True
149,opp_fg3a_allow,1022500151,21.482929958630073,21.482929958630073,0.0,,True
149,lg_fg3a,1022500151,24.32,24.32,0.0,,True
