player_id,player_name,off_poss,def_poss,total_poss,minutes_2021_24,orapm_100,drapm_100,net_100,lambda_chosen,net_100_lam500,net_100_lam1000,net_100_lam2000,net_100_lam5000
1642293,Alissa Pili,265,266,531,138.2,-0.374,-0.248,-0.622,5000,-4.106,-2.479,-1.415,-0.622
1642210,Julie Vanloo,1852,1833,3685,926.5,0.126,-0.774,-0.647,5000,0.146,-0.481,-0.727,-0.647
1627678,Bria Holmes,619,630,1249,317.7,-0.28,-0.371,-0.65,5000,-1.092,-1.173,-1.005,-0.65
1630099,Te'a Cooper,1339,1341,2680,682.4,-1.537,0.865,-0.672,5000,-1.18,-1.184,-1.003,-0.672
1642287,Cameron Brink,653,652,1305,329.5,-0.623,-0.055,-0.678,5000,-1.783,-1.444,-1.082,-0.678
1628917,JiSu Park,486,488,974,238.6,-0.159,-0.518,-0.678,5000,-5.975,-3.496,-1.828,-0.678
1628909,Kelsey Mitchell,9335,9344,18679,4697.1,1.473,-2.166,-0.692,5000,2.121,1.2,0.282,-0.692
1629574,Li Yueru,1264,1252,2516,628.6,-0.655,-0.053,-0.707,5000,-0.73,-0.838,-0.848,-0.707
1630120,Stephanie Jones,239,246,485,126.8,-0.759,0.003,-0.756,5000,-6.039,-3.454,-1.852,-0.756
1631031,Queen Egbo,2456,2451,4907,1223.7,-0.934,0.175,-0.759,5000,0.264,-0.116,-0.504,-0.759
1628881,Monique Billings,5272,5300,10572,2636.2,-0.806,0.028,-0.778,5000,0.169,-0.173,-0.523,-0.778
1630458,Aaliyah Wilson,235,236,471,119.4,-0.426,-0.356,-0.782,5000,-4.669,-2.894,-1.689,-0.782
1642244,Sevgi Uzun,1638,1643,3281,820.2,-0.118,-0.666,-0.784,5000,-0.896,-1.157,-1.099,-0.784
202259,Epiphanny Prince,1755,1752,3507,901.9,-1.134,0.342,-0.792,5000,-1.426,-1.538,-1.329,-0.792
203829,Bria Hartley,525,520,1045,270.4,-0.585,-0.22,-0.805,5000,-3.265,-2.444,-1.615,-0.805
1630100,Lauren Cox,588,589,1177,305.3,-1.001,0.178,-0.824,5000,-3.437,-2.409,-1.569,-0.824
1631013,Aisha Sheppard,353,362,715,173.8,-0.126,-0.712,-0.838,5000,-3.99,-2.701,-1.71,-0.838
1627672,Aerial Powers,3565,3568,7133,1782.5,-0.106,-0.739,-0.845,5000,0.672,-0.164,-0.694,-0.845
1631032,Lorela Cubaj,627,642,1269,327.6,-0.846,-0.024,-0.87,5000,-3.005,-2.403,-1.67,-0.87
1631056,Amy Atwell,174,172,346,91.0,-0.084,-0.788,-0.873,5000,-7.259,-4.074,-2.144,-0.873
203015,Shekinna Stricklen,471,469,940,235.8,-0.951,0.066,-0.884,5000,-4.276,-2.9,-1.798,-0.884
1642324,Kate Martin,801,794,1595,391.9,-0.426,-0.483,-0.909,5000,-4.285,-3.083,-1.965,-0.909
1631263,Nikolina Milic,1713,1716,3429,858.0,0.231,-1.186,-0.955,5000,-2.714,-2.161,-1.588,-0.955
1630438,Kysre Gondrezick,380,375,755,189.3,-0.843,-0.127,-0.97,5000,-4.114,-3.029,-1.967,-0.97
203403,Tianna Hawkins,3323,3329,6652,1674.9,-0.098,-0.882,-0.98,5000,-2.594,-2.171,-1.643,-0.98
1627643,Cyesha Goree,236,236,472,116.4,-0.661,-0.324,-0.985,5000,-6.998,-4.139,-2.29,-0.985
1631147,Kianna Smith,224,222,446,112.6,-0.339,-0.653,-0.991,5000,-5.276,-3.487,-2.11,-0.991
1629476,Asia (AD) Durr,1569,1561,3130,760.0,-0.591,-0.413,-1.004,5000,-2.317,-2.117,-1.659,-1.004
203389,Yvonne Turner,655,658,1313,331.9,-0.81,-0.208,-1.017,5000,-1.886,-1.886,-1.591,-1.017
1641657,Dorka Juhasz,2876,2874,5750,1466.4,-0.163,-0.865,-1.028,5000,-2.624,-2.282,-1.781,-1.028
1628920,Mercedes Russell,4235,4233,8468,2126.3,-1.582,0.554,-1.029,5000,-2.77,-2.337,-1.783,-1.029
1629485,Kristine Anigwe,569,576,1145,290.6,-0.372,-0.709,-1.081,5000,-4.28,-3.148,-2.095,-1.081
1641656,Laeticia Amihere,470,473,943,229.2,-0.588,-0.494,-1.082,5000,-5.58,-3.761,-2.307,-1.082
1642290,Aaliyah Edwards,1461,1477,2938,741.2,-0.733,-0.426,-1.16,5000,-3.488,-2.752,-1.998,-1.16
1631019,NaLyssa Smith,5705,5706,11411,2857.3,0.354,-1.55,-1.196,5000,-1.35,-1.253,-1.211,-1.196
204296,Rebecca Allen,4908,4933,9841,2462.8,-1.232,0.033,-1.199,5000,-0.146,-0.681,-1.07,-1.199
1628268,Alaina Coates,216,222,438,110.0,-0.251,-0.958,-1.209,5000,-7.392,-4.531,-2.628,-1.209
1629484,Megan Gustafson,2659,2666,5325,1345.2,0.253,-1.464,-1.211,5000,-0.796,-1.225,-1.409,-1.211
1642240,Jaelyn Brown,287,281,568,141.1,-0.484,-0.74,-1.224,5000,-7.792,-4.849,-2.774,-1.224
1628269,Nia Coffey,4688,4712,9400,2354.6,-2.247,1.005,-1.242,5000,-1.213,-1.37,-1.426,-1.242
1628242,Emma Cannon,1891,1901,3792,953.2,-0.7,-0.56,-1.26,5000,-2.246,-2.044,-1.754,-1.26
204297,Cayla George,553,552,1105,273.5,-0.605,-0.66,-1.265,5000,-4.907,-3.793,-2.566,-1.265
1629568,Kennedy Burke,1691,1698,3389,862.6,-1.38,0.112,-1.268,5000,-3.815,-3.259,-2.407,-1.268
1641649,Diamond Miller,2087,2085,4172,1046.8,-1.36,0.045,-1.315,5000,-2.355,-2.37,-2.037,-1.315
200676,Candice Dupree,918,922,1840,462.9,-0.841,-0.479,-1.32,5000,-7.094,-4.763,-2.879,-1.32
1630043,Bernadett Hatar,296,293,589,153.5,-0.877,-0.461,-1.338,5000,-8.251,-5.149,-2.969,-1.338
1630446,Michaela Onyenwere,5505,5543,11048,2785.4,-0.902,-0.44,-1.342,5000,-0.119,-0.521,-0.958,-1.342
1628282,Sydney Wiese,1134,1132,2266,578.5,-0.207,-1.144,-1.35,5000,-4.929,-3.592,-2.448,-1.35
1642288,Rickea Jackson,2303,2294,4597,1152.0,-0.833,-0.586,-1.419,5000,-0.385,-1.067,-1.435,-1.419
201911,Kristi Toliver,1670,1679,3349,842.1,-1.119,-0.304,-1.423,5000,-3.722,-3.154,-2.399,-1.423
1631083,Emily Engstler,2374,2375,4749,1194.7,-0.447,-1.018,-1.465,5000,-2.546,-2.239,-1.921,-1.465
1630114,Mikiah Herbert Harrigan,649,664,1313,337.2,-0.893,-0.595,-1.489,5000,-7.083,-4.979,-3.13,-1.489
1641700,Liz Dixon,462,450,912,238.0,-1.129,-0.376,-1.505,5000,-6.554,-4.695,-3.028,-1.505
203824,Odyssey Sims,3877,3881,7758,1933.7,-0.149,-1.373,-1.522,5000,-0.582,-1.068,-1.448,-1.522
1630459,DiDi Richards,1409,1423,2832,711.1,-1.547,0.022,-1.525,5000,-3.939,-3.25,-2.469,-1.525
1628899,Myisha Hines-Allen,4873,4882,9755,2480.8,-0.426,-1.119,-1.545,5000,-2.468,-2.476,-2.219,-1.545
1629478,Katie Lou Samuelson,4462,4437,8899,2217.7,0.023,-1.573,-1.55,5000,-2.692,-2.632,-2.281,-1.55
1641665,Leigha Brown,253,249,502,130.1,-0.812,-0.755,-1.566,5000,-10.122,-6.135,-3.497,-1.566
204323,Cheyenne Parker-Tyus,5579,5539,11118,2769.9,-0.492,-1.075,-1.567,5000,-2.644,-2.41,-2.081,-1.567
1641661,Lou Lopez Sénéchal,252,244,496,125.4,-0.647,-0.998,-1.645,5000,-10.012,-6.26,-3.637,-1.645
1629491,Jessica Shepard,3422,3420,6842,1736.0,-0.596,-1.097,-1.693,5000,-2.919,-2.712,-2.35,-1.693
1630471,Maya Caldwell,1811,1802,3613,923.0,-0.927,-0.77,-1.697,5000,-3.985,-3.566,-2.806,-1.697
1628915,Kia Nurse,5091,5076,10167,2565.9,0.008,-1.714,-1.706,5000,-1.597,-1.922,-2.019,-1.706
202641,Sydney Colson,992,1000,1992,505.8,-0.657,-1.089,-1.746,5000,-5.102,-4.294,-3.183,-1.746
1630387,Iliana Rupert,790,776,1566,381.3,-0.405,-1.358,-1.763,5000,-8.596,-6.036,-3.784,-1.763
1631089,Destanni Henderson,1807,1811,3618,893.8,-0.503,-1.274,-1.777,5000,-1.269,-1.992,-2.186,-1.777
