event_key,name,id,absdiff
100940_1611661317_2021_1022100034,0.47419804044809355,0.47419804044809355,0.0
100940_1611661317_2021_1022100039,0.5935064899736722,0.5935064899736722,0.0
100940_1611661317_2021_1022100043,0.48000819164665937,0.48000819164665937,0.0
100940_1611661317_2021_1022100055,0.4013367547651142,0.4013367547651142,0.0
100940_1611661317_2021_1022100058,0.5436298402934224,0.5436298402934224,0.0
100940_1611661317_2021_1022100064,0.3468700000368133,0.3468700000368133,0.0
100940_1611661317_2021_1022100112,0.4681451103716004,0.4681451103716004,0.0
100940_1611661317_2021_1022100118,0.6765519649143248,0.6765519649143248,0.0
100940_1611661317_2021_1022100176,0.47983248078588664,0.47983248078588664,0.0
100940_1611661317_2021_1022100187,0.4268801867784507,0.4268801867784507,0.0
100940_1611661317_2022_1022200189,0.32429280433835156,0.32429280433835156,0.0
100940_1611661317_2022_1022200194,0.33017345228084005,0.33017345228084005,0.0
100940_1611661317_2022_1022200204,0.4598468770513615,0.4598468770513615,0.0
100940_1611661317_2022_1022200210,0.3297753381681655,0.3297753381681655,0.0
100940_1611661317_2022_1022200214,0.39214529840581525,0.39214529840581525,0.0
100940_1611661317_2023_1022300062,0.29152289660667907,0.29152289660667907,0.0
100940_1611661317_2023_1022300106,0.3920978805090068,0.3920978805090068,0.0
100940_1611661317_2023_1022300126,0.48337380218893305,0.48337380218893305,0.0
100940_1611661317_2023_1022300197,0.3778758016636492,0.3778758016636492,0.0
100940_1611661317_2023_1022300207,0.720415275096594,0.720415275096594,0.0
100940_1611661317_2023_1022300213,0.5137177232133363,0.5137177232133363,0.0
100940_1611661317_2023_1022300222,0.6900758248697378,0.6900758248697378,0.0
100940_1611661317_2023_1022300227,0.35781741522155297,0.35781741522155297,0.0
100940_1611661317_2023_1022300234,0.3578882372799209,0.3578882372799209,0.0
100940_1611661317_2024_1022400109,0.6543539512672003,0.6543539512672003,0.0
100940_1611661317_2024_1022400132,0.4924949920162326,0.4924949920162326,0.0
100940_1611661317_2024_1022400135,0.4462696892257044,0.4462696892257044,0.0
1627668_1611661313_2024_1022400137,0.4251484389402714,0.4251484389402714,0.0
1627668_1611661313_2024_1022400145,0.47552600974604214,0.47552600974604214,0.0
1627668_1611661328_2021_1022100120,0.46408597424784076,0.46408597424784076,0.0
1627668_1611661328_2021_1022100131,0.4777471982759182,0.4777471982759182,0.0
1627668_1611661328_2021_1022100187,0.6694119402409073,0.6694119402409073,0.0
1627669_1611661317_2023_1022300049,0.7429002379886076,0.7429002379886076,0.0
1627671_1611661324_2021_1022100138,0.6080499580947145,0.6080499580947145,0.0
1627671_1611661324_2021_1022100141,0.3571060893772961,0.3571060893772961,0.0
1627671_1611661324_2021_1022100190,0.4475097990084546,0.4475097990084546,0.0
1627671_1611661324_2023_1022300038,0.4136188475464009,0.4136188475464009,0.0
1627671_1611661324_2023_1022300125,0.38447317302570344,0.38447317302570344,0.0
1627671_1611661324_2023_1022300132,0.5513812624146429,0.5513812624146429,0.0
1627671_1611661324_2023_1022300140,0.5432622237152122,0.5432622237152122,0.0
1627671_1611661324_2023_1022300145,0.5091946642727726,0.5091946642727726,0.0
1627671_1611661324_2023_1022300151,0.2718406203317196,0.2718406203317196,0.0
1627671_1611661324_2023_1022300160,0.41235144518129624,0.41235144518129624,0.0
1627672_1611661324_2022_1022200198,0.46493152096591844,0.46493152096591844,0.0
1627672_1611661324_2023_1022300038,0.3894393375464141,0.3894393375464141,0.0
1627672_1611661324_2023_1022300043,0.4729315374474396,0.4729315374474396,0.0
1627672_1611661324_2023_1022300051,0.51350117403513,0.51350117403513,0.0
1627672_1611661324_2023_1022300068,0.453860965284606,0.453860965284606,0.0
1627672_1611661324_2023_1022300072,0.37986724410399814,0.37986724410399814,0.0
1627672_1611661324_2023_1022300083,0.5247058899417091,0.5247058899417091,0.0
1627672_1611661324_2023_1022300089,0.6355131278861526,0.6355131278861526,0.0
1627672_1611661324_2023_1022300093,0.31194138634837226,0.31194138634837226,0.0
1627672_1611661324_2023_1022300099,0.5482052396329942,0.5482052396329942,0.0
1627672_1611661324_2023_1022300106,0.4662883188058409,0.4662883188058409,0.0
1627672_1611661324_2023_1022300111,0.38349212587161247,0.38349212587161247,0.0
1627672_1611661324_2023_1022300117,0.5426642430933025,0.5426642430933025,0.0
1627672_1611661324_2023_1022300140,0.5463837475700858,0.5463837475700858,0.0
1627672_1611661324_2023_1022300160,0.43732845934164005,0.43732845934164005,0.0
1627672_1611661324_2023_1022300187,0.3984976447921156,0.3984976447921156,0.0
1627672_1611661324_2023_1022300196,0.5859744374679648,0.5859744374679648,0.0
1627672_1611661324_2023_1022300232,0.7999442702729807,0.7999442702729807,0.0
1627672_1611661330_2024_1022400085,0.4447146180112092,0.4447146180112092,0.0
1627672_1611661330_2024_1022400106,0.37955183033756035,0.37955183033756035,0.0
1627672_1611661330_2024_1022400123,0.5005147039385304,0.5005147039385304,0.0
1627672_1611661330_2024_1022400130,0.3410270706407709,0.3410270706407709,0.0
1627672_1611661330_2024_1022400152,0.35981397244018576,0.35981397244018576,0.0
1627672_1611661330_2024_1022400184,0.4230360835985512,0.4230360835985512,0.0
1627672_1611661330_2024_1022400198,0.3987829121401083,0.3987829121401083,0.0
1627672_1611661330_2024_1022400208,0.5072086964386766,0.5072086964386766,0.0
