path,bytes,n_cols,class,id_cols,name_cols
exploration/E0_I0019_availability_forecast/maxt_null_draws.csv,41405,3,NO_PLAYER_IDENTITY,,
exploration/E0_I0019_availability_forecast/null_sds_by_scheme.csv,205,3,NO_PLAYER_IDENTITY,,
exploration/E0_I0019_availability_forecast/per_season_metrics.csv,1392,9,NO_PLAYER_IDENTITY,,
exploration/E0_I0019_availability_forecast/practical_spread_summary.csv,6947,13,NO_PLAYER_IDENTITY,,
exploration/E0_I0019_availability_forecast/scored_frame.parquet,876237,40,ID_ONLY,player_id,
exploration/E0_I0019_availability_forecast/screen_results.csv,84874,18,NO_PLAYER_IDENTITY,,
exploration/E0_I0019_availability_forecast/screen_results_repaired.csv,101178,20,NO_PLAYER_IDENTITY,,
exploration/E0_I0019_availability_forecast/skill_vs_references.csv,1976,10,NO_PLAYER_IDENTITY,,
exploration/E0_I0019_availability_forecast/survivor_decomposition.csv,1403,8,NO_PLAYER_IDENTITY,,
exploration/E0_I0019_availability_forecast/void_risk_bands.csv,585,6,NO_PLAYER_IDENTITY,,
exploration/E0_I0024_reb_ast_characterisation/arithmetic_ceiling.csv,19473,16,NO_PLAYER_IDENTITY,,
exploration/E0_I0024_reb_ast_characterisation/baseline_accuracy.csv,11739,9,NO_PLAYER_IDENTITY,,
exploration/E0_I0024_reb_ast_characterisation/history_floor_curve.csv,597,6,NO_PLAYER_IDENTITY,,
exploration/E0_I0024_reb_ast_characterisation/ladder_summary.csv,4957,16,NO_PLAYER_IDENTITY,,
exploration/E0_I0024_reb_ast_characterisation/leakage_probes.csv,855,4,NO_PLAYER_IDENTITY,,
exploration/E0_I0024_reb_ast_characterisation/mechanism_minutes_conditioning.csv,2458,11,NO_PLAYER_IDENTITY,,
exploration/E0_I0024_reb_ast_characterisation/mechanism_per_minute.csv,1962,13,NO_PLAYER_IDENTITY,,
exploration/E0_I0024_reb_ast_characterisation/oracle_ladder.csv,23946,9,NO_PLAYER_IDENTITY,,
exploration/E0_I0024_reb_ast_characterisation/per_season_consistency.csv,1021,6,NO_PLAYER_IDENTITY,,
exploration/E0_I0024_reb_ast_characterisation/propagation_walkforward.csv,2015,10,NO_PLAYER_IDENTITY,,
exploration/E0_I0024_reb_ast_characterisation/response_distributions.csv,544,9,NO_PLAYER_IDENTITY,,
exploration/E0_I0024_reb_ast_characterisation/screen_frame.parquet,4895553,78,ID_ONLY,player_id,
exploration/E0_I0024_reb_ast_characterisation/upstream_signals.csv,111458,27,NO_PLAYER_IDENTITY,,
exploration/E0_I0028_degeneracy_sweep/anchor_crosscheck.csv,572,7,NO_PLAYER_IDENTITY,,
exploration/E0_I0028_degeneracy_sweep/containment.csv,11610,9,NO_PLAYER_IDENTITY,,
exploration/E0_I0028_degeneracy_sweep/defects_table.csv,3724,42,NO_PLAYER_IDENTITY,,
exploration/E0_I0028_degeneracy_sweep/output_inventory.csv,1284,10,NO_PLAYER_IDENTITY,,
exploration/E0_I0028_degeneracy_sweep/pooled_anchor.csv,669,7,NO_PLAYER_IDENTITY,,
exploration/E0_I0028_degeneracy_sweep/positive_control.csv,1663,8,NO_PLAYER_IDENTITY,,
exploration/E0_I0028_degeneracy_sweep/region_overlap.csv,1694,8,NO_PLAYER_IDENTITY,,
exploration/E0_I0028_degeneracy_sweep/region_table.csv,608613,42,NO_PLAYER_IDENTITY,,
exploration/E0_I0028_degeneracy_sweep/region_table_ranked.csv,14903,22,NO_PLAYER_IDENTITY,,
exploration/E0_I0028_degeneracy_sweep/residual_sweep.csv,114508,41,NO_PLAYER_IDENTITY,,
exploration/E0_I0028_degeneracy_sweep/routing_gains.csv,35569,27,NO_PLAYER_IDENTITY,,
exploration/E0_I0028_degeneracy_sweep/routing_gains_vs_D081_reference.csv,1751,8,NO_PLAYER_IDENTITY,,
exploration/E0_I0028_degeneracy_sweep/saturation_check.csv,659,9,NO_PLAYER_IDENTITY,,
exploration/E0_I0028_degeneracy_sweep/uncertainty_defect.csv,1266,10,NO_PLAYER_IDENTITY,,
exploration/E0_I0028_degeneracy_sweep/work_frame.parquet,9636917,79,ID_ONLY,player_id,
exploration/E0_I0029_freethrow_hurdle/arithmetic_ceiling.csv,35665,21,NO_PLAYER_IDENTITY,,
exploration/E0_I0029_freethrow_hurdle/baseline_accuracy.csv,18441,13,NO_PLAYER_IDENTITY,,
exploration/E0_I0029_freethrow_hurdle/history_floor_curve.csv,435,4,NO_PLAYER_IDENTITY,,
exploration/E0_I0029_freethrow_hurdle/hurdle_stages.csv,4298,2,NO_PLAYER_IDENTITY,,
exploration/E0_I0029_freethrow_hurdle/injection_power.csv,19826,15,NO_PLAYER_IDENTITY,,
exploration/E0_I0029_freethrow_hurdle/ladder_summary.csv,5927,17,NO_PLAYER_IDENTITY,,
exploration/E0_I0029_freethrow_hurdle/leakage_probes.csv,1419,4,NO_PLAYER_IDENTITY,,
exploration/E0_I0029_freethrow_hurdle/matchup_decomposition.csv,36362,37,NO_PLAYER_IDENTITY,,
exploration/E0_I0029_freethrow_hurdle/oracle_ladder_ft.csv,36698,13,NO_PLAYER_IDENTITY,,
exploration/E0_I0029_freethrow_hurdle/per_season_consistency.csv,1512,11,NO_PLAYER_IDENTITY,,
