season,team,slate_index,n_name,n_id,delta
2023,CHI,3,12,12,0
2023,CHI,4,13,12,1
2023,CHI,5,13,12,1
2023,CHI,6,12,12,0
2023,CHI,7,12,12,0
2023,CHI,8,12,12,0
2023,CHI,9,14,14,0
2023,CHI,10,13,13,0
2023,CHI,11,13,13,0
2023,CHI,12,13,13,0
2023,CHI,13,14,14,0
2023,CHI,14,14,13,1
2023,CHI,15,14,13,1
2023,CHI,16,14,13,1
2023,CHI,17,14,13,1
2023,CHI,18,15,14,1
2023,CHI,19,15,14,1
2023,CHI,20,14,13,1
2023,CHI,21,13,13,0
2023,CHI,22,14,13,1
2023,CHI,23,14,13,1
2023,CHI,24,14,13,1
2023,CHI,25,13,13,0
2023,CHI,26,12,12,0
2023,CHI,27,12,12,0
2023,CHI,28,13,13,0
2023,CHI,29,13,13,0
2023,CHI,30,13,13,0
2023,CHI,31,14,13,1
2023,CHI,32,14,13,1
2023,CHI,33,14,13,1
2023,CHI,34,14,13,1
2023,CHI,35,14,13,1
2023,CHI,36,14,13,1
2023,CHI,37,14,13,1
2023,CHI,38,13,13,0
2023,CHI,39,13,13,0
2023,CHI,40,13,13,0
2023,CHI,41,14,13,1
2023,CHI,42,14,13,1
2023,CON,1,11,11,0
2023,CON,2,11,11,0
2023,CON,3,11,11,0
2023,CON,4,11,11,0
2023,CON,5,11,11,0
2023,CON,6,11,11,0
2023,CON,7,12,12,0
2023,CON,8,11,11,0
2023,CON,9,11,11,0
2023,CON,10,11,11,0
2023,CON,11,11,11,0
2023,CON,12,11,11,0
2023,CON,13,11,11,0
2023,CON,14,11,11,0
2023,CON,15,11,11,0
2023,CON,16,11,11,0
2023,CON,17,11,11,0
2023,CON,18,11,11,0
2023,CON,19,11,11,0
2023,CON,20,11,11,0
2023,CON,21,12,12,0
2023,CON,22,12,12,0
2023,CON,23,11,11,0
2023,CON,24,11,11,0
2023,CON,25,12,12,0
2023,CON,26,11,11,0
2023,CON,27,11,11,0
2023,CON,28,12,11,1
2023,CON,29,12,11,1
2023,CON,30,11,11,0
2023,CON,31,13,12,1
2023,CON,32,12,12,0
2023,CON,33,12,12,0
2023,CON,34,13,12,1
2023,CON,35,12,12,0
2023,CON,36,11,11,0
2023,CON,37,11,11,0
2023,CON,38,12,11,1
2023,CON,39,12,11,1
2023,CON,40,11,11,0
2023,CON,41,11,11,0
2023,CON,42,11,11,0
2023,CON,43,11,11,0
2023,CON,44,11,11,0
2023,CON,45,11,11,0
2023,CON,46,11,11,0
2023,CON,47,11,11,0
2023,DAL,1,10,10,0
2023,DAL,2,12,12,0
2023,DAL,3,12,12,0
2023,DAL,4,13,13,0
2023,DAL,5,13,13,0
2023,DAL,6,13,13,0
2023,DAL,7,14,14,0
2023,DAL,8,13,13,0
2023,DAL,9,13,13,0
2023,DAL,10,13,13,0
2023,DAL,11,13,13,0
2023,DAL,12,12,12,0
2023,DAL,13,11,11,0
2023,DAL,14,11,11,0
2023,DAL,15,11,11,0
2023,DAL,16,12,12,0
2023,DAL,17,12,12,0
2023,DAL,18,10,10,0
2023,DAL,19,12,12,0
2023,DAL,20,12,12,0
2023,DAL,21,12,12,0
2023,DAL,22,12,12,0
2023,DAL,23,12,12,0
2023,DAL,24,10,10,0
2023,DAL,25,10,10,0
2023,DAL,26,12,12,0
2023,DAL,27,12,12,0
2023,DAL,28,13,13,0
2023,DAL,29,10,10,0
2023,DAL,30,11,11,0
2023,DAL,31,13,13,0
2023,DAL,32,12,12,0
2023,DAL,33,12,12,0
2023,DAL,34,12,12,0
2023,DAL,35,12,12,0
2023,DAL,36,12,12,0
2023,DAL,37,12,12,0
2023,DAL,38,12,12,0
2023,DAL,39,10,10,0
2023,DAL,40,10,10,0
2023,DAL,41,10,10,0
2023,DAL,42,10,10,0
2023,DAL,43,10,10,0
2023,DAL,44,10,10,0
2023,DAL,45,10,10,0
2023,IND,1,12,12,0
2023,IND,2,12,12,0
2023,IND,3,13,13,0
2023,IND,4,13,13,0
2023,IND,5,13,13,0
2023,IND,6,12,12,0
2023,IND,7,12,12,0
2023,IND,8,12,12,0
2023,IND,9,12,12,0
2023,IND,10,12,12,0
2023,IND,11,12,12,0
2023,IND,12,12,12,0
2023,IND,13,12,12,0
2023,IND,14,12,12,0
2023,IND,15,12,12,0
2023,IND,16,12,12,0
2023,IND,17,13,13,0
2023,IND,18,13,13,0
2023,IND,19,12,12,0
2023,IND,20,12,12,0
2023,IND,21,12,12,0
2023,IND,22,12,12,0
2023,IND,23,12,12,0
2023,IND,24,12,12,0
2023,IND,25,12,12,0
2023,IND,26,12,12,0
2023,IND,27,12,12,0
2023,IND,28,12,12,0
2023,IND,29,12,12,0
2023,IND,30,12,12,0
2023,IND,31,12,12,0
2023,IND,32,12,12,0
2023,IND,33,12,12,0
2023,IND,34,12,12,0
2023,IND,35,12,12,0
2023,IND,36,12,12,0
2023,IND,37,12,12,0
2023,IND,38,12,12,0
2023,IND,39,12,12,0
2023,IND,40,12,12,0
2023,LAS,1,13,13,0
2023,LAS,2,13,13,0
2023,LAS,3,14,14,0
2023,LAS,4,14,14,0
2023,LAS,5,13,13,0
2023,LAS,6,13,12,1
2023,LAS,7,13,12,1
2023,LAS,8,11,11,0
2023,LAS,9,11,11,0
2023,LAS,10,12,12,0
2023,LAS,11,13,13,0
2023,LAS,12,14,14,0
2023,LAS,13,14,14,0
2023,LAS,14,14,14,0
2023,LAS,15,13,13,0
2023,LAS,16,13,13,0
2023,LAS,17,13,13,0
2023,LAS,18,13,13,0
2023,LAS,19,13,13,0
2023,LAS,20,13,13,0
2023,LAS,21,13,13,0
2023,LAS,22,13,13,0
2023,LAS,23,12,12,0
2023,LAS,24,12,12,0
2023,LAS,25,12,12,0
2023,LAS,26,10,10,0
2023,LAS,27,10,10,0
2023,LAS,28,10,10,0
2023,LAS,29,13,13,0
2023,LAS,30,13,13,0
2023,LAS,31,13,13,0
2023,LAS,32,14,14,0
2023,LAS,33,14,14,0
2023,LAS,34,14,14,0
2023,LAS,35,13,13,0
2023,LAS,36,14,14,0
2023,LAS,37,14,14,0
2023,LAS,38,14,14,0
2023,LAS,39,14,14,0
2023,LAS,40,13,13,0
2023,LVA,1,11,11,0
2023,LVA,2,11,11,0
2023,LVA,3,11,11,0
2023,LVA,4,11,11,0
2023,LVA,5,10,10,0
2023,LVA,6,11,11,0
2023,LVA,7,11,11,0
2023,LVA,8,11,11,0
2023,LVA,9,11,11,0
2023,LVA,10,11,11,0
2023,LVA,11,10,10,0
2023,LVA,12,10,10,0
2023,LVA,13,10,10,0
2023,LVA,14,10,10,0
2023,LVA,15,10,10,0
2023,LVA,16,10,10,0
2023,LVA,17,10,10,0
2023,LVA,18,10,10,0
2023,LVA,19,11,11,0
2023,LVA,20,11,11,0
2023,LVA,21,11,11,0
2023,LVA,22,12,12,0
2023,LVA,23,12,12,0
2023,LVA,24,12,12,0
2023,LVA,25,12,12,0
2023,LVA,26,12,12,0
2023,LVA,27,13,13,0
2023,LVA,28,13,13,0
2023,LVA,29,12,12,0
2023,LVA,30,12,12,0
2023,LVA,31,10,10,0
2023,LVA,32,10,10,0
2023,LVA,33,10,10,0
2023,LVA,34,12,12,0
2023,LVA,35,12,12,0
2023,LVA,36,12,12,0
2023,LVA,37,12,12,0
2023,LVA,38,12,12,0
2023,LVA,39,12,12,0
2023,LVA,40,12,12,0
2023,LVA,41,12,12,0
2023,LVA,42,10,10,0
2023,LVA,43,10,10,0
2023,LVA,44,10,10,0
2023,LVA,45,10,10,0
2023,LVA,46,10,10,0
2023,LVA,47,10,10,0
2023,LVA,48,11,11,0
2023,LVA,49,11,11,0
2023,MIN,1,11,11,0
2023,MIN,2,11,11,0
2023,MIN,3,12,12,0
2023,MIN,4,12,12,0
2023,MIN,5,12,12,0
2023,MIN,6,12,11,1
2023,MIN,7,12,11,1
2023,MIN,8,12,11,1
2023,MIN,9,11,11,0
2023,MIN,10,12,12,0
2023,MIN,11,12,12,0
2023,MIN,12,13,13,0
2023,MIN,13,13,13,0
2023,MIN,14,14,14,0
2023,MIN,15,13,13,0
2023,MIN,16,13,13,0
2023,MIN,17,13,13,0
2023,MIN,18,13,13,0
2023,MIN,19,13,13,0
2023,MIN,20,13,13,0
2023,MIN,21,13,13,0
2023,MIN,22,13,13,0
2023,MIN,23,13,13,0
2023,MIN,24,12,12,0
2023,MIN,25,12,12,0
2023,MIN,26,12,12,0
2023,MIN,27,12,12,0
2023,MIN,28,13,12,1
2023,MIN,29,13,12,1
2023,MIN,30,12,11,1
2023,MIN,31,12,11,1
2023,MIN,32,11,11,0
2023,MIN,33,11,11,0
2023,MIN,34,11,11,0
2023,MIN,35,11,11,0
2023,MIN,36,11,11,0
2023,MIN,37,11,11,0
2023,MIN,38,11,11,0
2023,MIN,39,11,11,0
2023,MIN,40,11,11,0
2023,MIN,41,13,11,2
2023,MIN,42,13,11,2
2023,MIN,43,11,11,0
2023,NYL,1,10,10,0
2023,NYL,2,10,10,0
2023,NYL,3,11,11,0
2023,NYL,4,13,12,1
2023,NYL,5,13,11,2
2023,NYL,6,12,11,1
2023,NYL,7,12,11,1
2023,NYL,8,12,11,1
2023,NYL,9,11,11,0
2023,NYL,10,12,12,0
2023,NYL,11,11,11,0
2023,NYL,12,11,11,0
2023,NYL,13,11,11,0
2023,NYL,14,11,11,0
2023,NYL,15,11,11,0
2023,NYL,16,12,12,0
2023,NYL,17,12,12,0
2023,NYL,18,12,12,0
2023,NYL,19,12,12,0
2023,NYL,20,12,12,0
2023,NYL,21,11,11,0
2023,NYL,22,11,11,0
2023,NYL,23,11,11,0
2023,NYL,24,11,11,0
2023,NYL,25,11,11,0
2023,NYL,26,11,11,0
2023,NYL,27,11,11,0
2023,NYL,28,11,11,0
2023,NYL,29,11,11,0
2023,NYL,30,11,11,0
2023,NYL,31,11,11,0
2023,NYL,32,11,11,0
2023,NYL,33,11,11,0
2023,NYL,34,13,11,2
2023,NYL,35,13,11,2
2023,NYL,36,13,11,2
2023,NYL,37,12,11,1
2023,NYL,38,12,11,1
2023,NYL,39,12,11,1
2023,NYL,40,11,11,0
2023,NYL,41,12,11,1
2023,NYL,42,12,11,1
2023,NYL,43,10,10,0
2023,NYL,44,10,10,0
2023,NYL,45,10,10,0
2023,NYL,46,10,10,0
2023,NYL,47,10,10,0
2023,NYL,48,10,10,0
2023,NYL,49,10,10,0
2023,NYL,50,10,10,0
2023,PHO,1,12,12,0
2023,PHO,2,12,12,0
2023,PHO,3,13,13,0
2023,PHO,4,14,13,1
2023,PHO,5,13,12,1
2023,PHO,6,11,11,0
2023,PHO,7,11,11,0
2023,PHO,8,11,11,0
2023,PHO,9,11,11,0
2023,PHO,10,11,11,0
2023,PHO,11,12,12,0
2023,PHO,12,13,13,0
2023,PHO,13,14,14,0
2023,PHO,14,13,12,1
2023,PHO,15,13,12,1
2023,PHO,16,13,12,1
2023,PHO,17,11,11,0
2023,PHO,18,11,11,0
2023,PHO,19,11,11,0
2023,PHO,20,11,11,0
2023,PHO,21,12,12,0
2023,PHO,22,12,12,0
2023,PHO,23,11,11,0
2023,PHO,24,11,11,0
2023,PHO,25,11,11,0
2023,PHO,26,11,11,0
2023,PHO,27,11,11,0
2023,PHO,28,12,12,0
2023,PHO,29,11,11,0
2023,PHO,30,11,11,0
2023,PHO,31,14,13,1
2023,PHO,32,14,13,1
2023,PHO,33,16,15,1
2023,PHO,34,15,15,0
2023,PHO,35,14,14,0
2023,PHO,36,12,12,0
2023,PHO,37,12,12,0
2023,PHO,38,12,12,0
2023,PHO,39,13,13,0
2023,PHO,40,12,12,0
2023,SEA,1,12,12,0
2023,SEA,2,12,12,0
2023,SEA,3,12,12,0
2023,SEA,4,12,12,0
2023,SEA,5,12,12,0
2023,SEA,6,13,13,0
2023,SEA,7,13,13,0
2023,SEA,8,12,12,0
2023,SEA,9,12,12,0
2023,SEA,10,12,12,0
2023,SEA,11,12,12,0
2023,SEA,12,12,12,0
2023,SEA,13,12,12,0
2023,SEA,14,12,12,0
2023,SEA,15,12,12,0
2023,SEA,16,12,12,0
2023,SEA,17,12,12,0
2023,SEA,18,12,12,0
2023,SEA,19,12,12,0
2023,SEA,20,12,12,0
2023,SEA,21,12,12,0
2023,SEA,22,12,12,0
2023,SEA,23,12,12,0
2023,SEA,24,12,12,0
2023,SEA,25,12,12,0
2023,SEA,26,12,12,0
2023,SEA,27,12,12,0
2023,SEA,28,12,12,0
2023,SEA,29,12,12,0
2023,SEA,30,12,12,0
2023,SEA,31,11,11,0
2023,SEA,32,11,11,0
2023,SEA,33,11,11,0
2023,SEA,34,11,11,0
2023,SEA,35,11,11,0
2023,SEA,36,11,11,0
2023,SEA,37,11,11,0
2023,SEA,38,11,11,0
2023,SEA,39,10,10,0
2023,SEA,40,11,11,0
2023,WAS,1,10,10,0
2023,WAS,2,11,11,0
2023,WAS,3,11,11,0
2023,WAS,4,11,11,0
2023,WAS,5,11,11,0
2023,WAS,6,11,11,0
2023,WAS,7,11,11,0
2023,WAS,8,11,11,0
2023,WAS,9,11,11,0
2023,WAS,10,11,11,0
2023,WAS,11,11,11,0
2023,WAS,12,12,12,0
2023,WAS,13,12,12,0
2023,WAS,14,11,11,0
2023,WAS,15,11,11,0
2023,WAS,16,10,10,0
2023,WAS,17,12,12,0
2023,WAS,18,14,14,0
2023,WAS,19,12,12,0
2023,WAS,20,13,13,0
2023,WAS,21,11,11,0
2023,WAS,22,10,10,0
2023,WAS,23,14,14,0
2023,WAS,24,14,14,0
2023,WAS,25,14,14,0
2023,WAS,26,10,10,0
2023,WAS,27,10,10,0
2023,WAS,28,14,14,0
2023,WAS,29,14,14,0
2023,WAS,30,14,14,0
2023,WAS,31,14,14,0
2023,WAS,32,13,13,0
2023,WAS,33,11,11,0
2023,WAS,34,10,10,0
2023,WAS,35,11,11,0
2023,WAS,36,11,11,0
2023,WAS,37,11,11,0
2023,WAS,38,11,11,0
2023,WAS,39,11,11,0
2023,WAS,40,11,11,0
2023,WAS,41,11,11,0
2023,WAS,42,11,11,0
2024,ATL,1,10,10,0
2024,ATL,2,11,11,0
2024,ATL,3,11,11,0
2024,ATL,4,12,12,0
2024,ATL,5,12,12,0
2024,ATL,6,12,12,0
2024,ATL,7,12,12,0
2024,ATL,8,11,11,0
2024,ATL,9,12,12,0
2024,ATL,10,12,12,0
2024,ATL,11,12,12,0
2024,ATL,12,12,12,0
2024,ATL,13,12,12,0
2024,ATL,14,12,12,0
2024,ATL,15,12,12,0
2024,ATL,16,13,13,0
2024,ATL,17,13,13,0
2024,ATL,18,12,12,0
2024,ATL,19,13,13,0
2024,ATL,20,13,13,0
2024,ATL,21,13,13,0
2024,ATL,22,13,13,0
2024,ATL,23,12,12,0
2024,ATL,24,13,13,0
2024,ATL,25,13,13,0
2024,ATL,26,13,13,0
2024,ATL,27,12,12,0
2024,ATL,28,11,11,0
2024,ATL,29,10,10,0
2024,ATL,30,12,12,0
2024,ATL,31,12,12,0
2024,ATL,32,12,12,0
2024,ATL,33,12,12,0
2024,ATL,34,12,12,0
2024,ATL,35,12,12,0
2024,ATL,36,12,12,0
2024,ATL,37,12,12,0
2024,ATL,38,12,12,0
2024,ATL,39,12,12,0
2024,ATL,40,13,13,0
2024,ATL,41,13,13,0
2024,ATL,42,13,13,0
2024,CHI,1,10,10,0
2024,CHI,2,10,10,0
2024,CHI,3,12,12,0
2024,CHI,4,12,12,0
2024,CHI,5,12,12,0
2024,CHI,6,12,12,0
2024,CHI,7,12,12,0
2024,CHI,8,12,12,0
2024,CHI,9,12,12,0
2024,CHI,10,12,12,0
2024,CHI,11,12,12,0
2024,CHI,12,12,12,0
2024,CHI,13,12,12,0
2024,CHI,14,12,12,0
2024,CHI,15,12,12,0
2024,CHI,16,12,12,0
2024,CHI,17,12,12,0
2024,CHI,18,12,12,0
2024,CHI,19,11,11,0
2024,CHI,20,11,11,0
2024,CHI,21,11,11,0
2024,CHI,22,11,11,0
2024,CHI,23,11,11,0
2024,CHI,24,11,11,0
2024,CHI,25,13,13,0
2024,CHI,26,13,13,0
2024,CHI,27,12,12,0
2024,CHI,28,12,12,0
2024,CHI,29,12,12,0
2024,CHI,30,12,12,0
2024,CHI,31,12,12,0
2024,CHI,32,12,12,0
2024,CHI,33,12,12,0
2024,CHI,34,12,12,0
2024,CHI,35,12,12,0
2024,CHI,36,13,13,0
2024,CHI,37,13,13,0
2024,CHI,38,13,13,0
2024,CHI,39,13,13,0
2024,CHI,40,13,13,0
2024,CON,1,11,11,0
2024,CON,2,11,11,0
2024,CON,3,11,11,0
2024,CON,4,11,11,0
2024,CON,5,11,11,0
2024,CON,6,11,11,0
2024,CON,7,11,11,0
2024,CON,8,11,11,0
2024,CON,9,11,11,0
2024,CON,10,12,12,0
2024,CON,11,12,12,0
2024,CON,12,11,11,0
2024,CON,13,11,11,0
2024,CON,14,11,11,0
2024,CON,15,11,11,0
2024,CON,16,11,11,0
2024,CON,17,11,11,0
2024,CON,18,11,11,0
2024,CON,19,11,11,0
2024,CON,20,11,11,0
2024,CON,21,11,11,0
2024,CON,22,11,11,0
2024,CON,23,11,11,0
2024,CON,24,11,11,0
2024,CON,25,14,14,0
2024,CON,26,14,14,0
2024,CON,27,12,12,0
2024,CON,28,12,12,0
2024,CON,29,12,12,0
2024,CON,30,11,11,0
2024,CON,31,11,11,0
2024,CON,32,11,11,0
2024,CON,33,11,11,0
2024,CON,34,11,11,0
2024,CON,35,11,11,0
2024,CON,36,11,11,0
2024,CON,37,11,11,0
2024,CON,38,11,11,0
2024,CON,39,11,11,0
2024,CON,40,11,11,0
2024,CON,41,11,11,0
2024,CON,42,11,11,0
2024,CON,43,11,11,0
2024,CON,44,11,11,0
2024,CON,45,11,11,0
2024,CON,46,11,11,0
2024,CON,47,11,11,0
2024,DAL,1,10,10,0
2024,DAL,2,11,11,0
2024,DAL,3,11,11,0
2024,DAL,4,12,12,0
2024,DAL,5,13,12,1
2024,DAL,6,13,12,1
2024,DAL,7,13,12,1
2024,DAL,8,12,12,0
2024,DAL,9,13,12,1
2024,DAL,10,10,9,1
2024,DAL,11,10,9,1
2024,DAL,12,10,9,1
2024,DAL,13,12,12,0
2024,DAL,14,13,13,0
2024,DAL,15,13,13,0
2024,DAL,16,13,13,0
2024,DAL,17,14,14,0
2024,DAL,18,14,14,0
2024,DAL,19,13,13,0
2024,DAL,20,13,13,0
2024,DAL,21,13,13,0
2024,DAL,22,10,10,0
2024,DAL,23,13,13,0
2024,DAL,24,14,13,1
2024,DAL,25,14,13,1
2024,DAL,26,13,12,1
2024,DAL,27,14,13,1
2024,DAL,28,12,11,1
2024,DAL,29,12,11,1
2024,DAL,30,11,11,0
2024,DAL,31,12,11,1
2024,DAL,32,12,11,1
2024,DAL,33,12,11,1
2024,DAL,34,11,11,0
2024,DAL,35,12,11,1
2024,DAL,36,12,11,1
2024,DAL,37,11,11,0
2024,DAL,38,11,10,1
2024,DAL,39,12,11,1
2024,DAL,40,12,11,1
2024,IND,1,12,12,0
2024,IND,2,12,12,0
2024,IND,3,12,12,0
2024,IND,4,12,12,0
2024,IND,5,12,12,0
2024,IND,6,13,13,0
2024,IND,7,13,13,0
2024,IND,8,13,13,0
2024,IND,9,12,12,0
2024,IND,10,12,12,0
2024,IND,11,12,12,0
2024,IND,12,12,12,0
2024,IND,13,12,12,0
2024,IND,14,12,12,0
2024,IND,15,12,12,0
2024,IND,16,12,12,0
2024,IND,17,12,12,0
2024,IND,18,12,12,0
2024,IND,19,13,13,0
2024,IND,20,13,13,0
2024,IND,21,12,12,0
2024,IND,22,12,12,0
2024,IND,23,12,12,0
2024,IND,24,12,12,0
2024,IND,25,12,12,0
2024,IND,26,12,12,0
2024,IND,27,12,12,0
2024,IND,28,12,12,0
2024,IND,29,12,12,0
2024,IND,30,12,12,0
2024,IND,31,12,12,0
2024,IND,32,12,12,0
2024,IND,33,12,12,0
2024,IND,34,12,12,0
2024,IND,35,12,12,0
2024,IND,36,12,12,0
2024,IND,37,12,12,0
2024,IND,38,12,12,0
2024,IND,39,12,12,0
2024,IND,40,12,12,0
2024,IND,41,12,12,0
2024,IND,42,12,12,0
2024,LAS,1,11,11,0
2024,LAS,2,11,11,0
2024,LAS,3,11,11,0
2024,LAS,4,11,11,0
2024,LAS,5,11,11,0
2024,LAS,6,12,12,0
2024,LAS,7,12,12,0
2024,LAS,8,12,12,0
2024,LAS,9,12,12,0
2024,LAS,10,12,12,0
2024,LAS,11,11,11,0
2024,LAS,12,12,12,0
2024,LAS,13,12,12,0
2024,LAS,14,12,12,0
2024,LAS,15,12,12,0
2024,LAS,16,12,12,0
2024,LAS,17,13,13,0
2024,LAS,18,13,13,0
2024,LAS,19,13,13,0
2024,LAS,20,14,14,0
2024,LAS,21,11,11,0
2024,LAS,22,11,11,0
2024,LAS,23,11,11,0
2024,LAS,24,11,11,0
2024,LAS,25,11,11,0
2024,LAS,26,12,12,0
2024,LAS,27,11,11,0
2024,LAS,28,14,14,0
2024,LAS,29,14,14,0
2024,LAS,30,14,14,0
2024,LAS,31,14,14,0
2024,LAS,32,11,11,0
2024,LAS,33,14,14,0
2024,LAS,34,14,14,0
2024,LAS,35,14,14,0
2024,LAS,36,11,11,0
2024,LAS,37,11,11,0
2024,LAS,38,14,14,0
2024,LAS,39,14,14,0
2024,LAS,40,14,14,0
2024,LVA,1,11,11,0
2024,LVA,2,11,11,0
2024,LVA,3,11,11,0
2024,LVA,4,11,11,0
2024,LVA,5,12,12,0
2024,LVA,6,12,12,0
2024,LVA,7,12,12,0
2024,LVA,8,10,10,0
2024,LVA,9,10,10,0
2024,LVA,10,10,10,0
2024,LVA,11,12,12,0
2024,LVA,12,12,12,0
2024,LVA,13,13,13,0
2024,LVA,14,12,12,0
2024,LVA,15,12,12,0
2024,LVA,16,12,12,0
2024,LVA,17,12,12,0
2024,LVA,18,12,12,0
2024,LVA,19,11,11,0
2024,LVA,20,11,11,0
2024,LVA,21,12,11,1
2024,LVA,22,12,11,1
2024,LVA,23,12,11,1
2024,LVA,24,12,11,1
2024,LVA,25,11,11,0
2024,LVA,26,11,11,0
2024,LVA,27,11,11,0
2024,LVA,28,11,11,0
2024,LVA,29,11,11,0
2024,LVA,30,11,11,0
2024,LVA,31,11,11,0
2024,LVA,32,11,11,0
2024,LVA,33,12,12,0
2024,LVA,34,12,12,0
2024,LVA,35,12,12,0
2024,LVA,36,12,12,0
2024,LVA,37,12,12,0
2024,LVA,38,12,12,0
2024,LVA,39,12,12,0
2024,LVA,40,12,12,0
2024,LVA,41,12,12,0
2024,LVA,42,12,12,0
2024,LVA,43,13,12,1
2024,LVA,44,13,12,1
2024,LVA,45,13,12,1
2024,LVA,46,13,12,1
2024,MIN,1,12,12,0
2024,MIN,2,15,13,2
2024,MIN,3,15,13,2
2024,MIN,4,14,13,1
2024,MIN,5,15,13,2
2024,MIN,6,14,12,2
2024,MIN,7,14,12,2
2024,MIN,8,14,12,2
2024,MIN,9,12,12,0
2024,MIN,10,13,12,1
2024,MIN,11,13,12,1
2024,MIN,12,13,12,1
2024,MIN,13,13,12,1
2024,MIN,14,14,12,2
2024,MIN,15,14,12,2
2024,MIN,16,14,12,2
2024,MIN,17,13,12,1
2024,MIN,18,14,12,2
2024,MIN,19,14,12,2
2024,MIN,20,14,12,2
2024,MIN,21,14,12,2
2024,MIN,22,14,12,2
2024,MIN,23,12,12,0
2024,MIN,24,12,12,0
2024,MIN,25,12,12,0
2024,MIN,26,13,12,1
2024,MIN,27,14,12,2
2024,MIN,28,15,13,2
2024,MIN,29,13,13,0
2024,MIN,30,11,11,0
2024,MIN,31,11,11,0
2024,MIN,32,11,11,0
2024,MIN,33,11,11,0
2024,MIN,34,11,11,0
2024,MIN,35,11,11,0
2024,MIN,36,11,11,0
2024,MIN,37,11,11,0
2024,MIN,38,11,11,0
2024,MIN,39,12,11,1
2024,MIN,40,13,12,1
2024,MIN,41,13,12,1
2024,MIN,42,13,12,1
2024,MIN,43,12,12,0
2024,MIN,44,12,12,0
2024,MIN,45,12,12,0
2024,MIN,46,12,12,0
2024,MIN,47,12,12,0
2024,MIN,48,12,12,0
2024,MIN,49,12,12,0
2024,MIN,50,12,12,0
2024,MIN,51,12,12,0
2024,MIN,52,12,12,0
2024,NYL,1,11,11,0
2024,NYL,2,11,11,0
2024,NYL,3,11,11,0
2024,NYL,4,11,11,0
2024,NYL,5,11,11,0
2024,NYL,6,11,11,0
2024,NYL,7,11,11,0
2024,NYL,8,11,11,0
2024,NYL,9,11,11,0
2024,NYL,10,11,11,0
2024,NYL,11,11,11,0
2024,NYL,12,11,11,0
2024,NYL,13,11,11,0
2024,NYL,14,11,11,0
2024,NYL,15,11,11,0
2024,NYL,16,11,11,0
2024,NYL,17,11,11,0
2024,NYL,18,11,11,0
2024,NYL,19,11,11,0
2024,NYL,20,11,11,0
2024,NYL,21,12,12,0
2024,NYL,22,12,12,0
2024,NYL,23,12,12,0
2024,NYL,24,12,12,0
2024,NYL,25,12,12,0
2024,NYL,26,12,12,0
2024,NYL,27,11,11,0
2024,NYL,28,12,12,0
2024,NYL,29,12,12,0
2024,NYL,30,12,12,0
2024,NYL,31,12,12,0
2024,NYL,32,12,12,0
2024,NYL,33,12,12,0
2024,NYL,34,12,12,0
2024,NYL,35,12,12,0
2024,NYL,36,12,12,0
2024,NYL,37,12,12,0
2024,NYL,38,12,12,0
2024,NYL,39,12,12,0
2024,NYL,40,12,12,0
2024,NYL,41,12,12,0
2024,NYL,42,12,12,0
2024,NYL,43,12,12,0
2024,NYL,44,12,12,0
2024,NYL,45,12,12,0
2024,NYL,46,12,12,0
2024,NYL,47,12,12,0
2024,NYL,48,12,12,0
2024,NYL,49,12,12,0
2024,NYL,50,12,12,0
2024,NYL,51,12,12,0
2024,PHO,1,10,10,0
2024,PHO,2,11,11,0
2024,PHO,3,11,11,0
2024,PHO,4,11,11,0
2024,PHO,5,11,11,0
2024,PHO,6,11,11,0
2024,PHO,7,11,11,0
2024,PHO,8,11,11,0
2024,PHO,9,11,11,0
2024,PHO,10,11,11,0
2024,PHO,11,11,11,0
2024,PHO,12,11,11,0
2024,PHO,13,12,12,0
2024,PHO,14,12,12,0
2024,PHO,15,11,11,0
2024,PHO,16,11,11,0
2024,PHO,17,11,11,0
2024,PHO,18,11,11,0
2024,PHO,19,11,11,0
2024,PHO,20,11,11,0
2024,PHO,21,11,11,0
2024,PHO,22,11,11,0
2024,PHO,23,12,12,0
2024,PHO,24,12,12,0
2024,PHO,25,11,11,0
2024,PHO,26,11,11,0
2024,PHO,27,11,11,0
2024,PHO,28,12,12,0
2024,PHO,29,11,11,0
2024,PHO,30,12,12,0
2024,PHO,31,11,11,0
2024,PHO,32,11,11,0
2024,PHO,33,11,11,0
2024,PHO,34,11,11,0
2024,PHO,35,12,12,0
2024,PHO,36,12,12,0
2024,PHO,37,12,12,0
2024,PHO,38,12,12,0
2024,PHO,39,12,12,0
2024,PHO,40,12,12,0
2024,PHO,41,12,12,0
2024,PHO,42,12,12,0
2024,SEA,1,11,11,0
2024,SEA,2,11,11,0
2024,SEA,3,11,11,0
2024,SEA,4,11,11,0
2024,SEA,5,11,11,0
2024,SEA,6,11,11,0
2024,SEA,7,12,11,1
2024,SEA,8,12,11,1
2024,SEA,9,13,12,1
2024,SEA,10,13,12,1
2024,SEA,11,12,11,1
2024,SEA,12,12,11,1
2024,SEA,13,12,11,1
2024,SEA,14,12,11,1
2024,SEA,15,12,11,1
2024,SEA,16,12,11,1
2024,SEA,17,12,11,1
2024,SEA,18,12,11,1
2024,SEA,19,11,11,0
2024,SEA,20,12,11,1
2024,SEA,21,12,11,1
2024,SEA,22,11,11,0
2024,SEA,23,12,11,1
2024,SEA,24,12,11,1
2024,SEA,25,12,11,1
