era,timing,bet_type,threshold,execution,cond_dim,cond_level,n_bets,wins,losses,pushes,hit_rate,roi,n_cons,roi_cons,n_best,roi_best,roi_ci90_low,roi_ci90_high,n_dates,mean_clv_pts,pct_clv_positive,clv_measurable,n_perm_ge,n_perm_nonempty,perm_roi_mean,perm_roi_q95,p_perm,p_perm_phipson_smyth,eligible,small_n_flag,q_bh,starred
extension,T-24h,spread,0.5,consensus,side,dog,201,112,89,0,0.5572139303482587,0.06377204884667573,201,0.06377204884667573,201,0.07480801595862963,-0.04545454545454546,0.16884981047660466,111,-0.07052391362092857,0.472636815920398,True,36,200,0.037271198,0.080464214,0.18,0.18407960199004975,True,False,0.47529953917050694,False
extension,T-24h,spread,0.5,consensus,rest_sign,home_more,85,44,41,0,0.5176470588235295,-0.01176470588235292,85,-0.01176470588235292,85,-0.006428902160411673,-0.18197139938712983,0.16306292530009936,66,0.017161955691367404,0.5529411764705883,True,157,200,0.04836474,0.15891299,0.785,0.7860696517412935,True,False,0.9068649193548387,False
extension,T-24h,spread,0.5,consensus,rest_sign,equal,115,66,49,0,0.5739130434782609,0.09565217391304348,115,0.09565217391304348,115,0.09556049615777393,-0.0370145860295918,0.21823529411764706,78,-0.055252995796474094,0.4608695652173913,True,23,200,0.030192258,0.12671357,0.115,0.11940298507462686,True,False,0.3660833333333333,False
extension,T-24h,spread,0.5,consensus,rest_sign,away_more,62,36,26,0,0.5806451612903226,0.10850439882697947,62,0.10850439882697947,62,0.13974586517729917,-0.07357194944093343,0.29325513196480935,48,0.1613348345203185,0.5645161290322581,True,7,200,-0.041305784,0.09148528,0.035,0.03980099502487562,True,False,0.18067567567567572,False
extension,T-24h,spread,0.5,consensus,phase,early,25,13,12,0,0.52,-0.007272727272727267,25,-0.007272727272727267,25,-0.0024580559995895966,-0.24999999999999997,0.27272727272727276,15,-0.15936724386724385,0.52,True,3,200,-0.2774751,-0.045454547,0.015,0.01990049751243781,False,True,,False
extension,T-24h,spread,0.5,consensus,phase,mid,153,85,68,0,0.5555555555555556,0.06060606060606059,153,0.06060606060606059,153,0.07562071881440573,-0.03930011020415788,0.15818181818181817,66,0.18777551424610245,0.5424836601307189,True,117,200,0.06606467,0.14839514,0.585,0.5870646766169154,True,False,0.804813925570228,False
extension,T-24h,spread,0.5,consensus,phase,late,84,48,36,0,0.5714285714285714,0.09090909090909093,84,0.09090909090909093,84,0.09046101710580023,-0.08175018307354329,0.2515151515151515,41,-0.2337862038754896,0.4642857142857143,True,32,200,0.020031266,0.13237226,0.16,0.16417910447761194,True,False,0.4527407407407408,False
extension,T-24h,spread,0.5,consensus,weekend,weekend,78,44,34,0,0.5641025641025641,0.07692307692307693,78,0.07692307692307693,78,0.10571012999957449,-0.06934877622377623,0.2309407364787111,33,-0.026082251082251116,0.5512820512820513,True,47,200,0.01956213,0.14192879,0.235,0.23880597014925373,True,False,0.5371874999999999,False
extension,T-24h,spread,0.5,consensus,weekend,weekday,184,102,82,0,0.5543478260869565,0.05830039525691699,184,0.05830039525691699,184,0.059031814540949704,-0.04545454545454545,0.15996732130028168,85,0.0388143860969948,0.5,True,48,200,0.01806204,0.0950623,0.24,0.24378109452736318,True,False,0.5371874999999999,False
extension,T-24h,spread,0.5,best_book,none,all,262,147,115,0,0.5610687022900763,0.0729284122729067,262,0.06384455239417071,262,0.0729284122729067,-0.017126704786668688,0.15995878200393873,118,0.01949401319630327,0.5152671755725191,True,24,200,0.029314091,0.092397705,0.12,0.12437810945273632,True,False,0.3767671232876712,False
extension,T-24h,spread,0.5,best_book,line_terc,small,89,56,33,0,0.6292134831460674,0.19828673435544242,89,0.17977528089887637,89,0.19828673435544242,0.052271426064891796,0.3350395361873096,70,-0.004711034907664179,0.4606741573033708,True,6,200,0.008896088,0.14991036,0.03,0.03482587064676617,True,False,0.1621698113207547,False
extension,T-24h,spread,0.5,best_book,line_terc,mid,83,45,38,0,0.5421686746987951,0.040243938027041654,83,0.03504928806133627,83,0.040243938027041654,-0.125332354517633,0.21532850030631945,66,-0.02889240946469867,0.5180722891566265,True,22,200,-0.053367257,0.071051955,0.11,0.11442786069651742,True,False,0.35914529914529914,False
extension,T-24h,spread,0.5,best_book,line_terc,large,90,46,44,0,0.5111111111111111,-0.02089469109308082,90,-0.02424242424242425,90,-0.02089469109308082,-0.16707243533632704,0.12004938796202051,66,0.08805315055315062,0.5666666666666667,True,200,200,0.12921232,0.19306825,1.0,1.0,True,False,1.0,False
extension,T-24h,spread,0.5,best_book,total_terc,low,93,53,40,0,0.5698924731182796,0.08734379760476421,93,0.08797653958944279,93,0.08734379760476421,-0.0798139724206344,0.256887737891416,64,-0.10579237071172554,0.5161290322580645,True,56,200,0.05275074,0.15500826,0.28,0.2835820895522388,True,False,0.58448087431694,False
extension,T-24h,spread,0.5,best_book,total_terc,mid,88,47,41,0,0.5340909090909091,0.022550200417436536,88,0.019628099173553713,88,0.022550200417436536,-0.13462417928705434,0.17935925743647943,66,-0.09176566804407708,0.45454545454545453,True,106,200,0.030680144,0.15014917,0.53,0.5323383084577115,True,False,0.7678634639696587,False
extension,T-24h,spread,0.5,best_book,total_terc,high,81,47,34,0,0.5802469135802469,0.11110929878424772,81,0.0841750841750842,81,0.11110929878424772,-0.06341703600330086,0.2632509736907962,57,0.2842160582901323,0.5802469135802469,True,12,200,0.004081466,0.112990394,0.06,0.06467661691542288,True,False,0.25094890510948903,False
extension,T-24h,spread,0.5,best_book,side,home,123,70,53,0,0.5691056910569106,0.08706090035381135,123,0.08647450110864745,123,0.08706090035381135,-0.038698261920511956,0.21438317366466178,83,0.10771257874916411,0.5365853658536586,True,27,200,0.039777745,0.10705074,0.135,0.13930348258706468,True,False,0.4082058047493404,False
extension,T-24h,spread,0.5,best_book,side,away,139,77,62,0,0.5539568345323741,0.060422685409947906,139,0.04381948986265532,139,0.060422685409947906,-0.0645492484838238,0.1863864021737353,87,-0.05856989732889016,0.49640287769784175,True,31,200,0.01981979,0.0823866,0.155,0.15920398009950248,True,False,0.4474307304785894,False
extension,T-24h,spread,0.5,best_book,side,fav,61,34,27,0,0.5573770491803278,0.06673496406257379,61,0.06408345752608048,61,0.06673496406257379,-0.12855418547079156,0.2621597340520645,46,0.31611046057767367,0.6557377049180327,True,29,200,-0.036767665,0.11599388,0.145,0.14925373134328357,True,False,0.43049222797927456,False
extension,T-24h,spread,0.5,best_book,side,dog,201,113,88,0,0.5621890547263682,0.07480801595862963,201,0.06377204884667573,201,0.07480801595862963,-0.03578919880239147,0.18248659833316022,111,-0.07052391362092857,0.472636815920398,True,29,200,0.044809073,0.08776175,0.145,0.14925373134328357,True,False,0.43049222797927456,False
extension,T-24h,spread,0.5,best_book,rest_sign,home_more,85,44,41,0,0.5176470588235295,-0.006428902160411673,85,-0.01176470588235292,85,-0.006428902160411673,-0.1793235987396456,0.16819034902846358,66,0.017161955691367404,0.5529411764705883,True,160,200,0.05518193,0.16358827,0.8,0.8009950248756219,True,False,0.9168000000000001,False
extension,T-24h,spread,0.5,best_book,rest_sign,equal,115,66,49,0,0.5739130434782609,0.09556049615777393,115,0.09565217391304348,115,0.09556049615777393,-0.03701667051659106,0.2188461488875182,78,-0.055252995796474094,0.4608695652173913,True,28,200,0.032086466,0.12759672,0.14,0.14427860696517414,True,False,0.42110236220472447,False
extension,T-24h,spread,0.5,best_book,rest_sign,away_more,62,37,25,0,0.5967741935483871,0.13974586517729917,62,0.10850439882697947,62,0.13974586517729917,-0.04488054719036509,0.32475254413895405,48,0.1613348345203185,0.5645161290322581,True,5,200,-0.009333383,0.122995116,0.025,0.029850746268656716,True,False,0.1461734693877551,False
extension,T-24h,spread,0.5,best_book,phase,early,25,13,12,0,0.52,-0.0024580559995895966,25,-0.007272727272727267,25,-0.0024580559995895966,-0.24658880079723744,0.2830653854813888,15,-0.15936724386724385,0.52,True,4,200,-0.27189016,-0.03927561,0.02,0.024875621890547265,False,True,,False
extension,T-24h,spread,0.5,best_book,phase,mid,153,86,67,0,0.5620915032679739,0.07562071881440573,153,0.06060606060606059,153,0.07562071881440573,-0.029141601384871436,0.176935216915697,66,0.18777551424610245,0.5424836601307189,True,120,200,0.08451848,0.17077777,0.6,0.6019900497512438,True,False,0.8098939929328622,False
