arm,target,scheme,model,decile,n,mean_predicted,mean_realised,median_realised
A4_CLEAN_DEC,fga,WF,VALL,9,294,3.332132419966464,3.2145253772256286,2.625041211125282
A4_CLEAN_DEC,fga,WF,VALL,10,295,3.6287673009751247,3.6418729835484402,3.029872689267428
A4_CLEAN_DEC,fga,WF,VLEV,1,294,2.350197269231544,2.1548713387399365,1.7889021905256035
A4_CLEAN_DEC,fga,WF,VLEV,2,295,2.535047792180851,2.615265243445123,2.2293146939064075
A4_CLEAN_DEC,fga,WF,VLEV,3,294,2.6599678964274265,2.7152845976884192,2.4888617983943515
A4_CLEAN_DEC,fga,WF,VLEV,4,295,2.764782722066164,2.788566108308675,2.199699737984286
A4_CLEAN_DEC,fga,WF,VLEV,5,294,2.868274353380531,2.8840091315014744,2.4538261519187987
A4_CLEAN_DEC,fga,WF,VLEV,6,295,2.972409450845514,3.006725339636757,2.555899779837313
A4_CLEAN_DEC,fga,WF,VLEV,7,294,3.078693833780573,3.0791638134126864,2.559530585402076
A4_CLEAN_DEC,fga,WF,VLEV,8,295,3.193644304471667,3.1358248990337447,2.752562513981026
A4_CLEAN_DEC,fga,WF,VLEV,9,294,3.3729938124645695,3.467869047157056,3.0648616706303793
A4_CLEAN_DEC,fga,WF,VLEV,10,295,3.6544185653596073,3.4971039584541503,3.056784573896845
A4_CLEAN_DEC,fga,GKF,V0,1,354,2.8850205344882736,3.1383915228990964,2.523748733186946
A4_CLEAN_DEC,fga,GKF,V0,2,355,2.8850205344882736,3.107682776625265,2.714119231367456
A4_CLEAN_DEC,fga,GKF,V0,3,355,2.912539009309686,3.069434332432365,2.6911184880680867
A4_CLEAN_DEC,fga,GKF,V0,4,355,2.912539009309686,2.9558559642570685,2.5106794746471763
A4_CLEAN_DEC,fga,GKF,V0,5,355,2.936422230931314,2.7090560806228923,2.3736174759092403
A4_CLEAN_DEC,fga,GKF,V0,6,355,2.936422230931314,3.1252357197741283,2.6764270328502953
A4_CLEAN_DEC,fga,GKF,V0,7,355,2.961193377314395,2.8230469887614644,2.3411647300814646
A4_CLEAN_DEC,fga,GKF,V0,8,355,2.961193377314395,2.8131454184480478,2.2574368094966886
A4_CLEAN_DEC,fga,GKF,V0,9,355,2.9676709876130043,2.9270211518516787,2.393866579961106
A4_CLEAN_DEC,fga,GKF,V0,10,355,2.9676709876130043,2.657368619758544,2.1724241904551373
