floor,frac_history_rows_kept,reb_per_min_var,ast_per_min_var,reb_var_reduction_vs_floor0,ast_var_reduction_vs_floor0
0.0,1.0,0.019335326874531295,0.00890021301017025,0.0,0.0
5.0,0.9125301998682187,0.014844486426450027,0.006872871690373275,0.23226090136581312,0.22778570776680718
10.0,0.8183615198770041,0.013611651536211574,0.006412969958198382,0.2960216486362591,0.2794588229663383
15.0,0.698111135515045,0.012884303130100526,0.006141943605218341,0.3336392390101317,0.30991049335561316
20.0,0.565506259609049,0.012350136481684424,0.006012160227836218,0.36126569973057143,0.3244925463057864
