stratum,target,base,candidate,level,n,dr2,beta,sd_candidate,sd_candidate_resid,sd_y,r2_base,p_row_level_NAIVE,p_entity_swap,p_cyclic_shift,p_correct_level,null_sd_row,null_sd_swap,null_sd_cyclic,inflation_swap_over_row,inflation_cyclic_over_row,CEILING_dr2_D089form,CEILING_dr2_residualised,d_target_per_sd_signal,family,fw_p,fw_t
DECISION,y_ast,B_SINGLE,A03_absent_usg_prevgame,team_season,5111,0.0001838109154013807,0.0024592548429274957,14.060105166821431,13.953621742667632,2.531073939298562,0.3907839973679186,0.19966722129783693,0.24625623960066556,0.1048252911813644,0.24625623960066556,0.00017096451758210772,0.00020585871591024827,9.413764668456576e-05,1.2041019904108594,0.5506268085092864,0.00018662702987681419,0.00018381091540138066,0.03457738172357551,A,0.9916805324459235,0.23111111281976285
DECISION,y_ast,B_SINGLE,A04_teammate_prior_fgm_pg,team_season,5111,0.0012540697880472308,-0.025398321248219356,3.53862470437781,3.5290732510215617,2.531073939298562,0.3907839973679186,0.0033277870216306157,0.013311148086522463,0.0016638935108153079,0.013311148086522463,0.00015878740114405037,0.00028179723699246463,0.00018596763153946424,1.7746825942243425,1.17117372158989,0.0012608672658808795,0.0012540697880472317,0.08987512701867287,A,0.17970049916805325,3.6521413331246073
DECISION,y_ast,B_SINGLE,A05_teammate_prior_fgpct,team_season,5111,0.00012022342457628231,-1.1222392763678557,0.025628313663831868,0.024729419135592953,2.531073939298562,0.3907839973679186,0.324459234608985,0.3643926788685524,0.3161397670549085,0.3643926788685524,0.00016536208598098124,0.00022380111349679175,0.00014153606031054087,1.3534004011205552,0.8559160309989035,0.00012912232136560645,0.00012022342457628234,0.028761100180627105,A,1.0,-0.16591212774951433
DECISION,y_ast,B_SINGLE,G01_noise,row,5111,1.492060871712287e-05,0.00977660531432454,1.0003967819812156,1.0000230722967896,2.5310739392985626,0.3907839973679186,0.718801996672213,,,0.718801996672213,0.00016510640967763146,0.00016510640967763146,0.00016510640967763146,1.0,1.0,1.4931762495477961e-05,1.4920608717122858e-05,0.00978048449515072,G,1.0,-0.6251196364519077
DECISION,y_ast,B_SINGLE,G02_placebo_noop,row,5111,0.0,0.0,6.287363639907409,3.0186590996784304e-14,2.5310739392985626,0.3907839973679186,1.0,,,1.0,0.00017191163151919066,0.00017191163151919066,0.00017191163151919066,1.0,1.0,0.0,0.0,0.0,G,1.0,-0.727191638707338
DECISION,y_ast,B_SINGLE,R01_opp_allowed_miss_pg,opp_team_season,5111,4.4806165419436854e-05,0.009046326368687532,1.8728486110166511,1.8728434189090197,2.531073939298562,0.39078399736791847,0.56738768718802,0.6688851913477537,0.15973377703826955,0.6688851913477537,0.00018487555642277806,0.00022282517655260872,2.947193331500677e-05,1.205271161121195,0.15941498100273252,4.480641385318579e-05,4.480616541943683e-05,0.01694239977439975,R,1.0,-0.6055271239311903
DECISION,y_dreb,B_COMPLETE,A01_c04_prevgame,team_season,5111,0.0012298091336198187,-0.010979126625592656,9.41168358822967,8.902643541129235,2.7871986411569645,0.35984319264623366,0.0016638935108153079,0.0016638935108153079,0.004991680532445923,0.004991680532445923,0.00018685254313530606,0.0001538804614167529,0.0002113303799574958,0.8235395613819556,1.1310008224210495,0.0013744672022456695,0.0012298091336198193,0.1033320658751858,A,0.04658901830282862,5.026288730152381
DECISION,y_dreb,B_COMPLETE,G01_noise,row,5111,6.490373236439279e-06,-0.00710754535864672,1.0003967819812156,0.9990405536508683,2.787198641156965,0.35984319264623366,0.8535773710482529,,,0.8535773710482529,0.0001734422102520464,0.0001734422102520464,0.0001734422102520464,1.0,1.0,6.508006960734526e-06,6.490373236439279e-06,0.007110365504575704,G,1.0,-0.647574942525628
DECISION,y_dreb,B_COMPLETE,G02_placebo_noop,row,5111,0.0,0.0,6.78023942638784,4.2800594829377026e-11,2.787198641156965,0.35984319264623366,1.0,,,1.0,0.00018660485620149926,0.00018660485620149926,0.00018660485620149926,1.0,1.0,0.0,0.0,0.0,G,1.0,-0.6679476685807657
DECISION,y_dreb,B_COMPLETE,R01_opp_allowed_miss_pg,opp_team_season,5111,7.244853676310031e-05,0.012698806283156922,1.8728486110166511,1.8681847931435773,2.787198641156965,0.359843192646234,0.3910149750415973,0.5540765391014975,0.8835274542429284,0.8835274542429284,0.0001705100367650602,0.00024768078783802194,0.00011104005073104265,1.452587733467518,0.6512229592914864,7.281071564338256e-05,7.244853676310032e-05,0.023782941708979963,R,1.0,-1.05196840037245
