stratum,target,base,candidate,level,n,dr2,beta,sd_candidate,sd_candidate_resid,sd_y,r2_base,p_row_level_NAIVE,p_entity_swap,p_cyclic_shift,p_correct_level,null_sd_row,null_sd_swap,null_sd_cyclic,inflation_swap_over_row,inflation_cyclic_over_row,CEILING_dr2_D089form,CEILING_dr2_residualised,d_target_per_sd_signal,family,fw_p,fw_t
DECISION,y_oreb,B_COMPLETE,R02_opp_allowed_ra_share,opp_team_season,5111,4.876934139161598e-05,-0.23721494278057964,0.04063286629971969,0.040552159550316054,1.377471380881575,0.2832760151547039,0.5457570715474209,0.6938435940099834,0.04159733777038269,0.6938435940099834,0.0001994835925727582,0.00036321625439661063,1.512062539378331e-05,1.8207826002739236,0.07579884239486175,4.8963655666308646e-05,4.876934139161598e-05,0.009638723054298949,R,1.0,-0.591780729874901
DECISION,y_oreb,B_COMPLETE,R03_opp_allowed_atb3_share,opp_team_season,5111,2.942219684065135e-07,0.0305701204452334,0.024496688651666914,0.024441225783197774,1.377471380881575,0.2832760151547039,0.9700499168053245,0.9633943427620633,0.930116472545757,0.9633943427620633,0.00021501848938321115,0.0003451106973586665,4.107169014802132e-05,1.6050280064222844,0.19101469025215947,2.955588006594983e-07,2.9422196840651365e-07,0.0007488667225908398,R,1.0,-0.7768055823739936
DECISION,y_oreb,B_COMPLETE,R04_opp_allowed_mid_share,opp_team_season,5111,9.937161867254746e-05,-0.6516223520776523,0.021165492307823896,0.02107258398481537,1.377471380881575,0.2832760151547039,0.40765391014975044,0.47254575707154745,0.3178036605657238,0.47254575707154745,0.00016892070739841394,0.00023361406202279948,6.552303506983704e-05,1.3829806044548507,0.3878922606882965,0.00010024980268983625,9.937161867254747e-05,0.013791907880505664,R,1.0,-0.29961126671014426
DECISION,y_oreb,B_COMPLETE,R05_opp_allowed_long_miss_pg,opp_team_season,5111,3.424585681317765e-05,0.0067685172874625745,1.1974940290698133,1.1909487152112346,1.377471380881575,0.2832760151547039,0.6156405990016639,0.7071547420965059,0.9584026622296173,0.9584026622296173,0.0001730468551109193,0.0003544294982169558,0.000133662708789962,2.048170699142577,0.7724076158696273,3.4623313590282794e-05,3.4245856813177653e-05,0.008105259037392242,R,1.0,-1.4134526315484999
DECISION,y_oreb,B_COMPLETE,R06_own_atb3_share,team_season,5111,6.552571118134371e-06,0.07737786281314084,0.04742396294596651,0.045569233735831494,1.377471380881575,0.28327601515470424,0.8435940099833611,0.8336106489184693,0.5041597337770383,0.8336106489184693,0.00019280220060512575,0.00025269540179834524,1.5359578735153242e-05,1.3106458380933397,0.0796649555188993,7.096823051370173e-06,6.552571118134367e-06,0.0036695648988884708,R,1.0,-0.6799355464173515
DECISION,y_oreb,B_COMPLETE,R07_own_miss_pg,team_season,5111,9.47919157616308e-08,-0.0002501449754733675,1.8569963058276184,1.6954166772998678,1.377471380881575,0.28327601515470424,0.9750415973377704,0.9866888519134775,0.9966722129783694,0.9966722129783694,0.000195236158961212,0.00022537064815329866,0.00012177876426383235,1.154348914424574,0.6237510761929423,1.1372094982555869e-07,9.479191576163085e-08,0.0004645182953753837,R,1.0,-1.3219511618873592
DECISION,y_oreb,B_COMPLETE,R08_player_ra_share,player_season,5111,0.0011459764767566332,0.43486528893946547,0.1607438643675129,0.1072298485117466,1.377471380881575,0.28327601515470413,0.008319467554076539,0.0016638935108153079,0.740432612312812,0.740432612312812,0.0001927102368573696,0.00015925041720955523,0.00020670637807753358,0.8263723806609249,1.0726279073099938,0.0025752128320332755,0.0011459764767566335,0.06990192702342474,R,1.0,-0.6379137367768627
DECISION,y_oreb,B_COMPLETE,R09_opp_allowed_paint_share,opp_team_season,5111,8.92481694125257e-06,0.12104144347366172,0.03404277277032171,0.03399759130093107,1.377471380881575,0.2832760151547039,0.7886855241264559,0.8286189683860233,0.7437603993344426,0.8286189683860233,0.0002117533931567529,0.0003284304091809947,3.4231024614501414e-05,1.551004233201922,0.16165514093633201,8.948554169136908e-06,8.924816941252574e-06,0.004120586355965606,R,1.0,-0.7227579938361727
DECISION,y_oreb,B_COMPLETE,R10_opp_allowed_oreb_pg,opp_team_season,5111,0.0005009781027001911,0.03560671650061343,0.8694231467953196,0.8658846277183013,1.377471380881575,0.2832760151547039,0.048252911813643926,0.13311148086522462,1.0,1.0,0.0002049953957410505,0.00031894258681890923,0.0005624771294375717,1.555852440811873,2.7438525016829693,0.0005050810575546735,0.0005009781027001912,0.03095730350701216,R,1.0,-2.605548619237822
DECISION,y_oreb,B_COMPLETE_PLUS_R10,R01_opp_allowed_miss_pg,opp_team_season,5111,6.34907270420139e-05,0.006649408530492822,1.8728486110166511,1.6506489439774477,1.377471380881575,0.28377699325740435,0.5108153078202995,0.5873544093178037,0.9983361064891847,0.9983361064891847,0.00018827527628626783,0.00027451098541997847,0.0002023304590106938,1.4580299168043254,1.0746523016811587,8.173465051277447e-05,6.349072704201389e-05,0.012453335530415754,R,1.0,-1.9250140159362978
DECISION,y_oreb,B_COMPLETE_PLUS_R10,R02_opp_allowed_ra_share,opp_team_season,5111,0.0001809525124590062,-0.47416457838657716,0.04063286629971969,0.0390783110637327,1.377471380881575,0.28377699325740435,0.24126455906821964,0.4259567387687188,0.008319467554076539,0.4259567387687188,0.00017615084947928097,0.00032536066662650553,4.303767617847175e-05,1.8470570399649124,0.2443228420736846,0.00019563563516319094,0.00018095251245900626,0.019266665917644747,R,1.0,-0.23665013227129356
DECISION,y_oreb,B_COMPLETE_PLUS_R10,R03_opp_allowed_atb3_share,opp_team_season,5111,3.6749008204520075e-05,0.3518271747489885,0.024496688651666914,0.02373427745372515,1.377471380881575,0.28377699325740435,0.6039933444259568,0.6955074875207987,0.15307820299500832,0.6955074875207987,0.00016065093733556778,0.00029079996577072924,2.6564990438470356e-05,1.8101355061707862,0.16535845279869973,3.9147889843839126e-05,3.6749008204520075e-05,0.008618600759021579,R,1.0,-0.6294961087799447
DECISION,y_oreb,B_COMPLETE_PLUS_R10,R04_opp_allowed_mid_share,opp_team_season,5111,7.838340464837055e-05,-0.5794652634205113,0.021165492307823896,0.021045887245975597,1.377471380881575,0.28377699325740435,0.46256239600665555,0.4509151414309484,0.259567387687188,0.4509151414309484,0.00020946470799680986,0.0001895085340110591,4.8894474560360657e-05,0.9047277501942967,0.23342583592222763,7.92768515577107e-05,7.838340464837053e-05,0.01226466757557798,R,1.0,-0.32365446980846707
DECISION,y_oreb,B_COMPLETE_PLUS_R10,R05_opp_allowed_long_miss_pg,opp_team_season,5111,2.745669368908417e-05,0.006062854443789862,1.1974940290698133,1.1905004446274963,1.377471380881575,0.28377699325740435,0.6256239600665557,0.7088186356073212,0.956738768718802,0.956738768718802,0.00017935901212344345,0.0002971023562295696,0.00012701039589996718,1.656467398611058,0.7081350103141322,2.7780229423435915e-05,2.7456693689084195e-05,0.007260231995557744,R,1.0,-1.3702421983190027
DECISION,y_oreb,B_COMPLETE_PLUS_R10,R06_own_atb3_share,team_season,5111,3.151385818377727e-06,0.053694447070506246,0.04742396294596651,0.04554115051901811,1.377471380881575,0.28377699325740413,0.8752079866888519,0.9034941763727121,0.5773710482529119,0.9034941763727121,0.00019245662420752475,0.0002497852398157575,1.1869612563065557e-05,1.2978781106875057,0.06167422198087933,3.417348461214097e-06,3.1513858183777284e-06,0.0025464034682758483,R,1.0,-0.7189670064642714
DECISION,y_oreb,B_COMPLETE_PLUS_R10,R07_own_miss_pg,team_season,5111,4.805737036507109e-07,-0.0005633139097791177,1.8569963058276184,1.6951655222129076,1.377471380881575,0.28377699325740413,0.9667221297836939,0.9700499168053245,0.9966722129783694,0.9966722129783694,0.00018761230719020714,0.00022874598749582673,0.0001245520697667758,1.2192483047709497,0.6638800600671739,5.767105035523856e-07,4.80573703650711e-07,0.0010460718494811339,R,1.0,-1.2747545459516954
DECISION,y_oreb,B_COMPLETE_PLUS_R10,R08_player_ra_share,player_season,5111,0.0011785208266590732,0.44109404296639965,0.1607438643675129,0.10720622969880883,1.377471380881575,0.28377699325740435,0.0066555740432612314,0.0016638935108153079,0.7071547420965059,0.7071547420965059,0.00019595549689200353,0.00015319295031997762,0.00020578853550083686,0.7817741923535142,1.0501799580251254,0.0026495128237363666,0.001178520826659073,0.07090316101590885,R,1.0,-0.5226904323492852
DECISION,y_oreb,B_COMPLETE_PLUS_R10,R09_opp_allowed_paint_share,opp_team_season,5111,4.536426551239573e-06,-0.08859163636021698,0.03404277277032171,0.03311668085298049,1.377471380881575,0.28377699325740435,0.8951747088186356,0.8901830282861897,0.5124792013311148,0.8901830282861897,0.00019764904719131338,0.00031148000147589796,1.4379883749282461e-05,1.5759246295500857,0.0727546322819534,4.793692037123601e-06,4.53642655123957e-06,0.0030159049459618373,R,1.0,-0.6548041850465393
DECISION,y_oreb,B_SINGLE,A01_c04_prevgame,team_season,5111,6.461576625163768e-05,-0.001177404692800616,9.41168358822967,9.404291265224286,1.377471380881575,0.2703993406680846,0.5440931780366056,0.5574043261231281,0.6988352745424293,0.6988352745424293,0.00021508576288204598,0.00028028225787763426,0.00033477541231800905,1.3031185984696827,1.5564740679819027,6.471738972043235e-05,6.461576625163768e-05,0.011081360423936154,A,1.0,-0.6630319887308653
DECISION,y_oreb,B_SINGLE,G01_noise,row,5111,1.1053356144422004e-06,0.001447744979320797,1.0003967819812156,1.0003168828633249,1.377471380881575,0.27039934066808424,0.9101497504159733,,,0.9101497504159733,0.00018249113062286283,0.00018249113062286283,0.00018249113062286283,1.0,1.0,1.1055121962216772e-06,1.1053356144422002e-06,0.0014483194184419868,G,1.0,-0.722878132598721
DECISION,y_oreb,B_SINGLE,G02_placebo_noop,row,5111,0.0,0.0,3.065925828369064,3.6229666913460085e-15,1.377471380881575,0.27039934066808424,1.0,,,1.0,0.00022160486174873666,0.00022160486174873666,0.00022160486174873666,1.0,1.0,0.0,0.0,0.0,G,1.0,-0.661640480040933
DECISION,y_oreb,B_SINGLE,R01_opp_allowed_miss_pg,opp_team_season,5111,0.000264722202485421,0.011967798452935904,1.8728486110166511,1.8726796946849316,1.377471380881575,0.27039934066808446,0.1497504159733777,0.3011647254575707,0.9983361064891847,0.9983361064891847,0.00019155989332421321,0.0004009901309504393,0.00030404123953697875,2.093288547993538,1.5871863063861285,0.0002647699607007635,0.00026472220248542085,0.022413874709508234,R,1.0,-2.3644699891883905
DECISION,y_oreb,B_SINGLE,R02_opp_allowed_ra_share,opp_team_season,5111,4.396613259064743e-05,-0.22485482334360624,0.04063286629971969,0.04061996165485955,1.377471380881575,0.27039934066808446,0.5790349417637272,0.7054908485856906,0.05490848585690516,0.7054908485856906,0.00018458204748190974,0.0003431101961877844,1.5958733486202943e-05,1.8588492265013554,0.0864587521046271,4.399407242258839e-05,4.3966132590647445e-05,0.009136495973767842,R,1.0,-0.7165191535206357
DECISION,y_oreb,B_SINGLE,R03_opp_allowed_atb3_share,opp_team_season,5111,1.2091817376131034e-07,-0.01955578710836065,0.024496688651666914,0.02449362550567908,1.377471380881575,0.27039934066808446,0.978369384359401,0.9833610648918469,0.9317803660565723,0.9833610648918469,0.0001979086284528943,0.000326192478775702,3.318641034869828e-05,1.6481973591835664,0.1676855153215173,1.209484194412741e-07,1.2091817376131034e-07,0.0004790520281317924,R,1.0,-0.7775030110120855
DECISION,y_oreb,B_SINGLE,R04_opp_allowed_mid_share,opp_team_season,5111,3.9927316974256656e-05,-0.4113665062428306,0.021165492307823896,0.021158687288524984,1.377471380881575,0.27039934066808446,0.5990016638935108,0.6405990016638935,0.39434276206322794,0.6405990016638935,0.00019513824534429482,0.00024260179972316757,4.5920635586527135e-05,1.2432304046555804,0.2353236061209141,3.9953003809331426e-05,3.992731697425665e-05,0.008706774623579022,R,1.0,-0.534042493221879
DECISION,y_oreb,B_SINGLE,R05_opp_allowed_long_miss_pg,opp_team_season,5111,2.5508625635821013e-05,0.005811298491672182,1.1974940290698133,1.1971620228627293,1.377471380881575,0.27039934066808446,0.6888519134775375,0.7237936772046589,0.9816971713810316,0.9816971713810316,0.0002204563722370772,0.0003346144172745654,0.00014243541861538492,1.5178260164542825,0.6460934522782171,2.552277609537582e-05,2.5508625635821016e-05,0.006958995244919849,R,1.0,-1.5504906967693346
DECISION,y_oreb,B_SINGLE,R06_own_atb3_share,team_season,5111,2.3902441631324798e-05,0.1437918713328211,0.04742396294596651,0.04683487677411836,1.377471380881575,0.2703993406680846,0.7071547420965059,0.7670549084858569,0.7720465890183028,0.7720465890183028,0.000213415106406169,0.0002784629338228057,3.325284445693729e-05,1.3047948597080024,0.1558129835179094,2.4507509958904495e-05,2.390244163132479e-05,0.006819180378018891,R,1.0,-0.7836659721956699
DECISION,y_oreb,B_SINGLE,R07_own_miss_pg,team_season,5111,0.0007447365990072196,-0.020601273777727698,1.8569963058276184,1.8246932244029577,1.377471380881575,0.2703993406680846,0.026622296173044926,0.07321131447587355,0.0016638935108153079,0.07321131447587355,0.0001921592213427338,0.0003127147859400762,0.00010005808952558014,1.6273732988453382,0.5207040746023698,0.0007713385869915156,0.0007447365990072193,0.03825648930058372,R,0.9950083194675541,1.6491379756186966
DECISION,y_oreb,B_SINGLE,R08_player_ra_share,player_season,5111,0.0044314642654728915,0.793281743784496,0.1607438643675129,0.11559225882769597,1.377471380881575,0.27039934066808424,0.0016638935108153079,0.0016638935108153079,0.6073211314475874,0.6073211314475874,0.00022376211342918617,0.00022114590559620874,0.0003630198983371645,0.9883080840054481,1.6223474688088746,0.008569560715881325,0.0044314642654728915,0.12751517302811916,R,1.0,-0.3140630632506706
DECISION,y_oreb,B_SINGLE,R09_opp_allowed_paint_share,opp_team_season,5111,3.3575620452529297e-06,0.07414292101014938,0.03404277277032171,0.03404277198595517,1.377471380881575,0.27039934066808446,0.8735440931780366,0.9101497504159733,0.740432612312812,0.9101497504159733,0.00019032424035329276,0.0003084494269902317,2.6624380449397827e-05,1.6206523478967627,0.13988959262349265,3.357562199973549e-06,3.357562045252931e-06,0.002524030612476427,R,1.0,-0.7408153627302626
DECISION,y_oreb,B_SINGLE,R10_opp_allowed_oreb_pg,opp_team_season,5111,0.00042278689915931767,0.03257710952427214,0.8694231467953196,0.8694223438871381,1.377471380881575,0.27039934066808446,0.07321131447587355,0.19966722129783693,1.0,1.0,0.00018432995104471702,0.0003710641486943508,0.0006037605794145173,2.013043168466602,3.2754339487023985,0.00042278768004381986,0.00042278689915931756,0.02832329307608846,R,1.0,-2.6399205930063623
DECISION,y_pts,B_COMPLETE,G01_noise,row,5111,0.0004945822899873178,0.16880494332147497,1.0003967819812156,0.9991140513173585,7.583696544741256,0.3162374312016146,0.04658901830282862,,,0.04658901830282862,0.00016379006418459156,0.00016379006418459156,0.00016379006418459156,1.0,1.0,0.000495853062070806,0.000494582289987318,0.16887192208132507,G,0.5574043261231281,2.251725377156889
DECISION,y_pts,B_COMPLETE,G02_placebo_noop,row,5111,0.0,0.0,17.688009706988073,2.2283556778274652e-10,7.583696544741256,0.3162374312016146,1.0,,,1.0,0.00019198079490505735,0.00019198079490505735,0.00019198079490505735,1.0,1.0,0.0,0.0,0.0,G,1.0,-0.6796390251138453
DECISION,y_pts,B_SINGLE,G01_noise,row,5111,0.00047371877288881033,0.16509328661331588,1.0003967819812156,0.9997970043856194,7.583696544741256,0.3070271359837009,0.04991680532445923,,,0.04991680532445923,0.00020383000793422641,0.00020383000793422641,0.00020383000793422641,1.0,1.0,0.00047428731055960125,0.00047371877288881033,0.1651587926546637,G,0.7487520798668885,1.6642679815186712
DECISION,y_pts,B_SINGLE,G02_placebo_noop,row,5111,0.0,0.0,17.688009706988073,4.299761211121913e-13,7.583696544741256,0.3070271359837009,1.0,,,1.0,0.00019392729435316913,0.00019392729435316913,0.00019392729435316913,1.0,1.0,0.0,0.0,0.0,G,1.0,-0.7063453868418368
DECISION,y_reb,B_COMPLETE,A01_c04_prevgame,team_season,5111,0.0012303813437367084,-0.013679776135247408,9.41168358822967,8.91374560547737,3.4763168785848535,0.431736524881169,0.0033277870216306157,0.0033277870216306157,0.0066555740432612314,0.0066555740432612314,0.00016776663384720415,0.0001604257539148299,0.0002288525464083997,0.9562435046586197,1.3641124051927418,0.0013716834635132502,0.001230381343736709,0.12874972454276393,A,0.08818635607321132,4.524614733366918
DECISION,y_reb,B_COMPLETE,G01_noise,row,5111,8.27752514266674e-06,-0.010011179297728863,1.0003967819812156,0.9990434384975091,3.4763168785848535,0.43173652488116876,0.7903494176372712,,,0.7903494176372712,0.00014744716392253406,0.00014744716392253406,0.00014744716392253406,1.0,1.0,8.299966453709661e-06,8.27752514266674e-06,0.01001515155328492,G,1.0,-0.6731503533196302
DECISION,y_reb,B_COMPLETE,G02_placebo_noop,row,5111,0.0,0.0,9.109693901198204,8.397407436052112e-11,3.4763168785848535,0.43173652488116876,1.0,,,1.0,0.00016878875599144312,0.00016878875599144312,0.00016878875599144312,1.0,1.0,0.0,0.0,0.0,G,1.0,-0.661229226716932
DECISION,y_reb,B_COMPLETE,R01_opp_allowed_miss_pg,opp_team_season,5111,0.00018165565648571607,0.025084243295490378,1.8728486110166511,1.8678535213953664,3.4763168785848535,0.43173652488116876,0.18801996672212978,0.3011647254575707,0.9650582362728786,0.9650582362728786,0.0001410867106735283,0.00023397176684221915,0.00018050030549136964,1.658354395855361,1.2793572451273851,0.0001826285374515394,0.00018165565648571607,0.0469789902143629,R,1.0,-1.5777182949245634
DECISION,y_reb,B_COMPLETE,R02_opp_allowed_ra_share,opp_team_season,5111,0.0005629771484433509,-2.0342132026825026,0.04063286629971969,0.04054789113827783,3.4763168785848535,0.43173652488116876,0.019966722129783693,0.08319467554076539,0.46589018302828616,0.46589018302828616,0.00014806018933189512,0.00024525694431970187,0.00013156797453121971,1.6564678555822205,0.8886114162416334,0.0005653392541058002,0.0005629771484433507,0.08265591308972273,R,1.0,0.03718997243622009
DECISION,y_reb,B_COMPLETE,R03_opp_allowed_atb3_share,opp_team_season,5111,7.097461266708864e-05,1.1981863924635852,0.024496688651666914,0.024442548720281277,3.4763168785848535,0.43173652488116876,0.4442595673876872,0.56738768718802,0.5108153078202995,0.56738768718802,0.00014849238807891174,0.0002402180236327321,6.417594954543904e-05,1.61771271066821,0.43218342957306805,7.128937659086662e-05,7.097461266708864e-05,0.029351599002844425,R,1.0,-0.44789648341846755
DECISION,y_reb,B_COMPLETE,R04_opp_allowed_mid_share,opp_team_season,5111,2.0718438171641966e-05,-0.7512452834343948,0.021165492307823896,0.02106280007522642,3.4763168785848535,0.43173652488116876,0.6871880199667221,0.6788685524126455,0.2129783693843594,0.6788685524126455,0.0001569594218225395,0.0002042308968166128,2.0638402758952293e-05,1.3011700377408315,0.13148877919725238,2.092095723882677e-05,2.0718438171641966e-05,0.015900476267819666,R,1.0,-0.5490658938127199
DECISION,y_reb,B_COMPLETE,R05_opp_allowed_long_miss_pg,opp_team_season,5111,0.00017004728564465414,0.038069535236545285,1.1974940290698133,1.1907665715670028,3.4763168785848535,0.43173652488116876,0.21797004991680533,0.34775374376039936,0.9201331114808652,0.9201331114808652,0.00014919202404969464,0.0002519030597094561,0.00015056789955380576,1.6884485703173333,1.0092221786846516,0.00017197414099261963,0.00017004728564465416,0.04558804113522584,R,1.0,-1.2900080978298576
DECISION,y_reb,B_COMPLETE,R06_own_atb3_share,team_season,5111,7.596408558983794e-07,-0.06465481628738176,0.04742396294596651,0.04686219558180293,3.4763168785848535,0.431736524881169,0.9334442595673876,0.9384359400998337,0.6572379367720466,0.9384359400998337,0.0001550469062777958,0.00021912138273481825,5.008863143261101e-06,1.4132586582683626,0.0323054697672379,7.779626288520404e-07,7.59640855898379e-07,0.0030661876118910645,R,1.0,-0.7776580526969573
DECISION,y_reb,B_COMPLETE,R07_own_miss_pg,team_season,5111,0.00023778589462213298,-0.030253012769162244,1.8569963058276184,1.7719186155046174,3.4763168785848535,0.431736524881169,0.13643926788685523,0.17304492512479203,0.0066555740432612314,0.17304492512479203,0.00014575372063484537,0.00016839616718536003,4.258369426937794e-05,1.1553472971523,0.29216197078126216,0.00026116839903147143,0.00023778589462213293,0.056179732952490055,R,1.0,0.6764677975023804
DECISION,y_reb,B_COMPLETE,R08_player_ra_share,player_season,5111,0.00030201996624106453,0.48678475529353055,0.1607438643675129,0.1241081253026976,3.476316878584854,0.4317365248811691,0.10316139767054909,0.11813643926788686,0.9118136439267887,0.9118136439267887,0.0001611221670945443,0.00018083786791006512,8.144490549595994e-05,1.1223649183166207,0.5054854149781214,0.0005066453176029522,0.0003020199662410646,0.07824766268107623,R,1.0,-1.2504687863962032
DECISION,y_reb,B_COMPLETE,R09_opp_allowed_paint_share,opp_team_season,5111,4.6921324204007065e-05,-0.7005413494099534,0.03404277277032171,0.033991529955010924,3.4763168785848535,0.43173652488116876,0.4925124792013311,0.653910149750416,0.7687188019966722,0.7687188019966722,0.0001327438372945957,0.0002463204623690449,5.32055956996983e-05,1.8556075173749191,0.4008140549803469,4.7062900242281875e-05,4.692132420400706e-05,0.023848369974177587,R,1.0,-0.7722482486213677
DECISION,y_reb,B_COMPLETE,R10_opp_allowed_oreb_pg,opp_team_season,5111,3.708617451713452e-05,-0.02445245445411847,0.8694231467953196,0.8657707661804945,3.4763168785848535,0.43173652488116876,0.5607321131447587,0.5840266222961731,0.5906821963394343,0.5906821963394343,0.00014631504518716797,0.00018347973300185215,8.959228676679052e-05,1.2540045541259457,0.612324499180402,3.73997414426166e-05,3.708617451713452e-05,0.02125952989836891,R,1.0,-0.4868295287855096
DECISION,y_reb,B_COMPLETE_PLUS_R10,R01_opp_allowed_miss_pg,opp_team_season,5111,0.00034146970119002803,0.038919899986375274,1.8728486110166511,1.6505311639950806,3.4763168785848535,0.4317736110556859,0.07986688851913477,0.1713810316139767,0.930116472545757,0.930116472545757,0.00015256687164576295,0.00022746943012360468,0.00022197162118308965,1.4909490354613422,1.454913630912443,0.0004396530228424586,0.0003414697011900281,0.0728910806303899,R,1.0,-1.3657949753114886
DECISION,y_reb,B_COMPLETE_PLUS_R10,R02_opp_allowed_ra_share,opp_team_season,5111,0.0005259559594557829,-2.040268802238563,0.04063286629971969,0.03907569025780409,3.4763168785848535,0.4317736110556859,0.029950083194675542,0.08485856905158069,0.4525790349417637,0.4525790349417637,0.00015528517820426752,0.0002584740040180069,0.00013679186288337013,1.664511751907199,0.8809074018862854,0.0005687101532337467,0.0005259559594557832,0.08290196945684876,R,1.0,0.050355266689048515
DECISION,y_reb,B_COMPLETE_PLUS_R10,R03_opp_allowed_atb3_share,opp_team_season,5111,5.153307706503305e-05,1.0513594490249076,0.024496688651666914,0.023736198891995776,3.4763168785848535,0.4317736110556859,0.49750415973377704,0.6372712146422629,0.5291181364392679,0.6372712146422629,0.00013623558485502052,0.00025709425880496046,6.088751309232686e-05,1.887129996751991,0.4469281146854712,5.488813762177753e-05,5.153307706503304e-05,0.025754825083751234,R,1.0,-0.5159650018349444
DECISION,y_reb,B_COMPLETE_PLUS_R10,R04_opp_allowed_mid_share,opp_team_season,5111,2.3578537636253876e-05,-0.8023853038182689,0.021165492307823896,0.021037533689371776,3.4763168785848535,0.4317736110556859,0.6572379367720466,0.7088186356073212,0.22795341098169716,0.7088186356073212,0.00019175972854113687,0.00022670747271986326,2.0070619549118008e-05,1.1822475680613476,0.10466545662017038,2.3866237960363855e-05,2.3578537636253873e-05,0.01698287997587651,R,1.0,-0.6138042597485235
DECISION,y_reb,B_COMPLETE_PLUS_R10,R05_opp_allowed_long_miss_pg,opp_team_season,5111,0.00017449689400683458,0.03857850724714638,1.1974940290698133,1.1903311215449282,3.4763168785848535,0.4317736110556859,0.19800332778702162,0.3577371048252912,0.9217970049916805,0.9217970049916805,0.00017497557662120316,0.00024208831016678565,0.00014554700966039257,1.3835548642932713,0.8318132877223249,0.00017660330925840163,0.00017449689400683463,0.04619753207888431,R,1.0,-1.331964434233244
DECISION,y_reb,B_COMPLETE_PLUS_R10,R06_own_atb3_share,team_season,5111,4.234827072760419e-07,-0.04830603266009572,0.04742396294596651,0.046831258288804786,3.4763168785848535,0.4317736110556859,0.9600665557404326,0.9650582362728786,0.8053244592346089,0.9650582362728786,0.00013664020064576947,0.00023920145068800217,5.987073463489989e-06,1.7505935263379468,0.04381633981211045,4.342698837589216e-07,4.234827072760418e-07,0.0022908635029390274,R,1.0,-0.7863146844386504
DECISION,y_reb,B_COMPLETE_PLUS_R10,R07_own_miss_pg,team_season,5111,0.00023536064168074762,-0.030100945767417318,1.8569963058276184,1.7717650703875307,3.4763168785848535,0.4317736110556859,0.15640599001663893,0.17803660565723795,0.0016638935108153079,0.17803660565723795,0.00015475825697462516,0.0001829457004588967,4.8421347441296595e-05,1.182138543269412,0.3128837736214357,0.00025854946771530513,0.00023536064168074754,0.05589734509201145,R,1.0,0.5599722287959594
DECISION,y_reb,B_COMPLETE_PLUS_R10,R08_player_ra_share,player_season,5111,0.0002969123576765208,0.48280350749152984,0.1607438643675129,0.12406894158313758,3.476316878584854,0.4317736110556859,0.08319467554076539,0.13976705490848584,0.9217970049916805,0.9217970049916805,0.0001402030550867993,0.00017615643352655817,7.949387385476011e-05,1.2564379101261398,0.5669910245931922,0.0004983918461226995,0.00029691235767652076,0.07760770152437797,R,1.0,-1.3212209502637047
DECISION,y_reb,B_COMPLETE_PLUS_R10,R09_opp_allowed_paint_share,opp_team_season,5111,3.159909576018137e-05,-0.5900944138717871,0.03404277277032171,0.03311579467126544,3.4763168785848535,0.4317736110556859,0.5906821963394343,0.7071547420965059,0.7603993344425957,0.7603993344425957,0.0001582664346086796,0.00021181333571329832,4.670095598373122e-05,1.338333906598804,0.29507808209113506,3.3392900593584464e-05,3.1599095760181374e-05,0.020088450044473422,R,1.0,-0.8084550672142732
DECISION,y_reb,B_SINGLE,A01_c04_prevgame,team_season,5111,0.0013405728145867363,-0.013556098781173687,9.41168358822967,9.389226942319691,3.4763168785848535,0.41835456722482256,0.0033277870216306157,0.0033277870216306157,0.014975041597337771,0.014975041597337771,0.0001750002097639633,0.0001940125881479129,0.00031930725138211484,1.1086420319700938,1.8246106779688431,0.0013469931025783244,0.0013405728145867361,0.12758571241919262,A,0.26788685524126454,3.122766172037864
DECISION,y_reb,B_SINGLE,G01_noise,row,5111,1.1653987745921722e-08,-0.0003751423434584452,1.0003967819812156,1.0003697450379643,3.4763168785848535,0.41835456722482234,0.9916805324459235,,,0.9916805324459235,0.00015573173134018046,0.00015573173134018046,0.00015573173134018046,1.0,1.0,1.165461769792664e-08,1.1653987745921723e-08,0.0003752911931807205,G,1.0,-0.7293244953630693
DECISION,y_reb,B_SINGLE,G02_placebo_noop,row,5111,0.0,0.0,9.109693901198204,1.62925685841133e-13,3.4763168785848535,0.41835456722482234,1.0,,,1.0,0.00015888023104674586,0.00015888023104674586,0.00015888023104674586,1.0,1.0,0.0,0.0,0.0,G,1.0,-0.6944442165272043
DECISION,y_reb,B_SINGLE,R01_opp_allowed_miss_pg,opp_team_season,5111,0.0001829727401856339,0.025110823535094935,1.8728486110166511,1.872628363272268,3.4763168785848535,0.41835456722482256,0.20299500831946754,0.30782029950083195,1.0,1.0,0.00017212955301432645,0.00022376516880210276,0.00020663569167997546,1.2999811181957734,1.2004660911585419,0.00018301578311287722,0.00018297274018563395,0.04702877097918678,R,1.0,-2.3594286596626057
DECISION,y_reb,B_SINGLE,R02_opp_allowed_ra_share,opp_team_season,5111,0.0006197097693004175,-2.1300748662068094,0.04063286629971969,0.040627365422641656,3.4763168785848535,0.41835456722482256,0.016638935108153077,0.05490848585690516,0.589018302828619,0.589018302828619,0.00015921837539397166,0.00022844399371448472,0.000141734127144622,1.43478410170447,0.8901869950243717,0.0006198775959863167,0.0006197097693004175,0.0865510472469746,R,1.0,-0.24530886858726159
